topic,subject,relation,object,question,output_gemma_1.1_2b_it,eval_gemma_1.1_2b_it,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
human_scientist,Brigitte Jockusch,sex or gender,female,What is the sex or gender of Brigitte Jockusch?,The provided text does not contain any information regarding Brigitte Jockusch's sex or,0.0,"['female', ""The provided text does not contain any information regarding Brigitte Jockusch's sex or"", 'male', 'non-binary']",What gender does Brigitte Jockusch identify as?,Is Brigitte Jockusch's sex or gender female?,Is Brigitte Jockusch's sex or gender The provided text does not contain any information regarding Brigitte Jockusch's sex or?,What is Brigitte Jockusch known for?,Who is female in this context?,A. female  B. non-binary  C. male  D. The provided text does not contain any information regarding Brigitte Jockusch's sex or,A,Who is the spouse of the female Brigitte Jockusch?,Thomas Spencer,What is the profession of the spouse of the female Brigitte Jockusch?,Mathematician,Which university is the spouse of the female Brigitte Jockusch affiliated with?,Princeton University,In which city is the university located where the spouse of the female Brigitte Jockusch is affiliated?,Princeton,In which state is the city located where the university is situated that the spouse of the female Brigitte Jockusch is affiliated with?,New Jersey
human_scientist,Boris Vladimirtsov,place of death,Siversky,Who is the place of death of Boris Vladimirtsov?,"Boris Vladimirtsov died in London, England",0.0,"['Siversky', 'Boris Vladimirtsov died in London, England', 'Moscow', 'Saint Petersburg']",Where did Boris Vladimirtsov pass away?,Did Boris Vladimirtsov die in Siversky?,"Did Boris Vladimirtsov die in London, England?",What was Boris Vladimirtsov's profession?,Who died in Siversky?,"A. Moscow  B. Saint Petersburg  C. Siversky  D. Boris Vladimirtsov died in London, England",C,In which country is the place of death of Boris Vladimirtsov located?,Russia,What is the capital city of the country where the place of death of Boris Vladimirtsov is located?,Moscow,Which river flows through the capital city of the country where the place of death of Boris Vladimirtsov is located?,Moskva River,What is the length of the river that flows through the capital city of the country where the place of death of Boris Vladimirtsov is located?,502 kilometers,Into which larger river does the river that flows through the capital city of the country where the place of death of Boris Vladimirtsov is located eventually flow?,Oka River
human_scientist,Melvil Dewey,place of death,Lake Placid,What is the place of death of Melvil Dewey?,Melvil Dewey died in New York City,0.0,"['Lake Placid', 'Melvil Dewey died in New York City', 'Albany', 'Buffalo']",Where did Melvil Dewey pass away?,Did Melvil Dewey die in Lake Placid?,Did Melvil Dewey die in New York City?,What is Melvil Dewey best known for?,Who died in Lake Placid?,A. Albany  B. Buffalo  C. Lake Placid  D. Melvil Dewey died in New York City,C,In which state is the place of death of Melvil Dewey located?,New York,What is the capital of the state where the place of death of Melvil Dewey is located?,Albany,Which river flows through the capital of the state where the place of death of Melvil Dewey is located?,Hudson River,What is the length of the river that flows through the capital of the state where the place of death of Melvil Dewey is located?,315 miles,Into which ocean does the river that flows through the capital of the state where the place of death of Melvil Dewey is located empty?,Atlantic Ocean
human_scientist,Bert Vogelstein,sex or gender,male,What is the sex or gender of Bert Vogelstein?,"This information is not available in the provided context, so I am unable to answer",0.0,"['male', 'This information is not available in the provided context, so I am unable to answer', 'female', 'non-binary']",Can you tell me the gender of Bert Vogelstein?,Is the sex or gender of Bert Vogelstein male?,Is the sex or gender of Bert Vogelstein not available in the provided context?,What is Bert Vogelstein known for in the field of science?,Who is male in the context of this information?,"A. non-binary  B. This information is not available in the provided context, so I am unable to answer  C. female  D. male",D,Who is the spouse of the person whose sex or gender is male and is Bert Vogelstein?,Ilene Vogelstein,What is the profession of the spouse of the person whose sex or gender is male and is Bert Vogelstein?,Psychotherapist,Which university did the spouse of the person whose sex or gender is male and is Bert Vogelstein attend for their undergraduate studies?,University of Maryland,In which city is the university located that the spouse of the person whose sex or gender is male and is Bert Vogelstein attended?,College Park,In which state is the city located where the university is situated that the spouse of the person whose sex or gender is male and is Bert Vogelstein attended?,Maryland
human_scientist,S. Yizhar,father,Ze'ev Smilanski,Who is the father of S. Yizhar?,His father's name is Rabbi Eliezer ben Solomon ben Eliezer,0.0,"[""Ze'ev Smilanski"", ""His father's name is Rabbi Eliezer ben Solomon ben Eliezer"", 'David Ben-Gurion', 'Yitzhak Rabin']",Who is S. Yizhar's father?,Is Ze'ev Smilanski the father of S. Yizhar?,Is His father's name is Rabbi Eliezer ben Solomon ben Eliezer the father of S. Yizhar?,What is S. Yizhar known for?,Who is the son of Ze'ev Smilanski?,A. Ze'ev Smilanski  B. Yitzhak Rabin  C. David Ben-Gurion  D. His father's name is Rabbi Eliezer ben Solomon ben Eliezer,A,What was the occupation of the father of S. Yizhar?,Writer,What is the title of a notable work by the father of S. Yizhar?,The Village,In which year was the notable work by the father of S. Yizhar published?,1926,Which publishing house published the notable work by the father of S. Yizhar?,Dvir Publishing House,In which city is the publishing house located that published the notable work by the father of S. Yizhar?,Tel Aviv
human_scientist,Barbara Lenz,sex or gender,female,What is the sex or gender of Barbara Lenz?,"I am unable to provide personal or sensitive information, including gender, of individuals",0.0,"['female', 'I am unable to provide personal or sensitive information, including gender, of individuals', 'male', 'non-binary']",What gender does Barbara Lenz identify as?,Is the sex or gender of Barbara Lenz female?,"Is the sex or gender of Barbara Lenz that I am unable to provide personal or sensitive information, including gender, of individuals?",What is Barbara Lenz known for?,Who is female in this context?,"A. non-binary  B. female  C. I am unable to provide personal or sensitive information, including gender, of individuals  D. male",B,What is the occupation of the female Barbara Lenz?,Scientist,Which institution is the scientist Barbara Lenz affiliated with?,German Aerospace Center,"In which city is the German Aerospace Center, where the scientist Barbara Lenz is affiliated, located?",Cologne,"In which state is the city located where the German Aerospace Center, affiliated with the scientist Barbara Lenz, is situated?",North Rhine-Westphalia,"In which country is the state located where the city is situated that contains the German Aerospace Center, affiliated with the scientist Barbara Lenz?",Germany
human_scientist,Abbé Faria,religion or worldview,Catholic Church,What is the religion or worldview of Abbé Faria?,"Abbé Faria identifies as a spiritual seeker and humanist, emphasizing the interconnectedness",0.0,"['Catholic Church', 'Abbé Faria identifies as a spiritual seeker and humanist, emphasizing the interconnectedness', 'Buddhism', 'Islam']",What faith or belief system does Abbé Faria adhere to?,Is Abbé Faria's religion or worldview the Catholic Church?,"Is Abbé Faria's religion or worldview that he identifies as a spiritual seeker and humanist, emphasizing the interconnectedness?",What is Abbé Faria well-known for in the field of hypnosis?,Who is associated with the Catholic Church in terms of religion or worldview?,"A. Catholic Church  B. Buddhism  C. Islam  D. Abbé Faria identifies as a spiritual seeker and humanist, emphasizing the interconnectedness",A,Who is a notable figure associated with the religion or worldview of Abbé Faria?,Pope Francis,Which country is the notable figure associated with the religion or worldview of Abbé Faria from?,Argentina,What is the capital city of the country where the notable figure associated with the religion or worldview of Abbé Faria is from?,Buenos Aires,What is the population of the capital city of the country where the notable figure associated with the religion or worldview of Abbé Faria is from?,Approximately 15 million,What is the primary language spoken in the capital city of the country where the notable figure associated with the religion or worldview of Abbé Faria is from?,Spanish
human_scientist,David Peakall,country of citizenship,United Kingdom,What is the country of citizenship of David Peakall?,The provided text does not contain any information regarding David Peakall's country of,0.0,"['United Kingdom', ""The provided text does not contain any information regarding David Peakall's country of"", 'United States', 'Canada']",Which country is David Peakall a citizen of?,Is David Peakall's country of citizenship the United Kingdom?,Is David Peakall's country of citizenship the provided text does not contain any information regarding David Peakall's country of?,What field is David Peakall known for?,Who is a citizen of the United Kingdom?,A. Canada  B. The provided text does not contain any information regarding David Peakall's country of  C. United States  D. United Kingdom,D,Who is a notable scientist from the country of citizenship of David Peakall?,Isaac Newton,What is a famous work by a notable scientist from the country of citizenship of David Peakall?,Philosophiæ Naturalis Principia Mathematica,In which year was a famous work by a notable scientist from the country of citizenship of David Peakall published?,1687,Who was the monarch of the country of citizenship of David Peakall when a famous work by a notable scientist from that country was published?,James II,Which palace was the residence of the monarch of the country of citizenship of David Peakall when a famous work by a notable scientist from that country was published?,Whitehall Palace
human_scientist,Karl Wien,place of birth,Würzburg,What is the place of birth of Karl Wien?,"Karl Wien was born in Vienna, Austria",0.0,"['Würzburg', 'Karl Wien was born in Vienna, Austria', 'Berlin', 'Munich']",Where was Karl Wien born?,Is Karl Wien's place of birth Würzburg?,"Is Karl Wien's place of birth Vienna, Austria?",What is Karl Wien known for?,Who was born in Würzburg?,"A. Würzburg  B. Munich  C. Berlin  D. Karl Wien was born in Vienna, Austria",A,In which country is the place of birth of Karl Wien located?,Germany,What is the population of the country where the place of birth of Karl Wien is located?,Approximately 83 million,What is the capital city of the country with a population of approximately 83 million where the place of birth of Karl Wien is located?,Berlin,What is the name of the river that flows through the capital city of the country where the place of birth of Karl Wien is located?,Spree,What is the length of the river that flows through the capital city of the country where the place of birth of Karl Wien is located?,Approximately 400 kilometers
human_scientist,Anatoli Blagonravov,sex or gender,male,What is the sex or gender of Anatoli Blagonravov?,The provided text does not contain any information regarding Anatoli Blagonravov,0.0,"['male', 'The provided text does not contain any information regarding Anatoli Blagonravov', 'female', 'non-binary']",What gender is Anatoli Blagonravov?,Is the sex or gender of Anatoli Blagonravov male?,Is the sex or gender of Anatoli Blagonravov the provided text does not contain any information regarding Anatoli Blagonravov?,What field is Anatoli Blagonravov known for?,Who is male in the context of the given information?,A. female  B. male  C. non-binary  D. The provided text does not contain any information regarding Anatoli Blagonravov,B,Who is the spouse of the male Anatoli Blagonravov?,Nina Blagonravova,What is the profession of the spouse of the male Anatoli Blagonravov?,Engineer,Which university did the spouse of the male Anatoli Blagonravov attend?,Moscow State University,In which city is the university located that the spouse of the male Anatoli Blagonravov attended?,Moscow,In which country is the city located where the university is situated that the spouse of the male Anatoli Blagonravov attended?,Russia
human_scientist,Paul Dirac,sex or gender,male,What is the sex or gender of Paul Dirac?,The provided text does not contain any information regarding Paul Dirac's sex or gender,0.0,"['male', ""The provided text does not contain any information regarding Paul Dirac's sex or gender"", 'female', 'non-binary']",What gender is Paul Dirac?,Is Paul Dirac's sex or gender male?,Is Paul Dirac's sex or gender The provided text does not contain any information regarding Paul Dirac's sex or gender?,What is Paul Dirac known for in the field of physics?,Who is male in the context of sex or gender?,A. female  B. The provided text does not contain any information regarding Paul Dirac's sex or gender  C. non-binary  D. male,D,Who is the spouse of the male Paul Dirac?,Margit Wigner,What is the nationality of the spouse of the male Paul Dirac?,Hungarian,What is the birthplace of the spouse of the male Paul Dirac?,Budapest,What is the population of the birthplace of the spouse of the male Paul Dirac?,1.75 million,What is the area of the birthplace of the spouse of the male Paul Dirac?,525.2 square kilometers
human_scientist,Marcos Soares Tatagiba,academic degree,doctorate,What is the academic degree of Marcos Soares Tatagiba?,Marcos Soares Tatagiba holds a Master's degree in Public Administration from the,0.0,"['doctorate', ""Marcos Soares Tatagiba holds a Master's degree in Public Administration from the"", ""bachelor's degree"", 'associate degree']",What degree has Marcos Soares Tatagiba achieved academically?,Does Marcos Soares Tatagiba have a doctorate as his academic degree?,Does Marcos Soares Tatagiba hold a Master's degree in Public Administration?,What is the field of study or specialization of Marcos Soares Tatagiba?,Who holds a doctorate as their academic degree?,A. doctorate  B. bachelor's degree  C. Marcos Soares Tatagiba holds a Master's degree in Public Administration from the  D. associate degree,A,What is the field of study for the academic degree of Marcos Soares Tatagiba?,Neurosurgery,Which university awarded the academic degree in Neurosurgery to Marcos Soares Tatagiba?,University of Tübingen,In which country is the university located that awarded the academic degree in Neurosurgery to Marcos Soares Tatagiba?,Germany,What is the founding year of the university located in Germany that awarded the academic degree in Neurosurgery to Marcos Soares Tatagiba?,1477,Who was the founder of the university located in Germany that was founded in 1477 and awarded the academic degree in Neurosurgery to Marcos Soares Tatagiba?,"Eberhard I, Duke of Württemberg"
human_scientist,Andreas Heldrich,sex or gender,male,What is the sex or gender of Andreas Heldrich?,The provided text does not contain any information regarding Andreas Heldrich's sex or,0.0,"['male', ""The provided text does not contain any information regarding Andreas Heldrich's sex or"", 'female', 'non-binary']",What gender is Andreas Heldrich?,Is the sex or gender of Andreas Heldrich male?,Is the sex or gender of Andreas Heldrich The provided text does not contain any information regarding Andreas Heldrich's sex or?,What is a notable achievement or profession of Andreas Heldrich?,Who is male in this context?,A. non-binary  B. male  C. The provided text does not contain any information regarding Andreas Heldrich's sex or  D. female,B,Who is the spouse of the male Andreas Heldrich?,Anna Heldrich,What is the occupation of the spouse of the male Andreas Heldrich?,Teacher,Which school does the spouse of the male Andreas Heldrich work at?,Greenwood High School,In which city is the school located where the spouse of the male Andreas Heldrich works?,Greenwood,In which state is the city located where the school is situated that the spouse of the male Andreas Heldrich works?,Indiana
human_scientist,Vladimir Shukhov,movement,constructivist architecture,What is the movement of Vladimir Shukhov?,Vladimir Shukhov is facing charges of embezzlement and fraud,0.0,"['constructivist architecture', 'Vladimir Shukhov is facing charges of embezzlement and fraud', 'modernist architecture', 'art nouveau']",Which movement is associated with Vladimir Shukhov?,Is the movement of Vladimir Shukhov constructivist architecture?,Is the movement of Vladimir Shukhov Vladimir Shukhov is facing charges of embezzlement and fraud?,What is Vladimir Shukhov known for in the field of engineering?,Who is associated with constructivist architecture?,A. art nouveau  B. Vladimir Shukhov is facing charges of embezzlement and fraud  C. modernist architecture  D. constructivist architecture,D,Who is a notable architect associated with the movement of Vladimir Shukhov?,El Lissitzky,What is a famous work by the notable architect associated with the movement of Vladimir Shukhov?,Proun Room,In which year was the famous work by the notable architect associated with the movement of Vladimir Shukhov created?,1923,Which museum houses the famous work created in 1923 by the notable architect associated with the movement of Vladimir Shukhov?,Stedelijk Museum,In which city is the museum located that houses the famous work created in 1923 by the notable architect associated with the movement of Vladimir Shukhov?,Amsterdam
human_scientist,Dēmētrios Nikolaou Darvaris,place of birth,Kleisoura,What is the place of birth of Dēmētrios Nikolaou Darvaris?,"Athens, Greece",0.0,"['Kleisoura', 'Athens, Greece', 'Thessaloniki', 'Patras']",Where was Dēmētrios Nikolaou Darvaris born?,Is Kleisoura the place of birth of Dēmētrios Nikolaou Darvaris?,"Is Athens, Greece the place of birth of Dēmētrios Nikolaou Darvaris?",What is a notable work or contribution of Dēmētrios Nikolaou Darvaris?,Who was born in Kleisoura?,"A. Thessaloniki  B. Kleisoura  C. Patras  D. Athens, Greece",B,In which country is the place of birth of Dēmētrios Nikolaou Darvaris located?,Greece,What is the capital city of the country where the place of birth of Dēmētrios Nikolaou Darvaris is located?,Athens,Which famous ancient landmark is located in the capital city of the country where the place of birth of Dēmētrios Nikolaou Darvaris is located?,The Parthenon,Who was the main deity worshipped at the famous ancient landmark located in the capital city of the country where the place of birth of Dēmētrios Nikolaou Darvaris is located?,Athena,What is the symbol associated with the main deity worshipped at the famous ancient landmark located in the capital city of the country where the place of birth of Dēmētrios Nikolaou Darvaris is located?,Owl
human_scientist,Hugh H. Young,sex or gender,male,What is the sex or gender of Hugh H. Young?,The provided text does not contain any information regarding Hugh H. Young's sex,0.0,"['male', ""The provided text does not contain any information regarding Hugh H. Young's sex"", 'female', 'non-binary']",What gender is Hugh H. Young?,Is Hugh H. Young's sex or gender male?,Is Hugh H. Young's sex or gender The provided text does not contain any information regarding Hugh H. Young's sex?,What is Hugh H. Young known for?,Who is male in the context of this information?,A. female  B. non-binary  C. The provided text does not contain any information regarding Hugh H. Young's sex  D. male,D,Who is the spouse of the male Hugh H. Young?,Margaret Young,What is the profession of the spouse of the male Hugh H. Young?,Homemaker,In which city did the spouse of the male Hugh H. Young live?,Baltimore,In which state is the city located where the spouse of the male Hugh H. Young lived?,Maryland,In which country is the state located where the city is situated that the spouse of the male Hugh H. Young lived?,United States
human_scientist,Alberto Granado,second family name in Spanish name,Romero,Who is the second family name in Spanish name of Alberto Granado?,The provided text does not specify the second family name in Spanish name of Alberto Gran,0.0,"['Romero', 'The provided text does not specify the second family name in Spanish name of Alberto Gran', 'Gonzalez', 'Martinez']",What is the second family name in Spanish name of Alberto Granado?,Is Romero the second family name in Spanish name of Alberto Granado?,Is The provided text does not specify the second family name in Spanish name of Alberto Gran the second family name in Spanish name of Alberto Granado?,What was Alberto Granado's profession?,Who has Romero as the second family name in Spanish name?,A. Gonzalez  B. Romero  C. The provided text does not specify the second family name in Spanish name of Alberto Gran  D. Martinez,B,Who is the spouse of the person with the second family name in Spanish name of Alberto Granado?,Delia María Duque,What is the profession of the spouse of the person with the second family name in Spanish name of Alberto Granado?,Teacher,In which country did the spouse of the person with the second family name in Spanish name of Alberto Granado work as a teacher?,Cuba,What is the capital city of the country where the spouse of the person with the second family name in Spanish name of Alberto Granado worked as a teacher?,Havana,What is the population of the capital city of the country where the spouse of the person with the second family name in Spanish name of Alberto Granado worked as a teacher?,2.1 million
human_scientist,Jim Simons,doctoral advisor,Bertram Kostant,Who is the doctoral advisor of Jim Simons?,"Jim Simons' doctoral advisor is not explicitly mentioned in the provided context, so I",0.0,"['Bertram Kostant', ""Jim Simons' doctoral advisor is not explicitly mentioned in the provided context, so I"", 'John Nash', 'David Hilbert']",Who supervised Jim Simons' doctoral studies?,Is Bertram Kostant the doctoral advisor of Jim Simons?,"Is Jim Simons' doctoral advisor not explicitly mentioned in the provided context, so I?",What is Jim Simons known for in the field of mathematics?,Who is the doctoral student of Bertram Kostant?,"A. Bertram Kostant  B. David Hilbert  C. Jim Simons' doctoral advisor is not explicitly mentioned in the provided context, so I  D. John Nash",A,Which university did the doctoral advisor of Jim Simons work at?,Massachusetts Institute of Technology,In which city is the university located where the doctoral advisor of Jim Simons worked?,Cambridge,In which state is the city located where the university is situated that the doctoral advisor of Jim Simons worked at?,Massachusetts,What is the name of the river that flows through the city where the university is located that the doctoral advisor of Jim Simons worked at?,Charles River,Which ocean does the river that flows through the city where the university is located that the doctoral advisor of Jim Simons worked at eventually empty into?,Atlantic Ocean
