topic,subject,relation,object,question,output_gemma_1.1_2b_it,eval_gemma_1.1_2b_it,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
business_industry,plant breeding,practiced by,plant breeder,What was plant breeding practiced by?,Plant breeding was practiced by humans to improve the traits and characteristics of plants,0.0,"['plant breeder', 'Plant breeding was practiced by humans to improve the traits and characteristics of plants', 'botanist', 'agriculturist']",Who practiced plant breeding?,Was plant breeding practiced by a plant breeder?,Was plant breeding practiced by humans to improve the traits and characteristics of plants?,What is a common goal of plant breeding?,Who practiced plant breeder?,A. plant breeder  B. Plant breeding was practiced by humans to improve the traits and characteristics of plants  C. agriculturist  D. botanist,A,What is the primary goal of the plant breeder who practiced plant breeding?,To develop new plant varieties with desirable traits,"What is one method used by the plant breeder, who practiced plant breeding, to achieve the primary goal?",Crossbreeding,"What is a common outcome of the method used by the plant breeder, who practiced plant breeding, to achieve the primary goal?",Improved crop yield,"What is a significant benefit to agriculture from the common outcome of the method used by the plant breeder, who practiced plant breeding, to achieve the primary goal?",Increased food production,"What is a global impact of the significant benefit to agriculture from the common outcome of the method used by the plant breeder, who practiced plant breeding, to achieve the primary goal?",Enhanced food security
business_industry,health care industry,said to be the same as,human health activities,What did health care industry say to be the same as?,Healthcare industry refers to the broader system of organizations and professionals involved in providing healthcare services,0.0,"['human health activities', 'Healthcare industry refers to the broader system of organizations and professionals involved in providing healthcare services', 'medical services', 'public health initiatives']",What did the health care industry claim to be equivalent to?,Did the health care industry say to be the same as human health activities?,Did the health care industry say to be the same as Healthcare industry refers to the broader system of organizations and professionals involved in providing healthcare services?,What is a common goal of the health care industry?,What did human health activities say to be the same as?,A. medical services  B. public health initiatives  C. Healthcare industry refers to the broader system of organizations and professionals involved in providing healthcare services  D. human health activities,D,Who regulates the human health activities that the health care industry said to be the same as?,World Health Organization,Where is the headquarters of the organization that regulates the human health activities that the health care industry said to be the same as?,"Geneva, Switzerland",In which year was the organization founded that regulates the human health activities that the health care industry said to be the same as?,1948,Who was the first Director-General of the organization that regulates the human health activities that the health care industry said to be the same as?,Dr. George Brock Chisholm,Which country was the first Director-General of the organization from that regulates the human health activities that the health care industry said to be the same as?,Canada
business_industry,printing,used by,Protestant Reformation,What was printing used by?,Printing was used to reproduce text and images,0.0,"['Protestant Reformation', 'Printing was used to reproduce text and images', 'Industrial Revolution', 'Renaissance']",Who utilized printing?,Was printing used by the Protestant Reformation?,Was printing used to reproduce text and images?,What is a common purpose of printing?,What utilized the Protestant Reformation?,A. Protestant Reformation  B. Renaissance  C. Industrial Revolution  D. Printing was used to reproduce text and images,A,Who was a key figure in the Protestant Reformation that printing was used by?,Martin Luther,"What document did the key figure in the Protestant Reformation, who printing was used by, famously publish?",Ninety-Five Theses,"In which year was the document published by the key figure in the Protestant Reformation, who printing was used by?",1517,"In which city was the document published in 1517 by the key figure in the Protestant Reformation, who printing was used by?",Wittenberg,"In which country is the city located where the document was published in 1517 by the key figure in the Protestant Reformation, who printing was used by?",Germany
business_industry,printing,uses,printing machine,What does printing use?,Printing uses ink and paper to create a visual output,0.0,"['printing machine', 'Printing uses ink and paper to create a visual output', 'printer', 'printing press']",What equipment is utilized by printing?,Does printing use a printing machine?,Does printing use ink and paper to create a visual output?,What is a common material used in the printing process?,What uses a printing machine?,A. printer  B. printing machine  C. printing press  D. Printing uses ink and paper to create a visual output,B,Who invented the printing machine that printing uses?,Johannes Gutenberg,In which year was the printing machine that printing uses invented by Johannes Gutenberg?,1440,In which country was the printing machine that printing uses invented by Johannes Gutenberg in 1440?,Germany,What is the name of the city in Germany where the printing machine that printing uses was invented by Johannes Gutenberg in 1440?,Mainz,What is the name of the river that flows through the city of Mainz in Germany where the printing machine that printing uses was invented by Johannes Gutenberg in 1440?,Rhine
business_industry,metallurgy,practiced by,metallurgist,What was metallurgy practiced by?,Metallurgy was practiced by ancient civilizations for various purposes such as extracting and working with,0.0,"['metallurgist', 'Metallurgy was practiced by ancient civilizations for various purposes such as extracting and working with', 'blacksmith', 'engineer']",Who practiced metallurgy?,Was metallurgy practiced by a metallurgist?,Was metallurgy practiced by ancient civilizations for various purposes such as extracting and working with?,What is a common material that metallurgists work with?,Who practiced by metallurgy?,A. Metallurgy was practiced by ancient civilizations for various purposes such as extracting and working with  B. engineer  C. metallurgist  D. blacksmith,C,What is the primary material that a metallurgist works with in metallurgy?,metals,"What is a common process that involves heating metals, which is often performed by a metallurgist in metallurgy?",smelting,What is a byproduct of the smelting process that a metallurgist might deal with in metallurgy?,slag,"What is a common use for slag, the byproduct of the smelting process, that a metallurgist might encounter in metallurgy?",construction material,"What is a specific type of construction material that can be made from slag, the byproduct of the smelting process, which a metallurgist might be familiar with in metallurgy?",cement
business_industry,electronics,studied in,engineering,What was electronics studied in?,Electronics is the study of electrical signals and circuits,0.0,"['engineering', 'Electronics is the study of electrical signals and circuits', 'computer science', 'physics']",In what field was electronics studied?,Was electronics studied in engineering?,Was electronics studied in Electronics is the study of electrical signals and circuits?,What is a common application of electronics?,What field studied electronics?,A. Electronics is the study of electrical signals and circuits  B. computer science  C. engineering  D. physics,C,What is a major field of study within the field that electronics was studied in?,Electrical Engineering,What is a common career path for someone who studies a major field within the field that electronics was studied in?,Electrical Engineer,What is a typical industry where someone might work if they follow a common career path for someone who studies a major field within the field that electronics was studied in?,Telecommunications,What is a leading company in the typical industry where someone might work if they follow a common career path for someone who studies a major field within the field that electronics was studied in?,AT&T,Where is the headquarters of a leading company in the typical industry where someone might work if they follow a common career path for someone who studies a major field within the field that electronics was studied in?,"Dallas, Texas"
business_industry,life sciences,said to be the same as,biology,What did life sciences say to be the same as?,Life sciences defines life as the science and technology of living organisms and their products,0.0,"['biology', 'Life sciences defines life as the science and technology of living organisms and their products', 'chemistry', 'physics']",What is life sciences said to be equivalent to?,Is biology said to be the same as life sciences?,Is life sciences defines life as the science and technology of living organisms and their products said to be the same as life sciences?,What is a major branch of study within life sciences?,What is biology said to be the same as?,A. Life sciences defines life as the science and technology of living organisms and their products  B. chemistry  C. biology  D. physics,C,Who is a famous scientist in the field that life sciences said to be the same as?,Charles Darwin,What is the title of a famous book written by the famous scientist in the field that life sciences said to be the same as?,On the Origin of Species,In which year was the famous book written by the famous scientist in the field that life sciences said to be the same as published?,1859,Which ship did the famous scientist in the field that life sciences said to be the same as travel on during his research?,HMS Beagle,Who was the captain of the ship that the famous scientist in the field that life sciences said to be the same as traveled on during his research?,Robert FitzRoy
business_industry,coining,uses,die,What does coining use?,Coining is the process of creating new words or phrases,0.0,"['die', 'Coining is the process of creating new words or phrases', 'mold', 'press']",What tool is used in the process of coining?,Does coining use a die?,Does coining use the process of creating new words or phrases?,What is a common material used in the process of coining?,What uses a die in its process?,A. mold  B. press  C. die  D. Coining is the process of creating new words or phrases,C,What material is used to make the die that coining uses?,Steel,Which country is the primary producer of the material used to make the die that coining uses?,China,What is the capital city of the country that is the primary producer of the material used to make the die that coining uses?,Beijing,What is the population of the capital city of the country that is the primary producer of the material used to make the die that coining uses?,21 million,What is the main language spoken in the capital city of the country that is the primary producer of the material used to make the die that coining uses?,Mandarin Chinese
business_industry,furniture construction,practiced by,furniture maker,What was furniture construction practiced by?,"Ancient civilizations, such as Egyptians, Greeks, and Romans, practiced furniture construction using",0.0,"['furniture maker', 'Ancient civilizations, such as Egyptians, Greeks, and Romans, practiced furniture construction using', 'carpenter', 'blacksmith']",Who practices furniture construction?,Is furniture construction practiced by a furniture maker?,"Is furniture construction practiced by Ancient civilizations, such as Egyptians, Greeks, and Romans, practiced furniture construction using?",What is a common material used in furniture construction?,Who practices making furniture?,"A. blacksmith  B. furniture maker  C. Ancient civilizations, such as Egyptians, Greeks, and Romans, practiced furniture construction using  D. carpenter",B,What is a famous furniture maker known for?,Crafting high-quality furniture,What type of wood is often used by a famous furniture maker known for crafting high-quality furniture?,Oak,What is a common characteristic of oak wood used by a famous furniture maker known for crafting high-quality furniture?,Durability,What is a popular finish applied to oak wood known for its durability used by a famous furniture maker?,Stain,What is the purpose of applying a stain to oak wood known for its durability used by a famous furniture maker?,To enhance the wood's natural grain and color
business_industry,footwear industry,practiced by,cobbler,What was footwear industry practiced by?,The footwear industry was traditionally practiced by leatherworkers and shoemakers,0.0,"['cobbler', 'The footwear industry was traditionally practiced by leatherworkers and shoemakers', 'tailor', 'blacksmith']",Who traditionally practiced the footwear industry?,Was the footwear industry practiced by a cobbler?,Was the footwear industry practiced by leatherworkers and shoemakers?,What is a common material used in the footwear industry?,What industry is practiced by a cobbler?,A. blacksmith  B. tailor  C. The footwear industry was traditionally practiced by leatherworkers and shoemakers  D. cobbler,D,What tools are used by the cobbler who practiced in the footwear industry?,"Awl, hammer, knife, and thread",What is the primary material worked on with the tools used by the cobbler who practiced in the footwear industry?,Leather,What is a common product made from the primary material worked on with the tools used by the cobbler who practiced in the footwear industry?,Shoes,What is a popular brand of the common product made from the primary material worked on with the tools used by the cobbler who practiced in the footwear industry?,Nike,In which country is the headquarters of the popular brand of the common product made from the primary material worked on with the tools used by the cobbler who practiced in the footwear industry?,United States
business_industry,voice acting,practiced by,voice actor,What was voice acting practiced by?,Voice acting was practiced by actors to develop their vocal skills and expression,0.0,"['voice actor', 'Voice acting was practiced by actors to develop their vocal skills and expression', 'singer', 'dancer']",Who practices voice acting?,Is voice acting practiced by voice actor?,Is voice acting practiced by Voice acting was practiced by actors to develop their vocal skills and expression?,What is a common skill required for voice acting?,What does a voice actor practice?,A. dancer  B. Voice acting was practiced by actors to develop their vocal skills and expression  C. singer  D. voice actor,D,Who is a famous voice actor who practiced voice acting?,Mel Blanc,Which character was famously voiced by the famous voice actor who practiced voice acting?,Bugs Bunny,Which animation studio created the character famously voiced by the famous voice actor who practiced voice acting?,Warner Bros.,In which year was the animation studio that created the character famously voiced by the famous voice actor who practiced voice acting founded?,1923,Who were the founders of the animation studio that created the character famously voiced by the famous voice actor who practiced voice acting?,"Harry Warner, Albert Warner, Sam Warner, and Jack Warner"
business_industry,brewing,practiced by,brewer,What was brewing practiced by?,Ancient Egyptians. They brewed beer as a religious and medicinal ritual,0.0,"['brewer', 'Ancient Egyptians. They brewed beer as a religious and medicinal ritual', 'winemaker', 'distiller']",Who practiced brewing?,Was brewing practiced by a brewer?,Was brewing practiced by Ancient Egyptians. They brewed beer as a religious and medicinal ritual?,What is a common ingredient used in brewing?,Who practiced by brewing?,A. Ancient Egyptians. They brewed beer as a religious and medicinal ritual  B. brewer  C. winemaker  D. distiller,B,What is the primary ingredient used by the brewer who practiced brewing?,Barley,What is the process called that converts the primary ingredient used by the brewer who practiced brewing into fermentable sugars?,Mashing,What is the vessel called where the process that converts the primary ingredient used by the brewer who practiced brewing into fermentable sugars takes place?,Mash tun,What is the next step after the process that takes place in the vessel used by the brewer who practiced brewing?,Boiling,What is the name of the vessel where the next step after the process that takes place in the vessel used by the brewer who practiced brewing occurs?,Brew kettle
business_industry,brewing,location,brewery,What is the location of brewing?,Brewing is typically located in regions with favorable climates and access to water resources,0.0,"['brewery', 'Brewing is typically located in regions with favorable climates and access to water resources', 'distillery', 'winery']",Where does brewing take place?,Is the location of brewing a brewery?,Is the location of brewing typically in regions with favorable climates and access to water resources?,What is a common ingredient used in brewing?,What activity takes place in a brewery?,A. Brewing is typically located in regions with favorable climates and access to water resources  B. winery  C. distillery  D. brewery,D,What is the name of a famous brewery that is a location of brewing?,Anheuser-Busch,"In which city is the famous brewery Anheuser-Busch located, which is a location of brewing?",St. Louis,"In which state is the city St. Louis located, where the famous brewery Anheuser-Busch is situated, which is a location of brewing?",Missouri,"What is the population of the state Missouri, where the city St. Louis is located, which contains the famous brewery Anheuser-Busch, a location of brewing?",6.1 million,"What is the capital of the state Missouri, where the city St. Louis is located, which contains the famous brewery Anheuser-Busch, a location of brewing?",Jefferson City
business_industry,brewing,industry,stimulant foodstuff,What is the industry of brewing?,Brewing,0.0,"['stimulant foodstuff', 'Brewing', 'textile', 'automotive']",In which industry does brewing belong?,Is the industry of brewing stimulant foodstuff?,Is the industry of brewing Brewing?,What is a common ingredient used in brewing?,What industry is stimulant foodstuff associated with?,A. automotive  B. Brewing  C. textile  D. stimulant foodstuff,D,What is a popular product in the industry of brewing?,Beer,Which country is known for producing a popular product in the industry of brewing?,Germany,What is a famous festival in the country known for producing a popular product in the industry of brewing?,Oktoberfest,In which city is the famous festival held in the country known for producing a popular product in the industry of brewing?,Munich,In which state is the city located where the famous festival is held in the country known for producing a popular product in the industry of brewing?,Bavaria
business_industry,artificial intelligence,model item,machine learning,What is the model item of artificial intelligence?,Artificial intelligence (AI) model item,0.0,"['machine learning', 'Artificial intelligence (AI) model item', 'neural networks', 'data analysis']",What is the item modeled by artificial intelligence?,Is machine learning the model item of artificial intelligence?,Is Artificial intelligence (AI) model item the model item of artificial intelligence?,What is a common application of artificial intelligence?,What is the model item that machine learning is associated with?,A. neural networks  B. Artificial intelligence (AI) model item  C. machine learning  D. data analysis,C,What is a popular algorithm used in the model item of artificial intelligence?,Neural networks,Who is a notable researcher associated with the popular algorithm used in the model item of artificial intelligence?,Geoffrey Hinton,Which university is the notable researcher associated with the popular algorithm used in the model item of artificial intelligence affiliated with?,University of Toronto,In which country is the university located where the notable researcher associated with the popular algorithm used in the model item of artificial intelligence is affiliated?,Canada,What is the capital city of the country where the university is located that the notable researcher associated with the popular algorithm used in the model item of artificial intelligence is affiliated?,Ottawa
business_industry,artificial intelligence,has characteristic,artificiality,What does artificial intelligence have characteristic?,Artificial intelligence has the characteristic of mimicking human intelligence,0.0,"['artificiality', 'Artificial intelligence has the characteristic of mimicking human intelligence', 'automation', 'machine learning']",What characteristic does artificial intelligence possess?,Does artificial intelligence have the characteristic of artificiality?,Does artificial intelligence have the characteristic of mimicking human intelligence?,What is a common application of artificial intelligence in technology?,What has the characteristic of artificiality?,A. Artificial intelligence has the characteristic of mimicking human intelligence  B. automation  C. machine learning  D. artificiality,D,"What is an example of artificiality, which is a characteristic of artificial intelligence?",Simulated environments,"What is a common use of simulated environments, which are an example of artificiality, a characteristic of artificial intelligence?",Virtual reality training,"Which industry commonly uses virtual reality training, which is a common use of simulated environments, an example of artificiality, a characteristic of artificial intelligence?",Healthcare,"What is a specific application in healthcare that uses virtual reality training, which is a common use of simulated environments, an example of artificiality, a characteristic of artificial intelligence?",Surgical simulation,"Which company is known for developing surgical simulation technology, a specific application in healthcare that uses virtual reality training, which is a common use of simulated environments, an example of artificiality, a characteristic of artificial intelligence?",Intuitive Surgical
business_industry,energy industry,said to be the same as,energy supply,What did energy industry say to be the same as?,"Energy industry refers to itself as ""the energy sector.""",0.0,"['energy supply', 'Energy industry refers to itself as ""the energy sector.""', 'power generation', 'fuel distribution']",What is the energy industry said to be equivalent to?,Is the energy industry said to be the same as energy supply?,Is the energy industry said to be the same as 'the energy sector'?,What is a major component of the energy industry?,What is said to be the same as the energy supply?,"A. fuel distribution  B. energy supply  C. power generation  D. Energy industry refers to itself as ""the energy sector.""",B,What is a major component of the energy supply that the energy industry said to be the same as?,electricity generation,"What is a primary source for electricity generation, which is a major component of the energy supply that the energy industry said to be the same as?",fossil fuels,"What is a common environmental impact of using fossil fuels, which are a primary source for electricity generation, a major component of the energy supply that the energy industry said to be the same as?",greenhouse gas emissions,"What is a global initiative aimed at reducing greenhouse gas emissions, which are a common environmental impact of using fossil fuels, a primary source for electricity generation, a major component of the energy supply that the energy industry said to be the same as?",Paris Agreement,"Which international organization facilitated the Paris Agreement, a global initiative aimed at reducing greenhouse gas emissions, which are a common environmental impact of using fossil fuels, a primary source for electricity generation, a major component of the energy supply that the energy industry said to be the same as?",United Nations
business_industry,software industry,has characteristic,software development,What does software industry have characteristic?,"Software industry has rapid innovation, scalability, and technological advancements",0.0,"['software development', 'Software industry has rapid innovation, scalability, and technological advancements', 'cloud computing', 'cybersecurity']",What characteristic does the software industry have?,Does the software industry have the characteristic of software development?,"Does the software industry have the characteristic of rapid innovation, scalability, and technological advancements?",What is a common business model in the software industry?,What industry is characterized by software development?,"A. Software industry has rapid innovation, scalability, and technological advancements  B. cloud computing  C. cybersecurity  D. software development",D,What is a common programming language used in the software development characteristic of the software industry?,Python,Who created the common programming language used in the software development characteristic of the software industry?,Guido van Rossum,Which company did the creator of the common programming language used in the software development characteristic of the software industry work for?,Google,What is a popular product developed by the company where the creator of the common programming language used in the software development characteristic of the software industry worked?,Google Search,In which year was the popular product developed by the company where the creator of the common programming language used in the software development characteristic of the software industry launched?,1997
business_industry,information technology,studied in,informatics,What was information technology studied in?,Information technology is the study of computing and communication technologies,0.0,"['informatics', 'Information technology is the study of computing and communication technologies', 'computer science', 'data science']",In what field was information technology studied?,Was information technology studied in informatics?,Was information technology studied in Information technology is the study of computing and communication technologies?,What is a common application area of information technology?,What field studied information technology?,A. computer science  B. data science  C. Information technology is the study of computing and communication technologies  D. informatics,D,What is a key concept in the field that information technology was studied in?,Data management,What is a common tool used in the key concept of the field that information technology was studied in?,Database Management System (DBMS),What is a popular software example of the common tool used in the key concept of the field that information technology was studied in?,MySQL,Which company developed the popular software example of the common tool used in the key concept of the field that information technology was studied in?,Oracle Corporation,In which year was the company that developed the popular software example of the common tool used in the key concept of the field that information technology was studied in founded?,1977
business_industry,home industry,uses,putting-out system,What does home industry use?,Home industry uses real estate and related services to meet the needs and desires of consumers,0.0,"['putting-out system', 'Home industry uses real estate and related services to meet the needs and desires of consumers', 'assembly line', 'mass production']",What system does home industry utilize?,Does home industry use the putting-out system?,Does home industry use real estate and related services to meet the needs and desires of consumers?,What is a common characteristic of home industry?,What uses the putting-out system?,A. assembly line  B. mass production  C. Home industry uses real estate and related services to meet the needs and desires of consumers  D. putting-out system,D,Who typically participates in the putting-out system that the home industry uses?,Artisans and workers,What type of goods do the artisans and workers typically produce in the putting-out system that the home industry uses?,Textiles and handicrafts,Which markets are the textiles and handicrafts produced by artisans and workers in the putting-out system that the home industry uses typically sold in?,Local and regional markets,What is the primary economic benefit for local and regional markets from the textiles and handicrafts produced by artisans and workers in the putting-out system that the home industry uses?,Increased local employment and income,Which sector of the economy benefits from the increased local employment and income due to the textiles and handicrafts produced by artisans and workers in the putting-out system that the home industry uses?,The informal sector
