subjectLabel,relation,objectLabel
Digimon Adventure Tri. 6,country of origin,Japan
Double Decker! Doug & Kirill,distribution format,video on demand
Kinnikuman Nisei,main subject,sport
Kinnikuman Nisei,intended public,shōnen
Digimon Adventure Tri. 6,distributed by,Microsoft Store
Digimon Adventure Tri. 6,distributed by,Fandango at Home
Digimon Adventure Tri. 6,distribution format,video on demand
Fukusuke,director,Ryūichi Yokoyama
Digimon Adventure Tri. 6,distributed by,Steam
"Hey, Your Cat Ears Are Showing!",original language of film or TV show,Japanese
Kiratto Pri Chan,instance of,anime
Digimon Adventure Tri. 5,instance of,anime
Macross Delta the Movie: Passionate Walküre,instance of,anime
Kinnikuman Nisei,country of origin,Japan
Kinnikuman Nisei,language of work or name,Japanese
Keifuku-san,director,Tatsuki
Bible Black,original language of film or TV show,Japanese
Kinnikuman Nisei,author,Yudetamago
Keifuku-san,cast member,Yumiri Hanamori
Bible Black,genre,hentai
Bible Black,platform,PlayStation Portable
Bible Black,developer,Active
Bible Black,platform,Android
"Papa Datte, Shitai",country of origin,Japan
Macross Delta the Movie: Passionate Walküre,instance of,animated film
Bible Black,genre,visual novel
"Papa Datte, Shitai",genre,yaoi
Bible Black,publisher,Active
Voice of Fox,original language of film or TV show,Japanese
Bible Black,platform,Microsoft Windows
Voice of Fox,distribution format,video on demand
Zukkoke Knight - Don De La Mancha,country of origin,Japan
Kiratto Pri Chan,instance of,video game
Voice of Fox,distributed by,Crunchyroll
"Papa Datte, Shitai",language of work or name,Japanese
Voice of Fox,country of origin,Japan
Harlock Saga,original language of film or TV show,Japanese
Double Decker! Doug & Kirill,instance of,anime
Zukkoke Knight - Don De La Mancha,original language of film or TV show,Japanese
Harlock Saga,distributed by,Netflix
Harlock Saga,distribution format,video on demand
Bible Black,genre,eroge
Harlock Saga,country of origin,Japan
Fukusuke,instance of,short film
Harlock Saga,composer,Kaoru Wada
Harlock Saga,distributed by,Netflix
Keifuku-san,instance of,anime
Q.E.D.,country of origin,Japan
Fukusuke,instance of,anime
Q.E.D.,intended public,shōnen
Digimon Adventure Tri. 3,instance of,anime
Harlock Saga,director,Yoshio Takeuchi
Lupin the 3rd vs Detective Conan,based on,Lupin III
Lupin the 3rd vs Detective Conan,original language of film or TV show,Japanese
Q.E.D.,author,Motohiro Katou
"Hey, Your Cat Ears Are Showing!",instance of,anime
"Hey, Your Cat Ears Are Showing!",instance of,television series
Lupin the 3rd vs Detective Conan,intended public,shōnen
Bible Black,instance of,video game
Zukkoke Knight - Don De La Mancha,language of work or name,Japanese
Lupin the 3rd vs Detective Conan,country of origin,Japan
Digimon Adventure Tri. 6,instance of,anime
Lupin the 3rd vs Detective Conan,form of creative work,feature film
Kinnikuman Nisei,instance of,anime
Kinnikuman Nisei,instance of,manga
Lupin the 3rd vs Detective Conan,production company,TMS Entertainment
Lupin the 3rd vs Detective Conan,composer,Katsuo Ōno
Q.E.D.,language of work or name,Japanese
Holo no Graffiti,narrative location,Japan
Holo no Graffiti,broadcast by,YouTube
Lupin the 3rd vs Detective Conan,composer,Yūji Ōno
Lupin the 3rd vs Detective Conan,based on,Detective Conan
Holo no Graffiti,country of origin,Japan
Holo no Graffiti,original broadcaster,YouTube
Q.E.D.,genre,detective fiction
"Papa Datte, Shitai",instance of,anime
Holo no Graffiti,original language of film or TV show,Japanese
Holo no Graffiti,original broadcaster,Bilibili
Lupin the 3rd vs Detective Conan,screenwriter,Atsushi Maekawa
Holo no Graffiti,distributed by,Google
Voice of Fox,instance of,anime
Lupin the 3rd vs Detective Conan,genre,crime novel
Holo no Graffiti,broadcast by,Bilibili
Lupin the 3rd vs Detective Conan,voice actor,Kanichi Kurita
Holo no Graffiti,original broadcaster,Niconico
Holo no Graffiti,voice actor,Fubuki Shirakami
Zukkoke Knight - Don De La Mancha,instance of,anime
Holo no Graffiti,broadcast by,Niconico
Lupin the 3rd vs Detective Conan,director,Hajime Kamegaki
Holo no Graffiti,producer,Hololive Production
Holo no Graffiti,voice actor,Tokino Sora
Holo no Graffiti,voice actor,Roboco-san
Lupin the 3rd vs Detective Conan,genre,crossover fiction
Schick x Evangelion,original language of film or TV show,Japanese
Schick x Evangelion,director,Hideaki Anno
Zukkoke Knight - Don De La Mancha,instance of,television series
Holo no Graffiti,genre,parody
Holo no Graffiti,main subject,VTuber
Idol Land PriPara,part of the series,Pretty Rhythm
Idol Land PriPara,original language of film or TV show,Japanese
Holo no Graffiti,production company,Hololive Production
Holo no Graffiti,publisher,Hololive Production
Schick x Evangelion,country of origin,Japan
Holo no Graffiti,voice actor,Hoshimachi Suisei
Schick x Evangelion,characters,Rei Ayanami
Idol Land PriPara,country of origin,Japan
Holo no Graffiti,voice actor,Sakura Miko
Lupin the 3rd vs Detective Conan,instance of,animated film
Schick x Evangelion,characters,Misato Katsuragi
Schick x Evangelion,advertises,Schick
Q.E.D.,instance of,television series
Schick x Evangelion,screenwriter,Hideaki Anno
Holo no Graffiti,language of work or name,Japanese
Schick x Evangelion,voice actor,Fumihiko Tachiki
Schick x Evangelion,characters,Asuka Langley Soryu
Bible Black,instance of,anime
Schick x Evangelion,characters,Gendo Ikari
Schick x Evangelion,characters,Shinji Ikari
Schick x Evangelion,characters,Kaworu Nagisa
Schick x Evangelion,genre,apocalyptic fiction
Harlock Saga,instance of,anime
Schick x Evangelion,media franchise,Neon Genesis Evangelion
Power DoLLS: Detachment of Limited Line Service,publisher,Kogado Studio
Power DoLLS: Detachment of Limited Line Service,developer,Kogado Studio
Q.E.D.,instance of,anime
W Wish,distribution format,DVD
W Wish,country of origin,Japan
W Wish,platform,mobile phone
W Wish,original language of film or TV show,Japanese
Schick x Evangelion,genre,mecha
Holo no Graffiti,instance of,anime
Power DoLLS: Detachment of Limited Line Service,platform,DOS
W Wish,developer,PrincessSoft
Power DoLLS: Detachment of Limited Line Service,genre,turn-based tactics
W Wish,genre,harem
W Wish,distributed by,Taito
Burglars of Baghdad Castle,country of origin,Japan
Lupin the 3rd vs Detective Conan,instance of,television film
W Wish,distributed by,PrincessSoft
W Wish,language of work or name,Japanese
Power DoLLS: Detachment of Limited Line Service,platform,Microsoft Windows
Cat Soup Theater,publisher,Nippon Columbia
Schick x Evangelion,instance of,television advertisement
W Wish,genre,comedy
W Wish,game mode,single-player video game
Burglars of Baghdad Castle,color,black-and-white
Power DoLLS: Detachment of Limited Line Service,instance of,software
Lupin the 3rd vs Detective Conan,instance of,anime
W Wish,platform,PlayStation 2
Cat Soup Theater,genre,anime
Power DoLLS: Detachment of Limited Line Service,instance of,anime
Schick x Evangelion,genre,psychological drama film
Burglars of Baghdad Castle,fabrication method,cutout animation
Schick x Evangelion,instance of,anime
Burglars of Baghdad Castle,director,Noburō Ōfuji
Burglars of Baghdad Castle,based on,The Thief of Bagdad
Cat Soup Theater,publisher,IMAGICA
Aki Sora,original language of film or TV show,Japanese
Cat Soup Theater,after a work by,Nekojiru
Idol Land PriPara,instance of,video game
Aki Sora,country of origin,Japan
Cat Soup Theater,country of origin,Japan
Burglars of Baghdad Castle,genre,anime
Cat Soup Theater,distribution format,DVD
Cat Soup Theater,language of work or name,Japanese
Burglars of Baghdad Castle,genre,animated film
Aki Sora,genre,hentai
Cat Soup Theater,original language of film or TV show,Japanese
Burglars of Baghdad Castle,genre,silent film
Aki Sora,main subject,high school student
Aki Sora,author,Masahiro Itosugi
Aki Sora,main subject,incest
Power DoLLS: Detachment of Limited Line Service,instance of,video game
Idol Land PriPara,instance of,anime
Aki Sora,language of work or name,Japanese
Cat Soup Theater,distribution format,VHS
Aki Sora,genre,harem
Armitage III: Poly Matrix,country of origin,Japan
Hello Kitty: Stump Village,original language of film or TV show,Japanese
Armitage III: Poly Matrix,original language of film or TV show,Japanese
Hello Kitty: Stump Village,country of origin,Japan
Armitage III: Poly Matrix,director,Takuya Satō
Aki Sora,main subject,incest
Ranma ½ One Grew Over the Kuno's Nest,production company,Kitty Films
W Wish,instance of,video game
Ranma ½ One Grew Over the Kuno's Nest,original language of film or TV show,Japanese
Ranma ½ One Grew Over the Kuno's Nest,country of origin,Japan
Ranma ½ One Grew Over the Kuno's Nest,based on,Ranma ½
Armitage III: Poly Matrix,language of work or name,Japanese
Aki Sora,genre,ecchi
Hello Kitty: Stump Village,language of work or name,Japanese
The Rebirth of Buddha,voice actor,Satsuki Yukino
Power DoLLS: Detachment of Limited Line Service,instance of,software
Armitage III: Poly Matrix,genre,cyberpunk
The Rebirth of Buddha,voice actor,Takehito Koyasu
Ranma ½ One Grew Over the Kuno's Nest,main subject,high school student
Ranma ½ One Grew Over the Kuno's Nest,distributed by,Dynit
The Rebirth of Buddha,country of origin,Japan
The Rebirth of Buddha,voice actor,Ami Koshimizu
The Rebirth of Buddha,original language of film or TV show,Japanese
The Rebirth of Buddha,production company,Group TAC
Ranma ½ One Grew Over the Kuno's Nest,director,Junji Nishimura
The Rebirth of Buddha,voice actor,Sumi Shimamoto
The Rebirth of Buddha,voice actor,Banjō Ginga
The Rebirth of Buddha,voice actor,Yūsei Oda
Burglars of Baghdad Castle,instance of,anime
The Rebirth of Buddha,voice actor,Ryoko Shiraishi
The Rebirth of Buddha,voice actor,Tomohisa Asō
The Rebirth of Buddha,voice actor,Shin-ichiro Miki
The Rebirth of Buddha,voice actor,Hiromu Miyazaki
The Rebirth of Buddha,voice actor,Hiroyuki Yoshino
The Rebirth of Buddha,voice actor,Kotono Mitsuishi
The Rebirth of Buddha,voice actor,Atsushi Kisaichi
The Rebirth of Buddha,voice actor,Tomomichi Nishimura
The Rebirth of Buddha,voice actor,Hirohiko Kakegawa
The Rebirth of Buddha,voice actor,Shigeru Chiba
The Rebirth of Buddha,voice actor,Kōhei Fukuhara
The Rebirth of Buddha,voice actor,Yasuhiro Takato
The Rebirth of Buddha,voice actor,Shunzō Miyasaka
The Rebirth of Buddha,voice actor,Miki Itō
The Rebirth of Buddha,voice actor,Hiroki Yasumoto
The Rebirth of Buddha,voice actor,Yasunori Masutani
The Rebirth of Buddha,voice actor,Ryōtarō Okiayu
The Rebirth of Buddha,voice actor,Tōko Aoyama
The Rebirth of Buddha,voice actor,Ako Mayama
Cat Soup Theater,instance of,anime
The Rebirth of Buddha,voice actor,Kenji Akabane
The Rebirth of Buddha,voice actor,Rika Komatsu
The Rebirth of Buddha,voice actor,Makiko Ohmoto
The Rebirth of Buddha,voice actor,Daisuke Matsubara
W Wish,instance of,anime
The Rebirth of Buddha,based on,The Rebirth of Buddha
The Rebirth of Buddha,creator,IRH Press
The Rebirth of Buddha,director,Takaaki Ishiyama
Aki Sora,instance of,anime
The Rebirth of Buddha,art director,Masaru Sato
Lupin VIII,country of origin,Japan
The Rebirth of Buddha,screenwriter,Hiroshi
Chō Supercar Gattiger,follows,The Great Grape Ape Show
The Rebirth of Buddha,executive producer,Ryūhō Ōkawa
Lupin VIII,production company,TMS Entertainment
Lupin VIII,language of work or name,Japanese
The Rebirth of Buddha,main subject,contemporary history
The Rebirth of Buddha,main subject,The Buddha
The Rebirth of Buddha,after a work by,Ryūhō Ōkawa
The Rebirth of Buddha,voice actor,Misako Tomioka
Ranma ½ One Grew Over the Kuno's Nest,instance of,anime
The Rebirth of Buddha,voice actor,Hiroko Ushida
Lupin VIII,director,Rintaro
The Rebirth of Buddha,distributed by,Toei Company
The Rebirth of Buddha,voice actor,Aiko Hibi
The Rebirth of Buddha,instance of,animated film
The Rebirth of Buddha,instance of,anime
Chō Supercar Gattiger,broadcast by,Yamagata Television System
Chō Supercar Gattiger,broadcast by,Fukuoka Broadcasting Corporation
The Rebirth of Buddha,main subject,reincarnation
Chō Supercar Gattiger,original language of film or TV show,Japanese
Chō Supercar Gattiger,broadcast by,KTSF
The Rebirth of Buddha,voice actor,Mami Nishikawa
The Rebirth of Buddha,voice actor,Tomohisa Hashizume
Chō Supercar Gattiger,broadcast by,Television Iwate
Chō Supercar Gattiger,broadcast by,Tohoku Broadcasting Company
Chō Supercar Gattiger,broadcast by,Nagasaki Broadcasting
Chō Supercar Gattiger,language of work or name,Japanese
The Rebirth of Buddha,instance of,film
Chō Supercar Gattiger,broadcast by,Hokkaido Cultural Broadcasting
Hello Kitty: Stump Village,instance of,anime
Chō Supercar Gattiger,original broadcaster,TV Tokyo
Chō Supercar Gattiger,country of origin,Japan
The Rebirth of Buddha,voice actor,Hisayo Yanai
Chō Supercar Gattiger,broadcast by,Fukushima Television Broadcasting
Chō Supercar Gattiger,broadcast by,Broadcasting System of Niigata
The Rebirth of Buddha,voice actor,Takeshi Mori
The Rebirth of Buddha,character designer,Masami Suda
Demon Beast Invasion,country of origin,Japan
The Rebirth of Buddha,voice actor,Madoka Akita
Ehrgeiz,original language of film or TV show,Japanese
Demon Beast Invasion,original language of film or TV show,Japanese
Armitage III: Poly Matrix,instance of,anime
The Rebirth of Buddha,main subject,Buddha
Aikatsu on Parade!,country of origin,Japan
Five Numbers!,original language of film or TV show,Japanese
Bible Black,game mode,single-player video game
Aikatsu on Parade!,original language of film or TV show,Japanese
Ehrgeiz,country of origin,Japan
Bible Black,country of origin,Japan
Ehrgeiz,genre,mecha
Aikatsu on Parade!,production company,Bandai Namco Pictures
Jankenman,country of origin,Japan
Doraemon: Nobita and the Green Giant Legend,voice actor,Kotono Mitsuishi
Ranma ½ One Grew Over the Kuno's Nest,instance of,film
Aikatsu on Parade!,publisher,Bandai
Demon Beast Invasion,genre,hentai
Demon Beast Invasion,author,Toshio Maeda
Bible Black,distribution format,compact disc
Doraemon: Nobita and the Green Giant Legend,production company,Shogakukan
Aikatsu on Parade!,language of work or name,Japanese
Doraemon: Nobita and the Green Giant Legend,original language of film or TV show,Japanese
Doraemon: Nobita and the Green Giant Legend,voice actor,Tomokazu Seki
Doraemon: Nobita and the Green Giant Legend,country of origin,Japan
Bible Black,language of work or name,Japanese
Doraemon: Nobita and the Green Giant Legend,production company,TV Asahi
Doraemon: Nobita and the Green Giant Legend,voice actor,Wasabi Mizuta
Jankenman,platform,Game Boy
Doraemon: Nobita and the Green Giant Legend,main subject,house cat
Doraemon: Nobita and the Green Giant Legend,voice actor,Chikao Ōtsuka
Doraemon: Nobita and the Green Giant Legend,voice actor,Maki Horikita
Kowarekake no Orgel,original language of film or TV show,Japanese
Chō Supercar Gattiger,instance of,anime
Doraemon: Nobita and the Green Giant Legend,distributed by,Toho
Lupin VIII,instance of,anime
Doraemon: Nobita and the Green Giant Legend,voice actor,Chiaki
Doraemon: Nobita and the Green Giant Legend,voice actor,Yumi Kakazu
Doraemon: Nobita and the Green Giant Legend,voice actor,Yasunori Matsumoto
Doraemon: Nobita and the Green Giant Legend,followed by,Doraemon: The Record of Nobita's Spaceblazer
Rescue Me!,intended public,shōnen
Doraemon: Nobita and the Green Giant Legend,screenwriter,Hiroshi Ōnogi
Jankenman,genre,action game
Doraemon: Nobita and the Green Giant Legend,voice actor,Subaru Kimura
Doraemon: Nobita and the Green Giant Legend,follows,Doraemon: Nobita's New Great Adventure into the Underworld – The Seven Magic Users
Doraemon: Nobita and the Green Giant Legend,film editor,Toshihiko Kojima
Doraemon: Nobita and the Green Giant Legend,director,Ayumu Watanabe
Kowarekake no Orgel,director,Keiichiro Kawaguchi
Euphoria,country of origin,Japan
Euphoria,input device,computer keyboard
Rescue Me!,author,Makita Keiharu
Euphoria,original language of film or TV show,Japanese
Euphoria,distribution format,DVD
Demon Beast Invasion,instance of,anime
Euphoria,publisher,CLOCKUP
Jankenman,instance of,anime
Euphoria,platform,Android
Euphoria,genre,visual novel
Euphoria,game mode,single-player video game
Peeping Life,original language of film or TV show,Japanese
Euphoria,platform,Microsoft Windows
Euphoria,language of work or name,Japanese
Euphoria,developer,CLOCKUP
Ehrgeiz,instance of,anime
Euphoria,genre,hentai
Euphoria,genre,eroge
Peeping Life,distribution format,video on demand
Aikatsu on Parade!,instance of,video game
Running Boy: Star Soldier no Himitsu,original language of film or TV show,Japanese
Peeping Life,distributed by,Crunchyroll
Tesagure! Bukatsu-mono,voice actor,Asuka Nishi
Running Boy: Star Soldier no Himitsu,country of origin,Japan
Tesagure! Bukatsu-mono,country of origin,Japan
Giovanni's Island,original language of film or TV show,Russian
Tesagure! Bukatsu-mono,composer,Jun Ōtomo
Tesagure! Bukatsu-mono,voice actor,Karin Ogino
Tesagure! Bukatsu-mono,voice actor,Ayaka Ōhashi
Tesagure! Bukatsu-mono,distributed by,Crunchyroll
Giovanni's Island,distributed by,Warner Bros.
Doraemon: Nobita and the Green Giant Legend,instance of,anime
Aikatsu on Parade!,instance of,anime
Tesagure! Bukatsu-mono,voice actor,Reina Ueda
Tesagure! Bukatsu-mono,voice actor,Satomi Akesaka
Tesagure! Bukatsu-mono,distribution format,video on demand
Five Numbers!,instance of,anime
Tesagure! Bukatsu-mono,director,Tatsuki
Giovanni's Island,original language of film or TV show,Japanese
Giovanni's Island,voice actor,Tatsuya Nakadai
Giovanni's Island,original language of film or TV show,Korean
Rescue Me!,instance of,anime
Giovanni's Island,country of origin,Japan
Giovanni's Island,voice actor,Kaoru Yachigusa
Giovanni's Island,voice actor,Yūsuke Santamaria
Giovanni's Island,production company,Production I.G
Giovanni's Island,voice actor,Kanako Yanagihara
Giovanni's Island,voice actor,Yukie Nakama
IDOLM@STER SideM,operating system,iOS
Giovanni's Island,screenwriter,Yoshiki Sakurai
Giovanni's Island,genre,drama film
IDOLM@STER SideM,operating system,Android
Giovanni's Island,voice actor,Masachika Ichimura
Giovanni's Island,genre,war film
Giovanni's Island,director,Mizuho Nishikubo
Giovanni's Island,producer,Mitsuhisa Ishikawa
IDOLM@STER SideM,platform,Microsoft Windows
Jankenman,instance of,video game
Giovanni's Island,genre,historical film
Doraemon: Nobita and the Green Giant Legend,instance of,animated film
IDOLM@STER SideM,input device,touchscreen
IDOLM@STER SideM,distributed by,App Store
IDOLM@STER SideM,distributed by,Crunchyroll
IDOLM@STER SideM,distribution format,video on demand
IDOLM@STER SideM,platform,Android
"Yanbo, Ninbo and Tonbo",instance of,anime
IDOLM@STER SideM,distributed by,Google Play
Tabimachi Late Show,original language of film or TV show,Japanese
Euphoria,instance of,anime
Pan de Peace!,distribution format,video on demand
Pan de Peace!,country of origin,Japan
Tabimachi Late Show,country of origin,Japan
This Boy Is a Professional Wizard,country of origin,Japan
Kowarekake no Orgel,instance of,anime
Tabimachi Late Show,distributed by,Crunchyroll
Gakuen Handsome,distribution format,video on demand
Gakuen Handsome,original language of film or TV show,Japanese
Peeping Life,instance of,anime
Gakuen Handsome,distributed by,Crunchyroll
IDOLM@STER SideM,platform,iOS
Pan de Peace!,language of work or name,Japanese
Gakuen Handsome,country of origin,Japan
Pan de Peace!,distributed by,Crunchyroll
This Boy Is a Professional Wizard,distribution format,video on demand
Tabimachi Late Show,distribution format,video on demand
Gakuen Handsome,genre,dating sim
Euphoria,instance of,video game
This Boy Is a Professional Wizard,original language of film or TV show,Japanese
Running Boy: Star Soldier no Himitsu,instance of,anime
This Boy Is a Professional Wizard,distributed by,Crunchyroll
Kurokan,distributed by,Crunchyroll
Giovanni's Island,instance of,animated film
Double Hard,distributed by,Crunchyroll
Kurokan,author,Norifusa Mita
Kurokan,language of work or name,Japanese
Tenshi no Drop,intended public,shōnen
YōYō no Neko Tsumami,original language of film or TV show,Japanese
Tesagure! Bukatsu-mono,instance of,anime
Kurokan,distribution format,video on demand
Kurokan,country of origin,Japan
This Boy Is a Professional Wizard,language of work or name,Japanese
YōYō no Neko Tsumami,country of origin,Japan
Double Hard,distribution format,video on demand
Giovanni's Island,instance of,anime
THE LIFE OF GREAT HERMES,country of origin,Japan
Tenshi no Drop,country of origin,Japan
Tenshi no Drop,author,Chizuna Nakajima
Horror News,distribution format,video on demand
Horror News,distributed by,Crunchyroll
THE LIFE OF GREAT HERMES,original language of film or TV show,Japanese
THE LIFE OF GREAT HERMES,author,Ryūhō Ōkawa
IDOLM@STER SideM,instance of,video game
Tenshi no Drop,language of work or name,Japanese
THE LIFE OF GREAT HERMES,main subject,Hermes
THE LIFE OF GREAT HERMES,main subject,Greco-Roman mysteries
THE LIFE OF GREAT HERMES,distributed by,Toei Company
THE LIFE OF GREAT HERMES,main subject,Greek mythology
THE LIFE OF GREAT HERMES,language of work or name,Japanese
Tabimachi Late Show,instance of,anime
IDOLM@STER SideM,instance of,anime
THE LIFE OF GREAT HERMES,main subject,Ancient Greece
THE LIFE OF GREAT HERMES,production company,SONY PCL
THE LIFE OF GREAT HERMES,director,Tetsuo Imazawa
THE LIFE OF GREAT HERMES,genre,anime
THE LIFE OF GREAT HERMES,executive producer,Ryūhō Ōkawa
Crimson Wolf,language of work or name,Japanese
THE LIFE OF GREAT HERMES,art director,Tatsuya Kushida
Crimson Wolf,country of origin,Japan
Kurokan,instance of,anime
Crimson Wolf,cast member,Dan Woren
Pan de Peace!,instance of,anime
Gakuen Handsome,instance of,video game
THE LIFE OF GREAT HERMES,genre,historical film
Crimson Wolf,cast member,Kirk Thornton
Gakuen Handsome,instance of,anime
Crimson Wolf,cast member,Richard Cansino
Crimson Wolf,cast member,Barbara Goodson
This Boy Is a Professional Wizard,instance of,anime
The Black Cat,country of origin,Japan
Crimson Wolf,genre,science fiction
THE LIFE OF GREAT HERMES,creator,IRH Press
Crimson Wolf,cast member,Bob Bergen
Chain Chronicle,operating system,Android
Tenshi no Drop,instance of,anime
Rinshi!! Ekoda-chan,language of work or name,Japanese
The Black Cat,color,black-and-white
YōYō no Neko Tsumami,instance of,anime
The Black Cat,original language of film or TV show,Japanese
Crimson Wolf,director,Shōichi Masuo
Double Hard,instance of,anime
Crimson Wolf,cast member,Jeff Winkless
Chain Chronicle,country of origin,Japan
The Black Cat,director,Noburō Ōfuji
Crimson Wolf,genre,adventure film
Crimson Wolf,cast member,Kerrigan Mahan
The Black Cat,genre,animated film
Chain Chronicle,publisher,Sega
Chain Chronicle,performer,Aya Uchida
Horror News,instance of,anime
The Laws of the Sun,depicts,Book of Genesis
Chain Chronicle,input device,touchscreen
Chain Chronicle,distributed by,Crunchyroll
Chain Chronicle,distributed by,Google Play
Chain Chronicle,operating system,iOS
Chain Chronicle,developer,Sega Interactive
Chain Chronicle,distribution format,video on demand
Chain Chronicle,platform,Android
IDOLM@STER SideM,character designer,Haruko Iizuka
THE LIFE OF GREAT HERMES,instance of,anime
Chain Chronicle,platform,iOS
Chain Chronicle,genre,J-pop
The Laws of the Sun,depicts,Inca Empire
The Laws of the Sun,depicts,Atlantis
The Laws of the Sun,depicts,Zhiyi
The Laws of the Sun,depicts,Mu
Chain Chronicle,distributed by,App Store
The Laws of the Sun,depicts,The Buddha
THE LIFE OF GREAT HERMES,instance of,publication
IDOLM@STER SideM,business model,free-to-play
The Laws of the Sun,country of origin,Japan
The Laws of the Sun,followed by,The Golden Laws
Crimson Wolf,instance of,anime
THE LIFE OF GREAT HERMES,instance of,comics
THE LIFE OF GREAT HERMES,instance of,hardback
The Laws of the Sun,author,Ryūhō Ōkawa
Kiitaro's Yokai Picture Diary,distributed by,Crunchyroll
The Laws of the Sun,original language of film or TV show,Japanese
Kiitaro's Yokai Picture Diary,distribution format,video on demand
The Laws of the Sun,language of work or name,Japanese
This Boy Suffers from Crystallization,distributed by,Crunchyroll
This Boy Suffers from Crystallization,original language of film or TV show,Japanese
JK-Meshi!,original language of film or TV show,Japanese
Doamaiger D,original language of film or TV show,Japanese
This Boy Suffers from Crystallization,language of work or name,Japanese
THE LIFE OF GREAT HERMES,instance of,animated film
JK-Meshi!,distributed by,Crunchyroll
This Boy Suffers from Crystallization,distribution format,video on demand
This Boy Suffers from Crystallization,country of origin,Japan
Doamaiger D,distributed by,Crunchyroll
Doamaiger D,distribution format,video on demand
Rinshi!! Ekoda-chan,instance of,anime
To Be Hero,original language of film or TV show,Classical Chinese
To Be Hero,original language of film or TV show,Japanese
To Be Hero,language of work or name,Japanese
To Be Hero,distributed by,Crunchyroll
This Boy Suffers from Crystallization,director,Sōbi Yamamoto
To Be Hero,country of origin,Japan
The Laws of the Sun,instance of,comics
To Be Hero,original broadcaster,TV Tokyo
To Be Hero,followed by,To Be Heroine
Chain Chronicle,instance of,anime
To Be Hero,distribution format,video on demand
Fairy Dick,instance of,anime
To Be Hero,original broadcaster,Bilibili
To Be Hero,main subject,alien invasion
Don't Lose!! Evil Corps!,original language of film or TV show,Japanese
The Black Cat,instance of,anime
JK-Meshi!,distribution format,video on demand
To Be Hero,genre,comedy
Don't Lose!! Evil Corps!,distribution format,video on demand
