subjectLabel,relation,objectLabel
Japan,diplomatic relation,Germany
Japan,contains the administrative territorial entity,Akita Prefecture
Canada,diplomatic relation,Iceland
Guatemala,member of,Organization of American States
Japan,contains the administrative territorial entity,Osaka Prefecture
Canada,diplomatic relation,Ethiopia
Canada,diplomatic relation,Mexico
Guatemala,member of,International Development Association
Japan,located in or next to body of water,Philippine Sea
Japan,contains the administrative territorial entity,Yamagata Prefecture
Canada,diplomatic relation,Hong Kong
Guatemala,member of,International Telecommunication Union
Japan,ethnic group,Japanese people
Guatemala,member of,International Hydrographic Organization
Canada,patron saint,Joseph
Japan,member of,World Trade Organization
Canada,diplomatic relation,Democratic Republic of the Congo
Guatemala,member of,International Centre for Settlement of Investment Disputes
Japan,member of,Interpol
Japan,ethnic group,Chinese people
Japan,member of,World Health Organization
Jamaica,lowest point,Caribbean Sea
Guatemala,member of,Organisation for the Prohibition of Chemical Weapons
Japan,contains the administrative territorial entity,Ehime Prefecture
Canada,diplomatic relation,Turkey
Canada,diplomatic relation,Namibia
Guatemala,member of,World Customs Organization
Guatemala,member of,World Meteorological Organization
Canada,diplomatic relation,Kenya
Canada,diplomatic relation,Democratic Republic of the Congo
Japan,legislative body,National Diet
Japan,contains the administrative territorial entity,Kyoto Prefecture
Japan,located in or next to body of water,East China Sea
Japan,contains the administrative territorial entity,Fukuoka Prefecture
Canada,diplomatic relation,Brazil
Canada,diplomatic relation,France
Guatemala,highest point,Volcán Tajumulco
Canada,diplomatic relation,Mozambique
Japan,ethnic group,Koreans
Canada,diplomatic relation,Burkina Faso
Canada,diplomatic relation,United Kingdom
Guatemala,member of,Central American Common Market
Canada,diplomatic relation,Morocco
Guatemala,member of,International Bank for Reconstruction and Development
Japan,executive body,Government of Japan
Japan,highest judicial authority,Supreme Court of Japan
Guatemala,member of,International Finance Corporation
Japan,member of,United Nations
Japan,member of,UNESCO
Guatemala,member of,Multilateral Investment Guarantee Agency
Canada,diplomatic relation,People's Republic of China
Japan,ethnic group,Ainu people
Guatemala,member of,Central American Bank for Economic Integration
Japan,member of,Group on Earth Observations
Canada,participant in,Pacific War
Japan,diplomatic relation,Armenia
Grenada,contains the administrative territorial entity,Saint John Parish
Guatemala,member of,United Nations
Japan,member of,ASEAN Regional Forum
Guatemala,language used,Akateko
Japan,diplomatic relation,Algeria
Japan,member of,G7
Grenada,continent,North America
Japan,religion or worldview,Shinto
Guatemala,diplomatic relation,Israel
Japan,diplomatic relation,South Korea
Guatemala,diplomatic relation,Germany
Grenada,shares border with,Venezuela
Guatemala,diplomatic relation,Russia
Guatemala,diplomatic relation,North Korea
Grenada,contains the administrative territorial entity,Saint David Parish
Japan,significant event,1964 Summer Olympics
Japan,significant event,1972 Winter Olympics
Guatemala,member of,UNESCO
Japan,diplomatic relation,Serbia
Grenada,shares border with,Venezuela
Guatemala,diplomatic relation,European Union
Japan,"has seal, badge, or sigil",national seal
Guatemala,diplomatic relation,United States of America
Guatemala,diplomatic relation,Australia
Japan,diplomatic relation,North Korea
Grenada,contains the administrative territorial entity,Saint Patrick Parish
Japan,significant event,Korean War
Canada,replaces,Province of Canada
Japan,diplomatic relation,South Korea
Canada,central bank,Bank of Canada
Guatemala,diplomatic relation,India
Japan,diplomatic relation,Monaco
Grenada,contains the administrative territorial entity,Saint Mark Parish
Japan,diplomatic relation,North Korea
Grenada,contains the administrative territorial entity,Carriacou Island
Japan,contains the administrative territorial entity,Okinawa Prefecture
Japan,significant event,1964 Summer Olympics
Canada,described by source,Brockhaus and Efron Encyclopedic Dictionary
Canada,significant event,Canadian Confederation
Japan,diplomatic relation,Kosovo
Canada,diplomatic relation,Romania
Guatemala,diplomatic relation,Mexico
Guatemala,diplomatic relation,European Union
Japan,diplomatic relation,Kosovo
Japan,diplomatic relation,Singapore
Japan,head of government,Fumio Kishida
Canada,diplomatic relation,Austria
Japan,diplomatic relation,Afghanistan
Japan,diplomatic relation,Philippines
Guatemala,diplomatic relation,Uruguay
Canada,office held by head of government,Prime Minister of Canada
Guatemala,diplomatic relation,Georgia
Japan,diplomatic relation,Brunei
Japan,diplomatic relation,Australia
Japan,diplomatic relation,Barbados
Japan,diplomatic relation,Peru
Guatemala,diplomatic relation,Belize
Japan,diplomatic relation,South Africa
Japan,significant event,World War II
Japan,diplomatic relation,Bhutan
Japan,diplomatic relation,Indonesia
Japan,main regulatory text,The Constitution of Japan
Guatemala,diplomatic relation,Republic of China
Canada,described by source,Encyclopædia Britannica 11th edition
Japan,head of state,Naruhito
Japan,contains the administrative territorial entity,Hiroshima Prefecture
Japan,diplomatic relation,Montenegro
Japan,diplomatic relation,Bangladesh
Guatemala,diplomatic relation,North Korea
Japan,member of,International Energy Agency
Guatemala,diplomatic relation,Hungary
Canada,diplomatic relation,Uruguay
Japan,member of,International Bank for Reconstruction and Development
Guatemala,capital,Guatemala City
Guatemala,contains the administrative territorial entity,Santa Rosa Department
Guatemala,head of state,Bernardo Arévalo de León
Canada,located in time zone,Atlantic Time Zone
Guatemala,contains the administrative territorial entity,Retalhuleu Department
Japan,shares border with,South Korea
Guatemala,contains the administrative territorial entity,Totonicapán Department
Japan,member of,World Customs Organization
Canada,diplomatic relation,United States of America
Guatemala,instance of,country
Guatemala,flag,flag of Guatemala
Japan,member of,International Finance Corporation
Japan,religion or worldview,Christianity
Japan,contains the administrative territorial entity,Tokyo
Canada,diplomatic relation,Portugal
Japan,official language,Japanese
Japan,member of,International Development Association
Japan,member of,International Telecommunication Union
Japan,member of,African Development Bank
Japan,member of,Missile Technology Control Regime
Japan,shares border with,Philippines
Canada,diplomatic relation,Italy
Japan,member of,International Hydrographic Organization
Canada,diplomatic relation,Egypt
Japan,archives at,National Archives of Japan
Guatemala,instance of,republic
Guatemala,contains the administrative territorial entity,Suchitepéquez Department
Jamaica,language used,Jamaican English
Guatemala,legislative body,Congress of the Republic of Guatemala
Japan,member of,International Centre for Settlement of Investment Disputes
Guatemala,instance of,sovereign state
Japan,currency,yen
Japan,member of,Organisation for the Prohibition of Chemical Weapons
Japan,shares border with,Soviet Union
Guatemala,instance of,banana republic
Japan,shares border with,Soviet Union
Guatemala,head of government,Bernardo Arévalo de León
Guatemala,contains the administrative territorial entity,San Marcos Department
Japan,shares border with,Republic of China
Japan,shares border with,South Korea
Guatemala,currency,quetzal
Guatemala,contains the administrative territorial entity,Quetzaltenango Department
Japan,member of,Nuclear Suppliers Group
Guatemala,contains the administrative territorial entity,Sololá Department
Guatemala,located in or next to body of water,Gulf of Honduras
Japan,member of,Multilateral Investment Guarantee Agency
Japan,capital,Tokyo
Japan,instance of,country
Guatemala,contains the administrative territorial entity,Huehuetenango Department
Canada,diplomatic relation,Singapore
Japan,member of,Asian Development Bank
Grenada,located in or next to body of water,Caribbean Sea
Japan,diplomatic relation,Paraguay
Japan,named after,sunrise
Japan,member of,Antarctic Treaty System
Canada,diplomatic relation,Armenia
Japan,member of,Visa Waiver Program
Japan,member of,Organization for Economic Cooperation and Development
Grenada,named after,Granada
Canada,member of,Commonwealth of Nations
Japan,diplomatic relation,Tonga
Japan,diplomatic relation,Colombia
Japan,member of,Asia-Pacific Economic Cooperation
Japan,diplomatic relation,Venezuela
Canada,member of,NATO
Japan,diplomatic relation,Mongolia
Japan,member of,World Meteorological Organization
Japan,diplomatic relation,Venezuela
Canada,member of,UNESCO
Japan,diplomatic relation,Canada
Japan,diplomatic relation,Cambodia
Japan,diplomatic relation,India
Japan,member of,League of Nations
Japan,diplomatic relation,East Timor
Grenada,country,Grenada
Japan,diplomatic relation,Spain
Japan,member of,League of Nations
Japan,diplomatic relation,New Zealand
Grenada,currency,Eastern Caribbean dollar
Canada,patron saint,Saint Anne
Japan,contains the administrative territorial entity,Nagasaki Prefecture
Japan,follows,Empire of Japan
Japan,diplomatic relation,Solomon Islands
Canada,member of,United Nations
Grenada,official language,English
Japan,member of,Universal Postal Union
Japan,member of,G8
Japan,diplomatic relation,Colombia
Canada,diplomatic relation,Algeria
Japan,part of,East Asia
Japan,diplomatic relation,Hungary
Japan,diplomatic relation,European Union
Jamaica,language used,Jamaican Sign Language
Japan,diplomatic relation,European Union
Japan,member of,G20
Canada,patron saint,Jean de Brébeuf
Japan,diplomatic relation,Norway
Grenada,located in or next to body of water,Caribbean Sea
Japan,contains the administrative territorial entity,Saga Prefecture
Jamaica,language used,Jamaican Country Sign Language
Guatemala,language used,Poqomam
Japan,significant event,Great Hanshin Earthquake
Japan,shares border with,Russia
Canada,diplomatic relation,Thailand
Japan,contains the administrative territorial entity,Kōchi Prefecture
Japan,religion or worldview,Buddhism
Guatemala,language used,Sakapultek
Japan,significant event,Treaty of Mutual Cooperation and Security Between the United States and Japan
Japan,highest point,Mount Fuji
Canada,diplomatic relation,Afghanistan
Canada,diplomatic relation,Finland
Guatemala,language used,K’iche’
Japan,significant event,Expo '70
Canada,diplomatic relation,Philippines
Guatemala,language used,Sipakapa
Japan,flag,flag of Japan
Japan,shares border with,United States of America
Canada,diplomatic relation,South Korea
Guatemala,language used,Kaqchikel
Japan,continent,Asia
Canada,diplomatic relation,Saudi Arabia
Japan,contains the administrative territorial entity,Tottori Prefecture
Japan,diplomatic relation,China
Japan,diplomatic relation,Latin America
Japan,contains the administrative territorial entity,Fukui Prefecture
Japan,shares border with,People's Republic of China
Canada,diplomatic relation,Brunei
Canada,diplomatic relation,Vietnam
Grenada,official language,Grenadian Creole English
Japan,located in or next to body of water,Sea of Japan
Japan,significant event,1998 Winter Olympics
Canada,diplomatic relation,Qatar
Guatemala,language used,Ch’orti’
Japan,contains the administrative territorial entity,Yamanashi Prefecture
Japan,contains the administrative territorial entity,Oita Prefecture
Guatemala,language used,Itza’
Japan,contains the administrative territorial entity,Tokushima Prefecture
Japan,contains the administrative territorial entity,Shizuoka Prefecture
Guatemala,language used,Tektitek
Canada,diplomatic relation,Mali
Japan,contains the administrative territorial entity,Niigata Prefecture
Guatemala,language used,Q’anjob’al
Japan,significant event,2020 Summer Olympics
Canada,diplomatic relation,Republic of China
Japan,located in or next to body of water,Pacific Ocean
Japan,contains the administrative territorial entity,Shiga Prefecture
Grenada,diplomatic relation,Canada
Japan,significant event,2002 FIFA World Cup
Jamaica,lowest point,Caribbean Sea
Guatemala,language used,Ixil
Guatemala,language used,Q’eqchi’
Canada,diplomatic relation,South Korea
Japan,contains the administrative territorial entity,Hokkaido
Japan,located in or next to body of water,Sea of Okhotsk
Canada,diplomatic relation,Sweden
Grenada,diplomatic relation,United States of America
Guatemala,language used,Mopan Maya
Grenada,diplomatic relation,United Kingdom
Guatemala,language used,Uspantek
Japan,diplomatic relation,Soviet Union
Japan,contains the administrative territorial entity,Okayama Prefecture
Grenada,diplomatic relation,People's Republic of China
Guatemala,language used,Xincan
Japan,significant event,Treaty of San Francisco
Japan,country,Japan
Guatemala,language used,Tz’utujil
Grenada,diplomatic relation,Georgia
Guatemala,language used,Garifuna
Japan,located in or next to body of water,Sea of Japan
Guatemala,language used,Poqomchi'
Japan,contains the administrative territorial entity,Toyama Prefecture
Canada,diplomatic relation,United Arab Emirates
Japan,diplomatic relation,Soviet Union
Guatemala,history of topic,history of Guatemala
Grenada,diplomatic relation,Cuba
Japan,contains the administrative territorial entity,Kagawa Prefecture
Japan,contains the administrative territorial entity,Shimane Prefecture
Japan,significant event,Fukushima Daiichi nuclear disaster
Guatemala,language used,Cauque Mayan
Japan,located in/on physical feature,Japanese archipelago
Guatemala,language used,Guatemalan Sign Language
Canada,diplomatic relation,Pakistan
Canada,diplomatic relation,Bangladesh
Canada,diplomatic relation,Switzerland
Grenada,diplomatic relation,Cuba
Guatemala,language used,Chuj
Japan,diplomatic relation,Portugal
Guatemala,described by source,Encyclopædia Britannica 11th edition
Canada,diplomatic relation,Lebanon
Canada,highest point,Mount Logan
Japan,diplomatic relation,Netherlands
Guatemala,contains the administrative territorial entity,Jalapa Department
Canada,diplomatic relation,Soviet Union
Grenada,capital,St. George's
Guatemala,contains the administrative territorial entity,Chimaltenango Department
Japan,diplomatic relation,Malaysia
Canada,located in time zone,Mountain Time Zone
Japan,diplomatic relation,Sweden
Guatemala,language used,Spanish
Canada,separated from,United Kingdom of Great Britain and Ireland
Guatemala,contains the administrative territorial entity,El Progreso Department
Guatemala,language used,Achi
Japan,diplomatic relation,United States of America
Grenada,head of state,Charles III of the United Kingdom
Guatemala,contains the administrative territorial entity,Jutiapa Department
Guatemala,lowest point,Caribbean Sea
Guatemala,contains the administrative territorial entity,Escuintla Department
Grenada,head of government,Keith Mitchell
Japan,diplomatic relation,Grenada
Canada,diplomatic relation,Israel
Japan,diplomatic relation,Finland
Japan,diplomatic relation,Israel
Guatemala,contains the administrative territorial entity,Guatemala Department
Guatemala,contains the administrative territorial entity,Quiché Department
Guatemala,central bank,Bank of Guatemala
Japan,diplomatic relation,Iran
Japan,diplomatic relation,Trinidad and Tobago
Grenada,contains the administrative territorial entity,Saint George Parish
Guatemala,lowest point,Caribbean Sea
Guatemala,contains the administrative territorial entity,Petén Department
Japan,diplomatic relation,Republic of China
Japan,diplomatic relation,Denmark
Canada,located in time zone,Central Time Zone
Japan,diplomatic relation,Thailand
Japan,diplomatic relation,Turkey
Canada,diplomatic relation,Kingdom of the Netherlands
Guatemala,member of,International Regional Organization for Agricultural Health
Canada,diplomatic relation,Malaysia
Canada,diplomatic relation,Holy See
Canada,diplomatic relation,Norway
Canada,diplomatic relation,Switzerland
Guatemala,different from,Guatemala Department
Canada,diplomatic relation,Hungary
Grenada,follows,West Indies Federation
Japan,diplomatic relation,Syria
Japan,diplomatic relation,Laos
Guatemala,language used,Mam
Canada,diplomatic relation,Panama
Jamaica,language used,Jamaican Patois
Japan,diplomatic relation,Vietnam
Guatemala,driving side,right
Japan,diplomatic relation,Italy
Japan,diplomatic relation,Sri Lanka
Japan,diplomatic relation,Pakistan
Canada,diplomatic relation,Soviet Union
Guatemala,contains the administrative territorial entity,Izabal Department
Canada,diplomatic relation,Spain
Guatemala,contains the administrative territorial entity,Sacatepéquez Department
Japan,diplomatic relation,Greece
Japan,diplomatic relation,Austria
Canada,diplomatic relation,Haiti
Guatemala,described by source,Brockhaus and Efron Encyclopedic Dictionary
Guatemala,contains the administrative territorial entity,Baja Verapaz Department
Grenada,flag,flag of Grenada
Guatemala,contains the administrative territorial entity,Alta Verapaz Department
Guatemala,contains the administrative territorial entity,Zacapa Department
Japan,diplomatic relation,Uruguay
Japan,diplomatic relation,Saudi Arabia
Guatemala,language used,Jakaltek
Guatemala,contains the administrative territorial entity,Chiquimula Department
Canada,significant event,Statute of Westminster 1931
Japan,diplomatic relation,Lithuania
Guatemala,member of,Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean
Canada,diplomatic relation,Ireland
Canada,diplomatic relation,Nepal
Jamaica,language used,English
Canada,diplomatic relation,Iran
Japan,diplomatic relation,Nepal
Grenada,diplomatic relation,Republic of China
Grenada,part of,Caribbean
Grenada,diplomatic relation,North Korea
Grenada,diplomatic relation,North Korea
Grenada,member of,UNESCO
Grenada,diplomatic relation,Japan
Grenada,contains the administrative territorial entity,Saint Andrew Parish
Grenada,member of,Commonwealth of Nations
Grenada,member of,United Nations
Grenada,member of,International Bank for Reconstruction and Development
Grenada,member of,World Health Organization
Grenada,member of,Organisation for the Prohibition of Chemical Weapons
Grenada,member of,International Telecommunication Union
Grenada,part of,Lesser Antilles
Grenada,member of,Caribbean Community
Grenada,member of,Bolivarian Alliance for the Americas
Grenada,diplomatic relation,Australia
Grenada,member of,Agency for the Prohibition of Nuclear Weapons in Latin America and the Caribbean
Grenada,member of,Universal Postal Union
Japan,instance of,sovereign state
Grenada,member of,International Development Association
Grenada,member of,International Finance Corporation
Grenada,member of,Multilateral Investment Guarantee Agency
Grenada,diplomatic relation,South Korea
Grenada,member of,International Centre for Settlement of Investment Disputes
Grenada,member of,Organization of American States
Grenada,diplomatic relation,Libya
Grenada,member of,World Trade Organization
Grenada,member of,Caribbean Development Bank
Grenada,lowest point,Caribbean Sea
Grenada,member of,Interpol
Grenada,lowest point,Caribbean Sea
Grenada,located in/on physical feature,Lesser Antilles
Grenada,diplomatic relation,South Korea
Grenada,central bank,Eastern Caribbean Central Bank
Grenada,diplomatic relation,Soviet Union
Grenada,diplomatic relation,Soviet Union
Grenada,highest point,Mount Saint Catherine
Iraq,shares border with,Turkey
Grenada,member of,Caribbean Disaster Emergency Management Agency
Grenada,described by source,Encyclopædia Britannica 11th edition
Iraq,continent,Asia
Japan,demographics of topic,demographics of Japan
Iraq,shares border with,Iran
Grenada,member of,"Organisation of African, Caribbean and Pacific States"
Iraq,head of government,Mohammed Shia' Al Sudani
Iraq,continent,Asia
Japan,economy of topic,economy of Japan
Iraq,shares border with,Turkey
Iraq,shares border with,Saudi Arabia
Iraq,shares border with,Jordan
Iraq,shares border with,Kuwait
Iraq,shares border with,Syria
Iraq,shares border with,Syria
Iraq,capital,Baghdad
Grenada,instance of,country
Iraq,official language,Arabic
Iraq,basic form of government,federation
Iraq,shares border with,Iran
Iraq,country,Iraq
Iraq,official language,Arabic
Iraq,official language,Kurdish
Iraq,capital,Baghdad
Iraq,ethnic group,Arabs
Iraq,shares border with,Kuwait
Iraq,shares border with,Jordan
Iraq,country,Iraq
Iraq,ethnic group,Arabs
Iraq,shares border with,Saudi Arabia
Iraq,flag,flag of Iraq
Iraq,contains the administrative territorial entity,Al-Qādisiyyah Governorate
Iraq,follows,Kingdom of Iraq
Iraq,official language,Kurdish
Iraq,country,Iraq
Iraq,head of government,Mohammed Shia' Al Sudani
Iraq,contains the administrative territorial entity,Babylon Governorate
Iraq,flag,flag of Iraq
Iraq,basic form of government,federation
Iraq,contains the administrative territorial entity,Al Anbar Governorate
Iraq,country,Iraq
Iraq,contains the administrative territorial entity,Wasit Governorate
Iraq,follows,Kingdom of Iraq
Iraq,contains the administrative territorial entity,Al-Qādisiyyah Governorate
Iraq,contains the administrative territorial entity,Najaf Governorate
Iraq,contains the administrative territorial entity,Saladin Governorate
Iraq,contains the administrative territorial entity,Babylon Governorate
Iraq,contains the administrative territorial entity,Duhok Governorate
Iraq,contains the administrative territorial entity,Nineveh Governorate
Iraq,contains the administrative territorial entity,Duhok Governorate
Iraq,contains the administrative territorial entity,Baghdad Governorate
Iraq,contains the administrative territorial entity,Saladin Governorate
Iraq,ethnic group,Yazidis
Iraq,currency,Iraqi dinar
Iraq,contains the administrative territorial entity,Wasit Governorate
Iraq,currency,Iraqi dinar
Iraq,contains the administrative territorial entity,Al Anbar Governorate
Iraq,contains the administrative territorial entity,Baghdad Governorate
Iraq,contains the administrative territorial entity,Erbil Governorate
Iraq,contains the administrative territorial entity,Kirkuk Governorate
Iraq,contains the administrative territorial entity,Kirkuk Governorate
Iraq,contains the administrative territorial entity,Basra Governorate
Iraq,contains the administrative territorial entity,Nineveh Governorate
Iraq,contains the administrative territorial entity,Karbala Governorate
Iraq,contains the administrative territorial entity,Basra Governorate
Iraq,contains the administrative territorial entity,Karbala Governorate
Iraq,contains the administrative territorial entity,Sulaymaniyah Governorate
Iraq,contains the administrative territorial entity,Sulaymaniyah Governorate
Iraq,contains the administrative territorial entity,Al Muthanna Governorate
Iraq,ethnic group,Yazidis
Iraq,legislative body,Council of Representatives of Iraq
Iraq,contains the administrative territorial entity,Maysan Governorate
Iraq,anthem,Mawtini
Iraq,contains the administrative territorial entity,Maysan Governorate
Iraq,contains the administrative territorial entity,Dhi Qar Governorate
Iraq,legislative body,Council of Representatives of Iraq
Iraq,contains the administrative territorial entity,Najaf Governorate
Iraq,contains the administrative territorial entity,Diyala Governorate
Iraq,basic form of government,federal republic
Iraq,anthem,Mawtini
Grenada,instance of,sovereign state
The Bahamas,shares border with,United Kingdom
Iraq,contains the administrative territorial entity,Dhi Qar Governorate
Grenada,instance of,island country
Iraq,contains the administrative territorial entity,Diyala Governorate
Iraq,contains the administrative territorial entity,Erbil Governorate
Iraq,contains the administrative territorial entity,Al Muthanna Governorate
Iraq,basic form of government,federal republic
The Bahamas,shares border with,United States of America
The Bahamas,continent,North America
The Bahamas,contains the administrative territorial entity,North Abaco
The Bahamas,head of state,Charles III of the United Kingdom
The Bahamas,official language,English
The Bahamas,shares border with,Turks and Caicos Islands
Iraq,member of,Arab League
The Bahamas,currency,Bahamian dollar
Iraq,member of,Arab League
Iraq,member of,Organization of the Petroleum Exporting Countries
Iraq,member of,Interpol
The Bahamas,country,The Bahamas
Iraq,part of,Middle East
Iraq,member of,World Health Organization
Iraq,member of,Arab League
Iraq,member of,United Nations
Iraq,member of,Interpol
Iraq,member of,UNESCO
Iraq,member of,Organization of the Petroleum Exporting Countries
Iraq,member of,World Health Organization
Iraq,part of,Middle East
Iraq,member of,UNESCO
Iraq,part of,West Asia
The Bahamas,capital,Nassau
Iraq,member of,World Meteorological Organization
Iraq,member of,United Nations
Iraq,instance of,country
Iraq,member of,Organisation of Islamic Cooperation
Iraq,member of,Universal Postal Union
Iraq,part of,West Asia
Iraq,member of,Universal Postal Union
Iraq,member of,International Civil Defence Organisation
The Bahamas,basic form of government,constitutional monarchy
Iraq,member of,Arab League
Iraq,member of,International Bank for Reconstruction and Development
Iraq,member of,Organisation of Islamic Cooperation
Iraq,member of,Arab Monetary Fund
Iraq,member of,International Telecommunication Union
Iraq,member of,World Customs Organization
Iraq,member of,International Finance Corporation
Iraq,member of,International Civil Defence Organisation
Iraq,member of,World Meteorological Organization
Iraq,member of,World Customs Organization
Iraq,member of,International Telecommunication Union
Iraq,instance of,country
The Bahamas,diplomatic relation,Hungary
The Bahamas,diplomatic relation,Australia
The Bahamas,diplomatic relation,People's Republic of China
The Bahamas,diplomatic relation,Georgia
The Bahamas,diplomatic relation,Republic of China
Iraq,member of,Arab Monetary Fund
The Bahamas,diplomatic relation,North Korea
Iraq,member of,International Finance Corporation
The Bahamas,diplomatic relation,Germany
The Bahamas,diplomatic relation,North Korea
Iraq,member of,International Bank for Reconstruction and Development
The Bahamas,member of,World Health Organization
The Bahamas,part of,Caribbean
The Bahamas,member of,Organization of American States
The Bahamas,located in/on physical feature,Caribbean
The Bahamas,member of,UNESCO
The Bahamas,member of,"Organisation of African, Caribbean and Pacific States"
The Bahamas,highest point,Mount Alvernia
The Bahamas,replaces,British West Indies
The Bahamas,member of,World Meteorological Organization
The Bahamas,member of,International Bank for Reconstruction and Development
The Bahamas,member of,Caribbean Community
The Bahamas,member of,International Renewable Energy Agency
The Bahamas,member of,Commonwealth of Nations
The Bahamas,member of,International Development Association
The Bahamas,member of,International Finance Corporation
The Bahamas,member of,Interpol
