topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct
entertainment_anime,THE LIFE OF GREAT HERMES,language of work or name,Japanese,What is the language of work or name of THE LIFE OF GREAT HERMES?,Demotic,0.0
entertainment_anime,JK-Meshi!,distributed by,Crunchyroll,What was JK-Meshi! distributed by?,Nintendo,0.0
entertainment_anime,Tenshi no Drop,author,Chizuna Nakajima,Who is the author of Tenshi no Drop?,Yūsuke Yotsuki,0.0
entertainment_anime,Digimon Adventure Tri. 3,director,Keitarō Motonaga,Who is the director of Digimon Adventure Tri. 3?,Yoshimasa Tsuru,0.0
entertainment_anime,Giovanni's Island,director,Mizuho Nishikubo,Who is the director of Giovanni's Island?,Toru Takahashi,0.0
entertainment_anime,Ehrgeiz,genre,mecha,What is the genre of Ehrgeiz?,3D Fighting,0.0
entertainment_anime,Love Rice,distributed by,Crunchyroll,What was Love Rice distributed by?,Kraft Foods,0.0
entertainment_anime,Chain Chronicle,publisher,Sega,What is the publisher of Chain Chronicle?,Delightworks,0.0
entertainment_anime,Ranma ½ One Grew Over the Kuno's Nest,director,Junji Nishimura,Who is the director of Ranma ½ One Grew Over the Kuno's Nest?,Koji Sawai,0.0
entertainment_anime,This Boy Is a Professional Wizard,distribution format,video on demand,What is the distribution format of This Boy Is a Professional Wizard?,Hardcover and e-book,0.0
entertainment_anime,W Wish,distribution format,DVD,What is the distribution format of W Wish?,Digital,0.0
entertainment_anime,Lupin VIII,country of origin,Japan,What is the country of origin of Lupin VIII?,France,0.0
entertainment_anime,This Boy Is a Professional Wizard,language of work or name,Japanese,What is the language of work or name of This Boy Is a Professional Wizard?,English,0.0
entertainment_anime,Kiitaro's Yokai Picture Diary,distributed by,Crunchyroll,What was Kiitaro's Yokai Picture Diary distributed by?,Shogakukan,0.0
entertainment_anime,Double Decker! Doug & Kirill,character designer,Masakazu Katsura,Who is the character designer of Double Decker! Doug & Kirill?,Kazue Yamamoto,0.0
entertainment_anime,Macross Delta the Movie: Passionate Walküre,genre,mecha,What is the genre of Macross Delta the Movie: Passionate Walküre?,Science fiction,0.0
entertainment_anime,The Black Cat,genre,animated film,What is the genre of The Black Cat?,Gothic,0.0
entertainment_anime,Digimon Adventure Tri. 5,part of the series,Digimon Adventure tri.,What is the part of the series of Digimon Adventure Tri. 5?,Coexistence,0.0
entertainment_anime,Chain Chronicle,developer,Sega Interactive,What is the developer of Chain Chronicle?,Delightworks,0.0
entertainment_anime,Ranma ½ One Grew Over the Kuno's Nest,main subject,high school student,What is the main subject of Ranma ½ One Grew Over the Kuno's Nest?,Akane's pregnancy,0.0
entertainment_anime,Digimon Adventure Tri. 3,part of the series,Digimon Adventure tri.,What is the part of the series of Digimon Adventure Tri. 3?,Coexistence,0.0
entertainment_anime,IDOLM@STER SideM,input device,touchscreen,What is the input device of IDOLM@STER SideM?,Vocaloid,0.0
entertainment_anime,Lupin VIII,language of work or name,Japanese,What is the language of work or name of Lupin VIII?,French,0.0
entertainment_anime,Pan de Peace!,distributed by,Crunchyroll,What was Pan de Peace! distributed by?,Glico,0.0
entertainment_anime,Burglars of Baghdad Castle,country of origin,Japan,What is the country of origin of Burglars of Baghdad Castle?,Iraq,0.0
entertainment_anime,This Boy Is a Professional Wizard,country of origin,Japan,What is the country of origin of This Boy Is a Professional Wizard?,United States,0.0
entertainment_anime,The Rebirth of Buddha,original language of film or TV show,Japanese,What is the original language of film or TV show of The Rebirth of Buddha?,Thai,0.0
entertainment_anime,Kurokan,distribution format,video on demand,What is the distribution format of Kurokan?,Shogi,0.0
entertainment_anime,Doraemon: Nobita and the Green Giant Legend,director,Ayumu Watanabe,Who is the director of Doraemon: Nobita and the Green Giant Legend?,Yukiyo Teramoto,0.0
entertainment_anime,Cat Soup Theater,genre,anime,What is the genre of Cat Soup Theater?,Experimental,0.0
entertainment_anime,Jankenman,genre,action game,What is the genre of Jankenman?,Mecha,0.0
entertainment_anime,Q.E.D.,country of origin,Japan,What is the country of origin of Q.E.D.?,Germany,0.0
entertainment_anime,The Rebirth of Buddha,creator,IRH Press,What is the creator of The Rebirth of Buddha?,Unknown,0.0
entertainment_anime,Tesagure! Bukatsu-mono,distributed by,Crunchyroll,What was Tesagure! Bukatsu-mono distributed by?,MBS,0.0
entertainment_anime,IDOLM@STER SideM,business model,free-to-play,What is the business model of IDOLM@STER SideM?,Gacha,0.0
entertainment_anime,Burglars of Baghdad Castle,fabrication method,cutout animation,What is the fabrication method of Burglars of Baghdad Castle?,Inlay,0.0
entertainment_anime,Euphoria,original language of film or TV show,Japanese,What is the original language of film or TV show of Euphoria?,English,0.0
entertainment_anime,Tesagure! Bukatsu-mono,composer,Jun Ōtomo,Who is the composer of Tesagure! Bukatsu-mono?,Takeshi Abo,0.0
entertainment_anime,Peeping Life,distributed by,Crunchyroll,What was Peeping Life distributed by?,"MBS, BS Fuji, and BS Asahi",0.0
entertainment_anime,JK-Meshi!,distribution format,video on demand,What is the distribution format of JK-Meshi!?,Digital,0.0
entertainment_anime,Aki Sora,author,Masahiro Itosugi,Who is the author of Aki Sora?,Kei Saiki,0.0
entertainment_anime,Macross Delta the Movie: Passionate Walküre,screenwriter,Shōji Kawamori,Who is the screenwriter of Macross Delta the Movie: Passionate Walküre?,Hiroaki Muto,0.0
entertainment_anime,Fukusuke,director,Ryūichi Yokoyama,Who is the director of Fukusuke?,Kiyoshi Kurosawa,0.0
entertainment_anime,Chain Chronicle,performer,Aya Uchida,Who does Chain Chronicle performer?,Kana Hanazawa,0.0
entertainment_anime,THE LIFE OF GREAT HERMES,original language of film or TV show,Japanese,What is the original language of film or TV show of THE LIFE OF GREAT HERMES?,Greek,0.0
entertainment_anime,Q.E.D.,intended public,shōnen,What is the intended public of Q.E.D.?,Mathematicians,0.0
entertainment_anime,W Wish,original language of film or TV show,Japanese,What is the original language of film or TV show of W Wish?,Korean,0.0
entertainment_anime,Chō Supercar Gattiger,follows,The Great Grape Ape Show,What does Chō Supercar Gattiger follow?,Anime,0.0
entertainment_anime,The Laws of the Sun,original language of film or TV show,Japanese,What is the original language of film or TV show of The Laws of the Sun?,Spanish,0.0
entertainment_anime,The Rebirth of Buddha,director,Takaaki Ishiyama,Who is the director of The Rebirth of Buddha?,Chaplin Chang,0.0
entertainment_anime,Holo no Graffiti,producer,Hololive Production,What is the producer of Holo no Graffiti?,Kazuya Kuroda,0.0
entertainment_anime,Burglars of Baghdad Castle,color,black-and-white,What is the color of Burglars of Baghdad Castle?,Green,0.0
entertainment_anime,Holo no Graffiti,main subject,VTuber,What is the main subject of Holo no Graffiti?,Anime,0.0
entertainment_anime,Don't Lose!! Evil Corps!,distribution format,video on demand,What is the distribution format of Don't Lose!! Evil Corps!?,Visual novel,0.0
entertainment_anime,Bible Black,publisher,Active,What is the publisher of Bible Black?,Digital Manga Publishing,0.0
entertainment_anime,Digimon Adventure Tri. 3,distribution format,video on demand,What is the distribution format of Digimon Adventure Tri. 3?,Blu-ray,0.0
entertainment_anime,To Be Hero,distributed by,Crunchyroll,What was To Be Hero distributed by?,MBS,0.0
entertainment_anime,To Be Hero,genre,comedy,What is the genre of To Be Hero?,Superhero,0.0
entertainment_anime,Harlock Saga,distribution format,video on demand,What is the distribution format of Harlock Saga?,OVA,0.0
entertainment_anime,The Rebirth of Buddha,production company,Group TAC,What is the production company of The Rebirth of Buddha?,China Film Group,0.0
entertainment_anime,Gakuen Handsome,genre,dating sim,What is the genre of Gakuen Handsome?,Boys' Love,0.0
entertainment_anime,THE LIFE OF GREAT HERMES,art director,Tatsuya Kushida,Who is the art director of THE LIFE OF GREAT HERMES?,H.R. Giger,0.0
entertainment_anime,Q.E.D.,author,Motohiro Katou,Who is the author of Q.E.D.?,Oscar Wilde,0.0
entertainment_anime,W Wish,developer,PrincessSoft,What is the developer of W Wish?,Kairosoft,0.0
entertainment_anime,Holo no Graffiti,distributed by,Google,What was Holo no Graffiti distributed by?,Sega,0.0
entertainment_anime,Harlock Saga,director,Yoshio Takeuchi,Who is the director of Harlock Saga?,Rintaro,0.0
entertainment_anime,Lupin the 3rd vs Detective Conan,form of creative work,feature film,What is the form of creative work of Lupin the 3rd vs Detective Conan?,Anime,0.0
entertainment_anime,The Rebirth of Buddha,executive producer,Ryūhō Ōkawa,Who is the executive producer of The Rebirth of Buddha?,"I couldn't find any information on the movie ""The Rebirth of Buddha""",0.0
