topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
human_scientist,Benjamin Constant,work location,Paris,What is the work location of Benjamin Constant?,Brazil,0.0,"['Paris', 'Brazil', 'London', 'New York']",Where does Benjamin Constant work?,A. New York  B. Brazil  C. Paris  D. London,C,Is Paris the work location of Benjamin Constant?,Is Brazil the work location of Benjamin Constant?,What is a famous book written by Benjamin Constant?,Who works in Paris?,Who is a notable figure that worked at the same location as Benjamin Constant?,Jean-Jacques Rousseau,What is a famous work by the notable figure who worked at the same location as Benjamin Constant?,The Social Contract,In which year was the famous work by the notable figure who worked at the same location as Benjamin Constant published?,1762,Which political theory is associated with the famous work published in 1762 by the notable figure who worked at the same location as Benjamin Constant?,Popular Sovereignty,"Which form of government is often linked to the political theory of Popular Sovereignty, associated with the famous work published in 1762 by the notable figure who worked at the same location as Benjamin Constant?",Democracy
human_scientist,Étienne Pariset,sponsor,Pierre Jean George Cabanis,Who does Étienne Pariset sponsor?,BikeAid,0.0,"['Pierre Jean George Cabanis', 'BikeAid', 'Jean-Baptiste Lamarck', 'Antoine Lavoisier']",Who is sponsored by Étienne Pariset?,A. Antoine Lavoisier  B. BikeAid  C. Jean-Baptiste Lamarck  D. Pierre Jean George Cabanis,D,Does Étienne Pariset sponsor Pierre Jean George Cabanis?,Does Étienne Pariset sponsor BikeAid?,What is Étienne Pariset known for besides sponsorship?,Who sponsors Pierre Jean George Cabanis?,What organization was sponsored by Étienne Pariset?,Society for the Prevention of Cruelty to Animals,Who was the founder of the organization sponsored by Étienne Pariset?,Richard Martin,Which country was the founder of the organization sponsored by Étienne Pariset from?,Ireland,What is the capital city of the country where the founder of the organization sponsored by Étienne Pariset was from?,Dublin,What river flows through the capital city of the country where the founder of the organization sponsored by Étienne Pariset was from?,River Liffey
human_scientist,Alberto Granado,place of birth,"Hernando, Córdoba",What is the place of birth of Alberto Granado?,Cuba,0.0,"['Hernando, Córdoba', 'Cuba', 'Buenos Aires', 'Santiago']",Where was Alberto Granado born?,"A. Cuba  B. Santiago  C. Buenos Aires  D. Hernando, Córdoba",D,"Is Hernando, Córdoba the place of birth of Alberto Granado?",Is Cuba the place of birth of Alberto Granado?,What was Alberto Granado's profession?,"Who was born in Hernando, Córdoba?",What is the capital city of the country where Alberto Granado was born?,Buenos Aires,Which river flows through the capital city of the country where Alberto Granado was born?,Río de la Plata,What is the primary language spoken in the country where the capital city is located that has the river Río de la Plata flowing through it?,Spanish,What is the most popular sport in the country where the primary language is Spanish and the capital city has the river Río de la Plata flowing through it?,Football (Soccer),Which famous football player was born in the country where the most popular sport is football and the primary language is Spanish?,Lionel Messi
human_scientist,Paul Séjourné,place of death,Paris,What is the place of death of Paul Séjourné?,Mexico City,0.0,"['Paris', 'Mexico City', 'London', 'Berlin']",Where did Paul Séjourné pass away?,A. Mexico City  B. Paris  C. London  D. Berlin,B,Did Paul Séjourné die in Paris?,Did Paul Séjourné die in Mexico City?,What is Paul Séjourné well-known for?,Who died in Paris?,Who was the architect of the place where Paul Séjourné died?,Charles Garnier,What is the name of the famous opera house designed by the architect of the place where Paul Séjourné died?,Palais Garnier,In which city is the famous opera house located that was designed by the architect of the place where Paul Séjourné died?,Paris,In which country is the city located that contains the famous opera house designed by the architect of the place where Paul Séjourné died?,France,What is the official language of the country where the city is located that contains the famous opera house designed by the architect of the place where Paul Séjourné died?,French
human_scientist,Guglielmo Marconi,place of burial,Basilica of Santa Croce,What is the place of burial of Guglielmo Marconi?,Brooklyn,0.0,"['Basilica of Santa Croce', 'Brooklyn', 'Westminster Abbey', 'Père Lachaise Cemetery']",Where is Guglielmo Marconi buried?,A. Père Lachaise Cemetery  B. Westminster Abbey  C. Brooklyn  D. Basilica of Santa Croce,D,Is Guglielmo Marconi buried in the Basilica of Santa Croce?,Is Guglielmo Marconi buried in Brooklyn?,What is Guglielmo Marconi famous for inventing?,Who is buried in the Basilica of Santa Croce?,Who is buried in the same place as Guglielmo Marconi?,Maria Cristina Bezzi-Scali,What is the relationship between Guglielmo Marconi and the person buried in the same place as him?,Spouse,What was the profession of the spouse of the person buried in the same place as Guglielmo Marconi?,Noblewoman,"Which country did the noblewoman, who was the spouse of the person buried in the same place as Guglielmo Marconi, belong to?",Italy,"What is the capital city of the country that the noblewoman, who was the spouse of the person buried in the same place as Guglielmo Marconi, belonged to?",Rome
human_scientist,Gregory Goodwin Pincus,place of birth,Woodbine,What is the place of birth of Gregory Goodwin Pincus?,Winchester,0.0,"['Woodbine', 'Winchester', 'New York', 'Boston']",Where was Gregory Goodwin Pincus born?,A. Woodbine  B. Winchester  C. Boston  D. New York,A,Is Gregory Goodwin Pincus's place of birth Woodbine?,Is Gregory Goodwin Pincus's place of birth Winchester?,What is Gregory Goodwin Pincus known for?,Who was born in Woodbine?,What is the capital city of the state where Gregory Goodwin Pincus was born?,Albany,Which river flows through the capital city of the state where Gregory Goodwin Pincus was born?,Hudson River,What is the length of the river that flows through the capital city of the state where Gregory Goodwin Pincus was born?,315 miles,Which ocean does the river that flows through the capital city of the state where Gregory Goodwin Pincus was born empty into?,Atlantic Ocean,"Which continent is home to the ocean that the river flows into, which passes through the capital city of the state where Gregory Goodwin Pincus was born?",North America
human_scientist,Nikolai Pirogov,academic degree,Imperial University of Dorpat,What is the academic degree of Nikolai Pirogov?,Doctor of Medicine,0.0,"['Imperial University of Dorpat', 'Doctor of Medicine', 'University of Vienna', 'Harvard University']",From which institution did Nikolai Pirogov receive his academic degree?,A. Harvard University  B. University of Vienna  C. Doctor of Medicine  D. Imperial University of Dorpat,D,Did Nikolai Pirogov receive his academic degree from the Imperial University of Dorpat?,Did Nikolai Pirogov receive his academic degree as a Doctor of Medicine?,What is a notable contribution of Nikolai Pirogov in the field of surgery?,Who received an academic degree from the Imperial University of Dorpat?,Which university awarded Nikolai Pirogov his academic degree?,Imperial Moscow University,In which city is the university located that awarded Nikolai Pirogov his academic degree?,Moscow,Which river flows through the city where the university that awarded Nikolai Pirogov his academic degree is located?,Moskva River,What is the length of the river that flows through the city where the university that awarded Nikolai Pirogov his academic degree is located?,502 kilometers,Into which larger body of water does the river that flows through the city where the university that awarded Nikolai Pirogov his academic degree is located eventually flow?,Oka River
human_scientist,Abdul Qadeer Khan,cause of death,COVID-19,What is the cause of death of Abdul Qadeer Khan?,Cancer,0.0,"['COVID-19', 'Cancer', 'Heart Attack', 'Pneumonia']",How did Abdul Qadeer Khan die?,A. COVID-19  B. Cancer  C. Pneumonia  D. Heart Attack,A,Did Abdul Qadeer Khan die of COVID-19?,Did Abdul Qadeer Khan die of Cancer?,What is Abdul Qadeer Khan known for?,Who died of COVID-19?,"What was the profession of Abdul Qadeer Khan, who passed away due to his cause of death?",Nuclear physicist,"Which country did Abdul Qadeer Khan, the nuclear physicist who passed away, primarily work for?",Pakistan,"What is the capital city of the country where Abdul Qadeer Khan, the nuclear physicist who passed away, primarily worked?",Islamabad,"Which continent is the capital city located in where Abdul Qadeer Khan, the nuclear physicist who passed away, primarily worked?",Asia,"What is the largest country by area on the continent where the capital city is located, where Abdul Qadeer Khan, the nuclear physicist who passed away, primarily worked?",Russia
human_scientist,Karl Heinrich Gräffe,employer,University of Zurich,What is the employer of Karl Heinrich Gräffe?,University of Berlin,0.0,"['University of Zurich', 'University of Berlin', 'University of Geneva', 'ETH Zurich']",Who employed Karl Heinrich Gräffe?,A. University of Berlin  B. ETH Zurich  C. University of Geneva  D. University of Zurich,D,Is the University of Zurich the employer of Karl Heinrich Gräffe?,Is the University of Berlin the employer of Karl Heinrich Gräffe?,What is a notable contribution of Karl Heinrich Gräffe in the field of mathematics?,Who is employed by the University of Zurich?,Who was the employer of Karl Heinrich Gräffe?,University of Zurich,In which city is the University of Zurich located?,Zurich,In which country is the city of Zurich located?,Switzerland,What is the official language spoken in the country where the city of Zurich is located?,German,What is the currency used in the country where the official language is German and the city of Zurich is located?,Swiss Franc
human_scientist,Heinrich Rantzau,spouse,Christine von Halle,Who is the spouse of Heinrich Rantzau?,Dorothea of Brunswick-Lüneburg,0.0,"['Christine von Halle', 'Dorothea of Brunswick-Lüneburg', 'Anna of Saxony', 'Margarethe of Denmark']",Who is Heinrich Rantzau married to?,A. Christine von Halle  B. Margarethe of Denmark  C. Anna of Saxony  D. Dorothea of Brunswick-Lüneburg,A,Is Christine von Halle the spouse of Heinrich Rantzau?,Is Dorothea of Brunswick-Lüneburg the spouse of Heinrich Rantzau?,What was Heinrich Rantzau known for besides his marriage?,Who is Christine von Halle's spouse?,Who is the child of the spouse of Heinrich Rantzau?,Christian Rantzau,What title did the child of the spouse of Heinrich Rantzau hold?,Count of Breitenburg,Which estate was associated with the title held by the child of the spouse of Heinrich Rantzau?,Breitenburg Castle,In which region is the estate associated with the title held by the child of the spouse of Heinrich Rantzau located?,Schleswig-Holstein,In which country is the region located where the estate associated with the title held by the child of the spouse of Heinrich Rantzau is situated?,Germany
human_scientist,Leonardo da Vinci,country of citizenship,Republic of Florence,What is the country of citizenship of Leonardo da Vinci?,Italy,0.0,"['Republic of Florence', 'Italy', 'France', 'Spain']",Which country was Leonardo da Vinci a citizen of?,A. Spain  B. Republic of Florence  C. France  D. Italy,B,Is the Republic of Florence the country of citizenship of Leonardo da Vinci?,Is Italy the country of citizenship of Leonardo da Vinci?,What is Leonardo da Vinci well-known for besides his citizenship?,Who is a famous citizen of the Republic of Florence?,Who was the ruler of the country of citizenship of Leonardo da Vinci during his lifetime?,Ludovico Sforza,What was the title held by the ruler of the country of citizenship of Leonardo da Vinci during his lifetime?,Duke of Milan,"Which famous castle is associated with the Duke of Milan, the ruler of the country of citizenship of Leonardo da Vinci?",Sforza Castle,"In which city is the Sforza Castle, associated with the Duke of Milan, located?",Milan,"In which region of Italy is the city located that contains the Sforza Castle, associated with the Duke of Milan?",Lombardy
human_scientist,Nasir al-Din al-Tusi,employer,Maragheh Observatory,What is the employer of Nasir al-Din al-Tusi?,Hulagu Khan,0.0,"['Maragheh Observatory', 'Hulagu Khan', 'Baghdad University', 'Alamut Castle']",Who employed Nasir al-Din al-Tusi?,A. Hulagu Khan  B. Baghdad University  C. Maragheh Observatory  D. Alamut Castle,C,Is the employer of Nasir al-Din al-Tusi Maragheh Observatory?,Is the employer of Nasir al-Din al-Tusi Hulagu Khan?,What is a significant contribution of Nasir al-Din al-Tusi in the field of astronomy?,Who is employed by Maragheh Observatory?,Who was the employer of Nasir al-Din al-Tusi?,Hulagu Khan,What was the title of the employer of Nasir al-Din al-Tusi?,Mongol Ilkhan,Which empire did the employer of Nasir al-Din al-Tusi rule?,Ilkhanate,In which century did the empire ruled by the employer of Nasir al-Din al-Tusi exist?,13th century,Which famous observatory was established under the rule of the employer of Nasir al-Din al-Tusi?,Maragheh Observatory
human_scientist,Galileo Galilei,father,Yeico Cáceres,Who is the father of Galileo Galilei?,Vincenzo Galilei,0.0,"['Yeico Cáceres', 'Vincenzo Galilei', 'Albert Einstein', 'Isaac Newton']",Who is Galileo Galilei's father?,A. Albert Einstein  B. Vincenzo Galilei  C. Yeico Cáceres  D. Isaac Newton,C,Is Yeico Cáceres the father of Galileo Galilei?,Is Vincenzo Galilei the father of Galileo Galilei?,What is Galileo Galilei known for in the field of astronomy?,Who is the son of Yeico Cáceres?,What was the profession of Galileo Galilei's father?,Musician,Which city was the birthplace of the musician who was Galileo Galilei's father?,Florence,In which country is the city located where the musician who was Galileo Galilei's father was born?,Italy,What is the official language of the country where the city is located that was the birthplace of the musician who was Galileo Galilei's father?,Italian,What is the currency used in the country where the city is located that was the birthplace of the musician who was Galileo Galilei's father?,Euro
human_scientist,Ron Rivest,doctoral advisor,Robert W. Floyd,Who is the doctoral advisor of Ron Rivest?,Adi Shamir,0.0,"['Robert W. Floyd', 'Adi Shamir', 'Whitfield Diffie', 'Leonard Adleman']",Who supervised Ron Rivest's doctoral studies?,A. Whitfield Diffie  B. Adi Shamir  C. Leonard Adleman  D. Robert W. Floyd,D,Is Robert W. Floyd the doctoral advisor of Ron Rivest?,Is Adi Shamir the doctoral advisor of Ron Rivest?,What is Ron Rivest well-known for in the field of cryptography?,Who is the doctoral student of Robert W. Floyd?,Who was the doctoral advisor of Ron Rivest?,Robert W. Floyd,Which university did the doctoral advisor of Ron Rivest work at?,Stanford University,In which city is the university located where the doctoral advisor of Ron Rivest worked?,Stanford,In which state is the city located where the university that the doctoral advisor of Ron Rivest worked at is situated?,California,In which country is the state located where the city is situated that contains the university the doctoral advisor of Ron Rivest worked at?,United States
human_scientist,Landell de Moura,manner of death,natural causes,What is the manner of death of Landell de Moura?,Homicide,0.0,"['natural causes', 'Homicide', 'accident', 'suicide']",How did Landell de Moura die?,A. suicide  B. accident  C. Homicide  D. natural causes,D,Did Landell de Moura die of natural causes?,Did Landell de Moura die of Homicide?,What is Landell de Moura known for?,Who died of natural causes?,What was the occupation of the person who had the same manner of death as Landell de Moura?,Priest,Which country was the priest who had the same manner of death as Landell de Moura from?,Brazil,What is the official language of the country where the priest who had the same manner of death as Landell de Moura was from?,Portuguese,What is the population of the country where the official language is Portuguese and the priest who had the same manner of death as Landell de Moura was from?,Approximately 213 million,What is the capital city of the country with a population of approximately 213 million where the official language is Portuguese and the priest who had the same manner of death as Landell de Moura was from?,Brasília
human_scientist,S. Yizhar,father,Ze'ev Smilanski,Who is the father of S. Yizhar?,Shmuel Yosef Agnon,0.0,"[""Ze'ev Smilanski"", 'Shmuel Yosef Agnon', 'David Ben-Gurion', 'Yitzhak Rabin']",Who is S. Yizhar's father?,A. Yitzhak Rabin  B. Ze'ev Smilanski  C. Shmuel Yosef Agnon  D. David Ben-Gurion,B,Is Ze'ev Smilanski the father of S. Yizhar?,Is Shmuel Yosef Agnon the father of S. Yizhar?,What is S. Yizhar well-known for?,Who is the son of Ze'ev Smilanski?,What is the profession of the father of S. Yizhar?,Teacher,In which city did the father of S. Yizhar work as a teacher?,Rehovot,In which country is the city located where the father of S. Yizhar worked as a teacher?,Israel,What is the official language of the country where the city is located in which the father of S. Yizhar worked as a teacher?,Hebrew,What is the name of the alphabet used to write the official language of the country where the city is located in which the father of S. Yizhar worked as a teacher?,Hebrew alphabet
human_scientist,Richard A. Muller,place of birth,San Francisco,What is the place of birth of Richard A. Muller?,New York,0.0,"['San Francisco', 'New York', 'Los Angeles', 'Chicago']",Where was Richard A. Muller born?,A. San Francisco  B. Chicago  C. Los Angeles  D. New York,A,Was Richard A. Muller born in San Francisco?,Was Richard A. Muller born in New York?,What is Richard A. Muller known for in the field of physics?,Who was born in San Francisco?,What is the capital city of the country where Richard A. Muller was born?,"Washington, D.C.",Which river flows through the capital city of the country where Richard A. Muller was born?,Potomac River,What is the name of the famous monument located near the river that flows through the capital city of the country where Richard A. Muller was born?,Washington Monument,Who was the first president of the country where the capital city is located that has a famous monument near the river flowing through it?,George Washington,"Which war did the first president of the country, where the capital city with a famous monument near the river flowing through it is located, lead the country to victory in?",American Revolutionary War
human_scientist,Max Factor,place of death,Beverly Hills,What is the place of death of Max Factor?,Los Angeles,0.0,"['Beverly Hills', 'Los Angeles', 'San Francisco', 'Santa Monica']",Where did Max Factor pass away?,A. Santa Monica  B. San Francisco  C. Beverly Hills  D. Los Angeles,C,Did Max Factor die in Beverly Hills?,Did Max Factor die in Los Angeles?,What is Max Factor well-known for in the cosmetics industry?,Who died in Beverly Hills?,Who is the spouse of the person who died in the place where Max Factor died?,Josephine Factor,What is the profession of the spouse of the person who died in the place where Max Factor died?,Homemaker,What is the name of the child of the spouse of the person who died in the place where Max Factor died?,Max Factor Jr.,What is the profession of the child of the spouse of the person who died in the place where Max Factor died?,Cosmetics Manufacturer,What is the name of the company founded by the child of the spouse of the person who died in the place where Max Factor died?,Max Factor & Company
human_scientist,Józef Kosacki,place of birth,Łapy,What is the place of birth of Józef Kosacki?,Lwów,0.0,"['Łapy', 'Lwów', 'Warsaw', 'Kraków']",Where was Józef Kosacki born?,A. Kraków  B. Lwów  C. Warsaw  D. Łapy,D,Is Józef Kosacki's place of birth Łapy?,Is Józef Kosacki's place of birth Lwów?,What is Józef Kosacki known for inventing?,Who was born in Łapy?,What is the country of the place of birth of Józef Kosacki?,Poland,What is the capital city of the country where Józef Kosacki was born?,Warsaw,Which river flows through the capital city of the country where Józef Kosacki was born?,Vistula River,What is the length of the river that flows through the capital city of the country where Józef Kosacki was born?,"1,047 kilometers",Into which sea does the river that flows through the capital city of the country where Józef Kosacki was born empty?,Baltic Sea
human_scientist,Ben Goldacre,work location,Oxford,What is the work location of Ben Goldacre?,University College London,0.0,"['Oxford', 'University College London', 'Cambridge', 'Imperial College London']",Where does Ben Goldacre work?,A. Cambridge  B. Oxford  C. Imperial College London  D. University College London,B,Is Oxford the work location of Ben Goldacre?,Is University College London the work location of Ben Goldacre?,What is Ben Goldacre known for?,Who works in Oxford?,Who is a notable colleague of Ben Goldacre at his work location?,Carl Heneghan,What is the primary research focus of the notable colleague of Ben Goldacre at his work location?,Evidence-based medicine,"Which institution is known for its research in evidence-based medicine, where Ben Goldacre's notable colleague works?",University of Oxford,"In which city is the institution located that is known for its research in evidence-based medicine, where Ben Goldacre's notable colleague works?",Oxford,"In which country is the city located that contains the institution known for its research in evidence-based medicine, where Ben Goldacre's notable colleague works?",United Kingdom
human_scientist,Brigitte Jockusch,employer,Technical University of Braunschweig,What is the employer of Brigitte Jockusch?,Columbia University,0.0,"['Technical University of Braunschweig', 'Columbia University', 'Harvard University', 'Stanford University']",Which institution employs Brigitte Jockusch?,A. Technical University of Braunschweig  B. Harvard University  C. Stanford University  D. Columbia University,A,Is the employer of Brigitte Jockusch the Technical University of Braunschweig?,Is the employer of Brigitte Jockusch Columbia University?,What field is Brigitte Jockusch known for?,Who is employed by the Technical University of Braunschweig?,Who is the president of the institution that employs Brigitte Jockusch?,David Skorton,What is the alma mater of the president of the institution that employs Brigitte Jockusch?,Northwestern University,In which city is the alma mater of the president of the institution that employs Brigitte Jockusch located?,Evanston,In which state is the city located where the alma mater of the president of the institution that employs Brigitte Jockusch is situated?,Illinois,In which country is the state located where the city is situated that contains the alma mater of the president of the institution that employs Brigitte Jockusch?,United States
