topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
business_brand,Punjab National Bank,legal form,joint-stock company,What is the legal form of Punjab National Bank?,Public Sector Undertaking,0.0,"['joint-stock company', 'Public Sector Undertaking', 'cooperative bank', 'private limited company']",What type of legal entity is Punjab National Bank?,A. joint-stock company  B. Public Sector Undertaking  C. cooperative bank  D. private limited company,A,Is the legal form of Punjab National Bank a joint-stock company?,Is the legal form of Punjab National Bank a Public Sector Undertaking?,In which country is Punjab National Bank headquartered?,Which bank has the legal form of a joint-stock company?,Who is the CEO of the legal form of Punjab National Bank?,Atul Kumar Goel,Which university did the CEO of the legal form of Punjab National Bank attend?,University of Delhi,In which city is the university located where the CEO of the legal form of Punjab National Bank attended?,New Delhi,In which state is the city located where the university attended by the CEO of the legal form of Punjab National Bank is situated?,Delhi,In which country is the state located where the city is situated that contains the university attended by the CEO of the legal form of Punjab National Bank?,India
business_brand,Cannondale Bicycle Corporation,industry,bicycle industry,What is the industry of Cannondale Bicycle Corporation?,Bicycles,0.0,"['bicycle industry', 'Bicycles', 'automotive industry', 'electronics industry']",In which industry does Cannondale Bicycle Corporation operate?,A. automotive industry  B. bicycle industry  C. electronics industry  D. Bicycles,B,Is the industry of Cannondale Bicycle Corporation the bicycle industry?,Is the industry of Cannondale Bicycle Corporation Bicycles?,What is a well-known product manufactured by Cannondale Bicycle Corporation?,Which company operates in the bicycle industry?,What is a popular product made by the Cannondale Bicycle Corporation in the bicycle industry?,Cannondale Synapse,What type of bicycle is the Cannondale Synapse?,Road bike,What is a common material used in the frame of the Cannondale Synapse road bike?,Carbon fiber,Which country is known for producing high-quality carbon fiber used in bicycles like the Cannondale Synapse?,Japan,What is the capital city of the country known for producing high-quality carbon fiber used in bicycles like the Cannondale Synapse?,Tokyo
business_brand,knot,industry,watchmaker,What is the industry of knot?,Maritime,0.0,"['watchmaker', 'Maritime', 'textile', 'automotive']",In which industry does knot operate?,A. Maritime  B. automotive  C. watchmaker  D. textile,C,Is the industry of knot watchmaker?,Is the industry of knot Maritime?,What is a common use of a knot?,What is the industry of a watchmaker?,What is a common application of the knot in its industry?,Sailing,What type of vessel commonly uses knots in the sailing industry?,Sailboat,"What is a popular event where sailboats, which use knots, compete?",Regatta,Which famous regatta is held annually in the United Kingdom?,Henley Royal Regatta,On which river is the Henley Royal Regatta held?,River Thames
business_brand,Moonstone,country,Japan,What is the country of Moonstone?,Fictional,0.0,"['Japan', 'Fictional', 'China', 'India']",Which country is Moonstone associated with?,A. India  B. Fictional  C. Japan  D. China,C,Is the country of Moonstone Japan?,Is the country of Moonstone Fictional?,What is a well-known gemstone associated with Moonstone?,Which gemstone is associated with Japan?,What is the capital of the country where Moonstone is found?,Colombo,What is the official language of the country whose capital is Colombo?,Sinhala,What is the primary religion practiced in the country where Sinhala is the official language?,Buddhism,Who is a famous historical figure associated with the primary religion practiced in the country where Sinhala is the official language?,Gautama Buddha,In which century was the famous historical figure associated with Buddhism born?,6th century BCE
business_brand,DAIWA,owned by,Daiwa Seiko Corporation,What was DAIWA owned by?,Masaya Suzuki,0.0,"['Daiwa Seiko Corporation', 'Masaya Suzuki', 'Yamaha Corporation', 'Shimano Inc.']",Who was the owner of DAIWA?,A. Shimano Inc.  B. Yamaha Corporation  C. Daiwa Seiko Corporation  D. Masaya Suzuki,C,Was DAIWA owned by Daiwa Seiko Corporation?,Was DAIWA owned by Masaya Suzuki?,What type of products is DAIWA known for?,What company owned Daiwa Seiko Corporation?,What is the parent company of the company that owns DAIWA?,"Globeride, Inc.",Who is the CEO of the parent company of the company that owns DAIWA?,Seiji Kato,Which university did the CEO of the parent company of the company that owns DAIWA attend?,Keio University,In which city is the university located that the CEO of the parent company of the company that owns DAIWA attended?,Tokyo,In which country is the city located where the university that the CEO of the parent company of the company that owns DAIWA attended?,Japan
business_brand,fraenk,country,Germany,What is the country of fraenk?,France,0.0,"['Germany', 'France', 'Italy', 'Spain']",Which country is fraenk associated with?,A. Spain  B. Germany  C. France  D. Italy,B,Is the country of fraenk Germany?,Is the country of fraenk France?,What is the capital city of Germany?,Which entity is associated with the country Germany?,What is the capital of the country where fraenk is based?,Berlin,Which river flows through the capital of the country where fraenk is based?,Spree,What is the length of the river that flows through the capital of the country where fraenk is based?,400 kilometers,Which sea does the river that flows through the capital of the country where fraenk is based eventually flow into?,Baltic Sea,Which country borders the sea that the river flowing through the capital of the country where fraenk is based eventually flows into?,Denmark
business_brand,Harman Kardon,industry,electronics,What is the industry of Harman Kardon?,Audio/Visual,0.0,"['electronics', 'Audio/Visual', 'automotive', 'software']",In which industry does Harman Kardon operate?,A. automotive  B. electronics  C. Audio/Visual  D. software,B,Is the industry of Harman Kardon electronics?,Is the industry of Harman Kardon Audio/Visual?,What is a well-known product type manufactured by Harman Kardon?,Which company operates in the electronics industry?,Who is the founder of the company in the industry that Harman Kardon belongs to?,Sidney Harman,Which university did the founder of the company in the industry that Harman Kardon belongs to attend?,Baruch College,In which city is the university located that the founder of the company in the industry that Harman Kardon belongs to attended?,New York City,In which state is the city located where the university that the founder of the company in the industry that Harman Kardon belongs to attended?,New York,In which country is the state located where the city is situated that contains the university the founder of the company in the industry that Harman Kardon belongs to attended?,United States
business_brand,Inc & Co Group,country of origin,United Kingdom,What is the country of origin of Inc & Co Group?,Sweden,0.0,"['United Kingdom', 'Sweden', 'Germany', 'France']",Which country is Inc & Co Group originally from?,A. Germany  B. Sweden  C. France  D. United Kingdom,D,Is the United Kingdom the country of origin of Inc & Co Group?,Is Sweden the country of origin of Inc & Co Group?,What industry is Inc & Co Group known for?,Which company has the United Kingdom as its country of origin?,What is the capital city of the country of origin of Inc & Co Group?,London,Which river flows through the capital city of the country of origin of Inc & Co Group?,River Thames,What is the length of the river that flows through the capital city of the country of origin of Inc & Co Group?,215 miles,Which sea does the river that flows through the capital city of the country of origin of Inc & Co Group empty into?,North Sea,Which ocean is connected to the sea that the river flowing through the capital city of the country of origin of Inc & Co Group empties into?,Atlantic Ocean
business_brand,Aeon,founded by,Takuya Okada,Who was Aeon founded by?,Kazuki Kojima,0.0,"['Takuya Okada', 'Kazuki Kojima', 'Hiroshi Tanaka', 'Yuki Yamamoto']",Who is the founder of Aeon?,A. Hiroshi Tanaka  B. Yuki Yamamoto  C. Takuya Okada  D. Kazuki Kojima,C,Was Aeon founded by Takuya Okada?,Was Aeon founded by Kazuki Kojima?,What type of business is Aeon known for?,Who did Takuya Okada found?,Who founded the company Aeon?,Okada family,What is the nationality of the family that founded Aeon?,Japanese,In which country is the nationality of the family that founded Aeon primarily found?,Japan,What is the capital city of the country where the nationality of the family that founded Aeon is primarily found?,Tokyo,Which island is the capital city located on in the country where the nationality of the family that founded Aeon is primarily found?,Honshu
business_brand,Cannondale Bicycle Corporation,legal form,subsidiary,What is the legal form of Cannondale Bicycle Corporation?,Private company,0.0,"['subsidiary', 'Private company', 'Public corporation', 'Non-profit organization']",What type of legal entity is Cannondale Bicycle Corporation?,A. Public corporation  B. Non-profit organization  C. Private company  D. subsidiary,D,Is the legal form of Cannondale Bicycle Corporation a subsidiary?,Is the legal form of Cannondale Bicycle Corporation a Private company?,What is a well-known product manufactured by Cannondale Bicycle Corporation?,Which company is a subsidiary of Cannondale Bicycle Corporation?,Who is the CEO of the company with the legal form of Cannondale Bicycle Corporation?,Peter Woods,Which company owns the company whose CEO is Peter Woods?,Dorel Industries,In which country is the headquarters of the company that owns the company whose CEO is Peter Woods located?,Canada,What is the official language of the country where the headquarters of the company that owns the company whose CEO is Peter Woods is located?,English and French,What is the population of the country where the official languages are English and French and where the headquarters of the company that owns the company whose CEO is Peter Woods is located?,Approximately 38 million
business_brand,Castrol,industry,petroleum industry,What is the industry of Castrol?,Lubricants,0.0,"['petroleum industry', 'Lubricants', 'automotive industry', 'chemical industry']",In which industry does Castrol operate?,A. Lubricants  B. chemical industry  C. petroleum industry  D. automotive industry,C,Is the industry of Castrol the petroleum industry?,Is the industry of Castrol Lubricants?,What is a well-known product type that Castrol is famous for?,Which company operates in the petroleum industry?,Who is the CEO of the company in the industry that Castrol operates in?,Bernard Looney,Which university did the CEO of the company in the industry that Castrol operates in attend?,Stanford University,In which city is the university located that the CEO of the company in the industry that Castrol operates in attended?,Stanford,In which state is the city located where the university that the CEO of the company in the industry that Castrol operates in attended is situated?,California,In which country is the state located where the city is situated that contains the university the CEO of the company in the industry that Castrol operates in attended?,United States
business_brand,Logitech,industry,computing,What is the industry of Logitech?,Computer hardware,0.0,"['computing', 'Computer hardware', 'electronics', 'software']",In which industry does Logitech operate?,A. computing  B. electronics  C. software  D. Computer hardware,A,Is the industry of Logitech computing?,Is the industry of Logitech Computer hardware?,What is a popular product category that Logitech is known for?,Which company operates in the computing industry?,Who is the CEO of the company in the industry that Logitech operates in?,Bracken Darrell,Which university did the CEO of the company in the industry that Logitech operates in attend for their MBA?,Harvard Business School,In which city is the university located where the CEO of the company in the industry that Logitech operates in attended for their MBA?,Cambridge,In which state is the city located where the university is situated that the CEO of the company in the industry that Logitech operates in attended for their MBA?,Massachusetts,In which country is the state located where the city is situated that contains the university the CEO of the company in the industry that Logitech operates in attended for their MBA?,United States
business_brand,Raspberry Pi,has part(s),Raspberry Pi 4 Model B,What does Raspberry Pi have part(s )?,Microprocessor,0.0,"['Raspberry Pi 4 Model B', 'Microprocessor', 'Raspberry Pi Zero', 'Arduino Uno']",What component is included in the Raspberry Pi?,A. Raspberry Pi Zero  B. Microprocessor  C. Arduino Uno  D. Raspberry Pi 4 Model B,D,Does the Raspberry Pi have part(s) Raspberry Pi 4 Model B?,Does the Raspberry Pi have part(s) Microprocessor?,What is a popular use case for the Raspberry Pi?,What device includes the Raspberry Pi 4 Model B as a part?,What is a common component that a Raspberry Pi has as part of its hardware?,Broadcom SoC,Which company manufactures the SoC that is a part of the Raspberry Pi hardware?,Broadcom Inc.,In which country is the headquarters of the company that manufactures the SoC used in Raspberry Pi located?,United States,In which state is the headquarters of the company that manufactures the SoC used in Raspberry Pi located?,California,What is the name of the city where the headquarters of the company that manufactures the SoC used in Raspberry Pi is located?,San Jose
business_brand,fraenk,platform,iOS,What is the platform of fraenk?,"I couldn't find any information on ""fraenk""",0.0,"['iOS', 'I couldn\'t find any information on ""fraenk""', 'Android', 'Windows']",Which platform does fraenk use?,"A. I couldn't find any information on ""fraenk""  B. Windows  C. Android  D. iOS",D,Is the platform of fraenk iOS?,"Is the platform of fraenk I couldn't find any information on ""fraenk""?",What type of service does fraenk provide?,Which app uses iOS as its platform?,Who is the CEO of the platform that fraenk is associated with?,Thorsten Dirks,Which company owns the platform that fraenk is associated with?,Deutsche Telekom,In which city is the headquarters of the company that owns the platform associated with fraenk located?,Bonn,In which state is the city located where the headquarters of the company that owns the platform associated with fraenk is situated?,North Rhine-Westphalia,In which country is the state located where the city is situated that contains the headquarters of the company that owns the platform associated with fraenk?,Germany
business_brand,TexVoz,country,United Kingdom,What is the country of TexVoz?,Mexico,0.0,"['United Kingdom', 'Mexico', 'Canada', 'Australia']",Which country is TexVoz located in?,A. United Kingdom  B. Canada  C. Australia  D. Mexico,A,Is the country of TexVoz the United Kingdom?,Is the country of TexVoz Mexico?,What is the primary language spoken by TexVoz?,Which company is based in the United Kingdom?,What is the official language of the country where TexVoz is based?,Spanish,What is the capital city of the country where TexVoz is based?,Mexico City,What is the population of the capital city of the country where TexVoz is based?,Approximately 9 million,What is the name of the largest university in the capital city of the country where TexVoz is based?,National Autonomous University of Mexico (UNAM),In which year was the largest university in the capital city of the country where TexVoz is based founded?,1910
business_brand,Exide,industry,energy industry,What is the industry of Exide?,Batteries,0.0,"['energy industry', 'Batteries', 'automotive industry', 'technology sector']",In which industry does Exide operate?,A. technology sector  B. Batteries  C. automotive industry  D. energy industry,D,Is Exide in the energy industry?,Is Exide in the Batteries industry?,What is a well-known product manufactured by Exide?,Which company operates in the energy industry?,What is the primary product manufactured by the industry in which Exide operates?,Batteries,Which company is a major competitor in the industry where Exide manufactures batteries?,Johnson Controls,"In which country is the headquarters of the major competitor of Exide, Johnson Controls, located?",United States,"In which city is the headquarters of Johnson Controls, a major competitor of Exide, located?",Milwaukee,"In which state is the city located where the headquarters of Johnson Controls, a major competitor of Exide, is situated?",Wisconsin
business_brand,Key,headquarters location,Osaka,What is the headquarters location of Key?,"Boston, Massachusetts",0.0,"['Osaka', 'Boston, Massachusetts', 'Tokyo', 'New York City']",Where is Key's headquarters located?,"A. Osaka  B. New York City  C. Tokyo  D. Boston, Massachusetts",A,Is the headquarters location of Key in Osaka?,"Is the headquarters location of Key in Boston, Massachusetts?",What industry is Key known for?,Which company's headquarters are located in Osaka?,What is the country of the headquarters location of Key?,United States,What is the capital city of the country where the headquarters of Key is located?,"Washington, D.C.",Which river flows through the capital city of the country where the headquarters of Key is located?,Potomac River,What is the name of the major airport located near the river that flows through the capital city of the country where the headquarters of Key is located?,Ronald Reagan Washington National Airport,Which airline has a hub at the major airport located near the river that flows through the capital city of the country where the headquarters of Key is located?,American Airlines
business_brand,Oakpont,chief executive officer,Brenton Avery,Who is the chief executive officer of Oakpont?,I don't have information on Oakpont,0.0,"['Brenton Avery', ""I don't have information on Oakpont"", 'John Smith', 'Emily Davis']",Who holds the position of chief executive officer at Oakpont?,A. Emily Davis  B. Brenton Avery  C. John Smith  D. I don't have information on Oakpont,B,Is Brenton Avery the chief executive officer of Oakpont?,Is I don't have information on Oakpont the chief executive officer of Oakpont?,What industry is Oakpont known for?,Of which company is Brenton Avery the chief executive officer?,Who is the spouse of the chief executive officer of Oakpont?,Jane Doe,Which university did the spouse of the chief executive officer of Oakpont attend for their undergraduate studies?,Harvard University,In which city is the university that the spouse of the chief executive officer of Oakpont attended located?,Cambridge,In which state is the city located where the university that the spouse of the chief executive officer of Oakpont attended is situated?,Massachusetts,In which country is the state located where the city is situated that contains the university the spouse of the chief executive officer of Oakpont attended?,United States
business_brand,Vilebrequin,industry,retail,What is the industry of Vilebrequin?,Swimwear,0.0,"['retail', 'Swimwear', 'technology', 'automotive']",In which industry does Vilebrequin operate?,A. Swimwear  B. automotive  C. retail  D. technology,C,Is the industry of Vilebrequin retail?,Is the industry of Vilebrequin Swimwear?,What type of products is Vilebrequin known for?,Which company operates in the retail industry?,Who is the founder of the company in the Vilebrequin industry?,Fred Prysquel,What is the nationality of the founder of the company in the Vilebrequin industry?,French,In which city was the founder of the company in the Vilebrequin industry born?,Lyon,Which river flows through the city where the founder of the company in the Vilebrequin industry was born?,Rhône,Into which sea does the river that flows through the city where the founder of the company in the Vilebrequin industry was born empty?,Mediterranean Sea
business_brand,Pepsi,has part(s),drink,What does Pepsi have part(s )?,Cola,0.0,"['drink', 'Cola', 'sugar', 'carbonation']",What components does Pepsi include?,A. sugar  B. drink  C. Cola  D. carbonation,B,Does Pepsi have drink as part(s)?,Does Pepsi have Cola as part(s)?,What is a well-known flavor of Pepsi?,What drink has Pepsi as part(s)?,What is a popular product that is a part of Pepsi?,Pepsi-Cola,Who is the inventor of the popular product that is a part of Pepsi?,Caleb Bradham,In which year was the inventor of the popular product that is a part of Pepsi born?,1867,In which state was the inventor of the popular product that is a part of Pepsi born?,North Carolina,What is the capital city of the state where the inventor of the popular product that is a part of Pepsi was born?,Raleigh
business_brand,Softhouse Chara,industry,video game industry,What is the industry of Softhouse Chara?,Software development,0.0,"['video game industry', 'Software development', 'film industry', 'music industry']",In which industry does Softhouse Chara operate?,A. video game industry  B. film industry  C. Software development  D. music industry,A,Is the industry of Softhouse Chara the video game industry?,Is the industry of Softhouse Chara Software development?,What is a popular product type developed by Softhouse Chara?,Which company operates in the video game industry?,What is a notable product developed by a company in the same industry as Softhouse Chara?,Visual novels,Which company is known for developing visual novels in the same industry as Softhouse Chara?,Key,What is a popular visual novel developed by the company Key?,Clannad,Who is the main protagonist in the visual novel Clannad developed by Key?,Tomoya Okazaki,Who is the voice actor for the main protagonist in the visual novel Clannad developed by Key?,Kenji Nojima
business_brand,Saizeriya,stock exchange,Tokyo Stock Exchange,What is the stock exchange of Saizeriya?,JASDAQ,0.0,"['Tokyo Stock Exchange', 'JASDAQ', 'New York Stock Exchange', 'London Stock Exchange']",On which stock exchange is Saizeriya listed?,A. New York Stock Exchange  B. London Stock Exchange  C. JASDAQ  D. Tokyo Stock Exchange,D,Is the stock exchange of Saizeriya the Tokyo Stock Exchange?,Is the stock exchange of Saizeriya JASDAQ?,What type of cuisine is Saizeriya known for?,Which company is listed on the Tokyo Stock Exchange?,What is the ticker symbol of Saizeriya on the stock exchange?,7581,Which country is home to the stock exchange where Saizeriya is listed?,Japan,What is the capital city of the country where the stock exchange that lists Saizeriya is located?,Tokyo,Which district in Tokyo is known for being a major financial center where the stock exchange listing Saizeriya is located?,Chūō,What is the name of the stock exchange located in the Chūō district of Tokyo where Saizeriya is listed?,Tokyo Stock Exchange
business_brand,Original Marines,founded by,Luciano Cimmino,Who was Original Marines founded by?,Steve Madden,0.0,"['Luciano Cimmino', 'Steve Madden', 'Giorgio Armani', 'Ralph Lauren']",Who is the founder of Original Marines?,A. Steve Madden  B. Ralph Lauren  C. Luciano Cimmino  D. Giorgio Armani,C,Was Original Marines founded by Luciano Cimmino?,Was Original Marines founded by Steve Madden?,What type of products is Original Marines known for?,Which company was founded by Luciano Cimmino?,What is the nationality of the person who founded Original Marines?,Italian,In which city does the founder of Original Marines reside?,Naples,What is the population of the city where the founder of Original Marines resides?,"Approximately 967,000",What is the primary language spoken in the city where the founder of Original Marines resides?,Italian,What is the currency used in the country where the city is located that the founder of Original Marines resides?,Euro
business_brand,Whirlpool,headquarters location,Japan,What is the headquarters location of Whirlpool?,"Benton Harbor, Michigan",0.0,"['Japan', 'Benton Harbor, Michigan', 'Germany', 'South Korea']",Where is Whirlpool's headquarters located?,"A. Benton Harbor, Michigan  B. South Korea  C. Japan  D. Germany",C,Is the headquarters location of Whirlpool in Japan?,"Is the headquarters location of Whirlpool in Benton Harbor, Michigan?",What type of appliances is Whirlpool well-known for manufacturing?,Which company's headquarters is located in Japan?,In which city is the headquarters of Whirlpool located?,Benton Harbor,In which state is the city located where Whirlpool's headquarters is situated?,Michigan,Which country is the state located in where the city is situated that contains Whirlpool's headquarters?,United States,What is the time zone of the state where the city is located that contains Whirlpool's headquarters?,Eastern Time Zone,What is the abbreviation of the time zone where the state is located that contains the city with Whirlpool's headquarters?,ET
business_brand,Oakpont,director / manager,Brenton Avery,Who is the director / manager of Oakpont?,I don't have information on Oakpont,0.0,"['Brenton Avery', ""I don't have information on Oakpont"", 'Sarah Johnson', 'Michael Smith']",Who manages or directs Oakpont?,A. Brenton Avery  B. I don't have information on Oakpont  C. Michael Smith  D. Sarah Johnson,A,Is Brenton Avery the director / manager of Oakpont?,Is I don't have information on Oakpont the director / manager of Oakpont?,What is a well-known feature or attribute of Oakpont?,Who is directed / managed by Brenton Avery?,Who is the spouse of the director/manager of Oakpont?,Jane Doe,What is the profession of the spouse of the director/manager of Oakpont?,Architect,Which company does the spouse of the director/manager of Oakpont work for?,Design Innovations Inc.,In which city is the company located where the spouse of the director/manager of Oakpont works?,San Francisco,In which state is the city located where the company is situated that employs the spouse of the director/manager of Oakpont?,California
