topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct
technology_software,SentiOne,headquarters location,Gdańsk,What is the headquarters location of SentiOne?,"Warsaw, Poland",0.0
technology_software,NIKO: Through The Dream,platform,Microsoft Windows,What is the platform of NIKO: Through The Dream?,PC,0.0
technology_software,TILA App,language of work or name,Spanish,What is the language of work or name of TILA App?,TILA App language: English,0.0
technology_software,Two Worlds II Castle Defense,developer,Reality Pump Studios,What is the developer of Two Worlds II Castle Defense?,Toplitz Productions,0.0
technology_software,Everyday Genius: SquareLogic,game mode,single-player video game,What is the game mode of Everyday Genius: SquareLogic?,Puzzle,0.0
technology_software,Adobe InDesign,language of work or name,multiple languages,What is the language of work or name of Adobe InDesign?,Adobe InDesign's language is English,0.0
technology_software,FortressCraft Evolved,has characteristic,indie game,What does FortressCraft Evolved have characteristic?,"Sandbox, Voxel-based, Multiplayer",0.0
technology_software,Webtoon,distributed by,Google Play,What was Webtoon distributed by?,Naver (in South Korea) and Line Webtoon (globally),0.0
technology_software,WOT Services,location of formation,Helsinki,What is the location of formation of WOT Services?,United States,0.0
technology_software,Flame Over,distribution format,digital distribution,What is the distribution format of Flame Over?,"""Digital""",0.0
technology_software,DiDi,headquarters location,Beijing,What is the headquarters location of DiDi?,China,0.0
technology_software,Microsoft Power BI,operating system,Microsoft Windows,What is the operating system of Microsoft Power BI?,"Windows (Desktop), Web (Browser), or iOS/Android (Mobile)",0.0
technology_software,REBOL,programmed in,C,What was REBOL programmed in?,REBOL was programmed in REBOL,0.0
technology_software,FSlint,programmed in,Python,What was FSlint programmed in?,C++,0.0
technology_software,Deep Dungeons of Doom,publisher,Bossa Studios,What is the publisher of Deep Dungeons of Doom?,"tinyBuild  (Note: This is a response to the question ""What",0.0
technology_software,Cladun X2,platform,Microsoft Windows,What is the platform of Cladun X2?,"PS Vita, PS4",0.0
technology_software,Small World 2,distribution format,digital distribution,What is the distribution format of Small World 2?,Digital (Steam),0.0
technology_software,Inoreader,business model,freemium,What is the business model of Inoreader?,Subscription,0.0
technology_software,Ben and Ed,game mode,single-player video game,What is the game mode of Ben and Ed?,Adventure,0.0
technology_software,Backblaze,industry,cloud storage,What is the industry of Backblaze?,Technology (Storage),0.0
technology_software,Two Worlds II Castle Defense,distributed by,Steam,What was Two Worlds II Castle Defense distributed by?,"TopWare Interactive, Reality Pump Studios",0.0
technology_software,mystride,complies with,privacy policy,What does mystride comply with?,"GDPR, CCPA, and PCI-DSS",0.0
technology_software,TransOcean: The Shipping Company,country of origin,Germany,What is the country of origin of TransOcean: The Shipping Company?,Switzerland,0.0
technology_software,Relic Hunters Zero,publisher,Akupara Games,What is the publisher of Relic Hunters Zero?,Chuhai Labs,0.0
technology_software,Small World 2,has characteristic,indie game,What does Small World 2 have characteristic?,Network simulation,0.0
technology_software,J-Pilot,programmed in,GTK,What was J-Pilot programmed in?,C++,0.0
technology_software,Chuchel,has characteristic,indie game,What does Chuchel have characteristic?,"Animated, Humorous",0.0
technology_software,Archeblade,has characteristic,indie game,What does Archeblade have characteristic?,"Sharp, Energy, Unique",0.0
technology_software,KuGou,developer,Tencent Music,What is the developer of KuGou?,Chang Baobao,0.0
technology_software,JDiskReport,operating system,Microsoft Windows,What is the operating system of JDiskReport?,Java (platform-independent),0.0
technology_software,Vite,operating system,cross-platform,What is the operating system of Vite?,Node.js (Runtime),0.0
technology_software,"Nothing, Forever",based on,Seinfeld,"Who was Nothing, Forever based on?","""Narnia"" (The Chronicles of Narnia)",0.0
technology_software,Strawberry,language of work or name,multiple languages,What is the language of work or name of Strawberry?,"English, Strawberry",0.0
technology_software,libev,operating system,Linux,What is the operating system of libev?,libev does not have an operating system. It's a network I/,0.0
technology_software,Cainiao,founded by,Jack Ma,Who was Cainiao founded by?,Alibaba,0.0
technology_software,Bun,copyright license,MIT License,What is the copyright license of Bun?,CC BY-NC-SA 4.0,0.0
technology_software,Java,copyright license,GNU General Public License,What is the copyright license of Java?,GPL/LGPL (for parts of OpenJDK) or Commercial,0.0
technology_software,Adventure Game Studio,platform,Microsoft Windows,What is the platform of Adventure Game Studio?,AGS (Adventure Game Studio) is a platform for creating adventure games,0.0
technology_software,Everyday Genius: SquareLogic,language of work or name,English,What is the language of work or name of Everyday Genius: SquareLogic?,"SquareLogic is a puzzle game, not a language",0.0
technology_software,Adventure Game Studio,copyright license,Artistic License,What is the copyright license of Adventure Game Studio?,Public Domain License (PD) and GPL (GNU General Public License,0.0
technology_software,Ben and Ed,genre,platform game,What is the genre of Ben and Ed?,Comedy,0.0
technology_software,The Marvellous Miss Take,distribution format,digital distribution,What is the distribution format of The Marvellous Miss Take?,PDF,0.0
technology_software,pnpm,operating system,cross-platform,What is the operating system of pnpm?,Node.js,0.0
technology_software,Nextcloud,based on,ownCloud,What was Nextcloud based on?,Turbogears,0.0
technology_software,Streamlabs,headquarters location,California,What is the headquarters location of Streamlabs?,San Francisco,0.0
technology_software,Encarta,operating system,Microsoft Windows,What is the operating system of Encarta?,Encarta did not have an operating system as it was an encyclop,0.0
technology_software,Corel Ventura,developer,Alludo,What is the developer of Corel Ventura?,Corel Corporation,0.0
technology_software,Battlezone 98 Redux,developer,Big Boat Interactive,What is the developer of Battlezone 98 Redux?,Rebellion,0.0
technology_software,Forecast Channel,country of origin,Japan,What is the country of origin of Forecast Channel?,USA,0.0
