topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct
geography_volcano,Mount Tarumae,located in protected area,Shikotsu-Tōya National Park,What is the located in protected area of Mount Tarumae?,Crater,0.0
geography_volcano,Chaos Crags,located in the administrative territorial entity,Shasta County,What is the located in the administrative territorial entity of Chaos Crags?,Nothing (as Chaos Crags is a fictional location),0.0
geography_volcano,Mocho-Choshuenco,made from material,andesite,What is the made from material of Mocho-Choshuenco?,Basalt,0.0
geography_volcano,Gareloi Volcano,volcano observatory,Alaska Volcano Observatory,What is the volcano observatory of Gareloi Volcano?,Hawaiian Volcano Observatory (HVO),0.0
geography_volcano,Incahuasi,continent,Americas,What is the continent of Incahuasi?,South America,0.0
geography_volcano,Mount Tarumae,made from material,andesite,What is the made from material of Mount Tarumae?,Basalt,0.0
geography_volcano,Pular,made from material,andesite,What is the made from material of Pular?,Wood,0.0
geography_volcano,Mount Kusatsu-Shirane,volcano observatory,Geospatial Information Authority of Japan,What is the volcano observatory of Mount Kusatsu-Shirane?,Mount Kusatsu-Shirane Observatory,0.0
geography_volcano,Goat Mountain,located in the administrative territorial entity,Brewster County,What is the located in the administrative territorial entity of Goat Mountain?,"Goat Mountain is a geographical feature, not an administrative territorial entity",0.0
geography_volcano,Kronotsky,mountain range,Eastern Range,What is the mountain range of Kronotsky?,Kronotsky Range,0.0
geography_volcano,Sarychev Peak,volcano observatory,Institute of Volcanology and Seismology,What is the volcano observatory of Sarychev Peak?,Sarychev Peak Observatory,0.0
geography_volcano,Novarupta,volcano observatory,Alaska Volcano Observatory,What is the volcano observatory of Novarupta?,Novarupta Volcano Observatory does not exist. Novarupt,0.0
geography_volcano,Mount Oku,mountain range,Cameroon line,What is the mountain range of Mount Oku?,Cameroon Mountains,0.0
geography_volcano,Kelut,made from material,andesite,What is the made from material of Kelut?,Ash,0.0
geography_volcano,Parinacota,continent,Americas,What is the continent of Parinacota?,"Parinacota is not a continent, it's a volcano",0.0
geography_volcano,Silay,located in the administrative territorial entity,Negros Occidental,What is the located in the administrative territorial entity of Silay?,"Silay is a city, so it is located within the administrative territorial entity",0.0
geography_volcano,Tolbachik,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Tolbachik?,Volcano,0.0
geography_volcano,Volcán de Agua,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Volcán de Agua?,Pacaya Volcano,0.0
geography_volcano,Nevado San Francisco,continent,Americas,What is the continent of Nevado San Francisco?,Not specified,0.0
geography_volcano,Mount Azuma-kofuji,made from material,andesite,What is the made from material of Mount Azuma-kofuji?,Granite,0.0
geography_volcano,Puracé,located in the administrative territorial entity,Cauca Department,What is the located in the administrative territorial entity of Puracé?,"Puracé is a department, so it doesn't have a city located",0.0
geography_volcano,Volcán Azufral,located in the administrative territorial entity,Nariño Department,What is the located in the administrative territorial entity of Volcán Azufral?,Pacific Ocean,0.0
geography_volcano,Maderas,country,Nicaragua,What is the country of Maderas?,Portugal,0.0
geography_volcano,Kronotsky,volcano observatory,Institute of Volcanology and Seismology,What is the volcano observatory of Kronotsky?,Kronotsky Volcano Observatory,0.0
geography_volcano,Beerenberg,country,Norway,What is the country of Beerenberg?,Antarctica,0.0
geography_volcano,Zheltovsky,mountain range,Eastern Range,What is the mountain range of Zheltovsky?,Ural,0.0
geography_volcano,Mount Erebus,significant event,Air New Zealand Flight 901,What is the significant event of Mount Erebus?,Eruption,0.0
geography_volcano,Mount Kusatsu-Shirane,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Mount Kusatsu-Shirane?,Volcano,0.0
geography_volcano,San Félix Island,country,Chile,What is the country of San Félix Island?,"San Félix Island is fictional, it doesn't belong to any",0.0
geography_volcano,Maderas,located in the administrative territorial entity,Rivas Department,What is the located in the administrative territorial entity of Maderas?,"City (or Madera, if referring to the specific city)",0.0
geography_volcano,Klyuchevskaya Sopka,made from material,andesite,What is the made from material of Klyuchevskaya Sopka?,Basalt,0.0
geography_volcano,Mauna Kea,volcano observatory,Hawaiian Volcano Observatory,What is the volcano observatory of Mauna Kea?,Mauna Kea Observatory,0.0
geography_volcano,Hiruzen,located in protected area,Daisen-Oki National Park,What is the located in protected area of Hiruzen?,Forest,0.0
geography_volcano,Esjufjöll,located in protected area,Vatnajökull National Park,What is the located in protected area of Esjufjöll?,Volcano,0.0
geography_volcano,Bagabag,located in the administrative territorial entity,Madang Province,What is the located in the administrative territorial entity of Bagabag?,"Bagabag is a municipality, so it is located in the administrative territor",0.0
geography_volcano,Izalco,mountain range,Cordillera de Apaneca-Lamatepec,What is the mountain range of Izalco?,Izalco Volcano is part of the Santa Ana Volcanic Chain,0.0
geography_volcano,Merelava,country,Vanuatu,What is the country of Merelava?,Israel,0.0
geography_volcano,Tecuamburro,located in the administrative territorial entity,Santa Rosa Department,What is the located in the administrative territorial entity of Tecuamburro?,Volcano,0.0
geography_volcano,Aracar,continent,Americas,What is the continent of Aracar?,Aracar is not a recognized continent,0.0
geography_volcano,Gunung Merbabu,volcano observatory,Volcanological Survey of Indonesia,What is the volcano observatory of Gunung Merbabu?,Monitoring Station,0.0
geography_volcano,Mount Batur,volcano observatory,Volcanological Survey of Indonesia,What is the volcano observatory of Mount Batur?,Mount Batur Observatory,0.0
geography_volcano,Volcán Tolimán,located in the administrative territorial entity,Sololá Department,What is the located in the administrative territorial entity of Volcán Tolimán?,Guatemala,0.0
geography_volcano,Puracé,made from material,andesite,What is the made from material of Puracé?,Volcanic,0.0
geography_volcano,Cantal mountains,located in the administrative territorial entity,Cantal,What is the located in the administrative territorial entity of Cantal mountains?,Saint-Flour,0.0
geography_volcano,Mount Kusatsu-Shirane,located in protected area,Jōshin'etsu-kōgen National Park,What is the located in protected area of Mount Kusatsu-Shirane?,Onsen,0.0
geography_volcano,Kronotsky,made from material,basalt,What is the made from material of Kronotsky?,Metal,0.0
geography_volcano,Atlasov Island,highest point,Alaid,What is the highest point of Atlasov Island?,Peak Atlasov,0.0
geography_volcano,Mount Iwate,made from material,basalt,What is the made from material of Mount Iwate?,Rock,0.0
geography_volcano,Mount Hudson,country,Chile,What is the country of Mount Hudson?,New Zealand,0.0
geography_volcano,Lanín,continent,Americas,What is the continent of Lanín?,"Lanín is not a continent, it's a volcano located in",0.0
geography_volcano,Concepción,volcano observatory,Nicaraguan Institute for Territorial Studies,What is the volcano observatory of Concepción?,Volcano Observatory of Concepción is OVCON,0.0
