topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
places_country,Iceland,driving side,right,What is the driving side of Iceland?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side of the road do people drive in Iceland?,A. Both  B. Center  C. Left  D. right,D,Is the driving side of Iceland the right side?,Is the driving side of Iceland the left side?,What is the capital city of Iceland?,Which country drives on the right side?,Which country has the same driving side as Iceland?,United States,What is the capital city of the country that has the same driving side as Iceland?,"Washington, D.C.",Which river flows through the capital city of the country that has the same driving side as Iceland?,Potomac River,Which major landmark is located near the river that flows through the capital city of the country that has the same driving side as Iceland?,Lincoln Memorial,Who was the architect of the major landmark located near the river that flows through the capital city of the country that has the same driving side as Iceland?,Henry Bacon
places_country,New Zealand,head of government,Christopher Luxon,Who is the head of government of New Zealand?,Chris Hipkins,0.0,"['Christopher Luxon', 'Chris Hipkins', 'Jacinda Ardern', 'Bill English']",Who serves as the head of government in New Zealand?,A. Bill English  B. Jacinda Ardern  C. Chris Hipkins  D. Christopher Luxon,D,Is Christopher Luxon the head of government of New Zealand?,Is Chris Hipkins the head of government of New Zealand?,What is the capital city of New Zealand?,Who is Christopher Luxon the head of government of?,Who is the spouse of the head of government of New Zealand?,Clarke Gayford,What is the profession of the spouse of the head of government of New Zealand?,Television presenter,Which television show is hosted by the spouse of the head of government of New Zealand?,Fish of the Day,Which network broadcasts the television show hosted by the spouse of the head of government of New Zealand?,Choice TV,In which country is the network located that broadcasts the television show hosted by the spouse of the head of government of New Zealand?,New Zealand
places_country,Mongolia,driving side,right,What is the driving side of Mongolia?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side do people drive in Mongolia?,A. Left  B. right  C. Center  D. Both,B,Is the driving side of Mongolia right?,Is the driving side of Mongolia left?,What is the capital city of Mongolia?,In which country is the driving side right?,Which country has the same driving side as Mongolia?,United States,What is the capital city of the country that has the same driving side as Mongolia?,"Washington, D.C.",Which river flows through the capital city of the country that has the same driving side as Mongolia?,Potomac River,Which ocean does the river that flows through the capital city of the country with the same driving side as Mongolia eventually drain into?,Atlantic Ocean,"Which continent is the ocean located on that the river flows into, which passes through the capital city of the country with the same driving side as Mongolia?",North America
places_country,Australia,located in/on physical feature,Tasmania,What is the located in/on physical feature of Australia?,Uluru,0.0,"['Tasmania', 'Uluru', 'Great Barrier Reef', 'Sydney Opera House']",Which physical feature is Australia located on?,A. Great Barrier Reef  B. Uluru  C. Tasmania  D. Sydney Opera House,C,Is Tasmania the physical feature that Australia is located on?,Is Uluru the physical feature that Australia is located on?,What is the capital city of Australia?,What country is Tasmania located in?,What is the largest city located in Australia?,Sydney,What is the most famous landmark in the largest city located in Australia?,Sydney Opera House,Who was the architect of the most famous landmark in the largest city located in Australia?,Jørn Utzon,In which country was the architect of the most famous landmark in the largest city located in Australia born?,Denmark,What is the capital city of the country where the architect of the most famous landmark in the largest city located in Australia was born?,Copenhagen
places_country,Norway,driving side,right,What is the driving side of Norway?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side of the road do people drive in Norway?,A. right  B. Center  C. Left  D. Both,A,Is the driving side of Norway the right side?,Is the driving side of Norway the left side?,What is the capital city of Norway?,Which country drives on the right side?,Which country has the same driving side as Norway?,Sweden,What is the capital of the country that has the same driving side as Norway?,Stockholm,Which famous landmark is located in the capital of the country that has the same driving side as Norway?,The Royal Palace,Who is the current monarch residing in the famous landmark located in the capital of the country that has the same driving side as Norway?,King Carl XVI Gustaf,In which year did the current monarch residing in the famous landmark located in the capital of the country that has the same driving side as Norway ascend to the throne?,1973
places_country,Turkey,railway traffic side,right,What is the railway traffic side of Turkey?,TCDD,0.0,"['right', 'TCDD', 'left', 'center']",On which side does railway traffic operate in Turkey?,A. center  B. right  C. TCDD  D. left,B,Is the railway traffic side of Turkey the right?,Is the railway traffic side of Turkey TCDD?,What is the capital city of Turkey?,Which country has the railway traffic side on the right?,Which country has the same railway traffic side as Turkey?,France,What is the capital city of the country that has the same railway traffic side as Turkey?,Paris,Which river flows through the capital city of the country that has the same railway traffic side as Turkey?,Seine,What is the length of the river that flows through the capital city of the country that has the same railway traffic side as Turkey?,777 kilometers,Into which body of water does the river that flows through the capital city of the country with the same railway traffic side as Turkey empty?,English Channel
places_country,Netherlands,head of government,Dick Schoof,Who is the head of government of Netherlands?,Mark Rutte,0.0,"['Dick Schoof', 'Mark Rutte', 'Wim Kok', 'Jan Peter Balkenende']",Who serves as the head of government in the Netherlands?,A. Jan Peter Balkenende  B. Wim Kok  C. Mark Rutte  D. Dick Schoof,D,Is Dick Schoof the head of government of the Netherlands?,Is Mark Rutte the head of government of the Netherlands?,What is the capital city of the Netherlands?,Of which country is Dick Schoof the head of government?,Who is the spouse of the head of government of the Netherlands?,Mark Rutte is unmarried,What is the political party of the head of government of the Netherlands?,People's Party for Freedom and Democracy,Who is the founder of the political party of the head of government of the Netherlands?,Pieter Oud,In which year was the political party of the head of government of the Netherlands founded?,1948,Which major global event ended three years before the founding of the political party of the head of government of the Netherlands?,World War II
places_country,Papua New Guinea,located in/on physical feature,New Guinea,What is the located in/on physical feature of Papua New Guinea?,Bougainville Island,0.0,"['New Guinea', 'Bougainville Island', 'Borneo', 'Fiji']",Which physical feature is Papua New Guinea located on?,A. New Guinea  B. Borneo  C. Fiji  D. Bougainville Island,A,Is Papua New Guinea located on New Guinea?,Is Papua New Guinea located on Bougainville Island?,What is the capital city of Papua New Guinea?,Which country is located on New Guinea?,What is the largest island on which Papua New Guinea is located?,New Guinea,Which ocean surrounds the largest island on which Papua New Guinea is located?,Pacific Ocean,Which major sea is part of the ocean that surrounds the largest island on which Papua New Guinea is located?,Coral Sea,Which country borders the major sea that is part of the ocean surrounding the largest island on which Papua New Guinea is located?,Australia,What is the capital city of the country that borders the major sea which is part of the ocean surrounding the largest island on which Papua New Guinea is located?,Canberra
places_country,Guinea-Bissau,located in/on physical feature,West Africa,What is the located in/on physical feature of Guinea-Bissau?,Guinea Highlands,0.0,"['West Africa', 'Guinea Highlands', 'Central Africa', 'East Africa']",Where is Guinea-Bissau situated?,A. East Africa  B. Guinea Highlands  C. West Africa  D. Central Africa,C,Is Guinea-Bissau located in West Africa?,Is Guinea-Bissau located in the Guinea Highlands?,What is the capital city of Guinea-Bissau?,Which country is located in West Africa?,What is the name of the river that Guinea-Bissau is located on?,Geba River,Which ocean does the river that Guinea-Bissau is located on flow into?,Atlantic Ocean,Which major current is found in the ocean that the river Guinea-Bissau is located on flows into?,North Atlantic Current,Which sea is connected to the ocean that contains the major current found in the ocean that the river Guinea-Bissau is located on flows into?,Mediterranean Sea,Which strait connects the sea that is connected to the ocean containing the major current found in the ocean that the river Guinea-Bissau is located on flows into?,Strait of Gibraltar
places_country,Maldives,head of government,Mohamed Muizzu,Who is the head of government of Maldives?,President,0.0,"['Mohamed Muizzu', 'President', 'Ibrahim Mohamed Solih', 'Abdulla Yameen']",Who serves as the head of government in the Maldives?,A. Abdulla Yameen  B. President  C. Mohamed Muizzu  D. Ibrahim Mohamed Solih,C,Is Mohamed Muizzu the head of government of Maldives?,Is the President the head of government of Maldives?,What is the capital city of the Maldives?,Who is Mohamed Muizzu the head of government of?,Who is the spouse of the head of government of the Maldives?,Fathimath Ibrahim,Which school did the spouse of the head of government of the Maldives attend?,Majeediyya School,In which city is the school that the spouse of the head of government of the Maldives attended located?,Malé,On which island is the city located where the school that the spouse of the head of government of the Maldives attended is situated?,Malé Island,In which atoll is the island located where the city is situated that contains the school the spouse of the head of government of the Maldives attended?,Kaafu Atoll
places_country,The Bahamas,basic form of government,constitutional monarchy,What is the basic form of government of The Bahamas?,Parliamentary democracy,0.0,"['constitutional monarchy', 'Parliamentary democracy', 'republic', 'federal republic']",What type of government does The Bahamas have?,A. constitutional monarchy  B. republic  C. federal republic  D. Parliamentary democracy,A,Is the basic form of government of The Bahamas a constitutional monarchy?,Is the basic form of government of The Bahamas a Parliamentary democracy?,What is the capital city of The Bahamas?,Which country has a basic form of government that is a constitutional monarchy?,Who is the head of state in the basic form of government of The Bahamas?,King Charles III,Who is the current Governor-General representing the head of state in The Bahamas?,Cornelius A. Smith,Which university did the current Governor-General of The Bahamas attend?,University of Miami,In which city is the university located that the current Governor-General of The Bahamas attended?,Coral Gables,In which state is the city located where the university attended by the current Governor-General of The Bahamas is situated?,Florida
places_country,State of Palestine,founded by,Palestine Liberation Organization,What was State of Palestine founded by?,Oslo Accords,0.0,"['Palestine Liberation Organization', 'Oslo Accords', 'United Nations', 'Arab League']",Who established the State of Palestine?,A. Palestine Liberation Organization  B. Arab League  C. Oslo Accords  D. United Nations,A,Was the State of Palestine founded by the Palestine Liberation Organization?,Was the State of Palestine founded by the Oslo Accords?,What is the capital of the State of Palestine?,What did the Palestine Liberation Organization found?,Who was the leader of the organization that founded the State of Palestine?,Yasser Arafat,What was the name of the organization led by the person who founded the State of Palestine?,Palestine Liberation Organization (PLO),In which year was the organization that founded the State of Palestine established?,1964,In which city was the organization that founded the State of Palestine established?,Cairo,In which country is the city located where the organization that founded the State of Palestine was established?,Egypt
places_country,Laos,driving side,right,What is the driving side of Laos?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side do people drive in Laos?,A. Left  B. Both  C. Center  D. right,D,Is the driving side of Laos the right side?,Is the driving side of Laos the left side?,What is the capital city of Laos?,Which country drives on the right side?,Which neighboring country of Laos has the same driving side?,Thailand,What is the capital city of the neighboring country of Laos that has the same driving side?,Bangkok,Which river flows through the capital city of the neighboring country of Laos that has the same driving side?,Chao Phraya River,Which gulf does the river that flows through the capital city of the neighboring country of Laos that has the same driving side empty into?,Gulf of Thailand,"Which ocean is connected to the gulf that the river flows into, which passes through the capital city of the neighboring country of Laos that has the same driving side?",Pacific Ocean
places_country,Kazakhstan,office held by head of government,Prime Minister of Kazakhstan,What is the office held by head of government of Kazakhstan?,President,0.0,"['Prime Minister of Kazakhstan', 'President', 'Chancellor', 'Governor']",Which position is held by the head of government in Kazakhstan?,A. Chancellor  B. President  C. Governor  D. Prime Minister of Kazakhstan,D,Is the office held by the head of government of Kazakhstan the Prime Minister of Kazakhstan?,Is the office held by the head of government of Kazakhstan the President?,What is the capital city of Kazakhstan?,Who holds the office of Prime Minister of Kazakhstan?,Who is the current head of government of Kazakhstan?,Askar Mamin,Which political party is the current head of government of Kazakhstan affiliated with?,Nur Otan,Who is the leader of the political party that the current head of government of Kazakhstan is affiliated with?,Nursultan Nazarbayev,What is the title of the leader of the political party that the current head of government of Kazakhstan is affiliated with?,Chairman of Nur Otan,In which year did the leader of the political party that the current head of government of Kazakhstan is affiliated with become the Chairman of Nur Otan?,1999
places_country,Poland,head of government,Donald Tusk,Who is the head of government of Poland?,Mateusz Morawiecki,0.0,"['Donald Tusk', 'Mateusz Morawiecki', 'Andrzej Duda', 'Lech Kaczyński']",Who serves as the head of government in Poland?,A. Mateusz Morawiecki  B. Donald Tusk  C. Andrzej Duda  D. Lech Kaczyński,B,Is Donald Tusk the head of government of Poland?,Is Mateusz Morawiecki the head of government of Poland?,What is the capital city of Poland?,Which country has Donald Tusk as the head of government?,Who is the spouse of the head of government of Poland?,Iwona Morawiecka,Which university did the spouse of the head of government of Poland attend for their undergraduate studies?,University of Wrocław,In which city is the university that the spouse of the head of government of Poland attended located?,Wrocław,In which voivodeship is the city located where the university that the spouse of the head of government of Poland attended is situated?,Lower Silesian Voivodeship,In which country is the voivodeship located where the city is situated that contains the university the spouse of the head of government of Poland attended?,Poland
places_country,Tuvalu,located in/on physical feature,Polynesia,What is the located in/on physical feature of Tuvalu?,Islands,0.0,"['Polynesia', 'Islands', 'Micronesia', 'Melanesia']",Where is Tuvalu situated?,A. Polynesia  B. Islands  C. Micronesia  D. Melanesia,A,Is Tuvalu located in Polynesia?,Is Tuvalu located in Islands?,What is the capital city of Tuvalu?,Which country is located in Polynesia?,What ocean is Tuvalu located in?,Pacific Ocean,Which major oceanic region is the Pacific Ocean part of where Tuvalu is located?,Oceania,Which continent is closest to the oceanic region of Oceania where Tuvalu is located?,Australia,What is the capital city of the continent closest to the oceanic region of Oceania where Tuvalu is located?,Canberra,"Which country has Canberra as its capital city, which is the closest continent to the oceanic region of Oceania where Tuvalu is located?",Australia
places_country,Sudan,driving side,right,What is the driving side of Sudan?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side do people drive in Sudan?,A. Left  B. Center  C. right  D. Both,C,Is the driving side of Sudan the right side?,Is the driving side of Sudan the left side?,What is the capital city of Sudan?,In which country is the driving side the right side?,Which countries share a border with the country where people drive on the right side?,"Egypt, Libya, Chad, Central African Republic, South Sudan, Ethiopia, Eritrea",What is the capital city of one of the countries that share a border with the country where people drive on the right side?,Cairo,What is the population of the capital city of one of the countries that share a border with the country where people drive on the right side?,Approximately 9.5 million,What is the main language spoken in the capital city of one of the countries that share a border with the country where people drive on the right side?,Arabic,What is the predominant religion in the country where the main language spoken in the capital city is Arabic and shares a border with the country where people drive on the right side?,Islam
places_country,Nigeria,named by,Flora Shaw,Who was Nigeria named by?,Joseph Banks,0.0,"['Flora Shaw', 'Joseph Banks', 'David Livingstone', 'Mary Kingsley']",By whom was Nigeria named?,A. Mary Kingsley  B. Joseph Banks  C. Flora Shaw  D. David Livingstone,C,Was Nigeria named by Flora Shaw?,Was Nigeria named by Joseph Banks?,What is the capital city of Nigeria?,Which country was named by Flora Shaw?,Who named Nigeria?,Flora Shaw,Who was Flora Shaw married to?,Frederick Lugard,What position did Frederick Lugard hold in Nigeria?,Governor-General,In which year did Frederick Lugard become the Governor-General of Nigeria?,1914,Which country did Frederick Lugard represent when he became the Governor-General of Nigeria?,United Kingdom
places_country,Bhutan,head of state,Jigme Khesar Namgyel Wangchuck,Who is the head of state of Bhutan?,"King Jigme Singye Wangchuck's son, Jigme K",0.0,"['Jigme Khesar Namgyel Wangchuck', ""King Jigme Singye Wangchuck's son, Jigme K"", 'Tshering Tobgay', 'Lotay Tshering']",Who holds the position of head of state in Bhutan?,"A. Jigme Khesar Namgyel Wangchuck  B. Tshering Tobgay  C. Lotay Tshering  D. King Jigme Singye Wangchuck's son, Jigme K",A,Is Jigme Khesar Namgyel Wangchuck the head of state of Bhutan?,"Is King Jigme Singye Wangchuck's son, Jigme K, the head of state of Bhutan?",What is the capital city of Bhutan?,Who is Jigme Khesar Namgyel Wangchuck the head of state of?,Who is the spouse of the head of state of Bhutan?,Jetsun Pema,Which university did the spouse of the head of state of Bhutan attend?,Regent's University London,In which city is the university that the spouse of the head of state of Bhutan attended located?,London,In which country is the city located where the university that the spouse of the head of state of Bhutan attended is situated?,United Kingdom,What is the official language of the country where the city is located that contains the university the spouse of the head of state of Bhutan attended?,English
places_country,Burundi,headquarters location,Bujumbura,What is the headquarters location of Burundi?,Gitega,0.0,"['Bujumbura', 'Gitega', 'Kigali', 'Nairobi']",Where is the headquarters location of Burundi?,A. Bujumbura  B. Gitega  C. Kigali  D. Nairobi,A,Is the headquarters location of Burundi Bujumbura?,Is the headquarters location of Burundi Gitega?,What is the official language of Burundi?,Which country has its headquarters location in Bujumbura?,What is the headquarters location of Burundi's government?,Bujumbura,Which lake is near the headquarters location of Burundi's government?,Lake Tanganyika,Which river flows into the lake near the headquarters location of Burundi's government?,Ruzizi River,Which country borders the river that flows into the lake near the headquarters location of Burundi's government?,Democratic Republic of the Congo,What is the capital city of the country that borders the river flowing into the lake near the headquarters location of Burundi's government?,Kinshasa
places_country,Denmark,head of state,Frederik X of Denmark,Who is the head of state of Denmark?,Queen Margrethe II,0.0,"['Frederik X of Denmark', 'Queen Margrethe II', 'Christian IX of Denmark', 'Harald Bluetooth']",Who holds the position of head of state in Denmark?,A. Frederik X of Denmark  B. Queen Margrethe II  C. Christian IX of Denmark  D. Harald Bluetooth,A,Is Frederik X of Denmark the head of state of Denmark?,Is Queen Margrethe II the head of state of Denmark?,What is the capital city of Denmark?,Who is the head of state for Frederik X of Denmark?,Who is the spouse of the head of state of Denmark?,"Henrik, Prince Consort of Denmark",Which country was the spouse of the head of state of Denmark born in?,France,What is the capital city of the country where the spouse of the head of state of Denmark was born?,Paris,Which river flows through the capital city of the country where the spouse of the head of state of Denmark was born?,Seine,Into which body of water does the river that flows through the capital city of the country where the spouse of the head of state of Denmark was born empty?,English Channel
places_country,The Gambia,located in/on physical feature,West Africa,What is the located in/on physical feature of The Gambia?,The Gambia River,0.0,"['West Africa', 'The Gambia River', 'East Africa', 'The Sahara Desert']",Where is The Gambia situated?,A. West Africa  B. The Gambia River  C. The Sahara Desert  D. East Africa,A,Is The Gambia located in West Africa?,Is The Gambia located in The Gambia River?,What is the capital city of The Gambia?,What country is located in West Africa?,Which river is The Gambia located on?,Gambia River,What is the source country of the river that The Gambia is located on?,Guinea,What is the capital city of the source country of the river that The Gambia is located on?,Conakry,Which ocean does the river that The Gambia is located on flow into?,Atlantic Ocean,Which continent is the ocean located on that the river flows into where The Gambia is located?,Africa
places_country,Sierra Leone,driving side,right,What is the driving side of Sierra Leone?,Left,0.0,"['Right', 'Left', 'Center', 'Both']",On which side do people drive in Sierra Leone?,A. right  B. Both  C. Left  D. Center,A,Is the driving side of Sierra Leone the right side?,Is the driving side of Sierra Leone the left side?,What is the capital city of Sierra Leone?,Which country drives on the right side?,Which country has the same driving side as Sierra Leone?,United Kingdom,What is the capital city of the country that has the same driving side as Sierra Leone?,London,Which river flows through the capital city of the country that has the same driving side as Sierra Leone?,River Thames,What is the length of the river that flows through the capital city of the country that has the same driving side as Sierra Leone?,215 miles,Into which sea does the river that flows through the capital city of the country that has the same driving side as Sierra Leone empty?,North Sea
places_country,Mexico,replaces,New Spain,What does Mexico replace?,USA in the list of countries that border the Gulf of Mexico,0.0,"['New Spain', 'USA in the list of countries that border the Gulf of Mexico', 'Canada', 'Brazil']",Which entity did Mexico replace?,A. Brazil  B. Canada  C. New Spain  D. USA in the list of countries that border the Gulf of Mexico,C,Did Mexico replace New Spain?,Did Mexico replace USA in the list of countries that border the Gulf of Mexico?,What is the capital city of Mexico?,What replaced New Spain?,Who is the current president of the country that Mexico replaces?,Joe Biden,What is the capital city of the country whose current president is Joe Biden?,"Washington, D.C.",Which river flows through the capital city of the country whose current president is Joe Biden?,Potomac River,Which ocean does the river that flows through the capital city of the country whose current president is Joe Biden empty into?,Atlantic Ocean,"Which continent is the ocean located on that the river flows into, which passes through the capital city of the country whose current president is Joe Biden?",North America
places_country,Israel,basic form of government,unitary state,What is the basic form of government of Israel?,Parliamentary democracy,0.0,"['unitary state', 'Parliamentary democracy', 'federal republic', 'constitutional monarchy']",What type of government structure does Israel have?,A. Parliamentary democracy  B. constitutional monarchy  C. unitary state  D. federal republic,C,Is the basic form of government of Israel a unitary state?,Is the basic form of government of Israel a Parliamentary democracy?,What is the capital city of Israel?,Which country has a unitary state as its basic form of government?,Who is the current Prime Minister of the country with the basic form of government as a parliamentary democracy?,Benjamin Netanyahu,Which political party does the current Prime Minister of the country with the basic form of government as a parliamentary democracy belong to?,Likud,Who founded the political party that the current Prime Minister of the country with the basic form of government as a parliamentary democracy belongs to?,Menachem Begin,In which year was the political party founded by the person who founded the party that the current Prime Minister of the country with the basic form of government as a parliamentary democracy belongs to?,1973,Which major historical event occurred in the same year as the founding of the political party by the person who founded the party that the current Prime Minister of the country with the basic form of government as a parliamentary democracy belongs to?,Yom Kippur War
