topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct
business_corporation,CACI,location of formation,Santa Monica,What is the location of formation of CACI?,India,0.0
business_corporation,Consorci Corporació Sanitària Parc Taulí,legal form,consortium,What is the legal form of Consorci Corporació Sanitària Parc Taulí?,Public foundation,0.0
business_corporation,expedia.com,owned by,Expedia Group,What was expedia.com owned by?,Microsoft,0.0
business_corporation,Brent Capital,chief executive officer,Brenton Avery,Who is the chief executive officer of Brent Capital?,I don't have information on Brent Capital's CEO,0.0
business_corporation,Aveco Capital,industry,investment,What is the industry of Aveco Capital?,Broadcasting,0.0
business_corporation,National Forest Corporation,country,Chile,What is the country of National Forest Corporation?,Malaysia,0.0
business_corporation,Bell Batteries,operator,Bell Resources,What is the operator of Bell Batteries?,ACDelco,0.0
business_corporation,Co-operative Commonwealth Federation,chairperson,Francis Reginald Scott,Who is the chairperson of Co-operative Commonwealth Federation?,J.S. Woodsworth,0.0
business_corporation,Guard-Lee,headquarters location,Apopka,What is the headquarters location of Guard-Lee?,"Cincinnati, Ohio",0.0
business_corporation,Bell Batteries,owned by,Bell Resources,What was Bell Batteries owned by?,Ever Ready,0.0
business_corporation,Tailscale Inc.,country,Canada,What is the country of Tailscale Inc.?,United States,0.0
business_corporation,Omega AI Inc.,founded by,Andrew Stokes,Who was Omega AI Inc. founded by?,I couldn't find any information on Omega AI Inc,0.0
business_corporation,Royal Cosun,legal form,corporation,What is the legal form of Royal Cosun?,Cooperative,0.0
business_corporation,Brent Capital,founded by,Brenton Avery,Who was Brent Capital founded by?,Brent Capital was founded by Brent Wouts,0.0
business_corporation,IMC Financial Markets,location of formation,Amsterdam,What is the location of formation of IMC Financial Markets?,New York,0.0
business_corporation,Yum! Brands,industry,retail,What is the industry of Yum! Brands?,Food service,0.0
business_corporation,Bell Batteries,location of formation,Sydney,What is the location of formation of Bell Batteries?,Bell Batteries are formed in the adrenal medulla,0.0
business_corporation,Tailscale Inc.,industry,software industry,What is the industry of Tailscale Inc.?,Networking,0.0
business_corporation,Bell Resources,director / manager,Mark Avery,Who is the director / manager of Bell Resources?,I couldn't find any information on Bell Resources,0.0
business_corporation,Bell Resources,founded by,Mark Avery,Who was Bell Resources founded by?,John W. Kluge,0.0
business_corporation,Brent Capital,headquarters location,Canberra,What is the headquarters location of Brent Capital?,New York City,0.0
business_corporation,Bell Renewables,founded by,Mark Avery,Who was Bell Renewables founded by?,John Bell,0.0
business_corporation,OFRA Cosmetics,main subject,case study,What is the main subject of OFRA Cosmetics?,Makeup,0.0
business_corporation,Imperial Chemical Industries,owned by,AkzoNobel,What was Imperial Chemical Industries owned by?,British government,0.0
business_corporation,Paragon Space Development Corporation,legal form,corporation,What is the legal form of Paragon Space Development Corporation?,Non-profit,0.0
business_corporation,Atmel,legal form,public company,What is the legal form of Atmel?,Subsidiary,0.0
business_corporation,Thomson Reuters,business division,Reuters,What is the business division of Thomson Reuters?,Financial and Risk,0.0
business_corporation,Scopely,industry,video game,What is the industry of Scopely?,Gaming,0.0
business_corporation,Bell Resources,industry,electric vehicle charging station,What is the industry of Bell Resources?,Mining,0.0
business_corporation,OFRA Cosmetics,accredited by,People for the Ethical Treatment of Animals,What was OFRA Cosmetics accredited by?,Leaping Bunny,0.0
business_corporation,expedia.com,legal form,public company,What is the legal form of expedia.com?,Subsidiary,0.0
business_corporation,Co-operative Commonwealth Federation,headquarters location,Ottawa,What is the headquarters location of Co-operative Commonwealth Federation?,"Regina, Saskatchewan",0.0
business_corporation,LASAK,owned by,Zdeněk Strnad,Who was LASAK owned by?,Slovak government,0.0
business_corporation,Vercel,founded by,Guillermo Rauch,Who was Vercel founded by?,Guillaume Reboul and Guillaume potard,0.0
business_corporation,De Hypotheker,headquarters location,Capelle aan den IJssel,What is the headquarters location of De Hypotheker?,Amsterdam,0.0
business_corporation,Inc & Co Group,board member,Dave Antrobus,Who is the board member of Inc & Co Group?,I don't have information on that,0.0
business_corporation,Omega AI Inc.,owned by,Andrew Stokes,Who was Omega AI Inc. owned by?,Meta,0.0
business_corporation,Gogoro,stock exchange,Nasdaq,What is the stock exchange of Gogoro?,TWSE (Taiwan Stock Exchange),0.0
business_corporation,Bell Renewables,parent organization,Bell Resources,What is the parent organization of Bell Renewables?,TransAlta,0.0
business_corporation,Bell Resources,chairperson,Mark Avery,Who is the chairperson of Bell Resources?,I don't have information on that,0.0
business_corporation,Thomson Reuters,director / manager,"David Thomson, 3rd Baron Thomson of Fleet",Who is the director / manager of Thomson Reuters?,Steve Hasker,0.0
business_corporation,Thomson Reuters,chairperson,"David Thomson, 3rd Baron Thomson of Fleet",Who is the chairperson of Thomson Reuters?,Steve Hasker,0.0
business_corporation,Omega AI Inc.,headquarters location,San Marcos,What is the headquarters location of Omega AI Inc.?,I don't have information on Omega AI Inc,0.0
business_corporation,Bell Hub,industry,retail,What is the industry of Bell Hub?,Telecommunications,0.0
business_corporation,Teko,location of formation,Sydney,What is the location of formation of Teko?,Mexico,0.0
business_corporation,Brent Capital,location of formation,Canberra,What is the location of formation of Brent Capital?,London,0.0
business_corporation,Bell Batteries,founded by,Mark Avery,Who was Bell Batteries founded by?,Henry Bell,0.0
business_corporation,Bell Renewables,operator,Bell Resources,What is the operator of Bell Renewables?,Iberdrola,0.0
business_corporation,Aeon,founded by,Takuya Okada,Who was Aeon founded by?,Kazuki Kojima,0.0
business_corporation,Athabasca University,has part(s),Athabasca University Faculty of Business,What does Athabasca University have part(s )?,Campuses,0.0
business_corporation,Arkansas Regional Innovation Hub,located in the administrative territorial entity,North Little Rock,What is the located in the administrative territorial entity of Arkansas Regional Innovation Hub?,Conway,0.0
business_corporation,Optaglio,headquarters location,Lochovice,What is the headquarters location of Optaglio?,"Milan, Italy",0.0
business_corporation,Bell Hub,operator,Bell Resources,What is the operator of Bell Hub?,Telus,0.0
business_corporation,Bell Hub,parent organization,Bell Resources,What is the parent organization of Bell Hub?,AT&T,0.0
business_corporation,CACI,founded by,Harry Markowitz,Who was CACI founded by?,Hamid and Shahram Karzai,0.0
business_corporation,Methuen Drama Limited,legal form,private limited company,What is the legal form of Methuen Drama Limited?,Private company,0.0
business_corporation,CACI,stock exchange,New York Stock Exchange,What is the stock exchange of CACI?,NASDAQ,0.0
business_corporation,Bell Resources,location of formation,Sydney,What is the location of formation of Bell Resources?,"Perth, Australia",0.0
business_corporation,Brent Capital,legal form,privately held company,What is the legal form of Brent Capital?,Limited Partnership,0.0
business_corporation,expedia.com,language of work or name,English,What is the language of work or name of expedia.com?,Java,0.0
business_corporation,OFRA Cosmetics,headquarters location,Pompano Beach,What is the headquarters location of OFRA Cosmetics?,New York City,0.0
business_corporation,Corporació Catalana de Mitjans Audiovisuals,headquarters location,Sant Joan Despí,Who is the headquarters location of Corporació Catalana de Mitjans Audiovisuals?,Barcelona,0.0
business_corporation,Royal Cosun,headquarters location,Breda,What is the headquarters location of Royal Cosun?,"Oss, Netherlands",0.0
business_corporation,Thomson Reuters,field of work,business service,What is the field of work of Thomson Reuters?,Media and Technology,0.0
business_corporation,Athabasca University,legal form,corporation,What is the legal form of Athabasca University?,Publicly funded,0.0
business_corporation,Inc & Co Group,country of origin,United Kingdom,What is the country of origin of Inc & Co Group?,Sweden,0.0
business_corporation,Bell Hub,founded by,Mark Avery,Who was Bell Hub founded by?,Bell Hub was founded by Bell,0.0
business_corporation,Big Bazar,legal form,corporation,What is the legal form of Big Bazar?,Private Limited,0.0
business_corporation,Campion College,affiliation,University of Regina,What is the affiliation of Campion College?,Catholic,0.0
business_corporation,Canadian Theatre Review,indexed in bibliographic review,Scopus,What is the indexed in bibliographic review of Canadian Theatre Review?,MLA,0.0
business_corporation,Bell Resources,external auditor,BDO Australia,What is the external auditor of Bell Resources?,Ernst & Young,0.0
business_corporation,IMC Financial Markets,participant,market maker,What is the participant of IMC Financial Markets?,IMC Financial Markets is a participant of Eurex,0.0
