topic,subject,relation,object,label,question,output_mistral_7b_instruct_v0.3,eval_mistral_7b_instruct_v0.3
event_film,Singapore International Film Festival,location,Singapore,Singapore,What is the location of Singapore International Film Festival?,Various locations (varying each year),0.0
event_film,Film Fest Gent,main subject,film score,film score,What is the main subject of Film Fest Gent?,Films,0.0
event_film,Edinburgh International Film Festival,country,United Kingdom,United Kingdom,What is the country of Edinburgh International Film Festival?,Scotland,0.0
event_film,Clermont-Ferrand International Short Film Festival,month of the year,February,February,When is the month of the year of Clermont-Ferrand International Short Film Festival?,January,0.0
event_film,Edinburgh International Film Festival,main subject,world cinema,world cinema,What is the main subject of Edinburgh International Film Festival?,Films,0.0
event_film,Tallinn Black Nights Film Festival,location,Tallinn,Tallinn,What is the location of Tallinn Black Nights Film Festival?,Estonia,0.0
event_film,Kolkata International Film Festival,month of the year,December,December,When is the month of the year of Kolkata International Film Festival?,November,0.0
event_film,Shanghai International Film Festival,main subject,world cinema,world cinema,What is the main subject of Shanghai International Film Festival?,Films,0.0
event_film,Munich International Film Festival,month of the year,June,June,When is the month of the year of Munich International Film Festival?,July,0.0
event_film,Filmfestival Max Ophuels Prize,country,Germany,Germany,What is the country of Filmfestival Max Ophuels Prize?,Luxembourg,0.0
event_film,Visions du Réel,month of the year,April,April,When is the month of the year of Visions du Réel?,May,0.0
event_film,Diagonale,month of the year,March,March,When is the month of the year of Diagonale?,Diagonale is not a month. It's a film festival,0.0
event_film,Diagonale,location,Graz,Graz,What is the location of Diagonale?,"Diagon Alley is fictional, found in the Harry Potter series",0.0
event_film,Jacksonville Film Festival,month of the year,February,February,When is the month of the year of Jacksonville Film Festival?,October,0.0
event_film,ShortCutz Amsterdam,main subject,short film,short film,What is the main subject of ShortCutz Amsterdam?,Film editing,0.0
event_film,Minimalen Short Film Festival,month of the year,January,January,When is the month of the year of Minimalen Short Film Festival?,February,0.0
event_film,Ottawa Canadian Film Festival,month of the year,November,November,When is the month of the year of Ottawa Canadian Film Festival?,"March (or the specified month in the year, if known)",0.0
event_film,Minimalen Short Film Festival,country,Norway,Norway,What is the country of Minimalen Short Film Festival?,Netherlands,0.0
event_film,Minimalen Short Film Festival,location,Trondheim,Trondheim,What is the location of Minimalen Short Film Festival?,"Oslo, Norway",0.0
event_film,Minimalen Short Film Festival,headquarters location,Trondheim municipality,Trondheim municipality,What is the headquarters location of Minimalen Short Film Festival?,"Oslo, Norway",0.0
event_film,Ottawa Canadian Film Festival,founded by,Jith Paul,Jith Paul,Who was Ottawa Canadian Film Festival founded by?,Founded by David A. Dinetz,0.0
event_film,Ottawa Canadian Film Festival,main subject,film festival,film festival,What is the main subject of Ottawa Canadian Film Festival?,Canadian Films,0.0
event_film,Frameline Film Festival,main subject,LGBT,LGBT,What is the main subject of Frameline Film Festival?,Films (or Cinema),0.0
event_film,ABYCINE Independent Cinema,location,Albacete,Albacete,What is the location of ABYCINE Independent Cinema?,ABYCINE's location is not specified,0.0
event_film,This Human World,location,Vienna,Vienna,What is the location of This Human World?,Global,0.0
event_film,Youki International Youth Media Festival,location,Wels,Wels,Who is the location of Youki International Youth Media Festival?,Tokyo,0.0
event_film,Moscow Jewish Film Festival,month of the year,June,June,When is the month of the year of Moscow Jewish Film Festival?,March (usually),0.0
