topic,subject,relation,object,label,question,output_mistral_7b_instruct_v0.3,eval_mistral_7b_instruct_v0.3
geography_forest,Arapaho National Forest,IUCN protected areas category,IUCN category VI: Protected Area with sustainable use of natural resources,IUCN category VI: Protected Area with sustainable use of natural resources,What is the IUCN protected areas category of Arapaho National Forest?,IUCN Category II (National Park),0.0
geography_forest,Kaufungen Forest,described by source,Brockhaus and Efron Encyclopedic Dictionary,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of Kaufungen Forest?,Hermann  (Reference: The Nibelungenlied),0.0
geography_forest,William B. Bankhead National Forest,located in the administrative territorial entity,Alabama,Alabama,What is the located in the administrative territorial entity of William B. Bankhead National Forest?,Forest,0.0
geography_forest,Giant Forest,located in the administrative territorial entity,Tulare County,Tulare County,What is the located in the administrative territorial entity of Giant Forest?,Sequoia National Park,0.0
geography_forest,Chantilly Forest,maintained by,National Forests Office,National Forests Office,What was Chantilly Forest maintained by?,Fairfax County Park Authority,0.0
geography_forest,Ochoco National Forest,IUCN protected areas category,IUCN category VI: Protected Area with sustainable use of natural resources,IUCN category VI: Protected Area with sustainable use of natural resources,What is the IUCN protected areas category of Ochoco National Forest?,IUCN Category II (National Park) does not apply to Ochoco,0.0
geography_forest,Lolo National Forest,IUCN protected areas category,IUCN category VI: Protected Area with sustainable use of natural resources,IUCN category VI: Protected Area with sustainable use of natural resources,What is the IUCN protected areas category of Lolo National Forest?,IUCN Category II (National Park),0.0
geography_forest,Sierra National Forest,significant place,Oakhurst,Oakhurst,What is the significant place of Sierra National Forest?,"Recreation, Camping, Hiking",0.0
geography_forest,Stanislaus National Forest,located in the administrative territorial entity,California,California,What is the located in the administrative territorial entity of Stanislaus National Forest?,Forest,0.0
geography_forest,Lassen National Forest,IUCN protected areas category,IUCN category VI: Protected Area with sustainable use of natural resources,IUCN category VI: Protected Area with sustainable use of natural resources,What is the IUCN protected areas category of Lassen National Forest?,Not Applicable (N/A) - Lassen National Forest is not,0.0
geography_forest,Chugach National Forest,highest point,Mount Marcus Baker,Mount Marcus Baker,Who is the highest point of Chugach National Forest?,Flattop Mountain,0.0
geography_forest,Sierra National Forest,IUCN protected areas category,IUCN category VI: Protected Area with sustainable use of natural resources,IUCN category VI: Protected Area with sustainable use of natural resources,What is the IUCN protected areas category of Sierra National Forest?,IUCN Category II (National Park),0.0
geography_forest,Staatswald Galm,located in the administrative territorial entity,See District,See District,What is the located in the administrative territorial entity of Staatswald Galm?,Germany,0.0
geography_forest,Beaverhead-Deerlodge National Forest,IUCN protected areas category,IUCN category VI: Protected Area with sustainable use of natural resources,IUCN category VI: Protected Area with sustainable use of natural resources,What is the IUCN protected areas category of Beaverhead-Deerlodge National Forest?,Not applicable (as it's not an IUCN protected area),0.0
geography_forest,Fremont National Forest,located in the administrative territorial entity,Oregon,Oregon,What is the located in the administrative territorial entity of Fremont National Forest?,Forest,0.0
geography_forest,Gunnison National Forest,IUCN protected areas category,IUCN category VI: Protected Area with sustainable use of natural resources,IUCN category VI: Protected Area with sustainable use of natural resources,What is the IUCN protected areas category of Gunnison National Forest?,Not specified (IUCN doesn't classify national forests),0.0
geography_forest,Cherokee National Forest,significant place,Johnson City,Johnson City,What is the significant place of Cherokee National Forest?,"Recreation, Biodiversity",0.0
geography_forest,Bienville National Forest,IUCN protected areas category,IUCN category VI: Protected Area with sustainable use of natural resources,IUCN category VI: Protected Area with sustainable use of natural resources,What is the IUCN protected areas category of Bienville National Forest?,II (National Park),0.0
geography_forest,Klamath National Forest,significant place,Yreka,Yreka,What is the significant place of Klamath National Forest?,Klamath National Forest is significant for its diverse ecosystems and recreational,0.0
geography_forest,Olympic National Forest,located in the administrative territorial entity,Washington,Washington,What is the located in the administrative territorial entity of Olympic National Forest?,National Forest (Olympic),0.0
geography_forest,Helena National Forest,located in the administrative territorial entity,Montana,Montana,What is the located in the administrative territorial entity of Helena National Forest?,Forest,0.0
geography_forest,Arapaho National Forest,highest point,Grays Peak,Grays Peak,What is the highest point of Arapaho National Forest?,James Peak,0.0
geography_forest,Malheur National Forest,IUCN protected areas category,IUCN category VI: Protected Area with sustainable use of natural resources,IUCN category VI: Protected Area with sustainable use of natural resources,What is the IUCN protected areas category of Malheur National Forest?,Unassigned,0.0
geography_forest,Schönbuch,located in the administrative territorial entity,Baden-Württemberg,Baden-Württemberg,What is the located in the administrative territorial entity of Schönbuch?,"Schönbuch is a district, so it's located in the district of",0.0
geography_forest,Green Mountain National Forest,IUCN protected areas category,IUCN category VI: Protected Area with sustainable use of natural resources,IUCN category VI: Protected Area with sustainable use of natural resources,What is the IUCN protected areas category of Green Mountain National Forest?,IUCN Category II (National Park),0.0
geography_forest,Delta National Forest,significant place,Vicksburg,Vicksburg,What is the significant place of Delta National Forest?,Habitat,0.0
