topic,subject,relation,object,label,question,output_mistral_7b_instruct_v0.3,eval_mistral_7b_instruct_v0.3,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
technology_software,Google Arts & Culture,used by,National Portrait Gallery,National Portrait Gallery,What was Google Arts & Culture used by?,"Museums, galleries, archives, and cultural institutions",0.0,"['National Portrait Gallery', 'Museums, galleries, archives, and cultural institutions', 'Smithsonian Institution', 'Louvre Museum']",Who utilized Google Arts & Culture?,"A. Louvre Museum  B. Museums, galleries, archives, and cultural institutions  C. National Portrait Gallery  D. Smithsonian Institution",C,Was Google Arts & Culture used by the National Portrait Gallery?,"Was Google Arts & Culture used by Museums, galleries, archives, and cultural institutions?",What is a well-known feature of Google Arts & Culture?,What platform is used by the National Portrait Gallery?,Which museum uses Google Arts & Culture?,The Louvre,In which city is the museum that uses Google Arts & Culture located?,Paris,In which country is the city located where the museum that uses Google Arts & Culture is situated?,France,What is the official language of the country where the city is located that contains the museum using Google Arts & Culture?,French,What is the currency used in the country where the official language is French and the city contains the museum that uses Google Arts & Culture?,Euro
technology_software,EiskaltDC++,GUI toolkit or framework,Qt,Qt,What is the GUI toolkit or framework of EiskaltDC++?,wxWidgets,0.0,"['Qt', 'wxWidgets', 'GTK', 'FLTK']",Which GUI toolkit or framework does EiskaltDC++ use?,A. Qt  B. FLTK  C. GTK  D. wxWidgets,A,Is the GUI toolkit or framework of EiskaltDC++ Qt?,Is the GUI toolkit or framework of EiskaltDC++ wxWidgets?,What type of software is EiskaltDC++?,Which software uses Qt as its GUI toolkit or framework?,Which operating system is compatible with the GUI toolkit or framework used by EiskaltDC++?,Windows,What is the latest version of the operating system compatible with the GUI toolkit or framework used by EiskaltDC++?,Windows 11,Who is the developer of the latest version of the operating system compatible with the GUI toolkit or framework used by EiskaltDC++?,Microsoft,In which year was the latest version of the operating system compatible with the GUI toolkit or framework used by EiskaltDC++ released?,2021,Who was the CEO of the company that developed the latest version of the operating system compatible with the GUI toolkit or framework used by EiskaltDC++ at the time of its release?,Satya Nadella
technology_software,Cannon Brawl,has characteristic,indie game,indie game,What does Cannon Brawl have characteristic?,"Multiplayer, Tower Defense, Real-Time Strategy",0.0,"['indie game', 'Multiplayer, Tower Defense, Real-Time Strategy', 'action game', 'puzzle game']",What is a characteristic of Cannon Brawl?,"A. Multiplayer, Tower Defense, Real-Time Strategy  B. indie game  C. action game  D. puzzle game",B,Is Cannon Brawl characterized as an indie game?,"Is Cannon Brawl characterized as Multiplayer, Tower Defense, Real-Time Strategy?",What genre does Cannon Brawl belong to?,What game is characterized as an indie game?,What is the genre of the game that has the characteristic of Cannon Brawl?,Real-time strategy,Which platform can you play the real-time strategy game that has the characteristic of Cannon Brawl?,PC,Which company developed the game available on PC that has the characteristic of Cannon Brawl?,Turtle Sandbox,In which year was the game developed by Turtle Sandbox that has the characteristic of Cannon Brawl released?,2014,Which digital distribution service offers the game released in 2014 that has the characteristic of Cannon Brawl?,Steam
technology_software,Nextcloud,founded by,Frank Karlitschek,Frank Karlitschek,Who was Nextcloud founded by?,"Frisch, Joseph and Dubois, Friedger",0.0,"['Frank Karlitschek', 'Frisch, Joseph and Dubois, Friedger', 'Linus Torvalds', 'Mark Zuckerberg']",Who is the founder of Nextcloud?,"A. Frisch, Joseph and Dubois, Friedger  B. Linus Torvalds  C. Mark Zuckerberg  D. Frank Karlitschek",D,Was Nextcloud founded by Frank Karlitschek?,"Was Nextcloud founded by Frisch, Joseph and Dubois, Friedger?",What type of software is Nextcloud known for?,Who founded Frank Karlitschek?,Who is the co-founder of the organization that founded Nextcloud?,Frank Karlitschek,Which company did the co-founder of the organization that founded Nextcloud previously work for?,ownCloud,In which year was the company that the co-founder of the organization that founded Nextcloud previously worked for established?,2010,Who was the CEO of the company established in 2010 where the co-founder of the organization that founded Nextcloud previously worked?,Markus Rex,"Which university did the CEO of the company established in 2010, where the co-founder of the organization that founded Nextcloud previously worked, attend?",University of Erlangen-Nuremberg
technology_software,Webtoon,industry,webcomic,webcomic,What is the industry of Webtoon?,Entertainment,0.0,"['webcomic', 'Entertainment', 'Publishing', 'Animation']",Which industry does Webtoon belong to?,A. Publishing  B. Animation  C. Entertainment  D. webcomic,D,Is the industry of Webtoon webcomic?,Is the industry of Webtoon Entertainment?,What is a popular platform for reading Webtoon?,Which platform is a part of the webcomic industry?,Who is a notable artist in the Webtoon industry?,SIU,What is a popular series created by a notable artist in the Webtoon industry?,Tower of God,Which platform hosts the popular series created by a notable artist in the Webtoon industry?,LINE Webtoon,In which year was the platform that hosts the popular series created by a notable artist in the Webtoon industry launched?,2014,Which company owns the platform that was launched in 2014 and hosts the popular series created by a notable artist in the Webtoon industry?,Naver Corporation
technology_software,Two Worlds II Castle Defense,game mode,single-player video game,single-player video game,What is the game mode of Two Worlds II Castle Defense?,Castle Defense,0.0,"['single-player video game', 'Castle Defense', 'multiplayer video game', 'co-op mode']",Which game mode does Two Worlds II Castle Defense feature?,A. Castle Defense  B. multiplayer video game  C. single-player video game  D. co-op mode,C,Is the game mode of Two Worlds II Castle Defense a single-player video game?,Is the game mode of Two Worlds II Castle Defense Castle Defense?,What genre does Two Worlds II Castle Defense belong to?,Which game features a single-player video game mode?,What is the primary objective in the game mode of Two Worlds II Castle Defense?,Defend the castle,Who is the main antagonist that players must defend the castle against in the game mode of Two Worlds II Castle Defense?,Gandohar,What is the name of the kingdom where the main antagonist Gandohar resides in the game mode of Two Worlds II Castle Defense?,Antaloor,What is the primary resource used to build defenses in the kingdom of Antaloor in the game mode of Two Worlds II Castle Defense?,Gold,What is the name of the currency used to acquire gold in the kingdom of Antaloor in the game mode of Two Worlds II Castle Defense?,Auras
technology_software,Smugglers V,distribution format,digital distribution,digital distribution,What is the distribution format of Smugglers V?,PDF,0.0,"['digital distribution', 'PDF', 'physical copy', 'streaming']",In what format is Smugglers V distributed?,A. streaming  B. digital distribution  C. PDF  D. physical copy,B,Is the distribution format of Smugglers V digital distribution?,Is the distribution format of Smugglers V PDF?,Who is the developer of Smugglers V?,What game is distributed in digital distribution format?,What is the primary distribution format of Smugglers V?,DVD,Which company is responsible for the primary distribution format of Smugglers V?,Lucasfilm,Who founded the company responsible for the primary distribution format of Smugglers V?,George Lucas,Which university did the founder of the company responsible for the primary distribution format of Smugglers V attend?,University of Southern California,In which city is the university located that the founder of the company responsible for the primary distribution format of Smugglers V attended?,Los Angeles
technology_software,BioPerl,copyright license,Artistic License,Artistic License,What is the copyright license of BioPerl?,GPL,0.0,"['Artistic License', 'GPL', 'MIT License', 'Apache License']",Under which license is BioPerl copyrighted?,A. GPL  B. Apache License  C. Artistic License  D. MIT License,C,Is the copyright license of BioPerl the Artistic License?,Is the copyright license of BioPerl the GPL?,What is a primary feature of BioPerl?,Which software is licensed under the Artistic License?,Who is the author of the software that has the same copyright license as BioPerl?,Larry Wall,What is the primary programming language created by the author of the software that has the same copyright license as BioPerl?,Perl,In which year was the primary programming language created by the author of the software that has the same copyright license as BioPerl first released?,1987,Which organization is responsible for the development of the primary programming language created by the author of the software that has the same copyright license as BioPerl?,Perl Foundation,Where is the headquarters of the organization responsible for the development of the primary programming language created by the author of the software that has the same copyright license as BioPerl located?,"Holland, Michigan, United States"
technology_software,Real World Racing,distributed by,Steam,Steam,What was Real World Racing distributed by?,Accolade (1994)  (Note: The game,0.0,"['Steam', 'Accolade (1994)', 'Electronic Arts', 'Ubisoft']",Who was the distributor of Real World Racing?,A. Ubisoft  B. Electronic Arts  C. Accolade (1994)  (Note: The game  D. Steam,D,Was Real World Racing distributed by Steam?,Was Real World Racing distributed by Accolade (1994)?,What genre does Real World Racing belong to?,What game was distributed by Steam?,Which company distributed Real World Racing?,Playstos Entertainment,Who is the CEO of the company that distributed Real World Racing?,Fabio Belsanti,Which university did the CEO of the company that distributed Real World Racing attend?,Politecnico di Milano,In which city is the university located that the CEO of the company that distributed Real World Racing attended?,Milan,In which country is the city located where the university is situated that the CEO of the company that distributed Real World Racing attended?,Italy
technology_software,Juno,industry,information technology,information technology,What is the industry of Juno?,Space,0.0,"['information technology', 'Space', 'finance', 'healthcare']",In which industry does Juno operate?,A. healthcare  B. finance  C. information technology  D. Space,C,Is Juno's industry information technology?,Is Juno's industry Space?,What is a well-known moon of Jupiter that shares its name with Juno?,Which company operates in the information technology industry?,Who is the CEO of the company in the industry Juno operates in?,Amit Singhal,Which company does the CEO of the company in the industry Juno operates in work for?,Google,What is the headquarters location of the company where the CEO of the company in the industry Juno operates in works?,"Mountain View, California",In which county is the headquarters of the company located where the CEO of the company in the industry Juno operates in works?,Santa Clara County,In which state is the county located where the headquarters of the company is situated where the CEO of the company in the industry Juno operates in works?,California
technology_software,The Hat Man: Shadow Ward,distribution format,digital distribution,digital distribution,What is the distribution format of The Hat Man: Shadow Ward?,Digital (Steam),0.0,"['digital distribution', 'Digital (Steam)', 'physical copy', 'streaming service']",In what format is The Hat Man: Shadow Ward distributed?,A. physical copy  B. digital distribution  C. streaming service  D. Digital (Steam),B,Is the distribution format of The Hat Man: Shadow Ward digital distribution?,Is the distribution format of The Hat Man: Shadow Ward Digital (Steam)?,What genre does The Hat Man: Shadow Ward belong to?,What game is distributed in digital distribution format?,Which company is responsible for the distribution format of The Hat Man: Shadow Ward?,Steam,Who is the founder of the company responsible for the distribution format of The Hat Man: Shadow Ward?,Gabe Newell,Which university did the founder of the company responsible for the distribution format of The Hat Man: Shadow Ward attend?,Harvard University,In which city is the university located that the founder of the company responsible for the distribution format of The Hat Man: Shadow Ward attended?,Cambridge,In which state is the city located where the university is situated that the founder of the company responsible for the distribution format of The Hat Man: Shadow Ward attended?,Massachusetts
technology_software,Contraption Maker,has characteristic,indie game,indie game,What does Contraption Maker have characteristic?,"Puzzle-based, Physics-based, Sandbox, Construction",0.0,"['indie game', 'Puzzle-based, Physics-based, Sandbox, Construction', 'strategy game', 'multiplayer game']",What characteristic does Contraption Maker possess?,"A. indie game  B. multiplayer game  C. strategy game  D. Puzzle-based, Physics-based, Sandbox, Construction",A,Does Contraption Maker have the characteristic of being an indie game?,"Does Contraption Maker have the characteristic of being Puzzle-based, Physics-based, Sandbox, Construction?",What genre is Contraption Maker known for?,What has the characteristic of being an indie game?,What is a notable feature of Contraption Maker?,Puzzle-solving gameplay,Which company developed the game that has puzzle-solving gameplay as a notable feature?,Spotkin,In which year was the game developed by Spotkin that features puzzle-solving gameplay released?,2014,Which platform was the game released on in 2014 that was developed by Spotkin and features puzzle-solving gameplay?,PC,Which operating system is compatible with the PC platform for the game released in 2014 by Spotkin that features puzzle-solving gameplay?,Windows
technology_software,Tower Wars,software engine,Torque,Torque,What is the software engine of Tower Wars?,Unity,0.0,"['Torque', 'Unity', 'Unreal Engine', 'CryEngine']",Which software engine does Tower Wars use?,A. Unity  B. Torque  C. Unreal Engine  D. CryEngine,B,Is the software engine of Tower Wars Torque?,Is the software engine of Tower Wars Unity?,What genre of game is Tower Wars known for?,Which game uses the Torque software engine?,Which company developed the software engine used in Tower Wars?,SuperVillain Studios,What other game was developed by the company that developed the software engine used in Tower Wars?,Order Up!,On which platform was the game developed by the company that also developed the software engine used in Tower Wars released?,Wii,In which year was the platform that hosted the game developed by the company that also developed the software engine used in Tower Wars released?,2006,Which company released the platform in 2006 that hosted the game developed by the company that also developed the software engine used in Tower Wars?,Nintendo
technology_software,Deep Dungeons of Doom,developer,Bossa Studios,Bossa Studios,What is the developer of Deep Dungeons of Doom?,Cre Cre  (Note: Cre Cre is a game development studio based in,0.0,"['Bossa Studios', 'Cre Cre', 'Supercell', 'Naughty Dog']",Who developed Deep Dungeons of Doom?,A. Cre Cre  (Note: Cre Cre is a game development studio based in  B. Naughty Dog  C. Bossa Studios  D. Supercell,C,Is Bossa Studios the developer of Deep Dungeons of Doom?,Is Cre Cre the developer of Deep Dungeons of Doom?,What genre is the game Deep Dungeons of Doom known for?,Which game was developed by Bossa Studios?,What is the name of the company that developed Deep Dungeons of Doom?,Bossa Studios,Who is the CEO of the company that developed Deep Dungeons of Doom?,Henrique Olifiers,Which country is the CEO of the company that developed Deep Dungeons of Doom originally from?,Brazil,What is the official language of the country where the CEO of the company that developed Deep Dungeons of Doom is originally from?,Portuguese,What is the population of the country where the official language is Portuguese and the CEO of the company that developed Deep Dungeons of Doom is originally from?,Approximately 213 million
technology_software,stalonetray,named after,Stand-alone shell,Stand-alone shell,What was stalonetray named after?,After a character from a book or movie,0.0,"['Stand-alone shell', 'After a character from a book or movie', 'A famous landmark', 'A historical event']",What is the origin of the name stalonetray?,A. A famous landmark  B. After a character from a book or movie  C. Stand-alone shell  D. A historical event,C,Was stalonetray named after Stand-alone shell?,Was stalonetray named after a character from a book or movie?,What type of software is stalonetray?,What is named after Stand-alone shell?,Who is the person that stalonetray is named after?,Sylvester Stallone,What is the profession of the person that stalonetray is named after?,Actor,"Which famous movie series is the actor, after whom stalonetray is named, best known for?",Rocky,"In which year was the first movie of the series, for which the actor after whom stalonetray is named is best known, released?",1976,"Which award did the first movie of the series, for which the actor after whom stalonetray is named is best known, win?",Academy Award for Best Picture
technology_software,Visual Components,country,Finland,Finland,What is the country of Visual Components?,Sweden,0.0,"['Finland', 'Sweden', 'Norway', 'Denmark']",Which country is Visual Components based in?,A. Norway  B. Denmark  C. Finland  D. Sweden,C,Is the country of Visual Components Finland?,Is the country of Visual Components Sweden?,What type of software does Visual Components specialize in?,Which company is based in Finland?,What is the capital of the country where Visual Components is based?,Helsinki,What is the population of the capital of the country where Visual Components is based?,"631,695",What is the area in square kilometers of the capital city where Visual Components is based?,715.48 km²,What is the name of the sea that borders the country where Visual Components is based?,Baltic Sea,Which ocean is connected to the sea that borders the country where Visual Components is based?,Atlantic Ocean
technology_software,Java Database Connectivity,platform,Java Virtual Machine,Java Virtual Machine,What is the platform of Java Database Connectivity?,JDBC,0.0,"['Java Virtual Machine', 'JDBC', 'Oracle Database', 'MySQL']",On which platform does Java Database Connectivity run?,A. MySQL  B. Java Virtual Machine  C. JDBC  D. Oracle Database,B,Is the platform of Java Database Connectivity the Java Virtual Machine?,Is the platform of Java Database Connectivity JDBC?,What is a common use of Java Database Connectivity?,What uses the Java Virtual Machine as its platform?,Which company developed the platform for Java Database Connectivity?,Sun Microsystems,Who acquired the company that developed the platform for Java Database Connectivity?,Oracle Corporation,In which year did Oracle Corporation acquire the company that developed the platform for Java Database Connectivity?,2010,Who was the CEO of Oracle Corporation in the year they acquired the company that developed the platform for Java Database Connectivity?,Larry Ellison,What is the nationality of the CEO of Oracle Corporation in the year they acquired the company that developed the platform for Java Database Connectivity?,American
technology_software,Bun,influenced by,JavaScript,JavaScript,What was Bun influenced by?,"Pop Art, Dada, and Surrealism",0.0,"['JavaScript', 'Pop Art, Dada, and Surrealism', 'Python', 'Ruby']",Which programming language had an influence on Bun?,"A. Ruby  B. Python  C. JavaScript  D. Pop Art, Dada, and Surrealism",C,Was Bun influenced by JavaScript?,"Was Bun influenced by Pop Art, Dada, and Surrealism?",What is a common use case for Bun?,Which software was influenced by JavaScript?,Which artist influenced Bun?,Vincent van Gogh,What is the nationality of the artist who influenced Bun?,Dutch,In which country is the nationality of the artist who influenced Bun?,Netherlands,What is the capital city of the country where the nationality of the artist who influenced Bun is from?,Amsterdam,Which famous museum in the capital city of the country where the nationality of the artist who influenced Bun is from houses many of his works?,Van Gogh Museum
technology_software,Battlezone 98 Redux,has characteristic,indie game,indie game,What does Battlezone 98 Redux have characteristic?,"3D, Tank Combat, Redux Version",0.0,"['indie game', '3D, Tank Combat, Redux Version', 'strategy game', 'multiplayer mode']",What is a characteristic of Battlezone 98 Redux?,"A. indie game  B. strategy game  C. 3D, Tank Combat, Redux Version  D. multiplayer mode",A,Does Battlezone 98 Redux have the characteristic of being an indie game?,"Does Battlezone 98 Redux have the characteristic of being 3D, Tank Combat, Redux Version?",What genre does Battlezone 98 Redux belong to?,Which game is characterized as an indie game?,What is the genre of the game that has the characteristic of Battlezone 98 Redux?,First-person shooter,Which company developed the game that has the characteristic of Battlezone 98 Redux?,Rebellion Developments,In which year was the game developed by the company that has the characteristic of Battlezone 98 Redux released?,2016,On which platform was the game released in 2016 that was developed by the company that has the characteristic of Battlezone 98 Redux?,Microsoft Windows,"Which operating system family does the platform belong to that the game released in 2016, developed by the company that has the characteristic of Battlezone 98 Redux, run on?",Windows NT
technology_software,GameSpy,owned by,IGN,IGN,What was GameSpy owned by?,Glu Mobile (until its closure),0.0,"['IGN', 'Glu Mobile (until its closure)', 'Electronic Arts', 'Activision']",Who was the owner of GameSpy?,A. Activision  B. Electronic Arts  C. Glu Mobile (until its closure)  D. IGN,D,Was GameSpy owned by IGN?,Was GameSpy owned by Glu Mobile (until its closure)?,What type of service was GameSpy known for?,What did IGN own?,Which company owns GameSpy?,Glu Mobile,Who is the CEO of the company that owns GameSpy?,Nick Earl,Which university did the CEO of the company that owns GameSpy attend?,University of Southern California,In which city is the university located that the CEO of the company that owns GameSpy attended?,Los Angeles,In which state is the city located where the university that the CEO of the company that owns GameSpy attended is situated?,California
technology_software,age,programmed in,Go,Go,What was age programmed in?,Age is not programmed in anything. It's a natural concept related to,0.0,"['Go', ""Age is not programmed in anything. It's a natural concept related to"", 'Python', 'Java']",In which language was age programmed?,A. Go  B. Age is not programmed in anything. It's a natural concept related to  C. Python  D. Java,A,Was age programmed in Go?,Was age programmed in Age is not programmed in anything. It's a natural concept related to?,What is a common use of the Go programming language?,What was Go used to program?,Which programming language was used to program the software that calculates age?,Python,Who created the programming language used to program the software that calculates age?,Guido van Rossum,In which year was the programming language created by Guido van Rossum released?,1991,Which organization oversees the development of the programming language created by Guido van Rossum?,Python Software Foundation,Where is the headquarters of the organization that oversees the development of the programming language created by Guido van Rossum located?,"Delaware, United States"
