topic,subject,relation,object,label,question,output_mistral_7b_instruct_v0.3,eval_mistral_7b_instruct_v0.3
art_sculpture,Earl Haig Memorial,located in the administrative territorial entity,City of Westminster,City of Westminster,What is the located in the administrative territorial entity of Earl Haig Memorial?,"Earl Haig Memorial (located in Ottawa, Ontario, Canada) is",0.0
art_sculpture,Commodus as Hercules,time period,culture of ancient Rome,culture of ancient Rome,What is the time period of Commodus as Hercules?,192 AD (as Emperor) / 161 AD (,0.0
art_sculpture,Stephenson Grand Army of the Republic Memorial,owned by,National Park Service,National Park Service,What was Stephenson Grand Army of the Republic Memorial owned by?,U.S. Government,0.0
art_sculpture,Dupont Circle Fountain,made from material,marble,marble,What is the made from material of Dupont Circle Fountain?,Granite,0.0
art_sculpture,Manneken Pis,collection,City of Brussels,City of Brussels,What is the collection of Manneken Pis?,"Brussels Museums (specifically, the Museum of the City of Br",0.0
art_sculpture,Cadillac Ranch,significant event,construction,construction,What is the significant event of Cadillac Ranch?,Spray-painting cars,0.0
art_sculpture,Madurodam,named after,George Maduro,George Maduro,Who was Madurodam named after?,"Madurodam was named after Dutch politician, Louis Eugène Félix Mad",0.0
art_sculpture,Dupont Circle Fountain,owned by,National Park Service,National Park Service,What was Dupont Circle Fountain owned by?,"City (Washington, D.C.)",0.0
art_sculpture,Farnese Bull,made from material,marble,marble,What is the made from material of Farnese Bull?,Breccia  (Note: Breccia is a sedimentary,0.0
art_sculpture,Bartholdi Fountain,made from material,cast iron,cast iron,What is the made from material of Bartholdi Fountain?,Bronze,0.0
art_sculpture,Rape of Polyxena,creator,Pio Fedi,Pio Fedi,Who is the creator of Rape of Polyxena?,Caravaggio,0.0
art_sculpture,Dupont Circle Fountain,creator,Daniel Chester French,Daniel Chester French,Who is the creator of Dupont Circle Fountain?,Edward Clark Potter,0.0
art_sculpture,National Submarine War Memorial,creator,Frederick Brook Hitch,Frederick Brook Hitch,Who is the creator of National Submarine War Memorial?,John C. West,0.0
art_sculpture,Mesha Stele,location of discovery,Dhiban,Dhiban,What is the location of discovery of Mesha Stele?,Jordan,0.0
art_sculpture,The Lone Sailor,genre,public art,public art,What is the genre of The Lone Sailor?,Adventure,0.0
art_sculpture,Stephenson Grand Army of the Republic Memorial,architect,"Rankin, Kellogg & Crane","Rankin, Kellogg & Crane",What does Stephenson Grand Army of the Republic Memorial architect?,H.H. Richardson,0.0
art_sculpture,Hermannsdenkmal,located in the administrative territorial entity,Detmold,Detmold,What is the located in the administrative territorial entity of Hermannsdenkmal?,Germany,0.0
art_sculpture,National Submarine War Memorial,country,United Kingdom,United Kingdom,What is the country of National Submarine War Memorial?,United States,0.0
art_sculpture,Ludovisi Throne,genre,Ancient Greece,Ancient Greece,What is the genre of Ludovisi Throne?,Ancient Roman (Artifact),0.0
art_sculpture,Trevi Fountain,genre,public art,public art,What is the genre of Trevi Fountain?,Architecture,0.0
art_sculpture,"Aeneas, Anchises and Ascanius",genre,group of sculptures,group of sculptures,"What is the genre of Aeneas, Anchises and Ascanius?",Mythology,0.0
art_sculpture,Albert Memorial,genre,public art,public art,What is the genre of Albert Memorial?,Architecture,0.0
art_sculpture,Commodus as Hercules,genre,bust,bust,What is the genre of Commodus as Hercules?,"Film (Action, Fantasy)",0.0
art_sculpture,Laocoön and His Sons,country,Vatican City,Vatican City,What is the country of Laocoön and His Sons?,Greece,0.0
art_sculpture,Chindit Memorial,located in the administrative territorial entity,City of Westminster,City of Westminster,What is the located in the administrative territorial entity of Chindit Memorial?,Myanmar,0.0
art_sculpture,Venus Victrix,movement,neoclassicism,neoclassicism,What is the movement of Venus Victrix?,Retrograde,0.0
art_sculpture,Madonna with Glass Eyes,movement,Gothic sculpture,Gothic sculpture,What is the movement of Madonna with Glass Eyes?,Static (immobile),0.0
art_sculpture,Fountain,genre,art of sculpture,art of sculpture,What is the genre of Fountain?,Modernist,0.0
art_sculpture,Moses,time period,High Renaissance,High Renaissance,What is the time period of Moses?,Biblical Period (13th-14th Century BCE),0.0
art_sculpture,Apollo and Daphne,based on,Metamorphoses,Metamorphoses,What was Apollo and Daphne based on?,Mythology,0.0
art_sculpture,Young Man Standing,creator,Adolf von Hildebrand,Adolf von Hildebrand,Who is the creator of Young Man Standing?,Henry Moore,0.0
art_sculpture,Earl Haig Memorial,made from material,bronze,bronze,What is the made from material of Earl Haig Memorial?,Granite,0.0
art_sculpture,Venus Victrix,commissioned by,"Camillo Borghese, 6th Prince of Sulmona","Camillo Borghese, 6th Prince of Sulmona",Who was Venus Victrix commissioned by?,Rome,0.0
art_sculpture,Earl Haig Memorial,country,United Kingdom,United Kingdom,What is the country of Earl Haig Memorial?,Canada,0.0
art_sculpture,Gemma Augustea,made from material,onyx,onyx,What is the made from material of Gemma Augustea?,Marble,0.0
art_sculpture,James Cardinal Gibbons Memorial Statue,commissioned by,Knights of Columbus,Knights of Columbus,What was James Cardinal Gibbons Memorial Statue commissioned by?,Archdiocese of Baltimore,0.0
art_sculpture,Bartholdi Fountain,creator,Frédéric Auguste Bartholdi,Frédéric Auguste Bartholdi,Who is the creator of Bartholdi Fountain?,Frederic Auguste Bartholdi,0.0
art_sculpture,Moses,located in the administrative territorial entity,Rome,Rome,What is the located in the administrative territorial entity of Moses?,Sinai,0.0
art_sculpture,Ludovisi Throne,movement,Hellenistic sculpture,Hellenistic sculpture,What is the movement of Ludovisi Throne?,Stationary (as a sculpture),0.0
art_sculpture,Ludovisi Throne,time period,Ancient Greece,Ancient Greece,What is the time period of Ludovisi Throne?,1st century AD,0.0
art_sculpture,Lion Monument Lucerne,movement,neoclassicism,neoclassicism,What is the movement of Lion Monument Lucerne?,Stationary,0.0
art_sculpture,Unique Forms of Continuity in Space,collection,Israel Museum,Israel Museum,What is the collection of Unique Forms of Continuity in Space?,Cubist Paintings,0.0
art_sculpture,The Bex Eagle,made from material,granite,granite,What is the made from material of The Bex Eagle?,Titanium,0.0
art_sculpture,Madurodam,located in the administrative territorial entity,The Hague,The Hague,What is the located in the administrative territorial entity of Madurodam?,The Netherlands,0.0
art_sculpture,Altarpiece of Veit Stoss,collection,St. Mary's Basilica,St. Mary's Basilica,What is the collection of Altarpiece of Veit Stoss?,"National Museum, Warsaw",0.0
art_sculpture,Unique Forms of Continuity in Space,genre,art of sculpture,art of sculpture,What is the genre of Unique Forms of Continuity in Space?,Futurism,0.0
art_sculpture,statue of Sacred Heart of Jesus Christ,genre,public art,public art,What is the genre of statue of Sacred Heart of Jesus Christ?,Religious,0.0
art_sculpture,"Aeneas, Anchises and Ascanius",made from material,marble,marble,"What is the made from material of Aeneas, Anchises and Ascanius?",Bronze,0.0
art_sculpture,David,creator,Gian Lorenzo Bernini,Gian Lorenzo Bernini,Who is the creator of David?,Michelangelo,0.0
art_sculpture,David,collection,Galleria Borghese,Galleria Borghese,What is the collection of David?,Art,0.0
art_sculpture,Font d'Hèrcules,architect,Salvador Gurri i Corominas,Salvador Gurri i Corominas,Who does Font d'Hèrcules architect?,Enric Miralles,0.0
art_sculpture,The Kiss,made from material,marble,marble,What is the made from material of The Kiss?,Bronze,0.0
art_sculpture,Mesha Stele,creator,Mesha,Mesha,Who is the creator of Mesha Stele?,Moabite (Anonymous),0.0
art_sculpture,The Kiss,creator,Auguste Rodin,Auguste Rodin,Who is the creator of The Kiss?,Gustav Klimt,0.0
art_sculpture,Serpent Column,genre,public art,public art,What is the genre of Serpent Column?,Fiction,0.0
