topic,subject,relation,object,label,question,output_mistral_7b_instruct_v0.3,eval_mistral_7b_instruct_v0.3
places_landmark,Örebro Castle,location,Örebro,Örebro,What is the location of Örebro Castle?,Sweden,0.0
places_landmark,Cathedral of the Archangel,religion or worldview,Eastern Orthodoxy,Eastern Orthodoxy,What is the religion or worldview of Cathedral of the Archangel?,Cathedral of the Archangel is a Christian church,0.0
places_landmark,Alexander Nevsky Lavra,founded by,Peter the Great,Peter the Great,Who was Alexander Nevsky Lavra founded by?,Grand Prince Alexander Nevsky,0.0
places_landmark,Willis Tower,main building contractor,American Bridge Company,American Bridge Company,What is the main building contractor of Willis Tower?,"Skidmore, Owings & Merrill",0.0
places_landmark,Alexander Nevsky Cathedral,location,Sofia,Sofia,What is the location of Alexander Nevsky Cathedral?,"Tallinn, Estonia",0.0
places_landmark,Sultan Ahmed Mosque,architectural style,Ottoman architecture,Ottoman architecture,What is the architectural style of Sultan Ahmed Mosque?,Baroque and Ottoman,0.0
places_landmark,Monument Valley,location,Colorado Plateau,Colorado Plateau,What is the location of Monument Valley?,"Arizona, USA",0.0
places_landmark,Sukiennice,occupant,National Museum in Kraków,National Museum in Kraków,What is the occupant of Sukiennice?,Market,0.0
places_landmark,Pont du Gard,location,Vers-Pont-du-Gard,Vers-Pont-du-Gard,What is the location of Pont du Gard?,France,0.0
places_landmark,Beylerbeyi Palace,architectural style,Ottoman architecture,Ottoman architecture,What is the architectural style of Beylerbeyi Palace?,Ottoman Baroque,0.0
places_landmark,Roman Baths,associated electoral district,Bath,Bath,What is the associated electoral district of Roman Baths?,North West Somerset,0.0
places_landmark,Sutton Hoo,owned by,National Trust,National Trust,What was Sutton Hoo owned by?,Anglo-Saxon Kingdom (Early 7th century),0.0
places_landmark,Hyatt Regency Paris Etoile,made from material,concrete,concrete,What is the made from material of Hyatt Regency Paris Etoile?,Steel & Glass,0.0
places_landmark,Louvre Abu Dhabi,structural engineer,BuroHappold Engineering,BuroHappold Engineering,What is the structural engineer of Louvre Abu Dhabi?,Jean-Paul Viguier,0.0
places_landmark,Vatican City,house publication,Acta Apostolicae Sedis,Acta Apostolicae Sedis,What is the house publication of Vatican City?,L'Osservatore Romano,0.0
places_landmark,Årsta Castle,owned by,Haninge Municipality,Haninge Municipality,What was Årsta Castle owned by?,Nobel family,0.0
places_landmark,Linnanmäki,located in the administrative territorial entity,Helsinki,Helsinki,What is the located in the administrative territorial entity of Linnanmäki?,Amusement park,0.0
places_landmark,Jardin du Luxembourg,taxon found at location,fox,fox,What is the taxon found at location of Jardin du Luxembourg?,Mammalia (Mammals),0.0
places_landmark,Christ the Redeemer,genre,public art,public art,What is the genre of Christ the Redeemer?,Religious Artwork,0.0
places_landmark,Tankerton Castle,location,Whitstable,Whitstable,What is the location of Tankerton Castle?,"Kent, England",0.0
places_landmark,"Nigerian National Museum, Lagos",located in the administrative territorial entity,Lagos,Lagos,"What is the located in the administrative territorial entity of Nigerian National Museum, Lagos?",Artifacts,0.0
places_landmark,Gustav III's museum of antiquities,main subject,art collection,art collection,What is the main subject of Gustav III's museum of antiquities?,Antiquities,0.0
places_landmark,Cadillac Ranch,significant event,construction,construction,What is the significant event of Cadillac Ranch?,Spray-painting cars,0.0
places_landmark,Big Ben,located in the administrative territorial entity,City of Westminster,City of Westminster,What is the located in the administrative territorial entity of Big Ben?,London,0.0
places_landmark,Naples National Archaeological Museum,Wi-Fi access,gratis,gratis,What is the Wi-Fi access of Naples National Archaeological Museum?,No Wi-Fi info provided,0.0
places_landmark,Gregorian Etruscan Museum,location,Belvedere Villa (Vatican),Belvedere Villa (Vatican),What is the location of Gregorian Etruscan Museum?,Vatican City,0.0
places_landmark,Jaffa Gate,architectural style,Islamic architecture,Islamic architecture,What is the architectural style of Jaffa Gate?,Ottoman-Mamluk,0.0
places_landmark,King Faisal's Gate,country,State of Palestine,State of Palestine,What is the country of King Faisal's Gate?,Saudi Arabia,0.0
places_landmark,Hoover Dam,architect,Gordon Kaufmann,Gordon Kaufmann,Who does Hoover Dam architect?,"McKinley  (Michael O'Shaughnessy, the",0.0
places_landmark,Alexandrov Kremlin,located in the administrative territorial entity,Alexandrov,Alexandrov,Who is the located in the administrative territorial entity of Alexandrov Kremlin?,Grand Duke,0.0
places_landmark,Glimmingehus,location,Hammenhög,Hammenhög,Who is the location of Glimmingehus?,Sweden,0.0
places_landmark,Gardens by the Bay,operator,National Parks Board,National Parks Board,What is the operator of Gardens by the Bay?,Gardens by the Bay is operated by Gardens by the Bay Pte Ltd,0.0
places_landmark,Racławice Panorama,parent organization,National Museum in Wrocław,National Museum in Wrocław,What is the parent organization of Racławice Panorama?,Zamek Królewski w Warszawie (Royal,0.0
places_landmark,Danevirke,significant event,Second Schleswig War,Second Schleswig War,What is the significant event of Danevirke?,Construction (Viking era),0.0
places_landmark,Trevi Fountain,located in/on physical feature,Palazzo Poli,Palazzo Poli,What is the located in/on physical feature of Trevi Fountain?,Rome,0.0
places_landmark,Library of Celsus,significant event,construction,construction,What is the significant event of Library of Celsus?,Completion (114 AD),0.0
places_landmark,Riddarholm Church,located in/on physical feature,Riddarholmen,Riddarholmen,What is the located in/on physical feature of Riddarholm Church?,Island (Djurgården),0.0
places_landmark,Cotton Merchants' Gate,location,Old City of Jerusalem,Old City of Jerusalem,What is the location of Cotton Merchants' Gate?,"Istanbul, Turkey",0.0
places_landmark,Piazza di Spagna,located in the administrative territorial entity,Rome,Rome,What is the located in the administrative territorial entity of Piazza di Spagna?,Church (Spanish Steps),0.0
places_landmark,Fountains Abbey,maintained by,National Trust,National Trust,What was Fountains Abbey maintained by?,Monks (Cistercians),0.0
places_landmark,King Faisal's Gate,named after,darkness,darkness,What was King Faisal's Gate named after?,King Faisal,0.0
places_landmark,Rosersberg Palace,founded by,Gabriel Bengtsson Oxenstierna,Gabriel Bengtsson Oxenstierna,Who was Rosersberg Palace founded by?,King Karl IX,0.0
places_landmark,The Motherland Calls,main subject,homeland,homeland,What is the main subject of The Motherland Calls?,Monument,0.0
places_landmark,High Tatras,time period,Miocene,Miocene,What is the time period of High Tatras?,Pleistocene Epoch,0.0
places_landmark,National War Museum,owned by,Heritage Malta,Heritage Malta,What was National War Museum owned by?,Imperial War Museums,0.0
places_landmark,Washington Monument,owned by,National Park Service,National Park Service,What was Washington Monument owned by?,Federal government,0.0
places_landmark,Place Bellecour,shape,trapezoid,trapezoid,What does Place Bellecour shape?,Square,0.0
places_landmark,Dolaucothi Gold Mines,country,United Kingdom,United Kingdom,What is the country of Dolaucothi Gold Mines?,Wales,0.0
places_landmark,Basilica of Saint Nicholas,Christian liturgical rite,Roman Rite,Roman Rite,What is the Christian liturgical rite of Basilica of Saint Nicholas?,Byzantine Rite,0.0
places_landmark,Euromast,architect,Hugh Maaskant,Hugh Maaskant,Who does Euromast architect?,Busch-Hadley,0.0
places_landmark,Santa Maria sopra Minerva,significant event,groundbreaking ceremony,groundbreaking ceremony,What is the significant event of Santa Maria sopra Minerva?,Consecration (1280),0.0
places_landmark,Cotton Merchants' Gate,architectural style,Islamic architecture,Islamic architecture,What is the architectural style of Cotton Merchants' Gate?,Moorish Revival,0.0
places_landmark,Smallest House in Great Britain,location,Conwy,Conwy,What is the location of Smallest House in Great Britain?,"West Kilbride, Scotland",0.0
places_landmark,Tokyo Tower,offers view on,Tokyo,Tokyo,What does Tokyo Tower offer view on?,Cityscape,0.0
places_landmark,Kolonádový most,located in the administrative territorial entity,Piešťany,Piešťany,What is the located in the administrative territorial entity of Kolonádový most?,Prague (Czechia),0.0
places_landmark,Sacro Monte di Varese,architect,Giuseppe Bernascone,Giuseppe Bernascone,Who does Sacro Monte di Varese architect?,Donato Bramante,0.0
places_landmark,Moscow Planetarium,located in the administrative territorial entity,Presnensky District,Presnensky District,What is the located in the administrative territorial entity of Moscow Planetarium?,Moscow,0.0
places_landmark,Brandenburg Gate,location,Dorotheenstadt,Dorotheenstadt,What is the location of Brandenburg Gate?,"Berlin, Germany",0.0
places_landmark,Huldah Gates,located in the administrative territorial entity,Jerusalem,Jerusalem,What is the located in the administrative territorial entity of Huldah Gates?,Israel,0.0
places_landmark,Castle of Eger,architectural style,Romanesque architecture,Romanesque architecture,What is the architectural style of Castle of Eger?,Gothic-Renaissance,0.0
places_landmark,Kaufhaus des Westens,owned by,Rinascente,Rinascente,What was Kaufhaus des Westens owned by?,Galeria Karstadt Kaufhof (GKK),0.0
places_landmark,Saviour Church on Nereditsa,religion or worldview,Eastern Orthodoxy,Eastern Orthodoxy,What is the religion or worldview of Saviour Church on Nereditsa?,Pentecostal Christianity,0.0
places_landmark,Ipatiev Monastery,diocese,Diocese of Kostroma,Diocese of Kostroma,What is the diocese of Ipatiev Monastery?,Kirov (Russia),0.0
places_landmark,Mount Etna,heritage designation,World Heritage Site,World Heritage Site,What is the heritage designation of Mount Etna?,UNESCO Global Geopark,0.0
places_landmark,Roman Forum,located in the administrative territorial entity,Rome,Rome,What is the located in the administrative territorial entity of Roman Forum?,Temples,0.0
places_landmark,Al-Aqsa Mosque,architectural style,Islamic architecture,Islamic architecture,What is the architectural style of Al-Aqsa Mosque?,Islamic (Mamluk),0.0
places_landmark,30 St Mary Axe,located in the administrative territorial entity,City of London,City of London,What is the located in the administrative territorial entity of 30 St Mary Axe?,Tower (or 30 St Mary Axe) is located in the City,0.0
places_landmark,Vatican City,head of government,Fernando Vérgez Alzaga,Fernando Vérgez Alzaga,Who is the head of government of Vatican City?,Pope (He is also the head of state),0.0
