subject,relation,object,question,label
Bible Black,original language of film or TV show,Japanese,What is the original language of film or TV show of Bible Black?,Japanese
Kinnikuman Nisei,author,Yudetamago,What is the author of Kinnikuman Nisei?,Yudetamago
Bible Black,developer,Active,What is the developer of Bible Black?,Active
"Papa Datte, Shitai",country of origin,Japan,"What is the country of origin of Papa Datte, Shitai?",Japan
"Papa Datte, Shitai",genre,yaoi,"What is the genre of Papa Datte, Shitai?",yaoi
Bible Black,publisher,Active,What is the publisher of Bible Black?,Active
Voice of Fox,original language of film or TV show,Japanese,What is the original language of film or TV show of Voice of Fox?,Japanese
Voice of Fox,distribution format,video on demand,What is the distribution format of Voice of Fox?,video on demand
Zukkoke Knight - Don De La Mancha,country of origin,Japan,What is the country of origin of Zukkoke Knight - Don De La Mancha?,Japan
Voice of Fox,distributed by,Crunchyroll,What was Voice of Fox distributed by?,Crunchyroll
"Papa Datte, Shitai",language of work or name,Japanese,"What is the language of work or name of Papa Datte, Shitai?",Japanese
Voice of Fox,country of origin,Japan,What is the country of origin of Voice of Fox?,Japan
Harlock Saga,original language of film or TV show,Japanese,What is the original language of film or TV show of Harlock Saga?,Japanese
Zukkoke Knight - Don De La Mancha,original language of film or TV show,Japanese,What is the original language of film or TV show of Zukkoke Knight - Don De La Mancha?,Japanese
Harlock Saga,distribution format,video on demand,What is the distribution format of Harlock Saga?,video on demand
Harlock Saga,country of origin,Japan,What is the country of origin of Harlock Saga?,Japan
Harlock Saga,composer,Kaoru Wada,Who is the composer of Harlock Saga?,Kaoru Wada
Q.E.D.,country of origin,Japan,What is the country of origin of Q.E.D.?,Japan
Q.E.D.,intended public,shōnen,What is the intended public of Q.E.D.?,shōnen
Harlock Saga,director,Yoshio Takeuchi,Who is the director of Harlock Saga?,Yoshio Takeuchi
Lupin the 3rd vs Detective Conan,original language of film or TV show,Japanese,What is the original language of film or TV show of Lupin the 3rd vs Detective Conan?,Japanese
Q.E.D.,author,Motohiro Katou,Who is the author of Q.E.D.?,Motohiro Katou
Lupin the 3rd vs Detective Conan,intended public,shōnen,What is the intended public of Lupin the 3rd vs Detective Conan?,shōnen
Zukkoke Knight - Don De La Mancha,language of work or name,Japanese,What is the language of work or name of Zukkoke Knight - Don De La Mancha?,Japanese
Lupin the 3rd vs Detective Conan,country of origin,Japan,What is the country of origin of Lupin the 3rd vs Detective Conan?,Japan
Lupin the 3rd vs Detective Conan,form of creative work,feature film,What is the form of creative work of Lupin the 3rd vs Detective Conan?,feature film
Lupin the 3rd vs Detective Conan,production company,TMS Entertainment,What is the production company of Lupin the 3rd vs Detective Conan?,TMS Entertainment
Q.E.D.,language of work or name,Japanese,What is the language of work or name of Q.E.D.?,Japanese
Holo no Graffiti,narrative location,Japan,What is the narrative location of Holo no Graffiti?,Japan
Holo no Graffiti,country of origin,Japan,What is the country of origin of Holo no Graffiti?,Japan
Q.E.D.,genre,detective fiction,What is the genre of Q.E.D.?,detective fiction
Holo no Graffiti,original language of film or TV show,Japanese,What is the original language of film or TV show of Holo no Graffiti?,Japanese
Lupin the 3rd vs Detective Conan,screenwriter,Atsushi Maekawa,Who is the screenwriter of Lupin the 3rd vs Detective Conan?,Atsushi Maekawa
Holo no Graffiti,distributed by,Google,What was Holo no Graffiti distributed by?,Google
Lupin the 3rd vs Detective Conan,voice actor,Kanichi Kurita,Who is the voice actor of Lupin the 3rd vs Detective Conan?,Kanichi Kurita
Lupin the 3rd vs Detective Conan,director,Hajime Kamegaki,Who is the director of Lupin the 3rd vs Detective Conan?,Hajime Kamegaki
Holo no Graffiti,producer,Hololive Production,What is the producer of Holo no Graffiti?,Hololive Production
Schick x Evangelion,original language of film or TV show,Japanese,What is the original language of film or TV show of Schick x Evangelion?,Japanese
Holo no Graffiti,genre,parody,What is the genre of Holo no Graffiti?,parody
Holo no Graffiti,main subject,VTuber,What is the main subject of Holo no Graffiti?,VTuber
Idol Land PriPara,part of the series,Pretty Rhythm,What is the part of the series of Idol Land PriPara?,Pretty Rhythm
Idol Land PriPara,original language of film or TV show,Japanese,What is the original language of film or TV show of Idol Land PriPara?,Japanese
Holo no Graffiti,production company,Hololive Production,What is the production company of Holo no Graffiti?,Hololive Production
Holo no Graffiti,publisher,Hololive Production,What is the publisher of Holo no Graffiti?,Hololive Production
Schick x Evangelion,country of origin,Japan,What is the country of origin of Schick x Evangelion?,Japan
Idol Land PriPara,country of origin,Japan,What is the country of origin of Idol Land PriPara?,Japan
Holo no Graffiti,language of work or name,Japanese,What is the language of work or name of Holo no Graffiti?,Japanese
Schick x Evangelion,voice actor,Fumihiko Tachiki,Who is the voice actor of Schick x Evangelion?,Fumihiko Tachiki
Schick x Evangelion,media franchise,Neon Genesis Evangelion,What is the media franchise of Schick x Evangelion?,Neon Genesis Evangelion
W Wish,distribution format,DVD,What is the distribution format of W Wish?,DVD
W Wish,country of origin,Japan,What is the country of origin of W Wish?,Japan
W Wish,original language of film or TV show,Japanese,What is the original language of film or TV show of W Wish?,Japanese
W Wish,developer,PrincessSoft,What is the developer of W Wish?,PrincessSoft
Power DoLLS: Detachment of Limited Line Service,genre,turn-based tactics,What is the genre of Power DoLLS: Detachment of Limited Line Service?,turn-based tactics
Burglars of Baghdad Castle,country of origin,Japan,What is the country of origin of Burglars of Baghdad Castle?,Japan
W Wish,language of work or name,Japanese,What is the language of work or name of W Wish?,Japanese
W Wish,game mode,single-player video game,What is the game mode of W Wish?,single-player video game
Burglars of Baghdad Castle,color,black-and-white,What is the color of Burglars of Baghdad Castle?,black-and-white
Cat Soup Theater,genre,anime,What is the genre of Cat Soup Theater?,anime
Burglars of Baghdad Castle,fabrication method,cutout animation,What is the fabrication method of Burglars of Baghdad Castle?,cutout animation
Burglars of Baghdad Castle,based on,The Thief of Bagdad,What was Burglars of Baghdad Castle based on?,The Thief of Bagdad
Aki Sora,original language of film or TV show,Japanese,What is the original language of film or TV show of Aki Sora?,Japanese
Aki Sora,country of origin,Japan,What is the country of origin of Aki Sora?,Japan
Cat Soup Theater,country of origin,Japan,What is the country of origin of Cat Soup Theater?,Japan
Cat Soup Theater,language of work or name,Japanese,What is the language of work or name of Cat Soup Theater?,Japanese
Cat Soup Theater,original language of film or TV show,Japanese,What is the original language of film or TV show of Cat Soup Theater?,Japanese
Aki Sora,author,Masahiro Itosugi,Who is the author of Aki Sora?,Masahiro Itosugi
Aki Sora,language of work or name,Japanese,What is the language of work or name of Aki Sora?,Japanese
Armitage III: Poly Matrix,country of origin,Japan,What is the country of origin of Armitage III: Poly Matrix?,Japan
Hello Kitty: Stump Village,original language of film or TV show,Japanese,What is the original language of film or TV show of Hello Kitty: Stump Village?,Japanese
Armitage III: Poly Matrix,original language of film or TV show,Japanese,What is the original language of film or TV show of Armitage III: Poly Matrix?,Japanese
Hello Kitty: Stump Village,country of origin,Japan,What is the country of origin of Hello Kitty: Stump Village?,Japan
Armitage III: Poly Matrix,director,Takuya Satō,Who is the director of Armitage III: Poly Matrix?,Takuya Satō
Ranma ½ One Grew Over the Kuno's Nest,original language of film or TV show,Japanese,What is the original language of film or TV show of Ranma ½ One Grew Over the Kuno's Nest?,Japanese
Ranma ½ One Grew Over the Kuno's Nest,country of origin,Japan,What is the country of origin of Ranma ½ One Grew Over the Kuno's Nest?,Japan
Ranma ½ One Grew Over the Kuno's Nest,based on,Ranma ½,What was Ranma ½ One Grew Over the Kuno's Nest based on?,Ranma ½
Armitage III: Poly Matrix,language of work or name,Japanese,What is the language of work or name of Armitage III: Poly Matrix?,Japanese
Hello Kitty: Stump Village,language of work or name,Japanese,What is the language of work or name of Hello Kitty: Stump Village?,Japanese
Armitage III: Poly Matrix,genre,cyberpunk,What is the genre of Armitage III: Poly Matrix?,cyberpunk
Ranma ½ One Grew Over the Kuno's Nest,main subject,high school student,What is the main subject of Ranma ½ One Grew Over the Kuno's Nest?,high school student
Ranma ½ One Grew Over the Kuno's Nest,distributed by,Dynit,What was Ranma ½ One Grew Over the Kuno's Nest distributed by?,Dynit
The Rebirth of Buddha,country of origin,Japan,What is the country of origin of The Rebirth of Buddha?,Japan
The Rebirth of Buddha,original language of film or TV show,Japanese,What is the original language of film or TV show of The Rebirth of Buddha?,Japanese
The Rebirth of Buddha,production company,Group TAC,What is the production company of The Rebirth of Buddha?,Group TAC
Ranma ½ One Grew Over the Kuno's Nest,director,Junji Nishimura,Who is the director of Ranma ½ One Grew Over the Kuno's Nest?,Junji Nishimura
The Rebirth of Buddha,creator,IRH Press,What is the creator of The Rebirth of Buddha?,IRH Press
The Rebirth of Buddha,director,Takaaki Ishiyama,Who is the director of The Rebirth of Buddha?,Takaaki Ishiyama
The Rebirth of Buddha,art director,Masaru Sato,Who is the art director of The Rebirth of Buddha?,Masaru Sato
Lupin VIII,country of origin,Japan,What is the country of origin of Lupin VIII?,Japan
The Rebirth of Buddha,screenwriter,Hiroshi,Who is the screenwriter of The Rebirth of Buddha?,Hiroshi
Chō Supercar Gattiger,follows,The Great Grape Ape Show,What does Chō Supercar Gattiger follow?,The Great Grape Ape Show
The Rebirth of Buddha,executive producer,Ryūhō Ōkawa,Who is the executive producer of The Rebirth of Buddha?,Ryūhō Ōkawa
Lupin VIII,production company,TMS Entertainment,What is the production company of Lupin VIII?,TMS Entertainment
Lupin VIII,language of work or name,Japanese,What is the language of work or name of Lupin VIII?,Japanese
Lupin VIII,director,Rintaro,Who is the director of Lupin VIII?,Rintaro
The Rebirth of Buddha,distributed by,Toei Company,What was The Rebirth of Buddha distributed by?,Toei Company
Chō Supercar Gattiger,original language of film or TV show,Japanese,What is the original language of film or TV show of Chō Supercar Gattiger?,Japanese
Chō Supercar Gattiger,language of work or name,Japanese,What is the language of work or name of Chō Supercar Gattiger?,Japanese
Chō Supercar Gattiger,original broadcaster,TV Tokyo,What is the original broadcaster of Chō Supercar Gattiger?,TV Tokyo
Chō Supercar Gattiger,country of origin,Japan,What is the country of origin of Chō Supercar Gattiger?,Japan
The Rebirth of Buddha,character designer,Masami Suda,Who is the character designer of The Rebirth of Buddha?,Masami Suda
Demon Beast Invasion,country of origin,Japan,What is the country of origin of Demon Beast Invasion?,Japan
Ehrgeiz,original language of film or TV show,Japanese,What is the original language of film or TV show of Ehrgeiz?,Japanese
Demon Beast Invasion,original language of film or TV show,Japanese,What is the original language of film or TV show of Demon Beast Invasion?,Japanese
Aikatsu on Parade!,country of origin,Japan,What is the country of origin of Aikatsu on Parade!?,Japan
Five Numbers!,original language of film or TV show,Japanese,What is the original language of film or TV show of Five Numbers!?,Japanese
Bible Black,game mode,single-player video game,What is the game mode of Bible Black?,single-player video game
Aikatsu on Parade!,original language of film or TV show,Japanese,What is the original language of film or TV show of Aikatsu on Parade!?,Japanese
Ehrgeiz,country of origin,Japan,What is the country of origin of Ehrgeiz?,Japan
Bible Black,country of origin,Japan,What is the country of origin of Bible Black?,Japan
Ehrgeiz,genre,mecha,What is the genre of Ehrgeiz?,mecha
Aikatsu on Parade!,production company,Bandai Namco Pictures,What is the production company of Aikatsu on Parade!?,Bandai Namco Pictures
Jankenman,country of origin,Japan,What is the country of origin of Jankenman?,Japan
Aikatsu on Parade!,publisher,Bandai,What is the publisher of Aikatsu on Parade!?,Bandai
Demon Beast Invasion,genre,hentai,What is the genre of Demon Beast Invasion?,hentai
Demon Beast Invasion,author,Toshio Maeda,Who is the author of Demon Beast Invasion?,Toshio Maeda
Bible Black,distribution format,compact disc,What is the distribution format of Bible Black?,compact disc
Aikatsu on Parade!,language of work or name,Japanese,What is the language of work or name of Aikatsu on Parade!?,Japanese
Doraemon: Nobita and the Green Giant Legend,original language of film or TV show,Japanese,What is the original language of film or TV show of Doraemon: Nobita and the Green Giant Legend?,Japanese
Doraemon: Nobita and the Green Giant Legend,country of origin,Japan,What is the country of origin of Doraemon: Nobita and the Green Giant Legend?,Japan
Bible Black,language of work or name,Japanese,What is the language of work or name of Bible Black?,Japanese
Jankenman,platform,Game Boy,What is the platform of Jankenman?,Game Boy
Doraemon: Nobita and the Green Giant Legend,main subject,house cat,What is the main subject of Doraemon: Nobita and the Green Giant Legend?,house cat
Kowarekake no Orgel,original language of film or TV show,Japanese,What is the original language of film or TV show of Kowarekake no Orgel?,Japanese
Doraemon: Nobita and the Green Giant Legend,distributed by,Toho,What was Doraemon: Nobita and the Green Giant Legend distributed by?,Toho
Rescue Me!,intended public,shōnen,What is the intended public of Rescue Me!?,shōnen
Doraemon: Nobita and the Green Giant Legend,screenwriter,Hiroshi Ōnogi,Who is the screenwriter of Doraemon: Nobita and the Green Giant Legend?,Hiroshi Ōnogi
Jankenman,genre,action game,What is the genre of Jankenman?,action game
Doraemon: Nobita and the Green Giant Legend,film editor,Toshihiko Kojima,Who is the film editor of Doraemon: Nobita and the Green Giant Legend?,Toshihiko Kojima
Doraemon: Nobita and the Green Giant Legend,director,Ayumu Watanabe,Who is the director of Doraemon: Nobita and the Green Giant Legend?,Ayumu Watanabe
Kowarekake no Orgel,director,Keiichiro Kawaguchi,Who is the director of Kowarekake no Orgel?,Keiichiro Kawaguchi
Euphoria,country of origin,Japan,What is the country of origin of Euphoria?,Japan
Euphoria,input device,computer keyboard,What is the input device of Euphoria?,computer keyboard
Rescue Me!,author,Makita Keiharu,Who is the author of Rescue Me!?,Makita Keiharu
Euphoria,original language of film or TV show,Japanese,What is the original language of film or TV show of Euphoria?,Japanese
Euphoria,distribution format,DVD,What is the distribution format of Euphoria?,DVD
Euphoria,publisher,CLOCKUP,What is the publisher of Euphoria?,CLOCKUP
Euphoria,game mode,single-player video game,What is the game mode of Euphoria?,single-player video game
Peeping Life,original language of film or TV show,Japanese,What is the original language of film or TV show of Peeping Life?,Japanese
Euphoria,language of work or name,Japanese,What is the language of work or name of Euphoria?,Japanese
Euphoria,developer,CLOCKUP,What is the developer of Euphoria?,CLOCKUP
Peeping Life,distribution format,video on demand,What is the distribution format of Peeping Life?,video on demand
Running Boy: Star Soldier no Himitsu,original language of film or TV show,Japanese,What is the original language of film or TV show of Running Boy: Star Soldier no Himitsu?,Japanese
Peeping Life,distributed by,Crunchyroll,What was Peeping Life distributed by?,Crunchyroll
Running Boy: Star Soldier no Himitsu,country of origin,Japan,What is the country of origin of Running Boy: Star Soldier no Himitsu?,Japan
Tesagure! Bukatsu-mono,country of origin,Japan,What is the country of origin of Tesagure! Bukatsu-mono?,Japan
Tesagure! Bukatsu-mono,composer,Jun Ōtomo,Who is the composer of Tesagure! Bukatsu-mono?,Jun Ōtomo
Tesagure! Bukatsu-mono,distributed by,Crunchyroll,What was Tesagure! Bukatsu-mono distributed by?,Crunchyroll
Giovanni's Island,distributed by,Warner Bros.,What was Giovanni's Island distributed by?,Warner Bros.
Tesagure! Bukatsu-mono,distribution format,video on demand,What is the distribution format of Tesagure! Bukatsu-mono?,video on demand
Giovanni's Island,country of origin,Japan,What is the country of origin of Giovanni's Island?,Japan
Giovanni's Island,production company,Production I.G,What is the production company of Giovanni's Island?,Production I.G
Giovanni's Island,screenwriter,Yoshiki Sakurai,Who is the screenwriter of Giovanni's Island?,Yoshiki Sakurai
Giovanni's Island,director,Mizuho Nishikubo,Who is the director of Giovanni's Island?,Mizuho Nishikubo
Giovanni's Island,producer,Mitsuhisa Ishikawa,Who is the producer of Giovanni's Island?,Mitsuhisa Ishikawa
IDOLM@STER SideM,input device,touchscreen,What is the input device of IDOLM@STER SideM?,touchscreen
IDOLM@STER SideM,distribution format,video on demand,What is the distribution format of IDOLM@STER SideM?,video on demand
Tabimachi Late Show,original language of film or TV show,Japanese,What is the original language of film or TV show of Tabimachi Late Show?,Japanese
Pan de Peace!,distribution format,video on demand,What is the distribution format of Pan de Peace!?,video on demand
Pan de Peace!,country of origin,Japan,What is the country of origin of Pan de Peace!?,Japan
Tabimachi Late Show,country of origin,Japan,What is the country of origin of Tabimachi Late Show?,Japan
This Boy Is a Professional Wizard,country of origin,Japan,What is the country of origin of This Boy Is a Professional Wizard?,Japan
Tabimachi Late Show,distributed by,Crunchyroll,What was Tabimachi Late Show distributed by?,Crunchyroll
Gakuen Handsome,distribution format,video on demand,What is the distribution format of Gakuen Handsome?,video on demand
Gakuen Handsome,original language of film or TV show,Japanese,What is the original language of film or TV show of Gakuen Handsome?,Japanese
Gakuen Handsome,distributed by,Crunchyroll,What was Gakuen Handsome distributed by?,Crunchyroll
Pan de Peace!,language of work or name,Japanese,What is the language of work or name of Pan de Peace!?,Japanese
Gakuen Handsome,country of origin,Japan,What is the country of origin of Gakuen Handsome?,Japan
Pan de Peace!,distributed by,Crunchyroll,What was Pan de Peace! distributed by?,Crunchyroll
This Boy Is a Professional Wizard,distribution format,video on demand,What is the distribution format of This Boy Is a Professional Wizard?,video on demand
Tabimachi Late Show,distribution format,video on demand,What is the distribution format of Tabimachi Late Show?,video on demand
Gakuen Handsome,genre,dating sim,What is the genre of Gakuen Handsome?,dating sim
This Boy Is a Professional Wizard,original language of film or TV show,Japanese,What is the original language of film or TV show of This Boy Is a Professional Wizard?,Japanese
This Boy Is a Professional Wizard,distributed by,Crunchyroll,What was This Boy Is a Professional Wizard distributed by?,Crunchyroll
Kurokan,distributed by,Crunchyroll,What was Kurokan distributed by?,Crunchyroll
Double Hard,distributed by,Crunchyroll,What was Double Hard distributed by?,Crunchyroll
Kurokan,language of work or name,Japanese,What is the language of work or name of Kurokan?,Japanese
Tenshi no Drop,intended public,shōnen,What is the intended public of Tenshi no Drop?,shōnen
YōYō no Neko Tsumami,original language of film or TV show,Japanese,What is the original language of film or TV show of YōYō no Neko Tsumami?,Japanese
Kurokan,distribution format,video on demand,What is the distribution format of Kurokan?,video on demand
Kurokan,country of origin,Japan,What is the country of origin of Kurokan?,Japan
This Boy Is a Professional Wizard,language of work or name,Japanese,What is the language of work or name of This Boy Is a Professional Wizard?,Japanese
YōYō no Neko Tsumami,country of origin,Japan,What is the country of origin of YōYō no Neko Tsumami?,Japan
Double Hard,distribution format,video on demand,What is the distribution format of Double Hard?,video on demand
THE LIFE OF GREAT HERMES,country of origin,Japan,What is the country of origin of THE LIFE OF GREAT HERMES?,Japan
Tenshi no Drop,country of origin,Japan,What is the country of origin of Tenshi no Drop?,Japan
Tenshi no Drop,author,Chizuna Nakajima,Who is the author of Tenshi no Drop?,Chizuna Nakajima
Horror News,distribution format,video on demand,What is the distribution format of Horror News?,video on demand
Horror News,distributed by,Crunchyroll,What was Horror News distributed by?,Crunchyroll
THE LIFE OF GREAT HERMES,original language of film or TV show,Japanese,What is the original language of film or TV show of THE LIFE OF GREAT HERMES?,Japanese
THE LIFE OF GREAT HERMES,author,Ryūhō Ōkawa,Who is the author of THE LIFE OF GREAT HERMES?,Ryūhō Ōkawa
Tenshi no Drop,language of work or name,Japanese,What is the language of work or name of Tenshi no Drop?,Japanese
THE LIFE OF GREAT HERMES,distributed by,Toei Company,What was THE LIFE OF GREAT HERMES distributed by?,Toei Company
THE LIFE OF GREAT HERMES,language of work or name,Japanese,What is the language of work or name of THE LIFE OF GREAT HERMES?,Japanese
THE LIFE OF GREAT HERMES,production company,SONY PCL,What is the production company of THE LIFE OF GREAT HERMES?,SONY PCL
THE LIFE OF GREAT HERMES,director,Tetsuo Imazawa,Who is the director of THE LIFE OF GREAT HERMES?,Tetsuo Imazawa
THE LIFE OF GREAT HERMES,executive producer,Ryūhō Ōkawa,Who is the executive producer of THE LIFE OF GREAT HERMES?,Ryūhō Ōkawa
Crimson Wolf,language of work or name,Japanese,What is the language of work or name of Crimson Wolf?,Japanese
THE LIFE OF GREAT HERMES,art director,Tatsuya Kushida,Who is the art director of THE LIFE OF GREAT HERMES?,Tatsuya Kushida
Crimson Wolf,country of origin,Japan,What is the country of origin of Crimson Wolf?,Japan
The Black Cat,country of origin,Japan,What is the country of origin of The Black Cat?,Japan
THE LIFE OF GREAT HERMES,creator,IRH Press,What is the creator of THE LIFE OF GREAT HERMES?,IRH Press
Rinshi!! Ekoda-chan,language of work or name,Japanese,What is the language of work or name of Rinshi!! Ekoda-chan?,Japanese
The Black Cat,color,black-and-white,What is the color of The Black Cat?,black-and-white
The Black Cat,original language of film or TV show,Japanese,What is the original language of film or TV show of The Black Cat?,Japanese
Crimson Wolf,director,Shōichi Masuo,Who is the director of Crimson Wolf?,Shōichi Masuo
Chain Chronicle,country of origin,Japan,What is the country of origin of Chain Chronicle?,Japan
The Black Cat,genre,animated film,What is the genre of The Black Cat?,animated film
Chain Chronicle,publisher,Sega,What is the publisher of Chain Chronicle?,Sega
Chain Chronicle,performer,Aya Uchida,Who does Chain Chronicle performer?,Aya Uchida
Chain Chronicle,input device,touchscreen,What is the input device of Chain Chronicle?,touchscreen
Chain Chronicle,developer,Sega Interactive,What is the developer of Chain Chronicle?,Sega Interactive
Chain Chronicle,distribution format,video on demand,What is the distribution format of Chain Chronicle?,video on demand
IDOLM@STER SideM,character designer,Haruko Iizuka,Who is the character designer of IDOLM@STER SideM?,Haruko Iizuka
Chain Chronicle,genre,J-pop,What is the genre of Chain Chronicle?,J-pop
IDOLM@STER SideM,business model,free-to-play,What is the business model of IDOLM@STER SideM?,free-to-play
The Laws of the Sun,country of origin,Japan,What is the country of origin of The Laws of the Sun?,Japan
The Laws of the Sun,followed by,The Golden Laws,What was The Laws of the Sun followed by?,The Golden Laws
The Laws of the Sun,author,Ryūhō Ōkawa,Who is the author of The Laws of the Sun?,Ryūhō Ōkawa
Kiitaro's Yokai Picture Diary,distributed by,Crunchyroll,What was Kiitaro's Yokai Picture Diary distributed by?,Crunchyroll
The Laws of the Sun,original language of film or TV show,Japanese,What is the original language of film or TV show of The Laws of the Sun?,Japanese
Kiitaro's Yokai Picture Diary,distribution format,video on demand,What is the distribution format of Kiitaro's Yokai Picture Diary?,video on demand
The Laws of the Sun,language of work or name,Japanese,What is the language of work or name of The Laws of the Sun?,Japanese
This Boy Suffers from Crystallization,distributed by,Crunchyroll,What was This Boy Suffers from Crystallization distributed by?,Crunchyroll
This Boy Suffers from Crystallization,original language of film or TV show,Japanese,What is the original language of film or TV show of This Boy Suffers from Crystallization?,Japanese
