subject,relation,object,question,label
Alipi Kostadinov,place of birth,Petrovice u Sušice,What is the place of birth of Alipi Kostadinov?,Petrovice u Sušice
Wally Albright,place of birth,Burbank,What is the place of birth of Wally Albright?,Burbank
Alipi Kostadinov,sport,cycle sport,What is the sport of Alipi Kostadinov?,cycle sport
Wladimir Klitschko,field of work,boxing,What is the field of work of Wladimir Klitschko?,boxing
Matti Nykänen,sex or gender,male,What is the sex or gender of Matti Nykänen?,male
Wladimir Klitschko,partner in business or sport,Vitali Klitschko,Who is the partner in business or sport of Wladimir Klitschko?,Vitali Klitschko
Alipi Kostadinov,sex or gender,male,What is the sex or gender of Alipi Kostadinov?,male
Wladimir Klitschko,sport,boxing,What is the sport of Wladimir Klitschko?,boxing
Wladimir Klitschko,unmarried partner,Hayden Panettiere,Who is the unmarried partner of Wladimir Klitschko?,Hayden Panettiere
Wladimir Klitschko,academic degree,doctorate,What is the academic degree of Wladimir Klitschko?,doctorate
Wladimir Klitschko,place of birth,Semey,What is the place of birth of Wladimir Klitschko?,Semey
Jiří Kučera,sport,ice hockey,What is the sport of Jiří Kučera?,ice hockey
Wladimir Klitschko,sex or gender,male,What is the sex or gender of Wladimir Klitschko?,male
Jiří Kučera,drafted by,Pittsburgh Penguins,What was Jiří Kučera drafted by?,Pittsburgh Penguins
Jiří Kučera,position played on team / speciality,centre,What is the position played on team / speciality of Jiří Kučera?,centre
Wladimir Klitschko,father,Volodymyr Klychko,Who is the father of Wladimir Klitschko?,Volodymyr Klychko
Wally Albright,native language,English,What is the native language of Wally Albright?,English
Mark Verstegen,field of work,physical fitness,What is the field of work of Mark Verstegen?,physical fitness
Mark Verstegen,sex or gender,male,What is the sex or gender of Mark Verstegen?,male
Wally Albright,sex or gender,male,What is the sex or gender of Wally Albright?,male
Wally Albright,residence,Burbank,What is the residence of Wally Albright?,Burbank
Wally Albright,writing language,English,What is the writing language of Wally Albright?,English
Mark Verstegen,given name,Mark,Who is the given name of Mark Verstegen?,Mark
Lenka Ledvinová,sport,athletics,What is the sport of Lenka Ledvinová?,athletics
Jiří Kučera,sex or gender,male,What is the sex or gender of Jiří Kučera?,male
Wally Albright,family name,Albright,Who is the family name of Wally Albright?,Albright
Chuck Liddell,educated at,California Polytechnic State University,What was Chuck Liddell educated at?,California Polytechnic State University
Andrea Sestini Hlaváčková,sex or gender,female,What is the sex or gender of Andrea Sestini Hlaváčková?,female
Chuck Liddell,field of work,sport,What is the field of work of Chuck Liddell?,sport
Lenka Ledvinová,place of birth,Domažlice,What is the place of birth of Lenka Ledvinová?,Domažlice
Chuck Liddell,place of birth,Santa Barbara,What is the place of birth of Chuck Liddell?,Santa Barbara
Chuck Liddell,sex or gender,male,What is the sex or gender of Chuck Liddell?,male
Franciszek Hynek,conflict,World War I,What is the conflict of Franciszek Hynek?,World War I
Lenka Ledvinová,sex or gender,female,What is the sex or gender of Lenka Ledvinová?,female
Jefferson Pérez,sport,athletics,What is the sport of Jefferson Pérez?,athletics
Michal Bílek,sport,association football,What is the sport of Michal Bílek?,association football
Michal Bílek,position played on team / speciality,midfielder,What is the position played on team / speciality of Michal Bílek?,midfielder
Michal Bílek,place of birth,Prague,What is the place of birth of Michal Bílek?,Prague
Andrea Sestini Hlaváčková,residence,Monte Carlo,Who is the residence of Andrea Sestini Hlaváčková?,Monte Carlo
Andrea Sestini Hlaváčková,playing hand,right-handedness,What is the playing hand of Andrea Sestini Hlaváčková?,right-handedness
Milovan Zoričić,work location,Zagreb,What is the work location of Milovan Zoričić?,Zagreb
Andrea Sestini Hlaváčková,sport,tennis,What is the sport of Andrea Sestini Hlaváčková?,tennis
Andrea Sestini Hlaváčková,significant event,wedding,What is the significant event of Andrea Sestini Hlaváčková?,wedding
Michal Bílek,sex or gender,male,What is the sex or gender of Michal Bílek?,male
Franciszek Hynek,place of death,Nowa Karczma,What is the place of death of Franciszek Hynek?,Nowa Karczma
Milovan Zoričić,educated at,University of Zagreb,What was Milovan Zoričić educated at?,University of Zagreb
Milovan Zoričić,place of burial,Mirogoj Cemetery,What is the place of burial of Milovan Zoričić?,Mirogoj Cemetery
Franciszek Hynek,sex or gender,male,What is the sex or gender of Franciszek Hynek?,male
Ivan Hlinka,cause of death,traffic collision,What is the cause of death of Ivan Hlinka?,traffic collision
Ivan Hlinka,sport,ice hockey,What is the sport of Ivan Hlinka?,ice hockey
Ivan Hlinka,place of birth,Most,What is the place of birth of Ivan Hlinka?,Most
Ivan Hlinka,place of burial,Olšany Cemetery,What is the place of burial of Ivan Hlinka?,Olšany Cemetery
Ivan Hlinka,sex or gender,male,What is the sex or gender of Ivan Hlinka?,male
Jørgen Peter Müller,sport,artistic gymnastics,What is the sport of Jørgen Peter Müller?,artistic gymnastics
Jørgen Peter Müller,place of birth,Asserballe,What is the place of birth of Jørgen Peter Müller?,Asserballe
Jørgen Peter Müller,place of death,Aarhus,What is the place of death of Jørgen Peter Müller?,Aarhus
Florence Griffith Joyner,ethnic group,African Americans,What is the ethnic group of Florence Griffith Joyner?,African Americans
Florence Griffith Joyner,spouse,Al Joyner,Who is the spouse of Florence Griffith Joyner?,Al Joyner
Florence Griffith Joyner,place of death,Mission Viejo,What is the place of death of Florence Griffith Joyner?,Mission Viejo
Florence Griffith Joyner,sex or gender,female,What is the sex or gender of Florence Griffith Joyner?,female
Jørgen Peter Müller,sex or gender,male,What is the sex or gender of Jørgen Peter Müller?,male
Jørgen Peter Müller,family name,Müller,Who is the family name of Jørgen Peter Müller?,Müller
Sheila Taormina,place of birth,Livonia,What is the place of birth of Sheila Taormina?,Livonia
Hugó Payr,sport,wrestling,What is the sport of Hugó Payr?,wrestling
Hugó Payr,place of death,Budapest,What is the place of death of Hugó Payr?,Budapest
Hugó Payr,educated at,Eötvös Loránd University,What was Hugó Payr educated at?,Eötvös Loránd University
Sheila Taormina,sex or gender,female,What is the sex or gender of Sheila Taormina?,female
Hugó Payr,sex or gender,male,What is the sex or gender of Hugó Payr?,male
Hugó Payr,place of birth,Budapest,What is the place of birth of Hugó Payr?,Budapest
Florence Griffith Joyner,medical condition,epilepsy,What is the medical condition of Florence Griffith Joyner?,epilepsy
Florence Griffith Joyner,sport,athletics,What is the sport of Florence Griffith Joyner?,athletics
Florence Griffith Joyner,cause of death,epilepsy,What is the cause of death of Florence Griffith Joyner?,epilepsy
Tibor Pettkó-Szandtner,place of birth,Pezinok,What is the place of birth of Tibor Pettkó-Szandtner?,Pezinok
Pavel Horváth,place of birth,Prague,What is the place of birth of Pavel Horváth?,Prague
Tibor Pettkó-Szandtner,sex or gender,male,What is the sex or gender of Tibor Pettkó-Szandtner?,male
Pavel Horváth,sex or gender,male,What is the sex or gender of Pavel Horváth?,male
Ivan Poddubny,ethnic group,Ukrainians,What is the ethnic group of Ivan Poddubny?,Ukrainians
Ivan Poddubny,sport,wrestling,What is the sport of Ivan Poddubny?,wrestling
Stan Mikita,sport,ice hockey,What is the sport of Stan Mikita?,ice hockey
Ivan Poddubny,manner of death,natural causes,What is the manner of death of Ivan Poddubny?,natural causes
Stan Mikita,member of sports team,Chicago Blackhawks,What is the member of sports team of Stan Mikita?,Chicago Blackhawks
Stan Mikita,place of death,Chicago,What is the place of death of Stan Mikita?,Chicago
Ivan Poddubny,sex or gender,male,What is the sex or gender of Ivan Poddubny?,male
Stan Mikita,field of work,ice hockey,What is the field of work of Stan Mikita?,ice hockey
Stan Mikita,position played on team / speciality,centre,What is the position played on team / speciality of Stan Mikita?,centre
Pavel Horváth,position played on team / speciality,midfielder,What is the position played on team / speciality of Pavel Horváth?,midfielder
Stan Mikita,sex or gender,male,What is the sex or gender of Stan Mikita?,male
Pavel Horváth,sport,association football,What is the sport of Pavel Horváth?,association football
Věra Suková,sport,tennis,What is the sport of Věra Suková?,tennis
Věra Suková,handedness,right-handedness,What is the handedness of Věra Suková?,right-handedness
Věra Suková,playing hand,right-handedness,What is the playing hand of Věra Suková?,right-handedness
Věra Suková,place of death,Prague,What is the place of death of Věra Suková?,Prague
Věra Suková,manner of death,natural causes,What is the manner of death of Věra Suková?,natural causes
Věra Suková,sex or gender,female,What is the sex or gender of Věra Suková?,female
Věra Suková,place of burial,Olšany Cemetery,What is the place of burial of Věra Suková?,Olšany Cemetery
Akebono Tarō,native language,English,What is the native language of Akebono Tarō?,English
Věra Suková,cause of death,brain cancer,What is the cause of death of Věra Suková?,brain cancer
Akebono Tarō,manner of death,natural causes,What is the manner of death of Akebono Tarō?,natural causes
Akebono Tarō,place of death,Tokyo,What is the place of death of Akebono Tarō?,Tokyo
Jörg Löhr,place of birth,Berlin,What is the place of birth of Jörg Löhr?,Berlin
Natascha Badmann,sport,triathlon,What is the sport of Natascha Badmann?,triathlon
Jörg Löhr,country of citizenship,Germany,What is the country of citizenship of Jörg Löhr?,Germany
József Révay,place of death,Gyömrő,Who is the place of death of József Révay?,Gyömrő
Akebono Tarō,sex or gender,male,What is the sex or gender of Akebono Tarō?,male
József Révay,sport,ice hockey,What is the sport of József Révay?,ice hockey
Jörg Löhr,sex or gender,male,What is the sex or gender of Jörg Löhr?,male
József Révay,position played on team / speciality,centre,What is the position played on team / speciality of József Révay?,centre
József Révay,educated at,Eötvös Loránd University,What was József Révay educated at?,Eötvös Loránd University
József Révay,place of burial,Farkasréti Cemetery,What is the place of burial of József Révay?,Farkasréti Cemetery
Natascha Badmann,sex or gender,female,What is the sex or gender of Natascha Badmann?,female
József Révay,sex or gender,male,What is the sex or gender of József Révay?,male
Joey Kelly,place of birth,Toledo,What is the place of birth of Joey Kelly?,Toledo
Sakyong Mipham,father,Chögyam Trungpa,Who is the father of Sakyong Mipham?,Chögyam Trungpa
Kenzō Awa,country of citizenship,Japan,What is the country of citizenship of Kenzō Awa?,Japan
Jörg Löhr,sport,handball,What is the sport of Jörg Löhr?,handball
Kenzō Awa,sex or gender,male,What is the sex or gender of Kenzō Awa?,male
Sakyong Mipham,noble title,Tulku,Who is the noble title of Sakyong Mipham?,Tulku
Natascha Badmann,sponsor,Red Bull GmbH,What does Natascha Badmann sponsor?,Red Bull GmbH
Joey Kelly,sex or gender,male,What is the sex or gender of Joey Kelly?,male
Joey Kelly,instrument,voice,What is the instrument of Joey Kelly?,voice
Sakyong Mipham,sex or gender,male,What is the sex or gender of Sakyong Mipham?,male
Jarmila Nygrýnová,sport,athletics,What is the sport of Jarmila Nygrýnová?,athletics
Jarmila Nygrýnová,spouse,Alfred Strejček,Who is the spouse of Jarmila Nygrýnová?,Alfred Strejček
Joey Kelly,family name,Kelly,Who is the family name of Joey Kelly?,Kelly
Jarmila Nygrýnová,sex or gender,female,What is the sex or gender of Jarmila Nygrýnová?,female
Jarmila Nygrýnová,cause of death,cancer,What is the cause of death of Jarmila Nygrýnová?,cancer
Jarmila Nygrýnová,manner of death,natural causes,What is the manner of death of Jarmila Nygrýnová?,natural causes
Dave Bautista,native language,English,What is the native language of Dave Bautista?,English
Dave Bautista,educated at,Wakefield High School,What was Dave Bautista educated at?,Wakefield High School
Archelaus I of Macedon,family,Argead dynasty,What is the family of Archelaus I of Macedon?,Argead dynasty
Archelaus I of Macedon,place of birth,Macedonia,What is the place of birth of Archelaus I of Macedon?,Macedonia
Archelaus I of Macedon,place of death,Macedonia,What is the place of death of Archelaus I of Macedon?,Macedonia
Archelaus I of Macedon,religion or worldview,Ancient Greek religion,What is the religion or worldview of Archelaus I of Macedon?,Ancient Greek religion
Dave Bautista,sex or gender,male,What is the sex or gender of Dave Bautista?,male
Archelaus I of Macedon,country of citizenship,Macedonia,What is the country of citizenship of Archelaus I of Macedon?,Macedonia
Dave Bautista,place of birth,"Washington, D.C.",What is the place of birth of Dave Bautista?,"Washington, D.C."
George Genereux,country for sport,Canada,What is the country for sport of George Genereux?,Canada
George Genereux,country of citizenship,Canada,What is the country of citizenship of George Genereux?,Canada
George Genereux,place of birth,Saskatoon,What is the place of birth of George Genereux?,Saskatoon
George Genereux,given name,George,Who is the given name of George Genereux?,George
George Genereux,place of death,Saskatoon,What is the place of death of George Genereux?,Saskatoon
Archelaus I of Macedon,sex or gender,male,What is the sex or gender of Archelaus I of Macedon?,male
Jerry Moffatt,country of citizenship,United Kingdom,What is the country of citizenship of Jerry Moffatt?,United Kingdom
George Genereux,occupation,athlete,What is the occupation of George Genereux?,athlete
George Genereux,sex or gender,male,What is the sex or gender of George Genereux?,male
Jerry Moffatt,educated at,"St David's College, Llandudno",What was Jerry Moffatt educated at?,"St David's College, Llandudno"
Jerry Moffatt,sex or gender,male,What is the sex or gender of Jerry Moffatt?,male
Miroslav Dvořák,drafted by,Philadelphia Flyers,What was Miroslav Dvořák drafted by?,Philadelphia Flyers
Miroslav Dvořák,member of sports team,Philadelphia Flyers,What is the member of sports team of Miroslav Dvořák?,Philadelphia Flyers
Miroslav Dvořák,manner of death,natural causes,What is the manner of death of Miroslav Dvořák?,natural causes
Miroslav Dvořák,sport,ice hockey,What is the sport of Miroslav Dvořák?,ice hockey
Miroslav Dvořák,cause of death,esophageal cancer,What is the cause of death of Miroslav Dvořák?,esophageal cancer
Stan Mikita,country for sport,Canada,What is the country for sport of Stan Mikita?,Canada
Miroslav Dvořák,sex or gender,male,What is the sex or gender of Miroslav Dvořák?,male
Dave Bautista,writing language,English,What is the writing language of Dave Bautista?,English
Iloosh Khoshabe,country of citizenship,Iran,What is the country of citizenship of Iloosh Khoshabe?,Iran
Iloosh Khoshabe,sex or gender,male,What is the sex or gender of Iloosh Khoshabe?,male
Dave Bautista,notable work,Guardians of the Galaxy,What is the notable work of Dave Bautista?,Guardians of the Galaxy
Gustl Berauer,conflict,World War II,What is the conflict of Gustl Berauer?,World War II
Guido Köstermeyer,country of citizenship,Germany,What is the country of citizenship of Guido Köstermeyer?,Germany
Karol Jablonski,sport,ice sailing,What is the sport of Karol Jablonski?,ice sailing
Gustl Berauer,sex or gender,male,What is the sex or gender of Gustl Berauer?,male
Gustl Berauer,sport,Nordic combined,What is the sport of Gustl Berauer?,Nordic combined
Karol Jablonski,occupation,athlete,What is the occupation of Karol Jablonski?,athlete
Karol Jablonski,sex or gender,male,What is the sex or gender of Karol Jablonski?,male
Guido Köstermeyer,work location,Erlangen,What is the work location of Guido Köstermeyer?,Erlangen
Guido Köstermeyer,sport,sport climbing,What is the sport of Guido Köstermeyer?,sport climbing
Guido Köstermeyer,place of birth,Minden,What is the place of birth of Guido Köstermeyer?,Minden
Olga Fikotová,residence,Libiš,What is the residence of Olga Fikotová?,Libiš
Guido Köstermeyer,sex or gender,male,What is the sex or gender of Guido Köstermeyer?,male
Jean-Baptiste Charcot,place of death,Iceland,What is the place of death of Jean-Baptiste Charcot?,Iceland
Olga Fikotová,given name,Olga,Who is the given name of Olga Fikotová?,Olga
Jean-Baptiste Charcot,field of work,physician,What is the field of work of Jean-Baptiste Charcot?,physician
Petr Smíšek,sex or gender,male,What is the sex or gender of Petr Smíšek?,male
Jean-Baptiste Charcot,father,Jean-Martin Charcot,Who is the father of Jean-Baptiste Charcot?,Jean-Martin Charcot
Jean-Baptiste Charcot,sex or gender,male,What is the sex or gender of Jean-Baptiste Charcot?,male
Jean-Baptiste Charcot,educated at,École alsacienne,What was Jean-Baptiste Charcot educated at?,École alsacienne
Heide Rosendahl,educated at,German Sport University Cologne,What was Heide Rosendahl educated at?,German Sport University Cologne
Heide Rosendahl,child,Danny Ecker,Who is the child of Heide Rosendahl?,Danny Ecker
Heide Rosendahl,country of citizenship,Germany,What is the country of citizenship of Heide Rosendahl?,Germany
Petr Smíšek,position played on team / speciality,forward,What is the position played on team / speciality of Petr Smíšek?,forward
Jean-Baptiste Charcot,cause of death,shipwrecking,What is the cause of death of Jean-Baptiste Charcot?,shipwrecking
Petr Smíšek,sport,association football,What is the sport of Petr Smíšek?,association football
Heide Rosendahl,sex or gender,female,What is the sex or gender of Heide Rosendahl?,female
Ana Mendieta,place of death,New York City,What is the place of death of Ana Mendieta?,New York City
Ana Mendieta,native language,Spanish,What is the native language of Ana Mendieta?,Spanish
Ana Mendieta,work location,New York City,What is the work location of Ana Mendieta?,New York City
Ana Mendieta,educated at,University of Iowa,What was Ana Mendieta educated at?,University of Iowa
Ana Mendieta,ethnic group,Cuban Americans,What is the ethnic group of Ana Mendieta?,Cuban Americans
Ana Mendieta,spouse,Carl Andre,Who is the spouse of Ana Mendieta?,Carl Andre
Ana Mendieta,given name,Maria,Who is the given name of Ana Mendieta?,Maria
Ana Mendieta,field of work,performance art,What is the field of work of Ana Mendieta?,performance art
Ana Mendieta,sex or gender,female,What is the sex or gender of Ana Mendieta?,female
Jaroslav Špaček,sex or gender,male,What is the sex or gender of Jaroslav Špaček?,male
Kálmán Szekrényessy,place of death,Budapest,What is the place of death of Kálmán Szekrényessy?,Budapest
Jaroslav Špaček,child,David Špaček,Who is the child of Jaroslav Špaček?,David Špaček
Kálmán Szekrényessy,place of birth,Pest,What is the place of birth of Kálmán Szekrényessy?,Pest
Kálmán Szekrényessy,mother,Etelka Slachta,Who is the mother of Kálmán Szekrényessy?,Etelka Slachta
Jaroslav Špaček,drafted by,Florida Panthers,What was Jaroslav Špaček drafted by?,Florida Panthers
Kálmán Szekrényessy,father,József Szekrényessy,Who is the father of Kálmán Szekrényessy?,József Szekrényessy
Juhan Sütiste,place of death,Tallinn,What is the place of death of Juhan Sütiste?,Tallinn
Jaroslav Špaček,sport,ice hockey,What is the sport of Jaroslav Špaček?,ice hockey
Juhan Sütiste,conflict,Eastern Front,What is the conflict of Juhan Sütiste?,Eastern Front
Juhan Sütiste,sex or gender,male,What is the sex or gender of Juhan Sütiste?,male
Kálmán Szekrényessy,sex or gender,male,What is the sex or gender of Kálmán Szekrényessy?,male
Magdalena Neuner,country of citizenship,Germany,What is the country of citizenship of Magdalena Neuner?,Germany
Magdalena Neuner,native language,German,What is the native language of Magdalena Neuner?,German
Yevgeniy Abalakov,educated at,Surikov State Academic Institute of Fine Arts,What was Yevgeniy Abalakov educated at?,Surikov State Academic Institute of Fine Arts
Magdalena Neuner,sex or gender,female,What is the sex or gender of Magdalena Neuner?,female
Sándor Dávid,native language,Hungarian,What is the native language of Sándor Dávid?,Hungarian
Yevgeniy Abalakov,place of birth,Krasnoyarsk,What is the place of birth of Yevgeniy Abalakov?,Krasnoyarsk
Yevgeniy Abalakov,place of burial,Novodevichy Cemetery,What is the place of burial of Yevgeniy Abalakov?,Novodevichy Cemetery
Yevgeniy Abalakov,field of work,mountaineering,What is the field of work of Yevgeniy Abalakov?,mountaineering
Sándor Dávid,place of birth,Budapest,What is the place of birth of Sándor Dávid?,Budapest
Magdalena Neuner,sport,biathlon,What is the sport of Magdalena Neuner?,biathlon
Sándor Dávid,sex or gender,male,What is the sex or gender of Sándor Dávid?,male
Magdalena Neuner,country for sport,Germany,What is the country for sport of Magdalena Neuner?,Germany
Yevgeniy Abalakov,sex or gender,male,What is the sex or gender of Yevgeniy Abalakov?,male
Petr Čech,native language,Czech,What is the native language of Petr Čech?,Czech
Yevgeniy Abalakov,conflict,Eastern Front,What is the conflict of Yevgeniy Abalakov?,Eastern Front
Yevgeniy Abalakov,sport,mountaineering,What is the sport of Yevgeniy Abalakov?,mountaineering
Magdalena Neuner,residence,Wallgau,What is the residence of Magdalena Neuner?,Wallgau
Robert Hübner,educated at,University of Cologne,What was Robert Hübner educated at?,University of Cologne
Robert Hübner,country of citizenship,Germany,What is the country of citizenship of Robert Hübner?,Germany
Igor Lapshin,sport,athletics,What is the sport of Igor Lapshin?,athletics
Igor Lapshin,occupation,athlete,What is the occupation of Igor Lapshin?,athlete
Igor Lapshin,educated at,Belarusian State University of Physical Culture,What was Igor Lapshin educated at?,Belarusian State University of Physical Culture
Petr Čech,sex or gender,male,What is the sex or gender of Petr Čech?,male
Robert Hübner,sex or gender,male,What is the sex or gender of Robert Hübner?,male
Robert Hübner,country for sport,Germany,What is the country for sport of Robert Hübner?,Germany
Robert Hübner,sport,chess,What is the sport of Robert Hübner?,chess
Igor Lapshin,sex or gender,male,What is the sex or gender of Igor Lapshin?,male
Libor Podmol,sport,motocross,What is the sport of Libor Podmol?,motocross
Robert Hübner,given name,Robert,Who is the given name of Robert Hübner?,Robert
Libor Podmol,place of birth,Ostrava,What is the place of birth of Libor Podmol?,Ostrava
Gábor Török,position played on team / speciality,goalkeeper,What is the position played on team / speciality of Gábor Török?,goalkeeper
Libor Podmol,field of work,motorcycle sport,What is the field of work of Libor Podmol?,motorcycle sport
Gábor Török,sport,association football,What is the sport of Gábor Török?,association football
Gábor Török,place of birth,Alsónémedi,What is the place of birth of Gábor Török?,Alsónémedi
Libor Podmol,sex or gender,male,What is the sex or gender of Libor Podmol?,male
Aleksandr Kurlovich,sport,weightlifting,What is the sport of Aleksandr Kurlovich?,weightlifting
Aleksandr Kurlovich,educated at,Yanka Kupala State University of Grodno,What was Aleksandr Kurlovich educated at?,Yanka Kupala State University of Grodno
Gábor Török,sex or gender,male,What is the sex or gender of Gábor Török?,male
Robert Lang,sport,ice hockey,What is the sport of Robert Lang?,ice hockey
Aleksandr Kurlovich,sex or gender,male,What is the sex or gender of Aleksandr Kurlovich?,male
Marek Čech,place of birth,Ostrava,What is the place of birth of Marek Čech?,Ostrava
Marek Čech,sex or gender,male,What is the sex or gender of Marek Čech?,male
Marek Čech,position played on team / speciality,goalkeeper,What is the position played on team / speciality of Marek Čech?,goalkeeper
Robert Lang,given name,Robert,Who is the given name of Robert Lang?,Robert
Marek Čech,sport,association football,What is the sport of Marek Čech?,association football
Robert Lang,sex or gender,male,What is the sex or gender of Robert Lang?,male
Christine Lagarde,member of political party,Union for a Popular Movement,What is the member of political party of Christine Lagarde?,Union for a Popular Movement
Christine Lagarde,employer,Baker McKenzie,Who is the employer of Christine Lagarde?,Baker McKenzie
Robert Lang,family name,Lang,Who is the family name of Robert Lang?,Lang
Christine Lagarde,sport,synchronized swimming,What is the sport of Christine Lagarde?,synchronized swimming
Christine Lagarde,sex or gender,female,What is the sex or gender of Christine Lagarde?,female
"Jacobo Fitz-James Stuart, 17th Duke of Alba",child,Cayetana Fitz-James Stuarthu,"Who is the child of Jacobo Fitz-James Stuart, 17th Duke of Alba?",Cayetana Fitz-James Stuarthu
"Jacobo Fitz-James Stuart, 17th Duke of Alba",sex or gender,male,"What is the sex or gender of Jacobo Fitz-James Stuart, 17th Duke of Alba?",male
"Jacobo Fitz-James Stuart, 17th Duke of Alba",father,"Carlos María Fitz-James Stuart, 16th Duke of Alba","Who is the father of Jacobo Fitz-James Stuart, 17th Duke of Alba?","Carlos María Fitz-James Stuart, 16th Duke of Alba"
Christine Lagarde,affiliation,Baker McKenzie,Who is the affiliation of Christine Lagarde?,Baker McKenzie
"Jacobo Fitz-James Stuart, 17th Duke of Alba",mother,María del Rosario Falcó y Osorio,"Who is the mother of Jacobo Fitz-James Stuart, 17th Duke of Alba?",María del Rosario Falcó y Osorio
Christine Lagarde,lifestyle,vegetarianism,What is the lifestyle of Christine Lagarde?,vegetarianism
"Jacobo Fitz-James Stuart, 17th Duke of Alba",spouse,"María del Rosario de Silva, 9th Marchioness of San Vicente del Barco","Who is the spouse of Jacobo Fitz-James Stuart, 17th Duke of Alba?","María del Rosario de Silva, 9th Marchioness of San Vicente del Barco"
Carlos Gracie,sport,judo,What is the sport of Carlos Gracie?,judo
Carlos Gracie,occupation,athlete,What is the occupation of Carlos Gracie?,athlete
Carlos Gracie,country of citizenship,Brazil,What is the country of citizenship of Carlos Gracie?,Brazil
"Jacobo Fitz-James Stuart, 17th Duke of Alba",sport,polo,"What is the sport of Jacobo Fitz-James Stuart, 17th Duke of Alba?",polo
Carlos Gracie,given name,Carlos,Who is the given name of Carlos Gracie?,Carlos
Carlos Gracie,place of birth,Belém,What is the place of birth of Carlos Gracie?,Belém
"Jacobo Fitz-James Stuart, 17th Duke of Alba",family name,Stuart,"Who is the family name of Jacobo Fitz-James Stuart, 17th Duke of Alba?",Stuart
Magnus Samuelsson,residence,Linköping,What is the residence of Magnus Samuelsson?,Linköping
Carlos Gracie,sex or gender,male,What is the sex or gender of Carlos Gracie?,male
Magnus Samuelsson,given name,Magnus,Who is the given name of Magnus Samuelsson?,Magnus
Magnus Samuelsson,sex or gender,male,What is the sex or gender of Magnus Samuelsson?,male
Moon Hyun-jin,native language,Korean,What is the native language of Moon Hyun-jin?,Korean
Helmut Reichmann,employer,University of Applied Sciences in Saarbrücken,What is the employer of Helmut Reichmann?,University of Applied Sciences in Saarbrücken
Helmut Reichmann,occupation,athlete,What is the occupation of Helmut Reichmann?,athlete
Helmut Reichmann,sex or gender,male,What is the sex or gender of Helmut Reichmann?,male
Helmut Reichmann,country of citizenship,Germany,What is the country of citizenship of Helmut Reichmann?,Germany
Moon Hyun-jin,place of birth,Seoul,What is the place of birth of Moon Hyun-jin?,Seoul
Ines Geipel,native language,German,What is the native language of Ines Geipel?,German
Moon Hyun-jin,sport,equestrian sport,What is the sport of Moon Hyun-jin?,equestrian sport
Moon Hyun-jin,mother,Hak Ja Han,Who is the mother of Moon Hyun-jin?,Hak Ja Han
Moon Hyun-jin,father,Sun Myung Moon,Who is the father of Moon Hyun-jin?,Sun Myung Moon
