topic,subject,relation,object,question,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct
entertainment_anime,THE LIFE OF GREAT HERMES,creator,IRH Press,What is the creator of THE LIFE OF GREAT HERMES?,Corbin,0.0
entertainment_anime,THE LIFE OF GREAT HERMES,genre,historical film,What is the genre of THE LIFE OF GREAT HERMES?,Philosophical,0.0
entertainment_anime,This Boy Suffers from Crystallization,country of origin,Japan,What is the country of origin of This Boy Suffers from Crystallization?,Australia,0.0
entertainment_anime,This Boy Suffers from Crystallization,distribution format,video on demand,What is the distribution format of This Boy Suffers from Crystallization?,EP,0.0
entertainment_anime,This Boy Suffers from Crystallization,director,Sōbi Yamamoto,Who is the director of This Boy Suffers from Crystallization?,Tetsu Maeda,0.0
entertainment_anime,This Boy Suffers from Crystallization,distributed by,Crunchyroll,What was This Boy Suffers from Crystallization distributed by?,Mute Records,0.0
entertainment_anime,Digimon Adventure Tri. 3,distribution format,video on demand,What is the distribution format of Digimon Adventure Tri. 3?,Blu-ray,0.0
entertainment_anime,Digimon Adventure Tri. 3,part of the series,Digimon Adventure tri.,What is the part of the series of Digimon Adventure Tri. 3?,Coexistence,0.0
entertainment_anime,Digimon Adventure Tri. 3,director,Keitarō Motonaga,Who is the director of Digimon Adventure Tri. 3?,Yoshimasa Tsuru,0.0
entertainment_anime,Horror News,distribution format,video on demand,What is the distribution format of Horror News?,Digital,0.0
entertainment_anime,Horror News,distributed by,Crunchyroll,What was Horror News distributed by?,Wizard Entertainment,0.0
entertainment_anime,Q.E.D.,country of origin,Japan,What is the country of origin of Q.E.D.?,Germany,0.0
entertainment_anime,Q.E.D.,intended public,shōnen,What is the intended public of Q.E.D.?,Mathematicians,0.0
entertainment_anime,Q.E.D.,language of work or name,Japanese,What is the language of work or name of Q.E.D.?,Latin,0.0
entertainment_anime,Q.E.D.,author,Motohiro Katou,Who is the author of Q.E.D.?,Oscar Wilde,0.0
entertainment_anime,Keifuku-san,original broadcaster,Tokyo Metropolitan Television,What is the original broadcaster of Keifuku-san?,NHK,0.0
entertainment_anime,W Wish,country of origin,Japan,What is the country of origin of W Wish?,South Korea,0.0
entertainment_anime,W Wish,language of work or name,Japanese,What is the language of work or name of W Wish?,Wish is written in C++,0.0
entertainment_anime,W Wish,distribution format,DVD,What is the distribution format of W Wish?,Digital,0.0
entertainment_anime,W Wish,game mode,single-player video game,What is the game mode of W Wish?,Battle Royale,0.0
entertainment_anime,Idol Land PriPara,part of the series,Pretty Rhythm,What is the part of the series of Idol Land PriPara?,Spin-off,0.0
entertainment_anime,Kiratto Pri Chan,production company,Tatsunoko Production,What is the production company of Kiratto Pri Chan?,Sanrio,0.0
entertainment_anime,Kiratto Pri Chan,followed by,Pretty All Friends Selection,What was Kiratto Pri Chan followed by?,Kiratto Pri Chan My Mystery,0.0
entertainment_anime,Kiratto Pri Chan,developer,Syn Sophia,Who is the developer of Kiratto Pri Chan?,Sanrio,0.0
entertainment_anime,Kiratto Pri Chan,publisher,T-ARTS,What is the publisher of Kiratto Pri Chan?,Sanrio,0.0
entertainment_anime,Kiratto Pri Chan,director,Hiroshi Ikehata,Who is the director of Kiratto Pri Chan?,Tatsuya Ishihara,0.0
entertainment_anime,Don't Lose!! Evil Corps!,distributed by,Crunchyroll,What was Don't Lose!! Evil Corps! distributed by?,Pony Canyon,0.0
entertainment_anime,Don't Lose!! Evil Corps!,distribution format,video on demand,What is the distribution format of Don't Lose!! Evil Corps!?,Visual novel,0.0
entertainment_anime,Aki Sora,author,Masahiro Itosugi,Who is the author of Aki Sora?,Kei Saiki,0.0
entertainment_anime,Kowarekake no Orgel,director,Keiichiro Kawaguchi,Who is the director of Kowarekake no Orgel?,Tatsuyuki Nagai,0.0
entertainment_anime,Rescue Me!,intended public,shōnen,What is the intended public of Rescue Me!?,Young adults,0.0
entertainment_anime,Rescue Me!,author,Makita Keiharu,Who is the author of Rescue Me!?,Osamu Tezuka,0.0
entertainment_anime,Macross Delta the Movie: Passionate Walküre,production company,Satelight,What is the production company of Macross Delta the Movie: Passionate Walküre?,Studio Nue,0.0
entertainment_anime,Macross Delta the Movie: Passionate Walküre,language of work or name,Japanese,What is the language of work or name of Macross Delta the Movie: Passionate Walküre?,German,0.0
entertainment_anime,Macross Delta the Movie: Passionate Walküre,form of creative work,feature film,What is the form of creative work of Macross Delta the Movie: Passionate Walküre?,Anime film,0.0
entertainment_anime,Macross Delta the Movie: Passionate Walküre,director,Shōji Kawamori,Who is the director of Macross Delta the Movie: Passionate Walküre?,Kazuhisa Takahashi,0.0
entertainment_anime,Macross Delta the Movie: Passionate Walküre,genre,mecha,What is the genre of Macross Delta the Movie: Passionate Walküre?,Science fiction,0.0
entertainment_anime,Double Hard,distributed by,Crunchyroll,What was Double Hard distributed by?,Apogee Software,0.0
entertainment_anime,Double Hard,distribution format,video on demand,What is the distribution format of Double Hard?,CD,0.0
entertainment_anime,Bible Black,publisher,Active,What is the publisher of Bible Black?,Digital Manga Publishing,0.0
entertainment_anime,Bible Black,game mode,single-player video game,What is the game mode of Bible Black?,Visual novel,0.0
entertainment_anime,Bible Black,distribution format,compact disc,What is the distribution format of Bible Black?,Adult video,0.0
entertainment_anime,Crimson Wolf,director,Shōichi Masuo,Who is the director of Crimson Wolf?,Unknown,0.0
entertainment_anime,Tenshi no Drop,intended public,shōnen,What is the intended public of Tenshi no Drop?,Young adults,0.0
entertainment_anime,Tenshi no Drop,author,Chizuna Nakajima,Who is the author of Tenshi no Drop?,Yūsuke Yotsuki,0.0
entertainment_anime,Gakuen Handsome,distributed by,Crunchyroll,What was Gakuen Handsome distributed by?,DMM Pictures,0.0
entertainment_anime,Gakuen Handsome,distribution format,video on demand,What is the distribution format of Gakuen Handsome?,Visual novel,0.0
entertainment_anime,Gakuen Handsome,genre,dating sim,What is the genre of Gakuen Handsome?,Boys' Love,0.0
entertainment_anime,IDOLM@STER SideM,character designer,Haruko Iizuka,Who is the character designer of IDOLM@STER SideM?,Rika Nakase,0.0
entertainment_anime,IDOLM@STER SideM,input device,touchscreen,What is the input device of IDOLM@STER SideM?,Vocaloid,0.0
entertainment_anime,IDOLM@STER SideM,distribution format,video on demand,What is the distribution format of IDOLM@STER SideM?,"Mobile, PC, and Console",0.0
entertainment_anime,IDOLM@STER SideM,business model,free-to-play,What is the business model of IDOLM@STER SideM?,Gacha,0.0
entertainment_anime,Love Rice,distribution format,video on demand,What is the distribution format of Love Rice?,Digital download,0.0
entertainment_anime,Love Rice,distributed by,Crunchyroll,What was Love Rice distributed by?,Kraft Foods,0.0
entertainment_anime,Schick x Evangelion,media franchise,Neon Genesis Evangelion,What is the media franchise of Schick x Evangelion?,Collaboration,0.0
entertainment_anime,Schick x Evangelion,voice actor,Fumihiko Tachiki,Who is the voice actor of Schick x Evangelion?,Mamoru Miyano,0.0
entertainment_anime,Kinnikuman Nisei,intended public,shōnen,What is the intended public of Kinnikuman Nisei?,Children,0.0
entertainment_anime,Kinnikuman Nisei,main subject,sport,What is the main subject of Kinnikuman Nisei?,Professional wrestling,0.0
entertainment_anime,Voice of Fox,original language of film or TV show,Japanese,What is the original language of film or TV show of Voice of Fox?,Korean,0.0
entertainment_anime,Voice of Fox,distributed by,Crunchyroll,What was Voice of Fox distributed by?,20th Century Fox,0.0
entertainment_anime,This Boy Is a Professional Wizard,language of work or name,Japanese,What is the language of work or name of This Boy Is a Professional Wizard?,English,0.0
entertainment_anime,This Boy Is a Professional Wizard,distributed by,Crunchyroll,What was This Boy Is a Professional Wizard distributed by?,Scholastic,0.0
entertainment_anime,This Boy Is a Professional Wizard,distribution format,video on demand,What is the distribution format of This Boy Is a Professional Wizard?,Hardcover and e-book,0.0
entertainment_anime,This Boy Is a Professional Wizard,country of origin,Japan,What is the country of origin of This Boy Is a Professional Wizard?,United States,0.0
entertainment_anime,Kurokan,distributed by,Crunchyroll,What was Kurokan distributed by?,Sega,0.0
entertainment_anime,Kurokan,distribution format,video on demand,What is the distribution format of Kurokan?,Shogi,0.0
entertainment_anime,Euphoria,language of work or name,Japanese,What is the language of work or name of Euphoria?,Haskell,0.0
entertainment_anime,Euphoria,input device,computer keyboard,What is the input device of Euphoria?,Controller,0.0
entertainment_anime,Euphoria,game mode,single-player video game,What is the game mode of Euphoria?,Multiplayer,0.0
entertainment_anime,Euphoria,publisher,CLOCKUP,What is the publisher of Euphoria?,Hachette,0.0
entertainment_anime,Euphoria,country of origin,Japan,What is the country of origin of Euphoria?,United States,0.0
entertainment_anime,Ranma ½ One Grew Over the Kuno's Nest,based on,Ranma ½,What was Ranma ½ One Grew Over the Kuno's Nest based on?,Japanese folklore,0.0
entertainment_anime,Ranma ½ One Grew Over the Kuno's Nest,director,Junji Nishimura,Who is the director of Ranma ½ One Grew Over the Kuno's Nest?,Koji Sawai,0.0
entertainment_anime,Ranma ½ One Grew Over the Kuno's Nest,main subject,high school student,What is the main subject of Ranma ½ One Grew Over the Kuno's Nest?,Akane's pregnancy,0.0
entertainment_anime,Ranma ½ One Grew Over the Kuno's Nest,distributed by,Dynit,What was Ranma ½ One Grew Over the Kuno's Nest distributed by?,Viz Media,0.0
entertainment_anime,Fukusuke,director,Ryūichi Yokoyama,Who is the director of Fukusuke?,Kiyoshi Kurosawa,0.0
entertainment_anime,"Papa Datte, Shitai",genre,yaoi,"What is the genre of Papa Datte, Shitai?",Romance,0.0
entertainment_anime,Digimon Adventure Tri. 6,distribution format,video on demand,What is the distribution format of Digimon Adventure Tri. 6?,Blu-ray,0.0
entertainment_anime,Digimon Adventure Tri. 6,follows,Digimon Adventure Tri. 5,What does Digimon Adventure Tri. 6 follow?,The Lost Empire,0.0
entertainment_anime,Digimon Adventure Tri. 6,part of the series,Digimon Adventure tri.,What is the part of the series of Digimon Adventure Tri. 6?,Kocchi no Megamitama,0.0
entertainment_anime,Doamaiger D,distribution format,video on demand,What is the distribution format of Doamaiger D?,Digital release,0.0
entertainment_anime,Doamaiger D,distributed by,Crunchyroll,What was Doamaiger D distributed by?,Sega,0.0
entertainment_anime,Armitage III: Poly Matrix,director,Takuya Satō,Who is the director of Armitage III: Poly Matrix?,Takuya Sato,0.0
entertainment_anime,Armitage III: Poly Matrix,genre,cyberpunk,What is the genre of Armitage III: Poly Matrix?,Science fiction,0.0
entertainment_anime,Chō Supercar Gattiger,follows,The Great Grape Ape Show,What does Chō Supercar Gattiger follow?,Anime,0.0
entertainment_anime,Chō Supercar Gattiger,original broadcaster,TV Tokyo,What is the original broadcaster of Chō Supercar Gattiger?,TV Asahi,0.0
entertainment_anime,Lupin the 3rd vs Detective Conan,form of creative work,feature film,What is the form of creative work of Lupin the 3rd vs Detective Conan?,Anime,0.0
entertainment_anime,Lupin the 3rd vs Detective Conan,intended public,shōnen,What is the intended public of Lupin the 3rd vs Detective Conan?,Children,0.0
entertainment_anime,Lupin the 3rd vs Detective Conan,voice actor,Kanichi Kurita,Who is the voice actor of Lupin the 3rd vs Detective Conan?,Kazuhiko Inoue,0.0
entertainment_anime,Lupin the 3rd vs Detective Conan,director,Hajime Kamegaki,Who is the director of Lupin the 3rd vs Detective Conan?,Hideaki Oba,0.0
entertainment_anime,Lupin the 3rd vs Detective Conan,screenwriter,Atsushi Maekawa,Who is the screenwriter of Lupin the 3rd vs Detective Conan?,Toshio Yoshida,0.0
entertainment_anime,Peeping Life,distribution format,video on demand,What is the distribution format of Peeping Life?,Web series,0.0
entertainment_anime,Peeping Life,distributed by,Crunchyroll,What was Peeping Life distributed by?,"MBS, BS Fuji, and BS Asahi",0.0
entertainment_anime,Giovanni's Island,distributed by,Warner Bros.,What was Giovanni's Island distributed by?,Manga Entertainment,0.0
entertainment_anime,Giovanni's Island,producer,Mitsuhisa Ishikawa,Who is the producer of Giovanni's Island?,Yoshiaki Kawano,0.0
entertainment_anime,Giovanni's Island,screenwriter,Yoshiki Sakurai,Who is the screenwriter of Giovanni's Island?,Takeshi Fujimaki,0.0
entertainment_anime,Giovanni's Island,director,Mizuho Nishikubo,Who is the director of Giovanni's Island?,Toru Takahashi,0.0
entertainment_anime,Pan de Peace!,distribution format,video on demand,What is the distribution format of Pan de Peace!?,BD/DVD,0.0
entertainment_anime,Pan de Peace!,distributed by,Crunchyroll,What was Pan de Peace! distributed by?,Glico,0.0
entertainment_anime,The Laws of the Sun,followed by,The Golden Laws,What was The Laws of the Sun followed by?,The Laws of the Sun was followed by The Laws of the Moon,0.0
entertainment_anime,The Laws of the Sun,country of origin,Japan,What is the country of origin of The Laws of the Sun?,Egypt,0.0
entertainment_anime,The Laws of the Sun,language of work or name,Japanese,What is the language of work or name of The Laws of the Sun?,Sanskrit,0.0
entertainment_anime,The Laws of the Sun,author,Ryūhō Ōkawa,Who is the author of The Laws of the Sun?,Unknown,0.0
entertainment_anime,Burglars of Baghdad Castle,based on,The Thief of Bagdad,What was Burglars of Baghdad Castle based on?,Aladdin,0.0
entertainment_anime,Burglars of Baghdad Castle,color,black-and-white,What is the color of Burglars of Baghdad Castle?,Green,0.0
entertainment_anime,Burglars of Baghdad Castle,country of origin,Japan,What is the country of origin of Burglars of Baghdad Castle?,Iraq,0.0
entertainment_anime,Burglars of Baghdad Castle,fabrication method,cutout animation,What is the fabrication method of Burglars of Baghdad Castle?,Inlay,0.0
entertainment_anime,JK-Meshi!,distribution format,video on demand,What is the distribution format of JK-Meshi!?,Digital,0.0
entertainment_anime,JK-Meshi!,distributed by,Crunchyroll,What was JK-Meshi! distributed by?,Nintendo,0.0
entertainment_anime,Tesagure! Bukatsu-mono,composer,Jun Ōtomo,Who is the composer of Tesagure! Bukatsu-mono?,Takeshi Abo,0.0
entertainment_anime,Tesagure! Bukatsu-mono,distribution format,video on demand,What is the distribution format of Tesagure! Bukatsu-mono?,Light novels,0.0
entertainment_anime,Tesagure! Bukatsu-mono,distributed by,Crunchyroll,What was Tesagure! Bukatsu-mono distributed by?,MBS,0.0
entertainment_anime,Demon Beast Invasion,author,Toshio Maeda,Who is the author of Demon Beast Invasion?,Tadashi Kawashima,0.0
entertainment_anime,Demon Beast Invasion,genre,henta,What is the genre of Demon Beast Invasion?,Dark Fantasy,0.0
entertainment_anime,Power DoLLS: Detachment of Limited Line Service,genre,turn-based tactics,What is the genre of Power DoLLS: Detachment of Limited Line Service?,Visual Novel,0.0
entertainment_anime,Lupin VIII,production company,TMS Entertainment,What is the production company of Lupin VIII?,Tiger Aspect Productions,0.0
entertainment_anime,Lupin VIII,country of origin,Japan,What is the country of origin of Lupin VIII?,France,0.0
entertainment_anime,Lupin VIII,language of work or name,Japanese,What is the language of work or name of Lupin VIII?,French,0.0
entertainment_anime,Lupin VIII,director,Rintaro,Who is the director of Lupin VIII?,I couldn't find any information on Lupin VIII,0.0
entertainment_anime,Chain Chronicle,publisher,Sega,What is the publisher of Chain Chronicle?,Delightworks,0.0
entertainment_anime,Chain Chronicle,distribution format,video on demand,What is the distribution format of Chain Chronicle?,Mobile game,0.0
entertainment_anime,Chain Chronicle,developer,Sega Interactive,What is the developer of Chain Chronicle?,Delightworks,0.0
entertainment_anime,Chain Chronicle,performer,Aya Uchida,Who does Chain Chronicle performer?,Kana Hanazawa,0.0
entertainment_anime,Chain Chronicle,genre,J-pop,What is the genre of Chain Chronicle?,RPG,0.0
entertainment_anime,Harlock Saga,composer,Kaoru Wada,Who is the composer of Harlock Saga?,Kow Otani,0.0
entertainment_anime,Harlock Saga,distributed by,Netflix,What was Harlock Saga distributed by?,Bandai Visual,0.0
entertainment_anime,Harlock Saga,distribution format,video on demand,What is the distribution format of Harlock Saga?,OVA,0.0
entertainment_anime,Harlock Saga,director,Yoshio Takeuchi,Who is the director of Harlock Saga?,Rintaro,0.0
entertainment_anime,To Be Hero,original language of film or TV show,Classical Chinese,What is the original language of film or TV show of To Be Hero?,Japanese,0.0
entertainment_anime,To Be Hero,main subject,alien invasion,What is the main subject of To Be Hero?,Superhero parody,0.0
entertainment_anime,To Be Hero,distributed by,Crunchyroll,What was To Be Hero distributed by?,MBS,0.0
entertainment_anime,To Be Hero,genre,comedy,What is the genre of To Be Hero?,Superhero,0.0
entertainment_anime,To Be Hero,distribution format,video on demand,What is the distribution format of To Be Hero?,Web series,0.0
entertainment_anime,The Black Cat,country of origin,Japan,What is the country of origin of The Black Cat?,United States,0.0
entertainment_anime,The Black Cat,original language of film or TV show,Japanese,What is the original language of film or TV show of The Black Cat?,Hungarian,0.0
entertainment_anime,The Black Cat,genre,animated film,What is the genre of The Black Cat?,Gothic,0.0
entertainment_anime,Jankenman,genre,action game,What is the genre of Jankenman?,Mecha,0.0
entertainment_anime,Jankenman,platform,Game Boy,What is the platform of Jankenman?,Rock-Paper-Scissors,0.0
entertainment_anime,Digimon Adventure Tri. 5,part of the series,Digimon Adventure tri.,What is the part of the series of Digimon Adventure Tri. 5?,Coexistence,0.0
entertainment_anime,Digimon Adventure Tri. 5,distribution format,video on demand,What is the distribution format of Digimon Adventure Tri. 5?,Blu-ray,0.0
entertainment_anime,Doraemon: Nobita and the Green Giant Legend,main subject,house cat,What is the main subject of Doraemon: Nobita and the Green Giant Legend?,Nobita,0.0
entertainment_anime,Doraemon: Nobita and the Green Giant Legend,film editor,Toshihiko Kojima,Who is the film editor of Doraemon: Nobita and the Green Giant Legend?,Toshio Henmi,0.0
entertainment_anime,Doraemon: Nobita and the Green Giant Legend,screenwriter,Hiroshi Ōnogi,Who is the screenwriter of Doraemon: Nobita and the Green Giant Legend?,Fujiko Fujio,0.0
entertainment_anime,Doraemon: Nobita and the Green Giant Legend,director,Ayumu Watanabe,Who is the director of Doraemon: Nobita and the Green Giant Legend?,Yukiyo Teramoto,0.0
entertainment_anime,Double Decker! Doug & Kirill,distribution format,video on demand,What is the distribution format of Double Decker! Doug & Kirill?,"Digital, Physical",0.0
entertainment_anime,Double Decker! Doug & Kirill,character designer,Masakazu Katsura,Who is the character designer of Double Decker! Doug & Kirill?,Kazue Yamamoto,0.0
entertainment_anime,Double Decker! Doug & Kirill,distributed by,Crunchyroll,What was Double Decker! Doug & Kirill distributed by?,Midway Games,0.0
entertainment_anime,Double Decker! Doug & Kirill,country of origin,Japan,What is the country of origin of Double Decker! Doug & Kirill?,Russia,0.0
