topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
technology_programming_language,Turbo Pascal,programmed in,assembly language,What was Turbo Pascal programmed in?,Turbo Pascal was programmed in Turbo Pascal,0.0,"['assembly language', 'Turbo Pascal was programmed in Turbo Pascal', 'C++', 'Python']",In which language was Turbo Pascal programmed?,Was Turbo Pascal programmed in assembly language?,Was Turbo Pascal programmed in Turbo Pascal?,Who developed Turbo Pascal?,What was programmed in assembly language?,A. Python  B. C++  C. Turbo Pascal was programmed in Turbo Pascal  D. assembly language,D,Who developed the language that Turbo Pascal was programmed in?,Kathleen Booth,Which university did the developer of the language that Turbo Pascal was programmed in work at?,"Birkbeck, University of London",In which city is the university located where the developer of the language that Turbo Pascal was programmed in worked?,London,In which country is the city located where the university is situated that employed the developer of the language that Turbo Pascal was programmed in?,United Kingdom,What is the official language of the country where the city is located that contains the university that employed the developer of the language that Turbo Pascal was programmed in?,English
technology_programming_language,Mathcad,operating system,Microsoft Windows,What is the operating system of Mathcad?,Mathcad is a computer program that is used to create mathematical models. Question,0.0,"['Microsoft Windows', 'Mathcad is a computer program that is used to create mathematical models. Question', 'Linux', 'macOS']",Which operating system does Mathcad run on?,Is the operating system of Mathcad Microsoft Windows?,Is the operating system of Mathcad 'Mathcad is a computer program that is used to create mathematical models.'?,What type of software is Mathcad known for?,Which software runs on Microsoft Windows?,A. Linux  B. Microsoft Windows  C. macOS  D. Mathcad is a computer program that is used to create mathematical models. Question,B,Who is the developer of the operating system of Mathcad?,Microsoft,Who is the current CEO of the developer of the operating system of Mathcad?,Satya Nadella,Which university did the current CEO of the developer of the operating system of Mathcad attend for their undergraduate studies?,Manipal Institute of Technology,In which city is the university located where the current CEO of the developer of the operating system of Mathcad attended for their undergraduate studies?,Manipal,In which state is the city located where the university is situated that the current CEO of the developer of the operating system of Mathcad attended for their undergraduate studies?,Karnataka
technology_programming_language,GW-BASIC,copyright license,MIT License,What is the copyright license of GW-BASIC?,The copyright license of GW-BASIC is the GNU General Public License (,0.0,"['MIT License', 'The copyright license of GW-BASIC is the GNU General Public License (', 'Apache License', 'BSD License']",Under which license is GW-BASIC copyrighted?,Is the copyright license of GW-BASIC the MIT License?,Is the copyright license of GW-BASIC the GNU General Public License?,What type of programming language is GW-BASIC?,Which software is licensed under the MIT License?,A. Apache License  B. MIT License  C. BSD License  D. The copyright license of GW-BASIC is the GNU General Public License (,B,Who is the author of the software that has the copyright license of GW-BASIC?,Microsoft,Who is the founder of the company that is the author of the software that has the copyright license of GW-BASIC?,Bill Gates,What is the name of the co-founder of the company whose founder is Bill Gates and is the author of the software that has the copyright license of GW-BASIC?,Paul Allen,What is the name of the first product developed by the company whose co-founder is Paul Allen and is the author of the software that has the copyright license of GW-BASIC?,Altair BASIC,In which year was the first product developed by the company whose first product is Altair BASIC and is the author of the software that has the copyright license of GW-BASIC released?,1975
technology_programming_language,Haxe,copyright license,MIT License,What is the copyright license of Haxe?,Haxe is free software,0.0,"['MIT License', 'Haxe is free software', 'GPL License', 'Apache License']",Under which license is Haxe copyrighted?,Is the copyright license of Haxe the MIT License?,Is the copyright license of Haxe 'Haxe is free software'?,What programming language is Haxe primarily associated with?,Which software uses the MIT License as its copyright license?,A. GPL License  B. Apache License  C. MIT License  D. Haxe is free software,C,Who is the author of the copyright license of Haxe?,Massachusetts Institute of Technology,In which city is the author of the copyright license of Haxe located?,Cambridge,In which state is the city located where the author of the copyright license of Haxe is situated?,Massachusetts,In which country is the state located where the city is situated that contains the author of the copyright license of Haxe?,United States,What is the official language of the country where the state is located that contains the city where the author of the copyright license of Haxe is situated?,English
technology_programming_language,ML,designed by,Robin Milner,Who was ML designed by?,ML was designed by the ML team,0.0,"['Robin Milner', 'ML was designed by the ML team', 'John McCarthy', 'Alan Turing']",Who is the designer of ML?,Was ML designed by Robin Milner?,Was ML designed by the ML team?,What is ML primarily used for?,Who designed Robin Milner?,A. John McCarthy  B. Robin Milner  C. Alan Turing  D. ML was designed by the ML team,B,Which university did the person who designed ML work at?,University of Edinburgh,In which city is the university located where the person who designed ML worked?,Edinburgh,In which country is the city located where the university is situated that the person who designed ML worked?,Scotland,What is the official language of the country where the city is located that contains the university where the person who designed ML worked?,English,What is the population of the country where the official language is English and the city is located that contains the university where the person who designed ML worked?,5.4 million
technology_programming_language,Lua,programmed in,C,What was Lua programmed in?,Lua,0.0,"['C', 'Lua', 'Python', 'Java']",In which programming language was Lua written?,Was Lua programmed in C?,Was Lua programmed in Lua?,What is Lua primarily used for?,What programming language was written in Lua?,A. Python  B. C  C. Java  D. Lua,B,Who developed the language that Lua was programmed in?,Dennis Ritchie,Which university did the developer of the language that Lua was programmed in attend?,Harvard University,In which city is the university located that the developer of the language Lua was programmed in attended?,Cambridge,In which state is the city located where the university that the developer of the language Lua was programmed in attended is situated?,Massachusetts,In which country is the state located where the city is situated that contains the university the developer of the language Lua was programmed in attended?,United States
technology_programming_language,make,designed by,Stuart Feldman,Who was make designed by?,The designer was make,0.0,"['Stuart Feldman', 'The designer was make', 'Dennis Ritchie', 'Ken Thompson']",Who is the designer of make?,Was make designed by Stuart Feldman?,Was make designed by The designer was make?,What programming tool is associated with Stuart Feldman?,Who designed Stuart Feldman?,A. Stuart Feldman  B. The designer was make  C. Dennis Ritchie  D. Ken Thompson,A,What company did the person who designed make work for?,Bell Labs,Who was the founder of the company that the person who designed make worked for?,Alexander Graham Bell,What was the nationality of the founder of the company that the person who designed make worked for?,Scottish,What is the capital city of the country of the nationality of the founder of the company that the person who designed make worked for?,Edinburgh,What is the population of the capital city of the country of the nationality of the founder of the company that the person who designed make worked for?,"524,930"
technology_programming_language,Active Server Pages,developer,Microsoft,What is the developer of Active Server Pages?,ASP.NET,0.0,"['Microsoft', 'ASP.NET', 'Google', 'IBM']",Who developed Active Server Pages?,Is Microsoft the developer of Active Server Pages?,Is ASP.NET the developer of Active Server Pages?,What is a popular web development framework created by Microsoft?,What did Microsoft develop that is known as Active Server Pages?,A. Google  B. Microsoft  C. IBM  D. ASP.NET,B,Who is the CEO of the developer of Active Server Pages?,Satya Nadella,Which university did the CEO of the developer of Active Server Pages attend for their undergraduate studies?,Manipal Institute of Technology,In which city is the university that the CEO of the developer of Active Server Pages attended located?,Manipal,In which state is the city located where the university that the CEO of the developer of Active Server Pages attended is situated?,Karnataka,In which country is the state located where the city is situated that contains the university the CEO of the developer of Active Server Pages attended?,India
technology_programming_language,Sass,operating system,cross-platform,What is the operating system of Sass?,Unix,0.0,"['cross-platform', 'Unix', 'Windows', 'Linux']",Which operating system does Sass use?,Is the operating system of Sass cross-platform?,Is the operating system of Sass Unix?,What is Sass primarily used for?,Which software uses cross-platform as its operating system?,A. Unix  B. cross-platform  C. Linux  D. Windows,B,What is the primary programming language used to develop the operating system of Sass?,Ruby,Who is the creator of the primary programming language used to develop the operating system of Sass?,Yukihiro Matsumoto,In which year was the primary programming language used to develop the operating system of Sass created?,1995,Which company is known for maintaining the primary programming language used to develop the operating system of Sass?,Ruby Association,In which country is the company located that maintains the primary programming language used to develop the operating system of Sass?,Japan
technology_programming_language,Processing,programming paradigm,object-oriented programming,What is the programming paradigm of Processing?,Processing is a visual programming language,0.0,"['object-oriented programming', 'Processing is a visual programming language', 'functional programming', 'procedural programming']",Which programming paradigm does Processing follow?,Is the programming paradigm of Processing object-oriented programming?,Is the programming paradigm of Processing a visual programming language?,What is Processing commonly used for?,Which programming language follows the object-oriented programming paradigm?,A. object-oriented programming  B. Processing is a visual programming language  C. procedural programming  D. functional programming,A,Who is the creator of the programming paradigm of Processing?,Alan Kay,What is the name of the programming language that the creator of the programming paradigm of Processing developed?,Smalltalk,In which year was the programming language developed by the creator of the programming paradigm of Processing released?,1972,Which company was the creator of the programming paradigm of Processing working for when he developed the programming language?,Xerox PARC,In which city is the company located where the creator of the programming paradigm of Processing was working when he developed the programming language?,Palo Alto
technology_programming_language,PostScript,developer,Adobe,What is the developer of PostScript?,PostScript,0.0,"['Adobe', 'PostScript', 'Microsoft', 'Apple']",Who developed PostScript?,Is Adobe the developer of PostScript?,Is PostScript the developer of PostScript?,What is a well-known software developed by Adobe?,What software was developed by Adobe?,A. Microsoft  B. PostScript  C. Adobe  D. Apple,C,Who is the CEO of the developer of PostScript?,Shantanu Narayen,Which university did the CEO of the developer of PostScript attend for their undergraduate studies?,Osmania University,In which city is the university that the CEO of the developer of PostScript attended located?,Hyderabad,In which state is the city located where the university that the CEO of the developer of PostScript attended is situated?,Telangana,In which country is the state located where the city is situated that contains the university the CEO of the developer of PostScript attended?,India
technology_programming_language,Eiffel,platform,cross-platform,What is the platform of Eiffel?,Eiffel Tower,0.0,"['cross-platform', 'Eiffel Tower', 'multi-platform', 'single-platform']",Which platform does Eiffel use?,Is the platform of Eiffel cross-platform?,Is the platform of Eiffel Eiffel Tower?,What is a famous landmark associated with the name Eiffel?,What uses cross-platform as its platform?,A. Eiffel Tower  B. single-platform  C. multi-platform  D. cross-platform,D,What is the primary programming language used for the platform of Eiffel?,Eiffel,Who designed the primary programming language used for the platform of Eiffel?,Bertrand Meyer,Which company was founded by the person who designed the primary programming language used for the platform of Eiffel?,Eiffel Software,In which year was the company founded by the person who designed the primary programming language used for the platform of Eiffel established?,1985,In which country was the company founded by the person who designed the primary programming language used for the platform of Eiffel established?,United States
technology_programming_language,PostScript,programming paradigm,procedural programming,What is the programming paradigm of PostScript?,PostScript,0.0,"['procedural programming', 'PostScript', 'object-oriented programming', 'functional programming']",Which programming paradigm does PostScript follow?,Is the programming paradigm of PostScript procedural programming?,Is the programming paradigm of PostScript PostScript?,What is a common use of PostScript?,Which language uses procedural programming as its programming paradigm?,A. procedural programming  B. object-oriented programming  C. functional programming  D. PostScript,A,What is a popular language that uses the programming paradigm of PostScript?,C,Who is the creator of a popular language that uses the programming paradigm of PostScript?,Dennis Ritchie,Which company did the creator of a popular language that uses the programming paradigm of PostScript work for?,Bell Labs,In which year was the company that the creator of a popular language that uses the programming paradigm of PostScript worked for founded?,1925,Who was the founder of the company that the creator of a popular language that uses the programming paradigm of PostScript worked for?,Alexander Graham Bell
technology_programming_language,Perl Data Language,developer,Karl Glazebrook,Who is the developer of Perl Data Language?,Perl Data Language is a Perl module that provides a set of functions for manipulating data,0.0,"['Karl Glazebrook', 'Perl Data Language is a Perl module that provides a set of functions for manipulating data', 'Larry Wall', 'Guido van Rossum']",Who developed the Perl Data Language?,Is Karl Glazebrook the developer of Perl Data Language?,Is Perl Data Language is a Perl module that provides a set of functions for manipulating data the developer of Perl Data Language?,What is a well-known feature of Perl Data Language?,Who is Karl Glazebrook the developer of?,A. Guido van Rossum  B. Larry Wall  C. Perl Data Language is a Perl module that provides a set of functions for manipulating data  D. Karl Glazebrook,D,What is the nationality of the developer of Perl Data Language?,British,Which university did the developer of Perl Data Language attend?,University of Cambridge,In which city is the university that the developer of Perl Data Language attended located?,Cambridge,In which country is the city located where the university that the developer of Perl Data Language attended is situated?,United Kingdom,What is the official language of the country where the city is located that contains the university the developer of Perl Data Language attended?,English
technology_programming_language,Ada,dialect of computer language,SPARK,What is the dialect of computer language of Ada?,Ada,0.0,"['SPARK', 'Ada', 'Python', 'Java']",Which computer language dialect is associated with Ada?,Is SPARK the dialect of computer language of Ada?,Is Ada the dialect of computer language of Ada?,What is Ada known for in the field of computer science?,Which computer language has SPARK as a dialect?,A. Ada  B. Python  C. SPARK  D. Java,C,Who developed the dialect of computer language of Ada?,Praxis High Integrity Systems,In which year was the dialect of computer language of Ada developed by Praxis High Integrity Systems?,1995,Which organization originally sponsored the development of the dialect of computer language of Ada?,UK Ministry of Defence,What is the primary application domain of the dialect of computer language of Ada developed by Praxis High Integrity Systems?,High-integrity and safety-critical systems,Which programming paradigm does the dialect of computer language of Ada developed by Praxis High Integrity Systems primarily support?,Formal methods
technology_programming_language,Fortran,copyright license,MIT License,What is the copyright license of Fortran?,Copyright (c) Fortran 90 standard,0.0,"['MIT License', 'Copyright (c) Fortran 90 standard', 'GNU General Public License', 'Apache License']",Under which license is Fortran copyrighted?,Is the copyright license of Fortran the MIT License?,Is the copyright license of Fortran Copyright (c) Fortran 90 standard?,What programming language is known for its use in scientific and engineering applications?,Which programming language is licensed under the MIT License?,A. Apache License  B. GNU General Public License  C. MIT License  D. Copyright (c) Fortran 90 standard,C,Who is the author of the copyright license of Fortran?,Massachusetts Institute of Technology,In which city is the author of the copyright license of Fortran located?,Cambridge,In which state is the city located where the author of the copyright license of Fortran is situated?,Massachusetts,In which country is the state located where the city is situated that contains the author of the copyright license of Fortran?,United States,What is the official language of the country where the state is located that contains the city where the author of the copyright license of Fortran is situated?,English
technology_programming_language,Eiffel,developer,Bertrand Meyer,Who is the developer of Eiffel?,Eiffel is a programming language,0.0,"['Bertrand Meyer', 'Eiffel is a programming language', 'James Gosling', 'Guido van Rossum']",Who developed Eiffel?,Is Bertrand Meyer the developer of Eiffel?,Is Eiffel is a programming language the developer of Eiffel?,What is Eiffel known for?,Who was developed by Bertrand Meyer?,A. Guido van Rossum  B. Bertrand Meyer  C. James Gosling  D. Eiffel is a programming language,B,What is the nationality of the developer of Eiffel?,French,Which university did the French developer of Eiffel attend?,École Polytechnique,In which city is the university located that the French developer of Eiffel attended?,Palaiseau,In which region is the city located where the university that the French developer of Eiffel attended is situated?,Île-de-France,In which country is the region located where the city is situated that contains the university the French developer of Eiffel attended?,France
technology_programming_language,Pascal,developer,Niklaus Wirth,Who is the developer of Pascal?,Pascal is a programming language,0.0,"['Niklaus Wirth', 'Pascal is a programming language', 'Dennis Ritchie', 'James Gosling']",Who developed Pascal?,Is Niklaus Wirth the developer of Pascal?,Is Pascal is a programming language the developer of Pascal?,What is Pascal known for?,Who was developed by Niklaus Wirth?,A. James Gosling  B. Niklaus Wirth  C. Pascal is a programming language  D. Dennis Ritchie,B,What is the nationality of the developer of Pascal?,Swiss,Which university did the developer of Pascal work at?,ETH Zurich,In which city is the university located where the developer of Pascal worked?,Zurich,In which country is the city located where the university is situated that the developer of Pascal worked at?,Switzerland,What is the official language of the country where the city is located that contains the university where the developer of Pascal worked?,German
technology_programming_language,R,writable file format,Hierarchical Data Format,What is the writable file format of R?,R is a statistical programming language,0.0,"['Hierarchical Data Format', 'R is a statistical programming language', 'Comma-Separated Values', 'JavaScript Object Notation']",Which file format can be written by R?,Is Hierarchical Data Format the writable file format of R?,Is R is a statistical programming language the writable file format of R?,What is R commonly used for?,Which programming language can write Hierarchical Data Format?,A. JavaScript Object Notation  B. Hierarchical Data Format  C. R is a statistical programming language  D. Comma-Separated Values,B,Who developed the writable file format of R?,National Center for Supercomputing Applications,In which year was the writable file format of R developed by the National Center for Supercomputing Applications?,1988,Which university is associated with the National Center for Supercomputing Applications that developed the writable file format of R?,University of Illinois at Urbana-Champaign,In which city is the university located that is associated with the National Center for Supercomputing Applications that developed the writable file format of R?,Urbana,In which state is the city located where the university is situated that is associated with the National Center for Supercomputing Applications that developed the writable file format of R?,Illinois
technology_programming_language,ActionScript,developer,Macromedia,What is the developer of ActionScript?,Adobe,0.0,"['Macromedia', 'Adobe', 'Microsoft', 'Google']",Who developed ActionScript?,Is Macromedia the developer of ActionScript?,Is Adobe the developer of ActionScript?,What is a popular feature of ActionScript?,What did Macromedia develop?,A. Adobe  B. Google  C. Microsoft  D. Macromedia,D,What is the headquarters location of the developer of ActionScript?,"San Francisco, California",What is a famous landmark in the headquarters location of the developer of ActionScript?,Golden Gate Bridge,Who was the chief engineer of the famous landmark in the headquarters location of the developer of ActionScript?,Joseph Strauss,Which university did the chief engineer of the famous landmark in the headquarters location of the developer of ActionScript attend?,University of Cincinnati,In which city is the university located that the chief engineer of the famous landmark in the headquarters location of the developer of ActionScript attended?,Cincinnati
technology_programming_language,Scratch,named after,scratching,What was Scratch named after?,"Scratch is named after the scratchboard, a tool used to create art",0.0,"['scratching', 'Scratch is named after the scratchboard, a tool used to create art', 'scratching post', 'scratching sound']",What is the origin of the name Scratch?,Was Scratch named after scratching?,"Was Scratch named after the scratchboard, a tool used to create art?",What is a common use of Scratch in programming education?,What is scratching the origin of the name for?,"A. Scratch is named after the scratchboard, a tool used to create art  B. scratching post  C. scratching sound  D. scratching",D,What is the origin of the term that Scratch was named after?,DJing technique,Who is a famous DJ known for the technique that Scratch was named after?,Grandmaster Flash,Which group is the famous DJ known for the technique that Scratch was named after associated with?,Grandmaster Flash and the Furious Five,What is a popular song by the group associated with the famous DJ known for the technique that Scratch was named after?,The Message,In which year was the popular song by the group associated with the famous DJ known for the technique that Scratch was named after released?,1982
technology_programming_language,COBOL,creator,CODASYL,What is the creator of COBOL?,The creator of COBOL is a computer programmer,0.0,"['CODASYL', 'The creator of COBOL is a computer programmer', 'IBM', 'Grace Hopper']",Who developed COBOL?,Is CODASYL the creator of COBOL?,Is the creator of COBOL a computer programmer?,What is COBOL primarily used for?,What did CODASYL create?,A. Grace Hopper  B. CODASYL  C. IBM  D. The creator of COBOL is a computer programmer,B,What is the full form of the organization that is the creator of COBOL?,Conference on Data Systems Languages,In which year was the organization that is the creator of COBOL established?,1959,Which major computer company was a member of the organization that is the creator of COBOL?,IBM,Who was the CEO of the major computer company that was a member of the organization that is the creator of COBOL in 1959?,Thomas J. Watson Jr.,Which university did the CEO of the major computer company that was a member of the organization that is the creator of COBOL in 1959 attend?,Brown University
technology_programming_language,Agda,copyright license,BSD licenses,What is the copyright license of Agda?,The copyright license of Agda is the GNU General Public License,0.0,"['BSD licenses', 'The copyright license of Agda is the GNU General Public License', 'MIT License', 'Apache License']",Under which copyright license is Agda distributed?,Is the copyright license of Agda the BSD licenses?,Is the copyright license of Agda the GNU General Public License?,What programming language is Agda associated with?,What software is licensed under the BSD licenses?,A. Apache License  B. The copyright license of Agda is the GNU General Public License  C. BSD licenses  D. MIT License,C,Who is the author of the copyright license of Agda?,Regents of the University of California,Which university is associated with the author of the copyright license of Agda?,University of California,In which city is the university associated with the author of the copyright license of Agda located?,Berkeley,In which state is the city located where the university associated with the author of the copyright license of Agda is situated?,California,In which country is the state located where the city is situated that contains the university associated with the author of the copyright license of Agda?,United States
technology_programming_language,Rust,named after,Pucciniales,What was Rust named after?,Rust,0.0,"['Pucciniales', 'Rust', 'Fungi', 'Mildew']",After what was Rust named?,Was Rust named after Pucciniales?,Was Rust named after Rust?,What type of organism is Rust commonly associated with?,What is Pucciniales named after?,A. Fungi  B. Mildew  C. Pucciniales  D. Rust,C,What is the common name for the organism that Rust was named after?,Rust fungi,"What is the primary habitat of the organism that Rust was named after, commonly known as Rust fungi?",Plants,"What type of plants are primarily affected by the organism that Rust was named after, commonly known as Rust fungi?",Cereal crops,"What is a common disease caused by the organism that Rust was named after, which primarily affects cereal crops?",Wheat rust,"Which continent is most affected by the common disease caused by the organism that Rust was named after, which primarily affects cereal crops?",Africa
