topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels
places_landmark,Old Melbourne Gaol,operator,National Trust of Australia,What is the operator of Old Melbourne Gaol?,The gaol is operated by the Victorian Department of Justice,0.0,Who is the chairman of the operator of Old Melbourne Gaol?,Julian Donaldson,What is the birth year of the chairman of the operator of Old Melbourne Gaol?,1961,Which city was the chairman of the operator of Old Melbourne Gaol born in?,Perth,What is the population of the city where the chairman of the operator of Old Melbourne Gaol was born?,2.1 million,What is the area in square kilometers of the city where the chairman of the operator of Old Melbourne Gaol was born?,6418 square kilometers,"['National Trust of Australia', 'The gaol is operated by the Victorian Department of Justice', 'Heritage Victoria', 'Parks Victoria']",Who operates the Old Melbourne Gaol?,Is the operator of Old Melbourne Gaol the National Trust of Australia?,Is the operator of Old Melbourne Gaol the Victorian Department of Justice?,In which city is the Old Melbourne Gaol located?,What does the National Trust of Australia operate?,A. The gaol is operated by the Victorian Department of Justice  B. National Trust of Australia  C. Parks Victoria  D. Heritage Victoria,B
places_landmark,Grand Central Terminal,heritage designation,National Historic Landmark,What is the heritage designation of Grand Central Terminal?,Grand Central Terminal is a New York City landmark,0.0,In which year was Grand Central Terminal designated as a National Historic Landmark?,1976,Who was the President of the United States when Grand Central Terminal was designated as a National Historic Landmark in 1976?,Gerald Ford,Which political party did the President of the United States belong to when Grand Central Terminal was designated as a National Historic Landmark in 1976?,Republican Party,Who was the Vice President of the United States under the President who was in office when Grand Central Terminal was designated as a National Historic Landmark in 1976?,Nelson Rockefeller,Which state did the Vice President of the United States represent before becoming Vice President under the President who was in office when Grand Central Terminal was designated as a National Historic Landmark in 1976?,New York,"['National Historic Landmark', 'Grand Central Terminal is a New York City landmark', 'World Heritage Site', 'National Monument']",What heritage status has been given to Grand Central Terminal?,Is the heritage designation of Grand Central Terminal a National Historic Landmark?,Is the heritage designation of Grand Central Terminal a New York City landmark?,In which city is Grand Central Terminal located?,What landmark has the heritage designation of National Historic Landmark?,A. World Heritage Site  B. National Historic Landmark  C. National Monument  D. Grand Central Terminal is a New York City landmark,B
places_landmark,Süleymaniye Mosque,architectural style,Ottoman architecture,What is the architectural style of Süleymaniye Mosque?,Ottoman,0.0,Who was the architect of the Süleymaniye Mosque that is built in Ottoman architecture style?,Mimar Sinan,Which sultan commissioned the architect of the Süleymaniye Mosque that is built in Ottoman architecture style?,Suleiman the Magnificent,"In which city is the Süleymaniye Mosque, built in Ottoman architecture style, located?",Istanbul,"On which continent is the city located where the Süleymaniye Mosque, built in Ottoman architecture style, is situated?",Europe,"Which country is home to the continent where the city is located that contains the Süleymaniye Mosque, built in Ottoman architecture style?",Turkey,"['Ottoman architecture', 'Ottoman', 'Gothic architecture', 'Baroque architecture']",Which architectural style does the Süleymaniye Mosque belong to?,Is the architectural style of Süleymaniye Mosque Ottoman architecture?,Is the architectural style of Süleymaniye Mosque Ottoman?,In which city is the Süleymaniye Mosque located?,Which mosque is an example of Ottoman architecture?,A. Baroque architecture  B. Gothic architecture  C. Ottoman  D. Ottoman architecture,D
places_landmark,Urquhart Castle,owned by,Historic Environment Scotland,What was Urquhart Castle owned by?,The Urquhart family,0.0,Who is the chief executive of the organization that Urquhart Castle was owned by?,Alex Paterson,What is the headquarters location of the organization whose chief executive is Alex Paterson and that Urquhart Castle was owned by?,Edinburgh,What is the population of the city where the headquarters of the organization whose chief executive is Alex Paterson and that Urquhart Castle was owned by is located?,"524,930","What is the area in square kilometers of the city with a population of 524,930 where the headquarters of the organization whose chief executive is Alex Paterson and that Urquhart Castle was owned by is located?",264 km²,"What is the name of the river that flows through the city with an area of 264 km² and a population of 524,930 where the headquarters of the organization whose chief executive is Alex Paterson and that Urquhart Castle was owned by is located?",River Forth,"['Historic Environment Scotland', 'The Urquhart family', 'National Trust for Scotland', 'Scottish Government']",Who was the owner of Urquhart Castle?,Was Urquhart Castle owned by Historic Environment Scotland?,Was Urquhart Castle owned by The Urquhart family?,Where is Urquhart Castle located?,What does Historic Environment Scotland own?,A. The Urquhart family  B. Historic Environment Scotland  C. Scottish Government  D. National Trust for Scotland,B
places_landmark,Notre-Dame de Paris,made from material,dimension stone,What is the made from material of Notre-Dame de Paris?,Stone,0.0,What is the primary source of the dimension stone used in Notre-Dame de Paris?,Lutetian limestone,Where is the primary source of the dimension stone used in Notre-Dame de Paris located?,Paris Basin,"Which country is the Paris Basin, the location of the primary source of the dimension stone used in Notre-Dame de Paris, situated in?",France,"What is the capital city of the country where the Paris Basin, the location of the primary source of the dimension stone used in Notre-Dame de Paris, is situated?",Paris,"Which river flows through the capital city of the country where the Paris Basin, the location of the primary source of the dimension stone used in Notre-Dame de Paris, is situated?",Seine,"['dimension stone', 'Stone', 'brick', 'concrete']",What material is Notre-Dame de Paris constructed from?,Is Notre-Dame de Paris made from dimension stone?,Is Notre-Dame de Paris made from Stone?,Where is Notre-Dame de Paris located?,What is made from dimension stone in Paris?,A. Stone  B. brick  C. concrete  D. dimension stone,D
places_landmark,Julita manor,operator,Nordic Museum,What is the operator of Julita manor?,The operator of Julita manor is the Julita manor,0.0,Who is the director of the operator of Julita manor?,Karin Sidén,What is the nationality of the director of the operator of Julita manor?,Swedish,What is the capital city of the country of the nationality of the director of the operator of Julita manor?,Stockholm,What is the population of the capital city of the country of the nationality of the director of the operator of Julita manor?,"Approximately 975,000","What is the area in square kilometers of the capital city with a population of approximately 975,000, which is the capital city of the country of the nationality of the director of the operator of Julita manor?",188 km²,"['Nordic Museum', 'The operator of Julita manor is the Julita manor', 'Swedish National Heritage Board', 'Stockholm City Museum']",Who operates Julita manor?,Is the operator of Julita manor the Nordic Museum?,Is the operator of Julita manor the Julita manor?,Where is Julita manor located?,What manor is operated by the Nordic Museum?,A. Stockholm City Museum  B. Swedish National Heritage Board  C. Nordic Museum  D. The operator of Julita manor is the Julita manor,C
places_landmark,Oslo Opera House,architect,Snøhetta,What does Oslo Opera House architect?,I don't know,0.0,Who is the founder of the firm that the Oslo Opera House architect belongs to?,Kjetil Trædal Thorsen,Which university did the founder of the firm that the Oslo Opera House architect belongs to attend?,Graz University of Technology,In which country is the university located that the founder of the firm that the Oslo Opera House architect belongs to attended?,Austria,What is the capital city of the country where the university is located that the founder of the firm that the Oslo Opera House architect belongs to attended?,Vienna,What is the primary language spoken in the capital city of the country where the university is located that the founder of the firm that the Oslo Opera House architect belongs to attended?,German,"['Snøhetta', ""I don't know"", 'Frank Gehry', 'Zaha Hadid']",Who is the architect of the Oslo Opera House?,Is Snøhetta the architect of the Oslo Opera House?,Is I don't know the architect of the Oslo Opera House?,In which city is the Oslo Opera House located?,What building did Snøhetta design?,A. I don't know  B. Frank Gehry  C. Zaha Hadid  D. Snøhetta,D
places_landmark,Nymans,owned by,National Trust,What was Nymans owned by?,The Nymans,0.0,Who is the chairman of the organization that Nymans was owned by?,Tim Parker,Which university did the chairman of the organization that Nymans was owned by attend?,University of Oxford,In which city is the university located that the chairman of the organization that Nymans was owned by attended?,Oxford,In which county is the city located where the university is situated that the chairman of the organization that Nymans was owned by attended?,Oxfordshire,In which country is the county located where the city is situated that contains the university the chairman of the organization that Nymans was owned by attended?,United Kingdom,"['National Trust', 'The Nymans', 'English Heritage', 'Historic England']",Who was the owner of Nymans?,Was Nymans owned by the National Trust?,Was Nymans owned by The Nymans?,Where is Nymans located?,What does the National Trust own?,A. English Heritage  B. National Trust  C. Historic England  D. The Nymans,B
places_landmark,Warwick Castle,owned by,William the Conqueror,Who was Warwick Castle owned by?,The Earl of Warwick,0.0,Who was the spouse of the person who owned Warwick Castle?,Matilda of Flanders,Who was the father of the spouse of the person who owned Warwick Castle?,"Baldwin V, Count of Flanders",Who was the mother of the father of the spouse of the person who owned Warwick Castle?,Adela of France,Who was the father of the mother of the father of the spouse of the person who owned Warwick Castle?,Robert II of France,Who was the spouse of the father of the mother of the father of the spouse of the person who owned Warwick Castle?,Constance of Arles,"['William the Conqueror', 'The Earl of Warwick', 'Henry VIII', 'Richard the Lionheart']",Who held ownership of Warwick Castle?,Was Warwick Castle owned by William the Conqueror?,Was Warwick Castle owned by The Earl of Warwick?,What is a famous feature of Warwick Castle?,What castle was owned by William the Conqueror?,A. The Earl of Warwick  B. William the Conqueror  C. Henry VIII  D. Richard the Lionheart,B
places_landmark,CN Tower,architect,John Andrews,Who does CN Tower architect?,The architect is the person who designed the CN Tower,0.0,Which university did the CN Tower architect attend?,University of Sydney,In which city is the university located that the CN Tower architect attended?,Sydney,In which state is the city located where the university that the CN Tower architect attended is situated?,New South Wales,In which country is the state located where the city is situated that contains the university the CN Tower architect attended?,Australia,What is the official language of the country where the state is located that contains the city with the university the CN Tower architect attended?,English,"['John Andrews', 'The architect is the person who designed the CN Tower', 'Frank Gehry', 'Norman Foster']",Who is the architect of the CN Tower?,Is John Andrews the architect of the CN Tower?,Is the architect the person who designed the CN Tower the architect of the CN Tower?,In which city is the CN Tower located?,Who is John Andrews the architect of?,A. Frank Gehry  B. The architect is the person who designed the CN Tower  C. John Andrews  D. Norman Foster,C
places_landmark,Yellowstone National Park,highest point,Eagle Peak,What is the highest point of Yellowstone National Park?,The highest point is Mount Washburn,0.0,What is the elevation of the highest point of Yellowstone National Park?,"11,358 feet",In which mountain range is the highest point of Yellowstone National Park located?,Absaroka Range,Which state is home to the mountain range that contains the highest point of Yellowstone National Park?,Wyoming,Which country is home to the state that contains the mountain range with the highest point of Yellowstone National Park?,United States,Which continent is home to the country that contains the state with the mountain range that has the highest point of Yellowstone National Park?,North America,"['Eagle Peak', 'The highest point is Mount Washburn', 'Mount Sheridan', 'Electric Peak']",Which peak is the highest point in Yellowstone National Park?,Is Eagle Peak the highest point of Yellowstone National Park?,Is the highest point of Yellowstone National Park Mount Washburn?,What is a famous geothermal feature found in Yellowstone National Park?,What national park has Eagle Peak as its highest point?,A. Electric Peak  B. Mount Sheridan  C. The highest point is Mount Washburn  D. Eagle Peak,D
places_landmark,Willis Tower,commissioned by,Sears,What was Willis Tower commissioned by?,Willis Tower was commissioned by the Chicago Board of Trade,0.0,Who was the CEO of the company that Willis Tower was commissioned by?,Arthur C. Martinez,Which university did the CEO of the company that Willis Tower was commissioned by attend?,New York University,In which city is the university located that the CEO of the company that Willis Tower was commissioned by attended?,New York City,In which state is the city located where the university is situated that the CEO of the company that Willis Tower was commissioned by attended?,New York,In which country is the state located where the city is situated that contains the university the CEO of the company that Willis Tower was commissioned by attended?,United States,"['Sears', 'Willis Tower was commissioned by the Chicago Board of Trade', 'John Hancock Center', 'Empire State Building']",Who commissioned the Willis Tower?,Was the Willis Tower commissioned by Sears?,Was the Willis Tower commissioned by the Chicago Board of Trade?,In which city is the Willis Tower located?,What did Sears commission?,A. John Hancock Center  B. Willis Tower was commissioned by the Chicago Board of Trade  C. Sears  D. Empire State Building,C
places_landmark,Ulriksdal Palace,owned by,National Property Board of Sweden,What was Ulriksdal Palace owned by?,King Magnus Eriksson,0.0,Who is the head of the organization that Ulriksdal Palace is owned by?,Ingemar Hansson,What is the educational background of the head of the organization that Ulriksdal Palace is owned by?,Economics,Which university did the head of the organization that Ulriksdal Palace is owned by attend for their economics degree?,Stockholm University,In which city is the university located where the head of the organization that Ulriksdal Palace is owned by studied economics?,Stockholm,In which country is the city located where the university is situated that the head of the organization that Ulriksdal Palace is owned by attended?,Sweden,"['National Property Board of Sweden', 'King Magnus Eriksson', 'Swedish Royal Family', 'Stockholm Municipality']",Who is the owner of Ulriksdal Palace?,Is Ulriksdal Palace owned by the National Property Board of Sweden?,Is Ulriksdal Palace owned by King Magnus Eriksson?,In which country is Ulriksdal Palace located?,What does the National Property Board of Sweden own?,A. National Property Board of Sweden  B. Stockholm Municipality  C. Swedish Royal Family  D. King Magnus Eriksson,A
places_landmark,Linnanmäki,owned by,Children's Day Foundation,What was Linnanmäki owned by?,The Linnanmäki estate,0.0,Who is the current chairman of the organization that Linnanmäki was owned by?,Pekka Timonen,Which city is the current chairman of the organization that Linnanmäki was owned by from?,Helsinki,What is the population of the city where the current chairman of the organization that Linnanmäki was owned by is from?,"631,695","What is the area in square kilometers of the city with a population of 631,695 where the current chairman of the organization that Linnanmäki was owned by is from?",213.75 km²,"What is the name of the country where the city with an area of 213.75 km² and a population of 631,695, where the current chairman of the organization that Linnanmäki was owned by is from, is located?",Finland,"[""Children's Day Foundation"", 'The Linnanmäki estate', 'Helsinki City Council', 'Finnish Amusement Parks Association']",Who was the owner of Linnanmäki?,Was Linnanmäki owned by the Children's Day Foundation?,Was Linnanmäki owned by The Linnanmäki estate?,What type of attraction is Linnanmäki known for?,What does the Children's Day Foundation own?,A. The Linnanmäki estate  B. Helsinki City Council  C. Finnish Amusement Parks Association  D. Children's Day Foundation,D
places_landmark,Sacro Monte di Varese,diocese,Roman Catholic Archdiocese of Milan,What is the diocese of Sacro Monte di Varese?,The diocese of Sacro Monte di Varese is the diocese of,0.0,Who is the current archbishop of the diocese of Sacro Monte di Varese?,Mario Delpini,In which year did the current archbishop of the diocese of Sacro Monte di Varese become archbishop?,2017,Who was the predecessor of the current archbishop of the diocese of Sacro Monte di Varese?,Angelo Scola,Which position did the predecessor of the current archbishop of the diocese of Sacro Monte di Varese hold before becoming archbishop?,Patriarch of Venice,In which year did the predecessor of the current archbishop of the diocese of Sacro Monte di Varese become the Patriarch of Venice?,2002,"['Roman Catholic Archdiocese of Milan', 'The diocese of Sacro Monte di Varese is the diocese of', 'Roman Catholic Diocese of Como', 'Roman Catholic Diocese of Lugano']",Which diocese does Sacro Monte di Varese belong to?,Is the diocese of Sacro Monte di Varese the Roman Catholic Archdiocese of Milan?,Is the diocese of Sacro Monte di Varese the diocese of?,What is a famous pilgrimage site located in Varese?,What is the location of the Roman Catholic Archdiocese of Milan?,A. Roman Catholic Archdiocese of Milan  B. The diocese of Sacro Monte di Varese is the diocese of  C. Roman Catholic Diocese of Lugano  D. Roman Catholic Diocese of Como,A
places_landmark,Dung Gate,named after,Magharibah,What was Dung Gate named after?,Dung Gate,0.0,Who were the inhabitants of the area that Dung Gate was named after?,Moroccan Muslims,Which country did the inhabitants of the area that Dung Gate was named after come from?,Morocco,What is the capital city of the country that the inhabitants of the area that Dung Gate was named after come from?,Rabat,What is the population of the capital city of the country that the inhabitants of the area that Dung Gate was named after come from?,"Approximately 580,000",What is the main language spoken in the capital city of the country that the inhabitants of the area that Dung Gate was named after come from?,Arabic,"['Magharibah', 'Dung Gate', 'Jaffa Gate', 'Zion Gate']",What is the namesake of Dung Gate?,Was Dung Gate named after Magharibah?,Was Dung Gate named after Dung Gate?,Where is Dung Gate located?,What was Magharibah named after?,A. Dung Gate  B. Jaffa Gate  C. Zion Gate  D. Magharibah,D
places_landmark,Great Wall of China,made from material,limestone,What is the made from material of Great Wall of China?,Iron,0.0,What is the primary use of the material that the Great Wall of China is made from?,Construction,What is a famous structure built using the primary use of the material that the Great Wall of China is made from?,Pyramids of Giza,In which country is the famous structure located that was built using the primary use of the material that the Great Wall of China is made from?,Egypt,What is the capital city of the country where the famous structure is located that was built using the primary use of the material that the Great Wall of China is made from?,Cairo,What is the population of the capital city of the country where the famous structure is located that was built using the primary use of the material that the Great Wall of China is made from?,Approximately 20 million,"['limestone', 'Iron', 'granite', 'brick']",What material is the Great Wall of China made from?,Is the Great Wall of China made from limestone?,Is the Great Wall of China made from Iron?,Where is the Great Wall of China located?,What structure is made from limestone?,A. granite  B. limestone  C. Iron  D. brick,B
places_landmark,Willis Tower,architectural style,International Style,What is the architectural style of Willis Tower?,Skyscraper,0.0,Who is the architect associated with the architectural style of Willis Tower?,Bruce Graham,Which company did the architect associated with the architectural style of Willis Tower work for?,"Skidmore, Owings & Merrill",In which city is the company located that the architect associated with the architectural style of Willis Tower worked for?,Chicago,In which state is the city located where the company that the architect associated with the architectural style of Willis Tower worked for is situated?,Illinois,In which country is the state located where the city is situated that contains the company the architect associated with the architectural style of Willis Tower worked for?,United States,"['International Style', 'Skyscraper', 'Art Deco', 'Modernism']",Which architectural style does Willis Tower belong to?,Is the architectural style of Willis Tower International Style?,Is the architectural style of Willis Tower Skyscraper?,In which city is the Willis Tower located?,Which building is designed in the International Style?,A. Art Deco  B. Skyscraper  C. International Style  D. Modernism,C
places_landmark,St. Basil's Cathedral,religion or worldview,Eastern Orthodoxy,What is the religion or worldview of St. Basil's Cathedral?,Basilian,0.0,Who is the current leader of the religion or worldview of St. Basil's Cathedral?,Patriarch Kirill of Moscow,What is the title of the current leader of the religion or worldview of St. Basil's Cathedral?,Patriarch of Moscow and all Rus',In which year did the current leader of the religion or worldview of St. Basil's Cathedral assume office?,2009,Which church is the current leader of the religion or worldview of St. Basil's Cathedral associated with?,Russian Orthodox Church,In which country is the church located that the current leader of the religion or worldview of St. Basil's Cathedral is associated with?,Russia,"['Eastern Orthodoxy', 'Basilian', 'Catholicism', 'Protestantism']",Which religion or worldview is associated with St. Basil's Cathedral?,Is the religion or worldview of St. Basil's Cathedral Eastern Orthodoxy?,Is the religion or worldview of St. Basil's Cathedral Basilian?,In which city is St. Basil's Cathedral located?,Which cathedral is associated with Eastern Orthodoxy?,A. Eastern Orthodoxy  B. Catholicism  C. Protestantism  D. Basilian,A
