topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
human_entrepreneur,Friedrich Wilhelm Schindler,place of birth,Mollis,Who is the place of birth of Friedrich Wilhelm Schindler?,Germany,0.0,"['Mollis', 'Germany', 'Zurich', 'Vienna']",Where was Friedrich Wilhelm Schindler born?,Is Mollis the place of birth of Friedrich Wilhelm Schindler?,Is Germany the place of birth of Friedrich Wilhelm Schindler?,What is Friedrich Wilhelm Schindler known for?,Who was born in Mollis?,A. Vienna  B. Germany  C. Mollis  D. Zurich,C,In which country is the place of birth of Friedrich Wilhelm Schindler located?,Switzerland,What is the official language spoken in the country where the place of birth of Friedrich Wilhelm Schindler is located?,German,What is the population of the country where the place of birth of Friedrich Wilhelm Schindler is located?,8.5 million,What is the capital city of the country where the place of birth of Friedrich Wilhelm Schindler is located?,Bern,What is the name of the river that flows through the capital city of the country where the place of birth of Friedrich Wilhelm Schindler is located?,Aare
human_entrepreneur,Albert Ballin,occupation,entrepreneur,What is the occupation of Albert Ballin?,Ballin is a banker,0.0,"['entrepreneur', 'Ballin is a banker', 'teacher', 'scientist']",What job did Albert Ballin have?,Is Albert Ballin's occupation an entrepreneur?,Is Albert Ballin's occupation a banker?,What is Albert Ballin known for in the field of business?,Who is an entrepreneur?,A. teacher  B. scientist  C. Ballin is a banker  D. entrepreneur,D,What company did the entrepreneur Albert Ballin found?,Hamburg America Line,In which year was the company founded by the entrepreneur Albert Ballin established?,1847,Which city was the headquarters of the company founded by the entrepreneur Albert Ballin located?,Hamburg,In which country is the city located where the headquarters of the company founded by the entrepreneur Albert Ballin was situated?,Germany,What is the primary industry of the company founded by the entrepreneur Albert Ballin?,Shipping
human_entrepreneur,Marco Polo,father,Niccolò Polo,Who is the father of Marco Polo?,Marco Polo,0.0,"['Niccolò Polo', 'Marco Polo', 'Matteo Polo', 'Giovanni Polo']",Who is Marco Polo's father?,Is Niccolò Polo the father of Marco Polo?,Is Marco Polo the father of Marco Polo?,What is Marco Polo famous for?,Who is the son of Niccolò Polo?,A. Niccolò Polo  B. Matteo Polo  C. Marco Polo  D. Giovanni Polo,A,Who is the brother of the father of Marco Polo?,Maffeo Polo,What was the occupation of the brother of the father of Marco Polo?,Merchant,Which city was the primary base of operations for the occupation of the brother of the father of Marco Polo?,Venice,In which country is the city located that was the primary base of operations for the occupation of the brother of the father of Marco Polo?,Italy,What is the official language of the country where the city is located that was the primary base of operations for the occupation of the brother of the father of Marco Polo?,Italian
human_entrepreneur,Lothar von Faber,work location,Stein,Who is the work location of Lothar von Faber?,The work location of Lothar von Faber is in the United States,0.0,"['Stein', 'The work location of Lothar von Faber is in the United States', 'Germany', 'Nuremberg']",Where did Lothar von Faber work?,Is Stein the work location of Lothar von Faber?,Is the work location of Lothar von Faber in the United States?,What is a famous product associated with Lothar von Faber?,Who worked in Stein?,A. Nuremberg  B. Germany  C. Stein  D. The work location of Lothar von Faber is in the United States,C,What is the country of the work location of Lothar von Faber?,Germany,What is the official language of the country of the work location of Lothar von Faber?,German,What is the population of the country where the work location of Lothar von Faber is situated?,Approximately 83 million,What is the capital city of the country where the work location of Lothar von Faber is situated?,Berlin,What is the largest airport in the capital city of the country where the work location of Lothar von Faber is situated?,Berlin Brandenburg Airport
human_entrepreneur,Henry Ford,sport,auto racing,What is the sport of Henry Ford?,Fordism,0.0,"['auto racing', 'Fordism', 'basketball', 'soccer']",Which sport is associated with Henry Ford?,Is the sport of Henry Ford auto racing?,Is the sport of Henry Ford Fordism?,What is Henry Ford well-known for in the field of manufacturing?,Who is associated with the sport of auto racing?,A. basketball  B. auto racing  C. Fordism  D. soccer,B,Who is a famous driver associated with the sport of Henry Ford?,Barney Oldfield,Which race did a famous driver associated with the sport of Henry Ford win?,Indianapolis 500,In which year did a famous driver associated with the sport of Henry Ford win the Indianapolis 500?,1914,Which team did a famous driver associated with the sport of Henry Ford drive for when they won the Indianapolis 500?,Stutz,Who was the founder of the team that a famous driver associated with the sport of Henry Ford drove for when they won the Indianapolis 500?,Harry C. Stutz
human_entrepreneur,Christine Kaufmann,spouse,Tony Curtis,Who is the spouse of Christine Kaufmann?,Her husband,0.0,"['Tony Curtis', 'Her husband', 'Jack Lemmon', 'Kirk Douglas']",Who is Christine Kaufmann married to?,Is Tony Curtis the spouse of Christine Kaufmann?,Is Her husband the spouse of Christine Kaufmann?,What is Christine Kaufmann known for?,Who is the spouse of Tony Curtis?,A. Her husband  B. Kirk Douglas  C. Jack Lemmon  D. Tony Curtis,D,What is the birth name of the spouse of Christine Kaufmann?,Bernard Schwartz,What is the nationality of the person whose birth name is Bernard Schwartz and is the spouse of Christine Kaufmann?,American,"In which city was the American spouse of Christine Kaufmann, whose birth name is Bernard Schwartz, born?",New York City,"In which borough of New York City was the American spouse of Christine Kaufmann, whose birth name is Bernard Schwartz, born?",The Bronx,"In which country is the borough located where the American spouse of Christine Kaufmann, whose birth name is Bernard Schwartz, was born?",United States
human_entrepreneur,Lasse Virén,country for sport,Finland,What is the country for sport of Lasse Virén?,Sweden,0.0,"['Finland', 'Sweden', 'Norway', 'Denmark']",Which country does Lasse Virén represent in sports?,Is Finland the country for sport of Lasse Virén?,Is Sweden the country for sport of Lasse Virén?,What is Lasse Virén known for in the field of athletics?,Which athlete represents Finland in sports?,A. Sweden  B. Denmark  C. Finland  D. Norway,C,Who is a famous athlete from the country for sport of Lasse Virén?,Paavo Nurmi,In which year did the famous athlete from the country for sport of Lasse Virén win his first Olympic gold medal?,1920,In which city were the Olympics held where the famous athlete from the country for sport of Lasse Virén won his first gold medal?,Antwerp,In which country is the city located where the Olympics were held where the famous athlete from the country for sport of Lasse Virén won his first gold medal?,Belgium,What is the official language of the country where the city is located that hosted the Olympics where the famous athlete from the country for sport of Lasse Virén won his first gold medal?,"Dutch, French, German"
human_entrepreneur,James Clark,residence,Bangkok,What is the residence of James Clark?,The residence of James Clark is in the city of New York.  Question,0.0,"['Bangkok', 'The residence of James Clark is in the city of New York.  Question', 'Tokyo', 'Paris']",Where does James Clark live?,Is the residence of James Clark in Bangkok?,Is the residence of James Clark in the city of New York?,What is James Clark's profession?,Who resides in Bangkok?,A. The residence of James Clark is in the city of New York.  Question  B. Paris  C. Tokyo  D. Bangkok,D,What is the population of the city that is the residence of James Clark?,10.539 million,What is the official language spoken in the city with a population of 10.539 million that is the residence of James Clark?,Thai,What is the currency used in the country where the official language is Thai and the city with a population of 10.539 million that is the residence of James Clark is located?,Thai Baht,"What is the capital of the country where the currency is Thai Baht and the official language is Thai, and the city with a population of 10.539 million that is the residence of James Clark is located?",Bangkok,"What is the name of the river that flows through the capital of the country where the currency is Thai Baht and the official language is Thai, and the city with a population of 10.539 million that is the residence of James Clark is located?",Chao Phraya River
human_entrepreneur,Arnold Schwarzenegger,influenced by,Yury Vlasov,Who was Arnold Schwarzenegger influenced by?,Arnold Schwarzenegger was influenced by his father,0.0,"['Yury Vlasov', 'Arnold Schwarzenegger was influenced by his father', 'Joe Weider', 'Franco Columbu']",Who had an influence on Arnold Schwarzenegger?,Was Arnold Schwarzenegger influenced by Yury Vlasov?,Was Arnold Schwarzenegger influenced by his father?,What is Arnold Schwarzenegger well-known for besides bodybuilding?,Who was influenced by Yury Vlasov?,A. Joe Weider  B. Arnold Schwarzenegger was influenced by his father  C. Franco Columbu  D. Yury Vlasov,D,What is the nationality of the person who influenced Arnold Schwarzenegger?,Russian,What sport is associated with the nationality of the person who influenced Arnold Schwarzenegger?,Weightlifting,Which international competition did the person who influenced Arnold Schwarzenegger participate in?,Olympic Games,In which year did the person who influenced Arnold Schwarzenegger participate in the Olympic Games?,1960,In which city were the Olympic Games held in the year the person who influenced Arnold Schwarzenegger participated?,Rome
human_entrepreneur,Carl Hahn,employer,Westsächsische Hochschule Zwickau - University of Applied Sciences,What is the employer of Carl Hahn?,The employer of Carl Hahn is the United States government,0.0,"['Westsächsische Hochschule Zwickau - University of Applied Sciences', 'The employer of Carl Hahn is the United States government', 'Harvard University', 'Google']",Who employs Carl Hahn?,Is the employer of Carl Hahn Westsächsische Hochschule Zwickau - University of Applied Sciences?,Is the employer of Carl Hahn the United States government?,What is a notable attribute of Carl Hahn?,Who is employed by Westsächsische Hochschule Zwickau - University of Applied Sciences?,A. The employer of Carl Hahn is the United States government  B. Harvard University  C. Westsächsische Hochschule Zwickau - University of Applied Sciences  D. Google,C,In which city is the employer of Carl Hahn located?,Zwickau,In which state is the city located where the employer of Carl Hahn is situated?,Saxony,In which country is the state located where the city is situated that contains the employer of Carl Hahn?,Germany,What is the primary language spoken in the country where the state is located that contains the city where the employer of Carl Hahn is situated?,German,"What is the currency used in the country where the primary language is German and the state is Saxony, which contains the city where the employer of Carl Hahn is situated?",Euro
human_entrepreneur,Anders Behring Breivik,residence,Oslo,What is the residence of Anders Behring Breivik?,Norway,0.0,"['Oslo', 'Norway', 'Bergen', 'Trondheim']",Where does Anders Behring Breivik live?,Is Oslo the residence of Anders Behring Breivik?,Is Norway the residence of Anders Behring Breivik?,What is a well-known event associated with Anders Behring Breivik?,Who resides in Oslo?,A. Bergen  B. Oslo  C. Trondheim  D. Norway,B,What is the population of the city that is the residence of Anders Behring Breivik?,"693,494","What is the area in square kilometers of the city with a population of 693,494 that is the residence of Anders Behring Breivik?",454 km²,"What is the name of the mayor of the city with an area of 454 km² that has a population of 693,494 and is the residence of Anders Behring Breivik?",Marianne Borgen,"Which political party does the mayor belong to in the city with an area of 454 km², a population of 693,494, and is the residence of Anders Behring Breivik?",Socialist Left Party,"When was the mayor elected in the city with an area of 454 km², a population of 693,494, and is the residence of Anders Behring Breivik?",2015
human_entrepreneur,Werner Nachmann,place of birth,Karlsruhe,What is the place of birth of Werner Nachmann?,Germany,0.0,"['Karlsruhe', 'Germany', 'Berlin', 'Munich']",Where was Werner Nachmann born?,Is Karlsruhe the place of birth of Werner Nachmann?,Is Germany the place of birth of Werner Nachmann?,What was Werner Nachmann known for?,Who was born in Karlsruhe?,A. Karlsruhe  B. Berlin  C. Munich  D. Germany,A,What is the population of the place of birth of Werner Nachmann?,"313,092 (as of 2020)",What is the area in square kilometers of the place of birth of Werner Nachmann?,173.46 km²,What is the elevation in meters of the place of birth of Werner Nachmann?,115 meters,In which federal state is the place of birth of Werner Nachmann located?,Baden-Württemberg,In which country is the federal state located where the place of birth of Werner Nachmann is situated?,Germany
human_entrepreneur,Otto Krebs,member of political party,Nazi Party,What is the member of political party of Otto Krebs?,The member of political party of Otto Krebs is Otto Krebs,0.0,"['Nazi Party', 'The member of political party of Otto Krebs is Otto Krebs', 'Communist Party', 'Social Democratic Party']",Which political party was Otto Krebs a member of?,Was Otto Krebs a member of the Nazi Party?,Was Otto Krebs a member of the political party called 'The member of political party of Otto Krebs is Otto Krebs'?,What was Otto Krebs' profession or occupation?,Who was a member of the Nazi Party?,A. The member of political party of Otto Krebs is Otto Krebs  B. Nazi Party  C. Social Democratic Party  D. Communist Party,B,Who was the leader of the political party that Otto Krebs was a member of?,Adolf Hitler,What was the title of the leader of the political party that Otto Krebs was a member of?,Führer,In which year did the leader of the political party that Otto Krebs was a member of become the Führer?,1934,Which event led to the leader of the political party that Otto Krebs was a member of becoming the Führer in 1934?,Death of President Paul von Hindenburg,In which country did the event occur that led to the leader of the political party that Otto Krebs was a member of becoming the Führer in 1934?,Germany
human_entrepreneur,Udo Proksch,place of birth,Rostock,What is the place of birth of Udo Proksch?,Germany,0.0,"['Rostock', 'Germany', 'Berlin', 'Hamburg']",Where was Udo Proksch born?,Is Rostock the place of birth of Udo Proksch?,Is Germany the place of birth of Udo Proksch?,What is Udo Proksch known for?,Who was born in Rostock?,A. Germany  B. Berlin  C. Hamburg  D. Rostock,D,What is the population of the place of birth of Udo Proksch?,"208,886 (as of 2020)","What is the area in square kilometers of the place with a population of 208,886, which is the place of birth of Udo Proksch?",181.44 square kilometers,"What is the name of the river that flows through the place with an area of 181.44 square kilometers, which is the place of birth of Udo Proksch?",Warnow,"What is the name of the sea into which the river Warnow flows, which is the river that flows through the place of birth of Udo Proksch?",Baltic Sea,"What is the name of the country that borders the Baltic Sea, into which the river Warnow flows, which is the river that flows through the place of birth of Udo Proksch?",Germany
human_entrepreneur,Otto Krebs,manner of death,natural causes,What is the manner of death of Otto Krebs?,Suicide,0.0,"['natural causes', 'Suicide', 'accident', 'homicide']",How did Otto Krebs die?,Did Otto Krebs die of natural causes?,Did Otto Krebs die of Suicide?,What was Otto Krebs known for?,Who died of natural causes?,A. accident  B. natural causes  C. homicide  D. Suicide,B,What is the birth year of the person who died of natural causes and is related to Otto Krebs?,1873,In which country was the person born in 1873 who died of natural causes and is related to Otto Krebs?,Germany,What is the capital city of the country where the person born in 1873 who died of natural causes and is related to Otto Krebs was born?,Berlin,Which famous landmark is located in the capital city of the country where the person born in 1873 who died of natural causes and is related to Otto Krebs was born?,Brandenburg Gate,In which district is the famous landmark located in the capital city of the country where the person born in 1873 who died of natural causes and is related to Otto Krebs was born?,Mitte
human_entrepreneur,"Prince Bernhard, Margrave of Baden",mother,"Princess Valerie, Margravine of Baden","Who is the mother of Prince Bernhard, Margrave of Baden?",The mother of Prince Bernhard is Princess Sophie of Baden.  Question,0.0,"['Princess Valerie, Margravine of Baden', 'The mother of Prince Bernhard is Princess Sophie of Baden.  Question', 'Princess Marie of Baden', 'Princess Louise of Baden']","Who is the mother of Prince Bernhard, Margrave of Baden?","Is Princess Valerie, Margravine of Baden the mother of Prince Bernhard, Margrave of Baden?","Is Princess Sophie of Baden the mother of Prince Bernhard, Margrave of Baden?","What title does Prince Bernhard, Margrave of Baden hold?","Who is the son of Princess Valerie, Margravine of Baden?","A. Princess Marie of Baden  B. Princess Valerie, Margravine of Baden  C. The mother of Prince Bernhard is Princess Sophie of Baden.  Question  D. Princess Louise of Baden",B,"Who is the father of the mother of Prince Bernhard, Margrave of Baden?","Maximilian, Margrave of Baden","Who is the spouse of the father of the mother of Prince Bernhard, Margrave of Baden?",Archduchess Valerie of Austria,"Who is the father of the spouse of the father of the mother of Prince Bernhard, Margrave of Baden?",Archduke Franz Salvator of Austria,"Who is the mother of the father of the spouse of the father of the mother of Prince Bernhard, Margrave of Baden?",Archduchess Marie Valerie of Austria,"Who is the father of the mother of the father of the spouse of the father of the mother of Prince Bernhard, Margrave of Baden?",Emperor Franz Joseph I of Austria
human_entrepreneur,Kurt von Kleefeld,place of death,Karlshorst,What is the place of death of Kurt von Kleefeld?,Kurt von Kleefeld died in the Battle of the Bulge,0.0,"['Karlshorst', 'Kurt von Kleefeld died in the Battle of the Bulge', 'Berlin', 'Munich']",Where did Kurt von Kleefeld pass away?,Did Kurt von Kleefeld die in Karlshorst?,Did Kurt von Kleefeld die in the Battle of the Bulge?,What was Kurt von Kleefeld's profession?,Who died in Karlshorst?,A. Munich  B. Karlshorst  C. Kurt von Kleefeld died in the Battle of the Bulge  D. Berlin,B,In which country is the place of death of Kurt von Kleefeld located?,Germany,What is the capital city of the country where the place of death of Kurt von Kleefeld is located?,Berlin,Which famous landmark is located in the capital city of the country where the place of death of Kurt von Kleefeld is located?,Brandenburg Gate,Who commissioned the famous landmark located in the capital city of the country where the place of death of Kurt von Kleefeld is located?,King Frederick William II of Prussia,"In which year was the famous landmark commissioned by King Frederick William II of Prussia, located in the capital city of the country where the place of death of Kurt von Kleefeld is located, completed?",1791
human_entrepreneur,Claudius Dornier,place of death,Zug,What is the place of death of Claudius Dornier?,The place of death of Claudius Dornier is the place of death of,0.0,"['Zug', 'The place of death of Claudius Dornier is the place of death of', 'Berlin', 'Munich']",Where did Claudius Dornier pass away?,Did Claudius Dornier die in Zug?,Did Claudius Dornier die in The place of death of Claudius Dornier is the place of death of?,What is Claudius Dornier known for in the field of aviation?,Who died in Zug?,A. The place of death of Claudius Dornier is the place of death of  B. Berlin  C. Zug  D. Munich,C,In which country is the place of death of Claudius Dornier located?,Switzerland,What is the official language spoken in the country where the place of death of Claudius Dornier is located?,German,What is the population of the country where the official language is German and the place of death of Claudius Dornier is located?,Approximately 8.5 million,What is the capital city of the country with a population of approximately 8.5 million where the place of death of Claudius Dornier is located?,Bern,What is the name of the river that flows through the capital city of the country where the place of death of Claudius Dornier is located?,Aare
human_entrepreneur,Clancy Brown,notable role,Mr. Krabs,Who is the notable role of Clancy Brown?,The actor is best known for his role as the voice of the title character in,0.0,"['Mr. Krabs', 'The actor is best known for his role as the voice of the title character in', 'SpongeBob SquarePants', 'Lex Luthor']",What notable character is portrayed by Clancy Brown?,Is Mr. Krabs the notable role of Clancy Brown?,Is The actor is best known for his role as the voice of the title character in the notable role of Clancy Brown?,What is a well-known attribute of Clancy Brown?,Who portrays Mr. Krabs?,A. The actor is best known for his role as the voice of the title character in  B. Mr. Krabs  C. SpongeBob SquarePants  D. Lex Luthor,B,Who is the creator of the notable role of Clancy Brown?,Stephen Hillenburg,What is the profession of the creator of the notable role of Clancy Brown?,Marine biologist and animator,Which university did the creator of the notable role of Clancy Brown attend for their undergraduate studies?,Humboldt State University,In which city is the university that the creator of the notable role of Clancy Brown attended located?,Arcata,In which state is the city located where the university that the creator of the notable role of Clancy Brown attended is situated?,California
human_entrepreneur,Walter Cramer,work location,Leipzig,What is the work location of Walter Cramer?,Cramer is a programmer,0.0,"['Leipzig', 'Cramer is a programmer', 'Berlin', 'Munich']",Where does Walter Cramer work?,Is Walter Cramer's work location Leipzig?,Is Walter Cramer's work location 'Cramer is a programmer'?,What is a famous landmark in Leipzig?,Who works in Leipzig?,A. Berlin  B. Munich  C. Leipzig  D. Cramer is a programmer,C,What is a notable landmark in the work location of Walter Cramer?,St. Thomas Church,Who is a famous composer associated with the notable landmark in the work location of Walter Cramer?,Johann Sebastian Bach,Which musical instrument is prominently featured in the works of the famous composer associated with the notable landmark in the work location of Walter Cramer?,Organ,In which century did the famous composer associated with the notable landmark in the work location of Walter Cramer primarily compose his works?,18th century,Which Baroque musical form is the famous composer associated with the notable landmark in the work location of Walter Cramer known for?,Fugue
