topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
entertainment_anime,Tabimachi Late Show,distributed by,Crunchyroll,What was Tabimachi Late Show distributed by?,The show was distributed by the Japanese Broadcasting Corporation,0.0,"['Crunchyroll', 'The show was distributed by the Japanese Broadcasting Corporation', 'Funimation', 'Netflix']",Who was the distributor of Tabimachi Late Show?,Was Tabimachi Late Show distributed by Crunchyroll?,Was Tabimachi Late Show distributed by the Japanese Broadcasting Corporation?,What genre is Tabimachi Late Show known for?,What show was distributed by Crunchyroll?,A. Crunchyroll  B. The show was distributed by the Japanese Broadcasting Corporation  C. Netflix  D. Funimation,A,Who is the CEO of the company that distributed Tabimachi Late Show?,Joanne Waage,Which company did the CEO of the company that distributed Tabimachi Late Show work for before joining Crunchyroll?,Viki,What type of service does the company provide where the CEO of the company that distributed Tabimachi Late Show worked before joining Crunchyroll?,Video streaming,In which year was the company founded that provides the service where the CEO of the company that distributed Tabimachi Late Show worked before joining Crunchyroll?,2007,In which country was the company founded that provides the service where the CEO of the company that distributed Tabimachi Late Show worked before joining Crunchyroll?,United States
entertainment_anime,Peeping Life,distributed by,Crunchyroll,What was Peeping Life distributed by?,Peeping Life was distributed by the Peeping Life Corporation,0.0,"['Crunchyroll', 'Peeping Life was distributed by the Peeping Life Corporation', 'Funimation', 'Netflix']",Who was the distributor of Peeping Life?,Was Peeping Life distributed by Crunchyroll?,Was Peeping Life distributed by the Peeping Life Corporation?,What genre is Peeping Life known for?,What did Crunchyroll distribute?,A. Funimation  B. Crunchyroll  C. Netflix  D. Peeping Life was distributed by the Peeping Life Corporation,B,Who is the CEO of the company that Peeping Life was distributed by?,Joanne Waage,Which university did the CEO of the company that Peeping Life was distributed by attend?,"University of California, Berkeley",In which city is the university located that the CEO of the company that Peeping Life was distributed by attended?,Berkeley,In which state is the city located where the university is situated that the CEO of the company that Peeping Life was distributed by attended?,California,In which country is the state located where the city is situated that contains the university the CEO of the company that Peeping Life was distributed by attended?,United States
entertainment_anime,IDOLM@STER SideM,input device,touchscreen,What is the input device of IDOLM@STER SideM?,The input device of IDOLM@STER SideM is the touch panel,0.0,"['touchscreen', 'The input device of IDOLM@STER SideM is the touch panel', 'keyboard', 'mouse']",Which input device is used for IDOLM@STER SideM?,Is the input device of IDOLM@STER SideM a touchscreen?,Is the input device of IDOLM@STER SideM the touch panel?,What genre of game is IDOLM@STER SideM?,Which game uses a touchscreen as its input device?,A. The input device of IDOLM@STER SideM is the touch panel  B. keyboard  C. touchscreen  D. mouse,C,What is the primary function of the input device of IDOLM@STER SideM?,To interact with the game interface,What type of technology is used in the input device of IDOLM@STER SideM to detect touch?,Capacitive technology,Which company is known for manufacturing the technology used in the input device of IDOLM@STER SideM?,Apple Inc.,In which year did the company known for manufacturing the technology used in the input device of IDOLM@STER SideM release its first touchscreen device?,2007,What was the name of the first touchscreen device released by the company known for manufacturing the technology used in the input device of IDOLM@STER SideM?,iPhone
entertainment_anime,Euphoria,original language of film or TV show,Japanese,What is the original language of film or TV show of Euphoria?,French,0.0,"['Japanese', 'French', 'Spanish', 'German']",In what language was the film or TV show Euphoria originally made?,Is the original language of the film or TV show Euphoria Japanese?,Is the original language of the film or TV show Euphoria French?,What genre is the film or TV show Euphoria known for?,Which film or TV show has Japanese as its original language?,A. French  B. German  C. Japanese  D. Spanish,C,Who is the director of the film or TV show with the original language of Japanese for Euphoria?,Shinji Aoyama,What is the birth year of the director of the film or TV show with the original language of Japanese for Euphoria?,1964,Which film festival awarded a prize to the director of the film or TV show with the original language of Japanese for Euphoria?,Cannes Film Festival,In which year did the film festival that awarded a prize to the director of the film or TV show with the original language of Japanese for Euphoria take place?,2000,Which film by the director of the film or TV show with the original language of Japanese for Euphoria won a prize at the film festival in 2000?,Eureka
entertainment_anime,Gakuen Handsome,genre,dating sim,What is the genre of Gakuen Handsome?,Drama,0.0,"['dating sim', 'Drama', 'Action', 'Comedy']",Which genre does Gakuen Handsome belong to?,Is the genre of Gakuen Handsome dating sim?,Is the genre of Gakuen Handsome Drama?,What is the main setting of Gakuen Handsome?,Which game is a dating sim?,A. Action  B. Comedy  C. dating sim  D. Drama,C,What is a popular game in the genre of Gakuen Handsome?,Hatoful Boyfriend,Who is the developer of a popular game in the genre of Gakuen Handsome?,Mediatonic,What is another game developed by the developer of a popular game in the genre of Gakuen Handsome?,Fall Guys,When was another game developed by the developer of a popular game in the genre of Gakuen Handsome released?,"August 4, 2020",On which platforms was the game released that was developed by the developer of a popular game in the genre of Gakuen Handsome?,"PlayStation 4, Microsoft Windows, Nintendo Switch, Xbox One, Xbox Series X/S"
entertainment_anime,The Black Cat,color,black-and-white,What is the color of The Black Cat?,Black,0.0,"['black-and-white', 'Black', 'gray', 'white']",What color is The Black Cat?,Is the color of The Black Cat black-and-white?,Is the color of The Black Cat Black?,What is the genre of The Black Cat?,What is black-and-white in relation to The Black Cat?,A. Black  B. gray  C. white  D. black-and-white,D,What is the breed of the cat with the color of The Black Cat?,Tuxedo cat,What is the average lifespan of the breed of the cat with the color of The Black Cat?,12-18 years,What is a common health issue in the breed of the cat with the color of The Black Cat?,Obesity,What is a recommended diet to prevent the common health issue in the breed of the cat with the color of The Black Cat?,"High-protein, low-carbohydrate diet","What is a popular brand of cat food that offers a high-protein, low-carbohydrate diet to prevent the common health issue in the breed of the cat with the color of The Black Cat?",Blue Buffalo
entertainment_anime,Pan de Peace!,language of work or name,Japanese,What is the language of work or name of Pan de Peace!?,Pan de Peace!,0.0,"['Japanese', 'Pan de Peace!', 'English', 'Spanish']",In which language is Pan de Peace! created?,Is the language of work or name of Pan de Peace! Japanese?,Is the language of work or name of Pan de Peace! Pan de Peace!?,What genre does Pan de Peace! belong to?,What work or name is in Japanese?,A. Japanese  B. English  C. Spanish  D. Pan de Peace!,A,Who is the director of the work that has the language of work or name of Pan de Peace!?,Yoshihiro Watanabe,Which studio produced the work directed by Yoshihiro Watanabe that has the language of work or name of Pan de Peace!?,Asahi Production,In which year did the studio Asahi Production produce the work directed by Yoshihiro Watanabe that has the language of work or name of Pan de Peace!?,2016,What is the genre of the work produced by Asahi Production in 2016 that was directed by Yoshihiro Watanabe and has the language of work or name of Pan de Peace!?,Slice of life,Who is the original creator of the work in the genre of slice of life produced by Asahi Production in 2016 that was directed by Yoshihiro Watanabe and has the language of work or name of Pan de Peace!?,Emily
entertainment_anime,Giovanni's Island,distributed by,Warner Bros.,What was Giovanni's Island distributed by?,The Island,0.0,"['Warner Bros.', 'The Island', 'Universal Pictures', 'Paramount Pictures']",Who was the distributor of Giovanni's Island?,Was Giovanni's Island distributed by Warner Bros.?,Was Giovanni's Island distributed by The Island?,What genre is Giovanni's Island known for?,What did Warner Bros. distribute?,A. Warner Bros.  B. Universal Pictures  C. The Island  D. Paramount Pictures,A,Who is the CEO of the company that distributed Giovanni's Island?,David Zaslav,Which university did the CEO of the company that distributed Giovanni's Island attend?,Boston University,In which city is the university located that the CEO of the company that distributed Giovanni's Island attended?,Boston,In which state is the city located where the university that the CEO of the company that distributed Giovanni's Island attended is situated?,Massachusetts,In which country is the state located where the city is situated that contains the university the CEO of the company that distributed Giovanni's Island attended?,United States
entertainment_anime,Giovanni's Island,country of origin,Japan,What is the country of origin of Giovanni's Island?,Italy,0.0,"['Japan', 'Italy', 'France', 'Germany']",Which country is Giovanni's Island from?,Is the country of origin of Giovanni's Island Japan?,Is the country of origin of Giovanni's Island Italy?,What is the genre of Giovanni's Island?,Which island is from Japan?,A. France  B. Japan  C. Germany  D. Italy,B,What is the capital of the country of origin of Giovanni's Island?,Tokyo,What is the population of the capital of the country of origin of Giovanni's Island?,Approximately 14 million,What is the name of the largest district in the capital of the country of origin of Giovanni's Island?,Shinjuku,What is the name of the famous park located in the largest district in the capital of the country of origin of Giovanni's Island?,Shinjuku Gyoen,What is the size of the famous park located in the largest district in the capital of the country of origin of Giovanni's Island?,58.3 hectares
entertainment_anime,Kiitaro's Yokai Picture Diary,distribution format,video on demand,What is the distribution format of Kiitaro's Yokai Picture Diary?,The distribution format of Kiitaro's Yokai Picture Diary is a DVD,0.0,"['video on demand', ""The distribution format of Kiitaro's Yokai Picture Diary is a DVD"", 'Blu-ray', 'streaming service']",In what format is Kiitaro's Yokai Picture Diary distributed?,Is the distribution format of Kiitaro's Yokai Picture Diary video on demand?,Is the distribution format of Kiitaro's Yokai Picture Diary a DVD?,What genre does Kiitaro's Yokai Picture Diary belong to?,What is distributed in the format of video on demand?,A. Blu-ray  B. video on demand  C. streaming service  D. The distribution format of Kiitaro's Yokai Picture Diary is a DVD,B,Which company provides the video on demand distribution format of Kiitaro's Yokai Picture Diary?,Crunchyroll,Who is the CEO of the company that provides the video on demand distribution format of Kiitaro's Yokai Picture Diary?,Joanne Waage,Which university did the CEO of the company that provides the video on demand distribution format of Kiitaro's Yokai Picture Diary attend?,Stanford University,In which city is the university located that the CEO of the company providing the video on demand distribution format of Kiitaro's Yokai Picture Diary attended?,Stanford,In which state is the city located where the university is situated that the CEO of the company providing the video on demand distribution format of Kiitaro's Yokai Picture Diary attended?,California
entertainment_anime,Holo no Graffiti,producer,Hololive Production,What is the producer of Holo no Graffiti?,Holo no Graffiti is a Japanese anime series,0.0,"['Hololive Production', 'Holo no Graffiti is a Japanese anime series', 'Crunchyroll', 'Funimation']",Who is responsible for producing Holo no Graffiti?,Is Hololive Production the producer of Holo no Graffiti?,Is Holo no Graffiti is a Japanese anime series the producer of Holo no Graffiti?,What type of content does Holo no Graffiti typically feature?,What anime series is produced by Hololive Production?,A. Crunchyroll  B. Hololive Production  C. Funimation  D. Holo no Graffiti is a Japanese anime series,B,Who is the CEO of the producer of Holo no Graffiti?,Tanigo Motoaki,Which company did the CEO of the producer of Holo no Graffiti found?,Cover Corp,In which year was the company founded by the CEO of the producer of Holo no Graffiti established?,2016,In which city is the headquarters of the company founded by the CEO of the producer of Holo no Graffiti located?,Tokyo,In which country is the city located where the headquarters of the company founded by the CEO of the producer of Holo no Graffiti is situated?,Japan
entertainment_anime,This Boy Suffers from Crystallization,country of origin,Japan,What is the country of origin of This Boy Suffers from Crystallization?,The country of origin of This Boy Suffers from Crystallization is the United,0.0,"['Japan', 'The country of origin of This Boy Suffers from Crystallization is the United', 'China', 'South Korea']",Which country is This Boy Suffers from Crystallization from?,Is the country of origin of This Boy Suffers from Crystallization Japan?,Is the country of origin of This Boy Suffers from Crystallization the United?,What is a popular cultural aspect of Japan?,Which boy suffers from crystallization and is from Japan?,A. The country of origin of This Boy Suffers from Crystallization is the United  B. Japan  C. China  D. South Korea,B,What is the capital of the country of origin of This Boy Suffers from Crystallization?,Tokyo,What is the population of the capital of the country of origin of This Boy Suffers from Crystallization?,Approximately 14 million,"What is the area in square kilometers of the capital city with a population of approximately 14 million, which is the capital of the country of origin of This Boy Suffers from Crystallization?","2,194 square kilometers","What is the name of the river that flows through the capital city with an area of 2,194 square kilometers, which is the capital of the country of origin of This Boy Suffers from Crystallization?",Sumida River,"What is the length of the river that flows through the capital city with an area of 2,194 square kilometers, which is the capital of the country of origin of This Boy Suffers from Crystallization?",27 kilometers
entertainment_anime,W Wish,game mode,single-player video game,What is the game mode of W Wish?,W Wish is a game mode where you can play with your friends,0.0,"['single-player video game', 'W Wish is a game mode where you can play with your friends', 'multiplayer video game', 'co-op video game']",What type of game mode does W Wish have?,Is the game mode of W Wish a single-player video game?,Is the game mode of W Wish a game mode where you can play with your friends?,What genre does the game W Wish belong to?,Which game has the game mode of a single-player video game?,A. multiplayer video game  B. W Wish is a game mode where you can play with your friends  C. single-player video game  D. co-op video game,C,What is the developer of the single-player video game that is the game mode of W Wish?,Princess Soft,What is another game developed by the developer of the single-player video game that is the game mode of W Wish?,Final Approach,What is the genre of another game developed by the developer of the single-player video game that is the game mode of W Wish?,Visual novel,What is the release year of the genre of another game developed by the developer of the single-player video game that is the game mode of W Wish?,2004,What is the platform of the game released in 2004 that is of the genre developed by the developer of the single-player video game that is the game mode of W Wish?,PlayStation 2
entertainment_anime,W Wish,developer,PrincessSoft,What is the developer of W Wish?,I am the developer of W Wish,0.0,"['PrincessSoft', 'I am the developer of W Wish', 'Square Enix', 'Capcom']",Who developed W Wish?,Is PrincessSoft the developer of W Wish?,Is I am the developer of W Wish the developer of W Wish?,What genre is W Wish known for?,What game was developed by PrincessSoft?,A. Capcom  B. PrincessSoft  C. I am the developer of W Wish  D. Square Enix,B,What is another game developed by the developer of W Wish?,Wind: A Breath of Heart,What is the genre of another game developed by the developer of W Wish?,Visual novel,What is the release year of the game in the genre of visual novel developed by the developer of W Wish?,2002,"Which platform was the game released in 2002, in the genre of visual novel, developed by the developer of W Wish available on?",PC,"Who published the game available on PC, released in 2002, in the genre of visual novel, developed by the developer of W Wish?",Visual Art's
entertainment_anime,Digimon Adventure Tri. 6,distribution format,video on demand,What is the distribution format of Digimon Adventure Tri. 6?,Digimon Adventure Tri. 6 is a DVD,0.0,"['video on demand', 'Digimon Adventure Tri. 6 is a DVD', 'Blu-ray', 'streaming service']",In what format is Digimon Adventure Tri. 6 distributed?,Is the distribution format of Digimon Adventure Tri. 6 video on demand?,Is the distribution format of Digimon Adventure Tri. 6 Digimon Adventure Tri. 6 is a DVD?,What genre does Digimon Adventure Tri. 6 belong to?,Which Digimon Adventure Tri. 6 content is available as video on demand?,A. streaming service  B. Blu-ray  C. video on demand  D. Digimon Adventure Tri. 6 is a DVD,C,Which company provides the video on demand service for the distribution format of Digimon Adventure Tri. 6?,Crunchyroll,Who is the CEO of the company that provides the video on demand service for the distribution format of Digimon Adventure Tri. 6?,Joanne Waage,Which university did the CEO of the company that provides the video on demand service for the distribution format of Digimon Adventure Tri. 6 attend?,"University of California, Berkeley",In which city is the university located that the CEO of the company providing the video on demand service for the distribution format of Digimon Adventure Tri. 6 attended?,Berkeley,In which state is the city located where the university is situated that the CEO of the company providing the video on demand service for the distribution format of Digimon Adventure Tri. 6 attended?,California
entertainment_anime,To Be Hero,distributed by,Crunchyroll,What was To Be Hero distributed by?,The film was distributed by Warner Bros,0.0,"['Crunchyroll', 'The film was distributed by Warner Bros', 'Netflix', 'Funimation']",Who was the distributor of To Be Hero?,Was To Be Hero distributed by Crunchyroll?,Was To Be Hero distributed by The film was distributed by Warner Bros?,What genre is the show To Be Hero known for?,What show was distributed by Crunchyroll?,A. Netflix  B. Funimation  C. The film was distributed by Warner Bros  D. Crunchyroll,D,Who is the parent company of the distributor of To Be Hero?,Sony,What is the headquarters location of the parent company of the distributor of To Be Hero?,"Minato, Tokyo, Japan","What is the founding year of the parent company whose headquarters is located in Minato, Tokyo, Japan, and is the parent company of the distributor of To Be Hero?",1946,"Who were the founders of the company founded in 1946, headquartered in Minato, Tokyo, Japan, and is the parent company of the distributor of To Be Hero?",Masaru Ibuka and Akio Morita,"What was the original name of the company founded by Masaru Ibuka and Akio Morita, headquartered in Minato, Tokyo, Japan, and is the parent company of the distributor of To Be Hero?",Tokyo Tsushin Kogyo
entertainment_anime,Double Hard,distributed by,Crunchyroll,What was Double Hard distributed by?,Double Hard was distributed by the company that created it,0.0,"['Crunchyroll', 'Double Hard was distributed by the company that created it', 'Netflix', 'Funimation']",Which company distributed Double Hard?,Was Double Hard distributed by Crunchyroll?,Was Double Hard distributed by the company that created it?,What genre is Double Hard known for?,What did Crunchyroll distribute?,A. Double Hard was distributed by the company that created it  B. Crunchyroll  C. Funimation  D. Netflix,B,Who is the CEO of the company that Double Hard was distributed by?,Raul Purini,Which university did the CEO of the company that Double Hard was distributed by attend?,"University of California, Berkeley",In which city is the university located that the CEO of the company that Double Hard was distributed by attended?,Berkeley,In which state is the city located where the university is situated that the CEO of the company that Double Hard was distributed by attended?,California,In which country is the state located where the city is situated that contains the university the CEO of the company that Double Hard was distributed by attended?,United States
entertainment_anime,Aki Sora,language of work or name,Japanese,What is the language of work or name of Aki Sora?,Aki Sora,0.0,"['Japanese', 'Aki Sora', 'English', 'Chinese']",In which language is Aki Sora's work or name?,Is the language of work or name of Aki Sora Japanese?,Is the language of work or name of Aki Sora Aki Sora?,What genre is Aki Sora known for?,What work or name is in Japanese?,A. English  B. Japanese  C. Chinese  D. Aki Sora,B,What is the country where the language of work or name of Aki Sora is predominantly spoken?,Japan,What is the capital city of the country where the language of work or name of Aki Sora is predominantly spoken?,Tokyo,What is the population of the capital city of the country where the language of work or name of Aki Sora is predominantly spoken?,Approximately 14 million,What is the name of the famous tower located in the capital city of the country where the language of work or name of Aki Sora is predominantly spoken?,Tokyo Tower,What is the height of the famous tower located in the capital city of the country where the language of work or name of Aki Sora is predominantly spoken?,333 meters
