topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
health_medication,pyridoxine/doxylamine,route of administration,oral administration,What is the route of administration of pyridoxine/doxylamine?,Oral,0.0,"['oral administration', 'Oral', 'intravenous administration', 'topical administration']",How is pyridoxine/doxylamine administered?,Is the route of administration of pyridoxine/doxylamine oral administration?,Is the route of administration of pyridoxine/doxylamine Oral?,What is a common use of pyridoxine/doxylamine?,What is administered via oral administration?,A. oral administration  B. intravenous administration  C. topical administration  D. Oral,A,What is the common side effect of the route of administration of pyridoxine/doxylamine?,drowsiness,What is the recommended dosage for the common side effect of the route of administration of pyridoxine/doxylamine?,10 mg of doxylamine and 10 mg of pyridoxine,What is the brand name of the recommended dosage for the common side effect of the route of administration of pyridoxine/doxylamine?,Diclegis,Which company manufactures the brand name of the recommended dosage for the common side effect of the route of administration of pyridoxine/doxylamine?,Duchesnay Inc.,In which country is the company located that manufactures the brand name of the recommended dosage for the common side effect of the route of administration of pyridoxine/doxylamine?,Canada
health_medication,pyridoxine/doxylamine,side effect,somnolence,What is the side effect of pyridoxine/doxylamine?,It can cause a rash,0.0,"['somnolence', 'It can cause a rash', 'nausea', 'headache']",What adverse effect is associated with pyridoxine/doxylamine?,Is somnolence a side effect of pyridoxine/doxylamine?,Is a rash a side effect of pyridoxine/doxylamine?,What is pyridoxine/doxylamine commonly used to treat?,What medication has somnolence as a side effect?,A. It can cause a rash  B. headache  C. somnolence  D. nausea,C,What is a common treatment for the side effect of pyridoxine/doxylamine?,Caffeine,What is the primary source of the common treatment for the side effect of pyridoxine/doxylamine?,Coffee,Which country is the largest producer of the primary source of the common treatment for the side effect of pyridoxine/doxylamine?,Brazil,What is the capital city of the country that is the largest producer of the primary source of the common treatment for the side effect of pyridoxine/doxylamine?,Brasília,In which year was the capital city of the country that is the largest producer of the primary source of the common treatment for the side effect of pyridoxine/doxylamine officially inaugurated?,1960
health_medication,insulin,has part(s),insulin B chain,What does insulin have part(s )?,Insulin has a part called insulin,0.0,"['insulin B chain', 'Insulin has a part called insulin', 'insulin A chain', 'insulin C peptide']",What component does insulin have?,Does insulin have part(s) called insulin B chain?,Does insulin have part(s) called Insulin has a part called insulin?,What is a primary function of insulin in the body?,What has part(s) insulin B chain?,A. Insulin has a part called insulin  B. insulin A chain  C. insulin B chain  D. insulin C peptide,C,Who discovered the part that insulin has?,Frederick Banting,Which university was the discoverer of the part that insulin has affiliated with?,University of Toronto,In which city is the university located where the discoverer of the part that insulin has was affiliated?,Toronto,In which province is the city located where the university is situated that the discoverer of the part that insulin has was affiliated?,Ontario,In which country is the province located where the city is situated that contains the university the discoverer of the part that insulin has was affiliated?,Canada
health_medication,ibritumomab,subject has role,radiopharmaceutical,What is the subject has role of ibritumomab?,Antibody,0.0,"['radiopharmaceutical', 'Antibody', 'Chemotherapy', 'Vaccine']",What role does ibritumomab have?,Is the subject has role of ibritumomab radiopharmaceutical?,Is the subject has role of ibritumomab Antibody?,What type of treatment is ibritumomab commonly associated with?,What is the role of a radiopharmaceutical in relation to ibritumomab?,A. Antibody  B. Vaccine  C. radiopharmaceutical  D. Chemotherapy,C,What is the primary use of the radiopharmaceutical that is the subject has role of ibritumomab?,Cancer treatment,Which type of cancer is primarily treated using the radiopharmaceutical that is the subject has role of ibritumomab?,Non-Hodgkin's lymphoma,What is a common symptom of the type of cancer that is primarily treated using the radiopharmaceutical that is the subject has role of ibritumomab?,Swollen lymph nodes,Which part of the body is typically affected by the common symptom of the type of cancer that is primarily treated using the radiopharmaceutical that is the subject has role of ibritumomab?,Lymphatic system,What is the primary function of the part of the body that is typically affected by the common symptom of the type of cancer that is primarily treated using the radiopharmaceutical that is the subject has role of ibritumomab?,Immune response
health_medication,onasemnogene abeparvovec,manufacturer,Novartis,What is the manufacturer of onasemnogene abeparvovec?,Onasemnogene abeparvovec is manufactured by AveXis,0.0,"['Novartis', 'Onasemnogene abeparvovec is manufactured by AveXis', 'Pfizer', 'Roche']",Who manufactures onasemnogene abeparvovec?,Is Novartis the manufacturer of onasemnogene abeparvovec?,Is onasemnogene abeparvovec manufactured by AveXis?,What is the primary use of onasemnogene abeparvovec?,What drug is manufactured by Novartis?,A. Roche  B. Pfizer  C. Onasemnogene abeparvovec is manufactured by AveXis  D. Novartis,D,Who is the CEO of the manufacturer of onasemnogene abeparvovec?,Vasant Narasimhan,Which university did the CEO of the manufacturer of onasemnogene abeparvovec attend for their medical degree?,Harvard Medical School,In which city is the university located where the CEO of the manufacturer of onasemnogene abeparvovec attended for their medical degree?,Boston,In which state is the city located where the university is situated that the CEO of the manufacturer of onasemnogene abeparvovec attended for their medical degree?,Massachusetts,In which country is the state located where the city is situated that contains the university the CEO of the manufacturer of onasemnogene abeparvovec attended for their medical degree?,United States
health_medication,candicidin,produced by,Streptomyces griseus,What was candicidin produced by?,The drug was produced by the company,0.0,"['Streptomyces griseus', 'The drug was produced by the company', 'Penicillium notatum', 'Aspergillus niger']",Who produced candicidin?,Was candicidin produced by Streptomyces griseus?,Was candicidin produced by the company?,What type of organism is Streptomyces griseus?,What did Streptomyces griseus produce?,A. The drug was produced by the company  B. Penicillium notatum  C. Aspergillus niger  D. Streptomyces griseus,D,What type of organism is Streptomyces griseus that produced candicidin?,Bacterium,What is the habitat of the bacterium Streptomyces griseus that produced candicidin?,Soil,What is the primary function of the habitat where the bacterium Streptomyces griseus that produced candicidin is found?,Decomposition of organic matter,What is a common byproduct of the decomposition of organic matter in the habitat where the bacterium Streptomyces griseus that produced candicidin is found?,Humus,What is the role of humus in the ecosystem where the bacterium Streptomyces griseus that produced candicidin is found?,Improves soil fertility and structure
health_medication,phosphatidyl serine,has part(s),carbon,What does phosphatidyl serine have part(s )?,Phosphatidyl serine is a phospholipid,0.0,"['carbon', 'Phosphatidyl serine is a phospholipid', 'oxygen', 'hydrogen']",What components does phosphatidyl serine contain?,Does phosphatidyl serine have carbon as a part?,Does phosphatidyl serine have Phosphatidyl serine is a phospholipid as a part?,Is phosphatidyl serine a type of phospholipid?,What has carbon as a part?,A. Phosphatidyl serine is a phospholipid  B. hydrogen  C. oxygen  D. carbon,D,What is the atomic number of the carbon that phosphatidyl serine has part(s)?,6,What is the electron configuration of the element with the atomic number of the carbon that phosphatidyl serine has part(s)?,[He] 2s2 2p2,What is the group number in the periodic table for the element with the electron configuration of the element with the atomic number of the carbon that phosphatidyl serine has part(s)?,14,What is the period number in the periodic table for the element with the group number of the element with the electron configuration of the element with the atomic number of the carbon that phosphatidyl serine has part(s)?,2,What is the standard state at room temperature for the element with the period number of the element with the group number of the element with the electron configuration of the element with the atomic number of the carbon that phosphatidyl serine has part(s)?,Solid
health_medication,xenon-133,subject has role,radiopharmaceutical,What is the subject has role of xenon-133?,Xenon-133 is a radioactive gas,0.0,"['radiopharmaceutical', 'Xenon-133 is a radioactive gas', 'diagnostic agent', 'contrast medium']",What role does xenon-133 play?,Is the subject has role of xenon-133 a radiopharmaceutical?,Is the subject has role of xenon-133 that Xenon-133 is a radioactive gas?,What is a common use of xenon-133 in medical imaging?,What substance has the role of radiopharmaceutical?,A. Xenon-133 is a radioactive gas  B. contrast medium  C. diagnostic agent  D. radiopharmaceutical,D,What is the primary use of the radiopharmaceutical that is the subject has role of xenon-133?,Lung ventilation imaging,Which medical condition is primarily diagnosed using the lung ventilation imaging that employs the radiopharmaceutical that is the subject has role of xenon-133?,Pulmonary embolism,Which diagnostic procedure is used to detect the medical condition that is primarily diagnosed using the lung ventilation imaging that employs the radiopharmaceutical that is the subject has role of xenon-133?,Ventilation-perfusion (V/Q) scan,Which medical imaging technique is combined with the diagnostic procedure used to detect the medical condition that is primarily diagnosed using the lung ventilation imaging that employs the radiopharmaceutical that is the subject has role of xenon-133?,Computed Tomography (CT),Which type of healthcare professional typically interprets the results of the medical imaging technique combined with the diagnostic procedure used to detect the medical condition that is primarily diagnosed using the lung ventilation imaging that employs the radiopharmaceutical that is the subject has role of xenon-133?,Radiologist
health_medication,chlorine,discoverer or inventor,Carl Wilhelm Scheele,Who is the discoverer or inventor of chlorine?,Chlorine is a chemical element,0.0,"['Carl Wilhelm Scheele', 'Chlorine is a chemical element', 'Joseph Priestley', 'Antoine Lavoisier']",Who discovered or invented chlorine?,Is Carl Wilhelm Scheele the discoverer or inventor of chlorine?,Is Chlorine is a chemical element the discoverer or inventor of chlorine?,What is the atomic number of chlorine?,Who was discovered or invented by Carl Wilhelm Scheele?,A. Antoine Lavoisier  B. Carl Wilhelm Scheele  C. Joseph Priestley  D. Chlorine is a chemical element,B,What is the nationality of the discoverer or inventor of chlorine?,Swedish,In which year was the discoverer or inventor of chlorine born?,1742,In which city was the discoverer or inventor of chlorine born?,Stralsund,Which country was the city located in where the discoverer or inventor of chlorine was born?,Sweden,What is the modern-day country of the city where the discoverer or inventor of chlorine was born?,Germany
health_medication,calcium,discoverer or inventor,Humphry Davy,Who is the discoverer or inventor of calcium?,Calcium is a mineral,0.0,"['Humphry Davy', 'Calcium is a mineral', 'Marie Curie', 'Isaac Newton']",Who discovered or invented calcium?,Is Humphry Davy the discoverer or inventor of calcium?,Is 'Calcium is a mineral' the discoverer or inventor of calcium?,What is a common use of calcium in the human body?,Who did Humphry Davy discover or invent?,A. Calcium is a mineral  B. Humphry Davy  C. Isaac Newton  D. Marie Curie,B,What is the nationality of the discoverer or inventor of calcium?,British,In which year was the discoverer or inventor of calcium born?,1778,What is the name of the city where the discoverer or inventor of calcium was born?,Penzance,What is the name of the county where the city is located where the discoverer or inventor of calcium was born?,Cornwall,What is the name of the country where the county is located where the city is situated that the discoverer or inventor of calcium was born?,England
health_medication,calcium,named after,lime,What was calcium named after?,Calcium,0.0,"['lime', 'Calcium', 'stone', 'chalk']",Calcium was named after what?,Was calcium named after lime?,Was calcium named after Calcium?,What is a common use of calcium in the human body?,What was lime named after?,A. lime  B. Calcium  C. stone  D. chalk,A,What is the chemical formula of the substance that calcium was named after?,CaO,"What is the common name of the chemical compound with the formula CaO, which is the substance that calcium was named after?",Quicklime,"What is the primary use of the common name of the chemical compound with the formula CaO, which is the substance that calcium was named after?",Cement production,"Which industry primarily uses the common name of the chemical compound with the formula CaO, which is the substance that calcium was named after?",Construction industry,"What is a major material produced by the industry that primarily uses the common name of the chemical compound with the formula CaO, which is the substance that calcium was named after?",Concrete
health_medication,calcium,subject has role,essential medicine,What is the subject has role of calcium?,Calcium is a mineral,0.0,"['essential medicine', 'Calcium is a mineral', 'dietary supplement', 'bone health']",What role does calcium have?,Is the subject has role of calcium essential medicine?,Is the subject has role of calcium that calcium is a mineral?,What is a common dietary source of calcium?,What is the subject that has the role of essential medicine?,A. essential medicine  B. bone health  C. dietary supplement  D. Calcium is a mineral,A,What is a common use of the essential medicine that is the subject has role of calcium?,Treatment of osteoporosis,Which demographic is most commonly affected by the condition treated by the essential medicine that is the subject has role of calcium?,Postmenopausal women,What is a common symptom experienced by the demographic most commonly affected by the condition treated by the essential medicine that is the subject has role of calcium?,Bone fractures,What is a common diagnostic method for detecting the condition that causes bone fractures in the demographic most commonly affected and treated by the essential medicine that is the subject has role of calcium?,Bone density scan,What is the name of the technology used in the common diagnostic method for detecting the condition that causes bone fractures in the demographic most commonly affected and treated by the essential medicine that is the subject has role of calcium?,Dual-energy X-ray absorptiometry (DEXA)
health_medication,Hepatitis B vaccine,discoverer or inventor,Baruch Samuel Blumberg,Who is the discoverer or inventor of Hepatitis B vaccine?,Dr. Jonas Salk,0.0,"['Baruch Samuel Blumberg', 'Dr. Jonas Salk', 'Louis Pasteur', 'Alexander Fleming']",Who invented or discovered the Hepatitis B vaccine?,Is Baruch Samuel Blumberg the discoverer or inventor of the Hepatitis B vaccine?,Is Dr. Jonas Salk the discoverer or inventor of the Hepatitis B vaccine?,What disease is the Hepatitis B vaccine used to prevent?,Who was discovered or invented by Baruch Samuel Blumberg?,A. Alexander Fleming  B. Dr. Jonas Salk  C. Baruch Samuel Blumberg  D. Louis Pasteur,C,What is the nationality of the discoverer or inventor of Hepatitis B vaccine?,American,Which university did the American discoverer or inventor of Hepatitis B vaccine attend for their undergraduate studies?,Union College,In which city is the university that the American discoverer or inventor of Hepatitis B vaccine attended located?,Schenectady,In which state is the city located where the university that the American discoverer or inventor of Hepatitis B vaccine attended is situated?,New York,In which country is the state located where the city is situated that contains the university the American discoverer or inventor of Hepatitis B vaccine attended?,United States
health_medication,digestive enzyme,molecular function,catalysis,What is the molecular function of digestive enzyme?,Digestive enzymes break down food into nutrients that can be absorbed by the body,0.0,"['catalysis', 'Digestive enzymes break down food into nutrients that can be absorbed by the body', 'energy production', 'signal transduction']",What role does a digestive enzyme play at the molecular level?,Is the molecular function of digestive enzyme catalysis?,Is the molecular function of digestive enzyme to break down food into nutrients that can be absorbed by the body?,What is a common function of digestive enzymes in the human body?,What enzyme has the molecular function of catalysis?,A. Digestive enzymes break down food into nutrients that can be absorbed by the body  B. catalysis  C. energy production  D. signal transduction,B,What is the substrate involved in the molecular function of the digestive enzyme?,Food molecules,What is the product formed from the substrate involved in the molecular function of the digestive enzyme?,Simpler molecules,Which organ produces the product formed from the substrate involved in the molecular function of the digestive enzyme?,Small intestine,Which system is the organ part of that produces the product formed from the substrate involved in the molecular function of the digestive enzyme?,Digestive system,Which other organs are part of the system that includes the organ producing the product formed from the substrate involved in the molecular function of the digestive enzyme?,"Stomach, liver, pancreas"
health_medication,hand sanitizer,has part(s),ethanol,What does hand sanitizer have part(s )?,Hand sanitizer has alcohol,0.0,"['ethanol', 'Hand sanitizer has alcohol', 'water', 'glycerin']",What component is found in hand sanitizer?,Does hand sanitizer have ethanol as a part?,Does hand sanitizer have alcohol as a part?,What is a common use of hand sanitizer?,What product contains ethanol as a part?,A. Hand sanitizer has alcohol  B. glycerin  C. water  D. ethanol,D,What is the primary use of the ethanol that hand sanitizer has part(s)?,Disinfectant,"Which type of microorganisms does the disinfectant, which is the primary use of the ethanol that hand sanitizer has part(s), primarily target?",Bacteria and viruses,"What is the common method of application for the disinfectant that primarily targets bacteria and viruses, which is the primary use of the ethanol that hand sanitizer has part(s)?",Topical application,"What is the recommended duration for the topical application of the disinfectant that primarily targets bacteria and viruses, which is the primary use of the ethanol that hand sanitizer has part(s)?",20-30 seconds,"What is the effect on bacteria and viruses after the recommended duration of the topical application of the disinfectant, which is the primary use of the ethanol that hand sanitizer has part(s)?",Inactivation or killing of bacteria and viruses
health_medication,polio vaccine,location of creation,University of Pittsburgh,What is the location of creation of polio vaccine?,The location of creation of polio vaccine is India,0.0,"['University of Pittsburgh', 'The location of creation of polio vaccine is India', 'Harvard University', 'Johns Hopkins University']",Where was the polio vaccine created?,Is the location of creation of polio vaccine University of Pittsburgh?,Is the location of creation of polio vaccine India?,Who developed the polio vaccine?,What vaccine was created at the University of Pittsburgh?,A. University of Pittsburgh  B. Johns Hopkins University  C. Harvard University  D. The location of creation of polio vaccine is India,A,Who was the lead researcher at the location of creation of polio vaccine?,Jonas Salk,What year did the lead researcher at the location of creation of polio vaccine develop the vaccine?,1955,Which organization funded the research led by the lead researcher at the location of creation of polio vaccine?,National Foundation for Infantile Paralysis,Who was the president of the organization that funded the research led by the lead researcher at the location of creation of polio vaccine?,Basil O'Connor,What was the primary mission of the organization whose president funded the research led by the lead researcher at the location of creation of polio vaccine?,To eradicate polio
health_medication,oxygen therapy,uses,dioxygen,What does oxygen therapy use?,Oxygen therapy uses oxygen to treat a variety of conditions,0.0,"['dioxygen', 'Oxygen therapy uses oxygen to treat a variety of conditions', 'carbon dioxide', 'nitrogen']",What is used in oxygen therapy?,Does oxygen therapy use dioxygen?,Does oxygen therapy use Oxygen therapy uses oxygen to treat a variety of conditions?,What is a common medical treatment involving the administration of oxygen?,What uses dioxygen in medical treatments?,A. nitrogen  B. Oxygen therapy uses oxygen to treat a variety of conditions  C. dioxygen  D. carbon dioxide,C,What is the primary function of dioxygen used in oxygen therapy?,To support cellular respiration,Which organ system benefits directly from the primary function of dioxygen used in oxygen therapy?,Respiratory system,What is a common disease that affects the organ system benefiting directly from the primary function of dioxygen used in oxygen therapy?,Chronic obstructive pulmonary disease (COPD),What is a common treatment for the disease that affects the organ system benefiting directly from the primary function of dioxygen used in oxygen therapy?,Bronchodilators,What is a common side effect of the treatment for the disease that affects the organ system benefiting directly from the primary function of dioxygen used in oxygen therapy?,Increased heart rate
