topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
human_athlete,Jiří Rubáš,coach of sports team,AC Sparta Prague,What is the coach of sports team of Jiří Rubáš?,The coach of the sports team of Jiří Rubáš is Ji,0.0,"['AC Sparta Prague', 'The coach of the sports team of Jiří Rubáš is Ji', 'Slavia Prague', 'Bohemians 1905']",Which sports team is Jiří Rubáš the coach of?,Is Jiří Rubáš the coach of AC Sparta Prague?,Is Jiří Rubáš the coach of Ji?,What nationality is Jiří Rubáš?,Who is the coach of AC Sparta Prague?,A. The coach of the sports team of Jiří Rubáš is Ji  B. AC Sparta Prague  C. Slavia Prague  D. Bohemians 1905,B,"Who is the current captain of the AC Sparta Prague, the team coached by Jiří Rubáš?",Bořek Dočkal,"Which national team does the current captain of AC Sparta Prague, the team coached by Jiří Rubáš, play for?",Czech Republic national football team,"Who is the head coach of the national team that the current captain of AC Sparta Prague, the team coached by Jiří Rubáš, plays for?",Jaroslav Šilhavý,"Which club did the head coach of the national team, that the current captain of AC Sparta Prague, the team coached by Jiří Rubáš, previously manage?",Slavia Prague,"In which league does the club that the head coach of the national team, that the current captain of AC Sparta Prague, the team coached by Jiří Rubáš, previously managed, compete?",Czech First League
human_athlete,Erling Kagge,father,Stein Kagge,Who is the father of Erling Kagge?,Erling Kagge,0.0,"['Stein Kagge', 'Erling Kagge', 'Nils Kagge', 'Olav Kagge']",Who is Erling Kagge's father?,Is Stein Kagge the father of Erling Kagge?,Is Erling Kagge the father of Erling Kagge?,What is Erling Kagge known for?,Who is the son of Stein Kagge?,A. Olav Kagge  B. Erling Kagge  C. Nils Kagge  D. Stein Kagge,D,What is the profession of the father of Erling Kagge?,Journalist,Which newspaper did the father of Erling Kagge work for?,Aftenposten,In which city is the newspaper that the father of Erling Kagge worked for headquartered?,Oslo,In which country is the city located where the newspaper that the father of Erling Kagge worked for is headquartered?,Norway,What is the official language of the country where the city is located that is the headquarters of the newspaper the father of Erling Kagge worked for?,Norwegian
human_athlete,Jiří Mužík,sport,athletics,What is the sport of Jiří Mužík?,Mužík,0.0,"['athletics', 'Mužík', 'basketball', 'swimming']",Which sport does Jiří Mužík participate in?,Is the sport of Jiří Mužík athletics?,Is the sport of Jiří Mužík Mužík?,What nationality is Jiří Mužík?,Who participates in athletics?,A. swimming  B. basketball  C. athletics  D. Mužík,C,What is the event in athletics that Jiří Mužík specializes in?,400 meters hurdles,Which championship did Jiří Mužík compete in for the event in athletics he specializes in?,World Championships in Athletics,In which year did Jiří Mužík compete in the World Championships in Athletics for the event he specializes in?,1999,In which city was the World Championships in Athletics held in the year Jiří Mužík competed in the event he specializes in?,Seville,In which country is the city located where the World Championships in Athletics was held in the year Jiří Mužík competed in the event he specializes in?,Spain
human_athlete,Jay Glazer,occupation,athlete,What is the occupation of Jay Glazer?,Football Analyst,0.0,"['athlete', 'Football Analyst', 'coach', 'sports commentator']",What job does Jay Glazer have?,Is Jay Glazer's occupation an athlete?,Is Jay Glazer's occupation a Football Analyst?,What is Jay Glazer known for besides his occupation?,Who has the occupation of an athlete?,A. sports commentator  B. athlete  C. Football Analyst  D. coach,B,What is the sport of the athlete Jay Glazer?,Mixed Martial Arts,Who is a famous coach in the sport of the athlete Jay Glazer?,Greg Jackson,Which gym is associated with the famous coach in the sport of the athlete Jay Glazer?,Jackson Wink MMA Academy,In which city is the gym associated with the famous coach in the sport of the athlete Jay Glazer located?,Albuquerque,In which state is the city located where the gym associated with the famous coach in the sport of the athlete Jay Glazer is situated?,New Mexico
human_athlete,Marian Borzemski,place of death,Limanowa,What is the place of death of Marian Borzemski?,The place of death of Marian Borzemski is the cemetery of the city,0.0,"['Limanowa', 'The place of death of Marian Borzemski is the cemetery of the city', 'Warsaw', 'Krakow']",Where did Marian Borzemski pass away?,Is the place of death of Marian Borzemski Limanowa?,Is the place of death of Marian Borzemski the cemetery of the city?,What is a notable fact about Marian Borzemski?,Who died in Limanowa?,A. Limanowa  B. Warsaw  C. The place of death of Marian Borzemski is the cemetery of the city  D. Krakow,A,In which country is the place of death of Marian Borzemski located?,Poland,What is the official language of the country where the place of death of Marian Borzemski is located?,Polish,What is the population of the country where the place of death of Marian Borzemski is located?,Approximately 38 million,What is the capital city of the country where the place of death of Marian Borzemski is located?,Warsaw,What is the name of the river that flows through the capital city of the country where the place of death of Marian Borzemski is located?,Vistula
human_athlete,Marian Borzemski,place of birth,Ivano-Frankivsk,What is the place of birth of Marian Borzemski?,Poland,0.0,"['Ivano-Frankivsk', 'Poland', 'Lviv', 'Krakow']",Where was Marian Borzemski born?,Is Marian Borzemski's place of birth Ivano-Frankivsk?,Is Marian Borzemski's place of birth Poland?,What is a notable profession or achievement of Marian Borzemski?,Who was born in Ivano-Frankivsk?,A. Ivano-Frankivsk  B. Krakow  C. Lviv  D. Poland,A,What is the population of the place of birth of Marian Borzemski?,"Approximately 238,196",What is the area of the place of birth of Marian Borzemski?,83.73 square kilometers,In which country is the place of birth of Marian Borzemski located?,Ukraine,What is the official language of the country where the place of birth of Marian Borzemski is located?,Ukrainian,What is the currency used in the country where the place of birth of Marian Borzemski is located?,Ukrainian hryvnia
human_athlete,Josef Pešice,manner of death,natural causes,What is the manner of death of Josef Pešice?,Josef Pešice died in the manner of a suicide.  Question,0.0,"['natural causes', 'Josef Pešice died in the manner of a suicide.  Question', 'accident', 'homicide']",How did Josef Pešice die?,Did Josef Pešice die of natural causes?,Did Josef Pešice die in the manner of a suicide?,What was Josef Pešice's profession?,Who died of natural causes?,A. natural causes  B. accident  C. homicide  D. Josef Pešice died in the manner of a suicide.  Question,A,What was the cause of the natural causes manner of death of Josef Pešice?,cancer,Which hospital treated the cause of the natural causes manner of death of Josef Pešice?,Motol University Hospital,In which city is the hospital located that treated the cause of the natural causes manner of death of Josef Pešice?,Prague,In which country is the city located where the hospital is situated that treated the cause of the natural causes manner of death of Josef Pešice?,Czech Republic,What is the official language of the country where the city is located that contains the hospital that treated the cause of the natural causes manner of death of Josef Pešice?,Czech
human_athlete,Ana Mendieta,work location,New York City,What is the work location of Ana Mendieta?,The work location of Ana Mendieta is the United States.  Question,0.0,"['New York City', 'The work location of Ana Mendieta is the United States.  Question', 'Los Angeles', 'Chicago']",Where did Ana Mendieta work?,Is the work location of Ana Mendieta New York City?,Is the work location of Ana Mendieta the United States?,What is Ana Mendieta known for?,Who worked in New York City?,A. Chicago  B. New York City  C. The work location of Ana Mendieta is the United States.  Question  D. Los Angeles,B,What is the population of the work location of Ana Mendieta?,8.336 million (as of 2019),What is the area in square miles of the work location of Ana Mendieta?,302.6 square miles,What is the nickname of the work location of Ana Mendieta?,The Big Apple,What is the tallest building in the work location of Ana Mendieta?,One World Trade Center,In which borough is the tallest building located in the work location of Ana Mendieta?,Manhattan
human_athlete,Dan Millman,residence,Brooklyn,What is the residence of Dan Millman?,The residence of Dan Millman is in the United States,0.0,"['Brooklyn', 'The residence of Dan Millman is in the United States', 'Los Angeles', 'Chicago']",Where does Dan Millman live?,Is Dan Millman's residence in Brooklyn?,Is Dan Millman's residence in the United States?,What is Dan Millman known for?,Who resides in Brooklyn?,A. Brooklyn  B. The residence of Dan Millman is in the United States  C. Los Angeles  D. Chicago,A,What is the population of the residence of Dan Millman?,2.6 million,What is the area in square miles of the place with a population of 2.6 million that is the residence of Dan Millman?,69.4 square miles,"What is the name of the borough that has an area of 69.4 square miles and a population of 2.6 million, which is the residence of Dan Millman?",Brooklyn,"In which city is the borough located that has an area of 69.4 square miles and a population of 2.6 million, which is the residence of Dan Millman?",New York City,"In which state is the city located that contains the borough with an area of 69.4 square miles and a population of 2.6 million, which is the residence of Dan Millman?",New York
human_athlete,Bohumil Kudrna,place of birth,Brandlín,What is the place of birth of Bohumil Kudrna?,Czechoslovakia,0.0,"['Brandlín', 'Czechoslovakia', 'Prague', 'Brno']",Where was Bohumil Kudrna born?,Is Brandlín the place of birth of Bohumil Kudrna?,Is Czechoslovakia the place of birth of Bohumil Kudrna?,What sport is Bohumil Kudrna known for?,Who was born in Brandlín?,A. Brandlín  B. Prague  C. Czechoslovakia  D. Brno,A,In which country is the place of birth of Bohumil Kudrna located?,Czech Republic,What is the official language of the country where the place of birth of Bohumil Kudrna is located?,Czech,What is the capital city of the country where the place of birth of Bohumil Kudrna is located?,Prague,What is the population of the capital city of the country where the place of birth of Bohumil Kudrna is located?,1.3 million,What is the name of the river that flows through the capital city of the country where the place of birth of Bohumil Kudrna is located?,Vltava
human_athlete,Yevgeniy Abalakov,field of work,mountaineering,What is the field of work of Yevgeniy Abalakov?,Abalakov is a mathematician,0.0,"['mountaineering', 'Abalakov is a mathematician', 'engineering', 'painting']",In which field did Yevgeniy Abalakov work?,Is Yevgeniy Abalakov's field of work mountaineering?,Is Yevgeniy Abalakov's field of work mathematics?,What notable achievement is Yevgeniy Abalakov known for in mountaineering?,Who is known for working in the field of mountaineering?,A. painting  B. Abalakov is a mathematician  C. mountaineering  D. engineering,C,Who is a notable sibling of Yevgeniy Abalakov in the field of mountaineering?,Vitaly Abalakov,What is a notable invention by the sibling of Yevgeniy Abalakov in the field of mountaineering?,Abalakov thread,In which year was the notable invention by the sibling of Yevgeniy Abalakov in the field of mountaineering created?,1932,"Which mountain range did Yevgeniy Abalakov's sibling frequently climb, who invented a notable tool in mountaineering?",Pamir Mountains,"Which country are the Pamir Mountains, frequently climbed by Yevgeniy Abalakov's sibling, located in?",Tajikistan
human_athlete,Gyula Halasy,occupation,athlete,What is the occupation of Gyula Halasy?,Gyula Halasy is a Hungarian,0.0,"['athlete', 'Gyula Halasy is a Hungarian', 'musician', 'scientist']",What profession does Gyula Halasy have?,Is Gyula Halasy's occupation an athlete?,Is Gyula Halasy's occupation a Hungarian?,What nationality is Gyula Halasy?,Who is an athlete?,A. athlete  B. scientist  C. Gyula Halasy is a Hungarian  D. musician,A,Which sport does the athlete Gyula Halasy participate in?,Shooting,In which Olympic Games did the athlete Gyula Halasy participate in shooting?,1932 Summer Olympics,"In which city were the 1932 Summer Olympics, where the athlete Gyula Halasy participated in shooting, held?",Los Angeles,"In which country is the city located where the 1932 Summer Olympics, in which the athlete Gyula Halasy participated in shooting, were held?",United States,"On which continent is the country located where the city is situated that hosted the 1932 Summer Olympics, in which the athlete Gyula Halasy participated in shooting?",North America
human_athlete,Libor Podmol,place of birth,Ostrava,What is the place of birth of Libor Podmol?,Libor Podmol was born in the city of Libor.  Question,0.0,"['Ostrava', 'Libor Podmol was born in the city of Libor.  Question', 'Prague', 'Brno']",Where was Libor Podmol born?,Is Libor Podmol's place of birth Ostrava?,Is Libor Podmol's place of birth Libor Podmol was born in the city of Libor?,What sport is Libor Podmol known for?,Who was born in Ostrava?,A. Brno  B. Ostrava  C. Prague  D. Libor Podmol was born in the city of Libor.  Question,B,What is the population of the place of birth of Libor Podmol?,"289,128",What is the area of the place of birth of Libor Podmol?,214.23 square kilometers,In which country is the place of birth of Libor Podmol located?,Czech Republic,What is the official language of the country where the place of birth of Libor Podmol is located?,Czech,What is the currency used in the country where the place of birth of Libor Podmol is located?,Czech koruna
human_athlete,István Kovács,sport,association football,What is the sport of István Kovács?,Handball,0.0,"['association football', 'Handball', 'Basketball', 'Tennis']",Which sport does István Kovács play?,Is the sport of István Kovács association football?,Is the sport of István Kovács Handball?,What nationality is István Kovács?,Who plays association football?,A. Basketball  B. Tennis  C. association football  D. Handball,C,What is the position played by István Kovács in association football?,Midfielder,Which club does the midfielder István Kovács play for?,Sepsi OSK,"In which league does the club Sepsi OSK, where the midfielder István Kovács plays, compete?",Liga I,"In which country is the league Liga I, where the club Sepsi OSK competes and István Kovács plays as a midfielder, located?",Romania,"What is the capital city of the country where the league Liga I is located, in which the club Sepsi OSK competes and István Kovács plays as a midfielder?",Bucharest
human_athlete,Karel Rada,sport,association football,What is the sport of Karel Rada?,Karel Rada is a sport that is played in the Czech Republic. Question,0.0,"['association football', 'Karel Rada is a sport that is played in the Czech Republic. Question', 'basketball', 'tennis']",Which sport does Karel Rada play?,Is the sport of Karel Rada association football?,Is the sport of Karel Rada Karel Rada is a sport that is played in the Czech Republic?,What nationality is Karel Rada?,Who plays association football?,A. Karel Rada is a sport that is played in the Czech Republic. Question  B. basketball  C. association football  D. tennis,C,What is the position played by Karel Rada in association football?,Defender,Which club did Karel Rada play for as a defender in association football?,SK Slavia Prague,In which city is the club located that Karel Rada played for as a defender in association football?,Prague,In which country is the city located where the club that Karel Rada played for as a defender in association football is situated?,Czech Republic,What is the official language of the country where the city is located that contains the club Karel Rada played for as a defender in association football?,Czech
human_athlete,Christine Theiss,academic degree,doctorate,What is the academic degree of Christine Theiss?,Bachelor's degree,0.0,"['doctorate', ""Bachelor's degree"", ""Master's degree"", ""Associate's degree""]",What degree does Christine Theiss hold?,Does Christine Theiss have a doctorate?,Does Christine Theiss have a Bachelor's degree?,What sport is Christine Theiss known for?,Who has a doctorate as their academic degree?,A. Associate's degree  B. Bachelor's degree  C. Master's degree  D. doctorate,D,What is the field of study for the academic degree of Christine Theiss?,medicine,Which university awarded the academic degree in medicine to Christine Theiss?,Ludwig Maximilian University of Munich,In which city is the university located that awarded the academic degree in medicine to Christine Theiss?,Munich,In which state is the city located where the university that awarded the academic degree in medicine to Christine Theiss is situated?,Bavaria,In which country is the state located where the city is situated that contains the university that awarded the academic degree in medicine to Christine Theiss?,Germany
human_athlete,František Raboň,place of birth,Prague,What is the place of birth of František Raboň?,Czechoslovakia,0.0,"['Prague', 'Czechoslovakia', 'Brno', 'Ostrava']",Where was František Raboň born?,Is František Raboň's place of birth Prague?,Is František Raboň's place of birth Czechoslovakia?,What sport is František Raboň known for?,Who was born in Prague?,A. Prague  B. Brno  C. Ostrava  D. Czechoslovakia,A,What is the population of the place of birth of František Raboň?,1.3 million,What is the area in square kilometers of the place of birth of František Raboň?,496 square kilometers,What is the name of the river that flows through the place of birth of František Raboň?,Vltava,What is the length of the river that flows through the place of birth of František Raboň?,430 kilometers,Into which river does the river that flows through the place of birth of František Raboň eventually flow?,Elbe
human_athlete,Marek Čech,place of birth,Ostrava,What is the place of birth of Marek Čech?,Czechoslovakia,0.0,"['Ostrava', 'Czechoslovakia', 'Prague', 'Brno']",Where was Marek Čech born?,Is Marek Čech's place of birth Ostrava?,Is Marek Čech's place of birth Czechoslovakia?,What sport is Marek Čech known for?,Who was born in Ostrava?,A. Prague  B. Ostrava  C. Brno  D. Czechoslovakia,B,What is the population of the place of birth of Marek Čech?,"289,128",What is the area of the place of birth of Marek Čech?,214.23 square kilometers,What is the elevation of the place of birth of Marek Čech?,210 meters,What is the region where the place of birth of Marek Čech is located?,Moravian-Silesian Region,What is the country where the region is located that contains the place of birth of Marek Čech?,Czech Republic
human_athlete,Tadeusz Huciński,occupation,athlete,What is the occupation of Tadeusz Huciński?,Writer,0.0,"['athlete', 'Writer', 'Doctor', 'Engineer']",What profession does Tadeusz Huciński have?,Is Tadeusz Huciński's occupation an athlete?,Is Tadeusz Huciński's occupation a Writer?,What nationality is Tadeusz Huciński?,Who is an athlete by occupation?,A. athlete  B. Doctor  C. Writer  D. Engineer,A,What sport does the athlete Tadeusz Huciński play?,Handball,Which team did the athlete Tadeusz Huciński play for?,Poland national handball team,In which year did the team that the athlete Tadeusz Huciński played for win a medal in the World Championship?,1982,In which country was the World Championship held in the year when the team that the athlete Tadeusz Huciński played for won a medal?,West Germany,What was the medal color that the team won in the World Championship held in West Germany in the year when the athlete Tadeusz Huciński played for them?,Bronze
human_athlete,Miroslav Svoboda,position played on team / speciality,goaltender,What is the position played on team / speciality of Miroslav Svoboda?,Defender,0.0,"['goaltender', 'Defender', 'Forward', 'Midfielder']",What role does Miroslav Svoboda play on his team?,Is the position played on team / speciality of Miroslav Svoboda goaltender?,Is the position played on team / speciality of Miroslav Svoboda Defender?,What nationality is Miroslav Svoboda?,Who plays the position of goaltender on the team?,A. Defender  B. goaltender  C. Forward  D. Midfielder,B,Which team does the goaltender Miroslav Svoboda play for?,HC Vítkovice Ridera,In which league does the team that the goaltender Miroslav Svoboda plays for compete?,Czech Extraliga,Which country is home to the league in which the team that the goaltender Miroslav Svoboda plays for competes?,Czech Republic,What is the capital city of the country that is home to the league in which the team that the goaltender Miroslav Svoboda plays for competes?,Prague,What is the population of the capital city of the country that is home to the league in which the team that the goaltender Miroslav Svoboda plays for competes?,1.3 million
human_athlete,Christine Theiss,work location,Bayreuth,What is the work location of Christine Theiss?,The work location of Christine Theiss is in the United States,0.0,"['Bayreuth', 'The work location of Christine Theiss is in the United States', 'Berlin', 'Munich']",Where does Christine Theiss work?,Is the work location of Christine Theiss in Bayreuth?,Is the work location of Christine Theiss in the United States?,What is Christine Theiss known for?,Who works in Bayreuth?,A. Bayreuth  B. The work location of Christine Theiss is in the United States  C. Munich  D. Berlin,A,What is the population of the work location of Christine Theiss?,"73,048",What is the area in square kilometers of the work location of Christine Theiss?,66.92 km²,In which state is the work location of Christine Theiss situated?,Bavaria,What is the capital of the state where the work location of Christine Theiss is situated?,Munich,What is the population of the capital of the state where the work location of Christine Theiss is situated?,1.47 million
human_athlete,Daniel Scioli,place of birth,Villa Crespo,What is the place of birth of Daniel Scioli?,Argentina,0.0,"['Villa Crespo', 'Argentina', 'Buenos Aires', 'Rosario']",Where was Daniel Scioli born?,Is Daniel Scioli's place of birth Villa Crespo?,Is Daniel Scioli's place of birth Argentina?,What is Daniel Scioli known for in his political career?,Who was born in Villa Crespo?,A. Villa Crespo  B. Buenos Aires  C. Argentina  D. Rosario,A,In which city is the place of birth of Daniel Scioli located?,Buenos Aires,In which country is the city located where the place of birth of Daniel Scioli is situated?,Argentina,What is the official language of the country where the city is located that contains the place of birth of Daniel Scioli?,Spanish,What is the population of the country where the city is located that contains the place of birth of Daniel Scioli?,Approximately 45 million,What is the capital of the country where the city is located that contains the place of birth of Daniel Scioli?,Buenos Aires
