topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
health_symptom,metal poisoning,health specialty,neurology,What is the health specialty of metal poisoning?,Toxicology,0.0,"['neurology', 'Toxicology', 'Cardiology', 'Dermatology']",Which medical field specializes in metal poisoning?,Is neurology the health specialty of metal poisoning?,Is toxicology the health specialty of metal poisoning?,What is a common symptom associated with metal poisoning?,What condition does neurology specialize in related to metal exposure?,A. Toxicology  B. neurology  C. Cardiology  D. Dermatology,B,Who is a notable neurologist specializing in the health specialty of metal poisoning?,Alice Hamilton,Which university did the notable neurologist specializing in the health specialty of metal poisoning attend?,University of Michigan,In which city is the university located that the notable neurologist specializing in the health specialty of metal poisoning attended?,Ann Arbor,In which state is the city located where the university is situated that the notable neurologist specializing in the health specialty of metal poisoning attended?,Michigan,In which country is the state located where the city is situated that contains the university the notable neurologist specializing in the health specialty of metal poisoning attended?,United States
health_symptom,metal poisoning,has cause,metal element,What does metal poisoning have cause?,Poisoning,0.0,"['metal element', 'Poisoning', 'chemical reaction', 'bacterial infection']",What is the cause of metal poisoning?,Does metal poisoning have cause metal element?,Does metal poisoning have cause Poisoning?,What is a common symptom of metal poisoning?,What does a metal element cause in relation to metal poisoning?,A. chemical reaction  B. bacterial infection  C. metal element  D. Poisoning,C,What is a common source of the metal element that metal poisoning has cause?,contaminated water,Which heavy metal is often found in the common source of the metal element that metal poisoning has cause?,lead,What is a common health effect of exposure to the heavy metal often found in the common source of the metal element that metal poisoning has cause?,neurological damage,Which age group is most vulnerable to the common health effect of exposure to the heavy metal often found in the common source of the metal element that metal poisoning has cause?,children,What is a common treatment for the age group most vulnerable to the common health effect of exposure to the heavy metal often found in the common source of the metal element that metal poisoning has cause?,chelation therapy
health_symptom,dysphoria,said to be the same as,sadness,What did dysphoria say to be the same as?,"""I'm the same as you.""",0.0,"['sadness', '""I\'m the same as you.""', 'happiness', 'joy']",What is dysphoria said to be equivalent to?,Is dysphoria said to be the same as sadness?,Is dysphoria said to be the same as 'I'm the same as you.'?,What is a common symptom associated with dysphoria?,What is sadness said to be the same as?,"A. joy  B. ""I'm the same as you.""  C. sadness  D. happiness",C,What is a common treatment for the condition that dysphoria is said to be the same as?,Therapy,What is the name of a popular type of therapy used as a common treatment for the condition that dysphoria is said to be the same as?,Cognitive Behavioral Therapy,Who developed the popular type of therapy used as a common treatment for the condition that dysphoria is said to be the same as?,Aaron T. Beck,Which university was the developer of the popular type of therapy used as a common treatment for the condition that dysphoria is said to be the same as affiliated with?,University of Pennsylvania,In which city is the university located where the developer of the popular type of therapy used as a common treatment for the condition that dysphoria is said to be the same as was affiliated?,Philadelphia
health_symptom,logorrhea,health specialty,psychology,What is the health specialty of logorrhea?,Medicine,0.0,"['psychology', 'Medicine', 'Neurology', 'Psychiatry']",Which health specialty deals with logorrhea?,Is the health specialty of logorrhea psychology?,Is the health specialty of logorrhea Medicine?,What is a common symptom associated with logorrhea?,What condition is associated with the health specialty of psychology?,A. psychology  B. Neurology  C. Psychiatry  D. Medicine,A,Who is a famous psychologist associated with the health specialty of logorrhea?,Sigmund Freud,What is a well-known theory developed by the famous psychologist associated with the health specialty of logorrhea?,Psychoanalysis,What is a key concept within the well-known theory developed by the famous psychologist associated with the health specialty of logorrhea?,The unconscious mind,What is a common method used to explore the key concept within the well-known theory developed by the famous psychologist associated with the health specialty of logorrhea?,Free association,What is the purpose of the common method used to explore the key concept within the well-known theory developed by the famous psychologist associated with the health specialty of logorrhea?,To uncover repressed thoughts and feelings
health_symptom,tension headache,medical examination,physical examination,What is the medical examination of tension headache?,The medical examination of tension headache is to determine whether the patient has a headache,0.0,"['physical examination', 'The medical examination of tension headache is to determine whether the patient has a headache', 'blood test', 'MRI scan']",Which medical examination is used for diagnosing a tension headache?,Is the medical examination of tension headache a physical examination?,Is the medical examination of tension headache to determine whether the patient has a headache?,What is a common symptom associated with tension headaches?,What condition is diagnosed using a physical examination?,A. The medical examination of tension headache is to determine whether the patient has a headache  B. blood test  C. MRI scan  D. physical examination,D,What is a common symptom checked during the physical examination of tension headache?,muscle tenderness,Which part of the body is commonly checked for muscle tenderness during the physical examination of tension headache?,neck,What is a common treatment for muscle tenderness in the neck found during the physical examination of tension headache?,physical therapy,What is a common technique used in physical therapy for treating muscle tenderness in the neck found during the physical examination of tension headache?,massage,What is a common benefit of massage used in physical therapy for treating muscle tenderness in the neck found during the physical examination of tension headache?,pain relief
health_symptom,asthenia,drug or therapy used for treatment,mesocarb,What is the drug or therapy used for treatment of asthenia?,Asthenia is a condition of fatigue,0.0,"['mesocarb', 'Asthenia is a condition of fatigue', 'caffeine', 'modafinil']",Which drug or therapy is used to treat asthenia?,Is mesocarb the drug or therapy used for treatment of asthenia?,Is 'Asthenia is a condition of fatigue' the drug or therapy used for treatment of asthenia?,What is a common symptom of asthenia?,What condition is treated with mesocarb?,A. Asthenia is a condition of fatigue  B. modafinil  C. caffeine  D. mesocarb,D,What is the mechanism of action of the drug or therapy used for treatment of asthenia?,Dopamine reuptake inhibitor,Which neurotransmitter's reuptake is inhibited by the mechanism of action of the drug or therapy used for treatment of asthenia?,Dopamine,Which part of the brain is primarily affected by the neurotransmitter whose reuptake is inhibited by the mechanism of action of the drug or therapy used for treatment of asthenia?,Striatum,What is the primary function of the part of the brain that is primarily affected by the neurotransmitter whose reuptake is inhibited by the mechanism of action of the drug or therapy used for treatment of asthenia?,Motor control,Which neurological disorder is associated with the dysfunction of the part of the brain that is primarily affected by the neurotransmitter whose reuptake is inhibited by the mechanism of action of the drug or therapy used for treatment of asthenia?,Parkinson's disease
health_symptom,torticollis,health specialty,rheumatology,What is the health specialty of torticollis?,Neurology,0.0,"['rheumatology', 'Neurology', 'Orthopedics', 'Physical Therapy']",Which medical specialty deals with torticollis?,Is the health specialty of torticollis rheumatology?,Is the health specialty of torticollis Neurology?,What is a common symptom associated with torticollis?,What condition is associated with the health specialty of rheumatology?,A. Orthopedics  B. rheumatology  C. Physical Therapy  D. Neurology,B,What is a common treatment method used in the health specialty of torticollis?,Physical therapy,What is a common goal of the treatment method used in the health specialty of torticollis?,To improve range of motion,What is a common exercise included in the treatment method used in the health specialty of torticollis to achieve the goal of improving range of motion?,Neck stretches,What is a common benefit of the exercise included in the treatment method used in the health specialty of torticollis to achieve the goal of improving range of motion?,Reduced muscle stiffness,What is a common symptom that is alleviated by the benefit of the exercise included in the treatment method used in the health specialty of torticollis to achieve the goal of improving range of motion?,Pain relief
health_symptom,Braxton Hicks contraction,health specialty,obstetrics,What is the health specialty of Braxton Hicks contraction?,"Braxton Hicks contraction is a normal, non-pathological, non-danger",0.0,"['obstetrics', 'Braxton Hicks contraction is a normal, non-pathological, non-danger', 'cardiology', 'neurology']",Which medical field deals with Braxton Hicks contractions?,Is the health specialty of Braxton Hicks contraction obstetrics?,"Is the health specialty of Braxton Hicks contraction Braxton Hicks contraction is a normal, non-pathological, non-danger?",What is a common symptom associated with Braxton Hicks contractions?,What condition is associated with the health specialty of obstetrics?,"A. obstetrics  B. cardiology  C. Braxton Hicks contraction is a normal, non-pathological, non-danger  D. neurology",A,What is the primary focus of the health specialty of Braxton Hicks contraction?,Pregnancy and childbirth,What is a common condition monitored within the primary focus of the health specialty of Braxton Hicks contraction?,Gestational diabetes,What is a common test used to diagnose the condition monitored within the primary focus of the health specialty of Braxton Hicks contraction?,Glucose tolerance test,What is a dietary recommendation for patients undergoing the common test used to diagnose the condition monitored within the primary focus of the health specialty of Braxton Hicks contraction?,Avoid high-sugar foods,What is a potential complication if the dietary recommendation is not followed for patients undergoing the common test used to diagnose the condition monitored within the primary focus of the health specialty of Braxton Hicks contraction?,Inaccurate test results
health_symptom,chemical burn,health specialty,emergency medicine,What is the health specialty of chemical burn?,Chemical burns are burns caused by chemicals,0.0,"['emergency medicine', 'Chemical burns are burns caused by chemicals', 'dermatology', 'toxicology']",Which medical specialty deals with chemical burns?,Is the health specialty of chemical burn emergency medicine?,Is the health specialty of chemical burn Chemical burns are burns caused by chemicals?,What type of injury is typically treated by emergency medicine?,What type of injury does emergency medicine specialize in?,A. toxicology  B. dermatology  C. Chemical burns are burns caused by chemicals  D. emergency medicine,D,What is a common treatment method used in the health specialty of chemical burn?,Irrigation with water,What is a common complication that can arise from the treatment method used in the health specialty of chemical burn?,Infection,What is a common antibiotic used to treat the complication that can arise from the treatment method used in the health specialty of chemical burn?,Silver sulfadiazine,What is a common side effect of the antibiotic used to treat the complication that can arise from the treatment method used in the health specialty of chemical burn?,Leukopenia,What is a common symptom of the side effect of the antibiotic used to treat the complication that can arise from the treatment method used in the health specialty of chemical burn?,Increased susceptibility to infections
health_symptom,absence seizure,health specialty,neurology,What is the health specialty of absence seizure?,Epilepsy,0.0,"['neurology', 'Epilepsy', 'cardiology', 'dermatology']",Which medical specialty deals with absence seizures?,Is the health specialty of absence seizure neurology?,Is the health specialty of absence seizure Epilepsy?,What is a common symptom associated with absence seizures?,What condition is treated under the health specialty of neurology?,A. cardiology  B. dermatology  C. neurology  D. Epilepsy,C,What is a common diagnostic test used in the health specialty of absence seizure?,Electroencephalogram (EEG),What is a typical finding on the common diagnostic test used in the health specialty of absence seizure?,3 Hz spike-and-wave discharges,What is a common treatment for the typical finding on the common diagnostic test used in the health specialty of absence seizure?,Ethosuximide,Which pharmaceutical company manufactures a common treatment for the typical finding on the common diagnostic test used in the health specialty of absence seizure?,Pfizer,In which country is the pharmaceutical company located that manufactures a common treatment for the typical finding on the common diagnostic test used in the health specialty of absence seizure?,United States
health_symptom,stereotypy,health specialty,psychiatry,What is the health specialty of stereotypy?,Stereotypy is a disorder of movement,0.0,"['psychiatry', 'Stereotypy is a disorder of movement', 'neurology', 'psychology']",Which health specialty deals with stereotypy?,Is the health specialty of stereotypy psychiatry?,Is the health specialty of stereotypy Stereotypy is a disorder of movement?,What is a common treatment approach in psychiatry?,What condition is associated with the health specialty of psychiatry?,A. Stereotypy is a disorder of movement  B. psychology  C. neurology  D. psychiatry,D,Who is a notable psychiatrist in the health specialty of stereotypy?,Sigmund Freud,What is a famous theory developed by a notable psychiatrist in the health specialty of stereotypy?,Psychoanalysis,What is a key concept in the famous theory developed by a notable psychiatrist in the health specialty of stereotypy?,The unconscious mind,Which book discusses the key concept in the famous theory developed by a notable psychiatrist in the health specialty of stereotypy?,The Interpretation of Dreams,When was the book published that discusses the key concept in the famous theory developed by a notable psychiatrist in the health specialty of stereotypy?,1899
health_symptom,laryngospasm,health specialty,pulmonology,What is the health specialty of laryngospasm?,Laryngospasm is a condition in which the vocal cords close involuntarily,0.0,"['pulmonology', 'Laryngospasm is a condition in which the vocal cords close involuntarily', 'cardiology', 'neurology']",Which medical specialty deals with laryngospasm?,Is the health specialty of laryngospasm pulmonology?,Is the health specialty of laryngospasm that it is a condition in which the vocal cords close involuntarily?,What part of the body is primarily affected by laryngospasm?,What condition is associated with the health specialty of pulmonology?,A. Laryngospasm is a condition in which the vocal cords close involuntarily  B. neurology  C. pulmonology  D. cardiology,C,Who is a notable pulmonologist associated with the health specialty of laryngospasm?,Dr. John F. Murray,Which university did the notable pulmonologist associated with the health specialty of laryngospasm attend for medical school?,Stanford University,In which city is the university located where the notable pulmonologist associated with the health specialty of laryngospasm attended medical school?,Stanford,In which state is the city located where the university is situated that the notable pulmonologist associated with the health specialty of laryngospasm attended medical school?,California,In which country is the state located where the city is situated that contains the university the notable pulmonologist associated with the health specialty of laryngospasm attended medical school?,United States
health_symptom,suicidal ideation,has cause,mental disorder,What does suicidal ideation have cause?,Suicide is a permanent solution to a temporary problem,0.0,"['mental disorder', 'Suicide is a permanent solution to a temporary problem', 'stress', 'depression']",What is the cause of suicidal ideation?,Does suicidal ideation have cause in mental disorder?,Does suicidal ideation have cause in Suicide is a permanent solution to a temporary problem?,What is a common symptom associated with mental disorders?,What does mental disorder cause?,A. depression  B. Suicide is a permanent solution to a temporary problem  C. stress  D. mental disorder,D,What is a common treatment for the mental disorder that suicidal ideation has cause?,Cognitive Behavioral Therapy (CBT),Who typically administers the common treatment for the mental disorder that suicidal ideation has cause?,Licensed therapist or psychologist,What is the primary goal of the common treatment administered by a licensed therapist or psychologist for the mental disorder that suicidal ideation has cause?,To change patterns of thinking or behavior,What is a common technique used in the primary goal of the common treatment administered by a licensed therapist or psychologist for the mental disorder that suicidal ideation has cause?,Cognitive restructuring,What is the expected outcome of using cognitive restructuring as a common technique in the primary goal of the common treatment administered by a licensed therapist or psychologist for the mental disorder that suicidal ideation has cause?,Reduction in symptoms of the mental disorder
health_symptom,suicidal ideation,possible treatment,psychotherapy,What is the possible treatment of suicidal ideation?,Treatment of suicidal ideation is to provide the patient with the necessary support and resources,0.0,"['psychotherapy', 'Treatment of suicidal ideation is to provide the patient with the necessary support and resources', 'medication', 'counseling']",What treatment can be used for suicidal ideation?,Is psychotherapy a possible treatment for suicidal ideation?,Is the treatment of suicidal ideation to provide the patient with the necessary support and resources?,What is a common symptom associated with suicidal ideation?,What condition can psychotherapy be a possible treatment for?,A. counseling  B. medication  C. psychotherapy  D. Treatment of suicidal ideation is to provide the patient with the necessary support and resources,C,What is a common technique used in the possible treatment of suicidal ideation?,Cognitive Behavioral Therapy (CBT),Who developed the common technique used in the possible treatment of suicidal ideation?,Aaron T. Beck,Which university was the developer of the common technique used in the possible treatment of suicidal ideation affiliated with?,University of Pennsylvania,In which city is the university located where the developer of the common technique used in the possible treatment of suicidal ideation was affiliated?,Philadelphia,In which state is the city located where the university is situated that the developer of the common technique used in the possible treatment of suicidal ideation was affiliated?,Pennsylvania
health_symptom,suicidal ideation,health specialty,clinical psychology,What is the health specialty of suicidal ideation?,Psychiatry,0.0,"['clinical psychology', 'Psychiatry', 'neurology', 'general medicine']",Which health specialty deals with suicidal ideation?,Is clinical psychology the health specialty of suicidal ideation?,Is Psychiatry the health specialty of suicidal ideation?,What is a common treatment approach used in clinical psychology?,What condition is clinical psychology a health specialty for?,A. general medicine  B. clinical psychology  C. neurology  D. Psychiatry,B,What is a common treatment method used in the health specialty of suicidal ideation?,Cognitive Behavioral Therapy (CBT),Who developed the common treatment method used in the health specialty of suicidal ideation?,Aaron T. Beck,Which university did the developer of the common treatment method used in the health specialty of suicidal ideation work at?,University of Pennsylvania,In which city is the university located where the developer of the common treatment method used in the health specialty of suicidal ideation worked?,Philadelphia,In which state is the city located where the university is situated that the developer of the common treatment method used in the health specialty of suicidal ideation worked?,Pennsylvania
health_symptom,runny nose,health specialty,pulmonology,What is the health specialty of runny nose?,Allergies,0.0,"['pulmonology', 'Allergies', 'Cardiology', 'Dermatology']",Which medical specialty deals with a runny nose?,Is the health specialty of runny nose pulmonology?,Is the health specialty of runny nose allergies?,What is a common symptom associated with a runny nose?,What condition does pulmonology specialize in treating?,A. Cardiology  B. pulmonology  C. Dermatology  D. Allergies,B,Who is a famous specialist in the health specialty of runny nose?,Dr. John Doe,Which hospital is the famous specialist in the health specialty of runny nose associated with?,Mayo Clinic,In which city is the hospital located where the famous specialist in the health specialty of runny nose is associated?,Rochester,In which state is the city located where the hospital is situated that the famous specialist in the health specialty of runny nose is associated?,Minnesota,In which country is the state located where the city is situated that contains the hospital the famous specialist in the health specialty of runny nose is associated?,United States
health_symptom,odynophagia,health specialty,gastroenterology,What is the health specialty of odynophagia?,Otolaryngology,0.0,"['gastroenterology', 'Otolaryngology', 'Cardiology', 'Neurology']",Which medical specialty deals with odynophagia?,Is the health specialty of odynophagia gastroenterology?,Is the health specialty of odynophagia otolaryngology?,What symptom is commonly associated with odynophagia?,What condition does gastroenterology specialize in that involves difficulty swallowing?,A. gastroenterology  B. Otolaryngology  C. Neurology  D. Cardiology,A,Who is a notable specialist in the health specialty of odynophagia?,Dr. David A. Johnson,Which medical school did a notable specialist in the health specialty of odynophagia attend?,Medical College of Georgia,In which city is the medical school located that a notable specialist in the health specialty of odynophagia attended?,Augusta,In which state is the city located where the medical school is situated that a notable specialist in the health specialty of odynophagia attended?,Georgia,In which country is the state located where the city is situated that contains the medical school a notable specialist in the health specialty of odynophagia attended?,United States
health_symptom,hearing disorder,health specialty,neurology,What is the health specialty of hearing disorder?,Audiology,0.0,"['neurology', 'Audiology', 'Otolaryngology', 'Psychiatry']",Which health specialty deals with hearing disorders?,Is neurology the health specialty of hearing disorder?,Is audiology the health specialty of hearing disorder?,What is a common symptom associated with hearing disorders?,What disorder is associated with the health specialty of neurology?,A. Psychiatry  B. Audiology  C. Otolaryngology  D. neurology,D,Who is a famous neurologist specializing in hearing disorders?,Oliver Sacks,What is a well-known book written by the famous neurologist specializing in hearing disorders?,The Man Who Mistook His Wife for a Hat,In which year was the well-known book written by the famous neurologist specializing in hearing disorders published?,1985,Which publishing house released the well-known book written by the famous neurologist specializing in hearing disorders?,Summit Books,Who was the founder of the publishing house that released the well-known book written by the famous neurologist specializing in hearing disorders?,Richard E. Snyder
