topic,subject,relation,object,question,output_gpt_j_6b,eval_gpt_j_6b,multiple_choices,paraphrased_question,yes_question,no_question,locality_question,reversed_relation_question,multiple_choice_with_letters,multiple_choice_labels,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
health_disease,splenomegaly,health specialty,general surgery,What is the health specialty of splenomegaly?,Hematology,0.0,"['general surgery', 'Hematology', 'Cardiology', 'Neurology']",Which medical specialty deals with splenomegaly?,Is the health specialty of splenomegaly general surgery?,Is the health specialty of splenomegaly Hematology?,What organ is typically affected by splenomegaly?,What condition is associated with the health specialty of general surgery?,A. general surgery  B. Hematology  C. Cardiology  D. Neurology,A,Who is a notable practitioner in the health specialty of splenomegaly?,Dr. Atul Gawande,What is a well-known book written by a notable practitioner in the health specialty of splenomegaly?,Being Mortal,Which publisher released a well-known book written by a notable practitioner in the health specialty of splenomegaly?,Metropolitan Books,In which year was the book released by the publisher that published a well-known book written by a notable practitioner in the health specialty of splenomegaly?,2014,Which award did the book released in 2014 by the publisher that published a well-known book written by a notable practitioner in the health specialty of splenomegaly win?,National Book Award Finalist
health_disease,postterm pregnancy,has characteristic,gestational age,What does postterm pregnancy have characteristic?,It is a pregnancy that occurs after the 40th week of pregnancy,0.0,"['gestational age', 'It is a pregnancy that occurs after the 40th week of pregnancy', 'premature birth', 'low birth weight']",What characteristic does a postterm pregnancy have?,Does postterm pregnancy have the characteristic of gestational age?,Does postterm pregnancy have the characteristic of being a pregnancy that occurs after the 40th week of pregnancy?,What is a common concern associated with postterm pregnancy?,What has the characteristic of gestational age?,A. low birth weight  B. premature birth  C. gestational age  D. It is a pregnancy that occurs after the 40th week of pregnancy,C,What is the typical range of gestational age for postterm pregnancy?,42 weeks or more,What are the potential complications associated with a gestational age of 42 weeks or more in postterm pregnancy?,"Macrosomia, oligohydramnios, and stillbirth","What is macrosomia, a potential complication associated with a gestational age of 42 weeks or more in postterm pregnancy?",A condition where a baby is significantly larger than average,"What are the common causes of macrosomia, a condition where a baby is significantly larger than average, associated with a gestational age of 42 weeks or more in postterm pregnancy?","Maternal diabetes, obesity, and excessive weight gain during pregnancy","What are the potential health risks for the mother associated with macrosomia, a condition where a baby is significantly larger than average, in postterm pregnancy?","Increased risk of cesarean delivery, postpartum hemorrhage, and perineal trauma"
health_disease,myoclonic epilepsy,drug or therapy used for treatment,clonazepam,What is the drug or therapy used for treatment of myoclonic epilepsy?,Valproic acid,0.0,"['clonazepam', 'Valproic acid', 'Lamotrigine', 'Levetiracetam']",Which drug or therapy is utilized to treat myoclonic epilepsy?,Is clonazepam the drug or therapy used for treatment of myoclonic epilepsy?,Is Valproic acid the drug or therapy used for treatment of myoclonic epilepsy?,What type of seizures are commonly associated with myoclonic epilepsy?,What condition is treated with clonazepam?,A. clonazepam  B. Valproic acid  C. Levetiracetam  D. Lamotrigine,A,What is the mechanism of action of the drug or therapy used for treatment of myoclonic epilepsy?,Enhances the activity of GABA receptors,What is the primary effect of the mechanism of action of the drug or therapy used for treatment of myoclonic epilepsy?,Sedative and anticonvulsant effects,What is a common side effect of the primary effect of the mechanism of action of the drug or therapy used for treatment of myoclonic epilepsy?,Drowsiness,What is a recommended precaution to take when experiencing the common side effect of the primary effect of the mechanism of action of the drug or therapy used for treatment of myoclonic epilepsy?,Avoid operating heavy machinery,What is an alternative activity to avoid when taking the recommended precaution for the common side effect of the primary effect of the mechanism of action of the drug or therapy used for treatment of myoclonic epilepsy?,Driving
health_disease,sarcopenia,health specialty,geriatrics,What is the health specialty of sarcopenia?,Sarcopenia is a condition in which there is a loss of muscle mass,0.0,"['geriatrics', 'Sarcopenia is a condition in which there is a loss of muscle mass', 'cardiology', 'neurology']",Which medical field specializes in sarcopenia?,Is geriatrics the health specialty of sarcopenia?,Is Sarcopenia is a condition in which there is a loss of muscle mass the health specialty of sarcopenia?,What age group is most commonly associated with sarcopenia?,What condition is geriatrics a health specialty for?,A. neurology  B. geriatrics  C. cardiology  D. Sarcopenia is a condition in which there is a loss of muscle mass,B,Who is a notable expert in the health specialty of sarcopenia?,Dr. John E. Morley,Which university is associated with a notable expert in the health specialty of sarcopenia?,Saint Louis University,In which city is the university associated with a notable expert in the health specialty of sarcopenia located?,St. Louis,In which state is the city located where the university associated with a notable expert in the health specialty of sarcopenia is situated?,Missouri,In which country is the state located where the city is situated that contains the university associated with a notable expert in the health specialty of sarcopenia?,United States
health_disease,blastocystosis,has cause,Blastocystis hominis,What does blastocystosis have cause?,Blastocystosis is caused by a parasite,0.0,"['Blastocystis hominis', 'Blastocystosis is caused by a parasite', 'Bacteria', 'Virus']",What is the cause of blastocystosis?,Is Blastocystis hominis the cause of blastocystosis?,Is Blastocystosis is caused by a parasite the cause of blastocystosis?,What type of organism is Blastocystis hominis?,What disease is caused by Blastocystis hominis?,A. Blastocystosis is caused by a parasite  B. Bacteria  C. Virus  D. Blastocystis hominis,D,What is the classification of the organism that causes blastocystosis?,Protozoan,What is the primary mode of transmission for the organism that causes blastocystosis?,Fecal-oral route,What are common symptoms of the disease caused by the organism that is transmitted via the fecal-oral route and causes blastocystosis?,"Diarrhea, abdominal pain, and cramping","What diagnostic method is commonly used to identify the disease with symptoms such as diarrhea, abdominal pain, and cramping caused by the organism that is transmitted via the fecal-oral route and causes blastocystosis?",Stool examination,"What treatment is typically prescribed for the disease diagnosed by stool examination with symptoms such as diarrhea, abdominal pain, and cramping caused by the organism that is transmitted via the fecal-oral route and causes blastocystosis?",Antiprotozoal medication
health_disease,threatened abortion,health specialty,obstetrics and gynaecology,What is the health specialty of threatened abortion?,Obstetrics,0.0,"['obstetrics and gynaecology', 'Obstetrics', 'Pediatrics', 'Cardiology']",Which medical field deals with threatened abortion?,Is the health specialty of threatened abortion obstetrics and gynaecology?,Is the health specialty of threatened abortion Obstetrics?,What is a common medical specialty that deals with pregnancy and childbirth?,What condition is managed by the health specialty of obstetrics and gynaecology?,A. Pediatrics  B. Cardiology  C. obstetrics and gynaecology  D. Obstetrics,C,What is a common procedure performed in the health specialty of threatened abortion?,Ultrasound,What is the purpose of the common procedure performed in the health specialty of threatened abortion?,To monitor the health and development of the fetus,What is a common finding in the procedure performed to monitor the health and development of the fetus in the health specialty of threatened abortion?,Fetal heartbeat,What is the significance of detecting a fetal heartbeat in the procedure performed to monitor the health and development of the fetus in the health specialty of threatened abortion?,It indicates a viable pregnancy,What is the next step if a fetal heartbeat is not detected in the procedure performed to monitor the health and development of the fetus in the health specialty of threatened abortion?,Further evaluation and possible intervention
health_disease,lacunar stroke,discoverer or inventor,Miller Fisher,Who is the discoverer or inventor of lacunar stroke?,Dr. James M. Todd,0.0,"['Miller Fisher', 'Dr. James M. Todd', 'Dr. John Smith', 'Dr. Emily Brown']",Who identified or invented lacunar stroke?,Is Miller Fisher the discoverer or inventor of lacunar stroke?,Is Dr. James M. Todd the discoverer or inventor of lacunar stroke?,What type of medical condition is a lacunar stroke?,What did Miller Fisher discover or invent?,A. Dr. James M. Todd  B. Dr. Emily Brown  C. Miller Fisher  D. Dr. John Smith,C,What is the nationality of the discoverer or inventor of lacunar stroke?,Canadian,Which university did the Canadian discoverer or inventor of lacunar stroke attend for their medical degree?,McGill University,In which city is the university located where the Canadian discoverer or inventor of lacunar stroke attended for their medical degree?,Montreal,In which province is the city located where the university is situated that the Canadian discoverer or inventor of lacunar stroke attended for their medical degree?,Quebec,In which country is the province located where the city is situated that contains the university the Canadian discoverer or inventor of lacunar stroke attended for their medical degree?,Canada
health_disease,alveolitis,health specialty,pulmonology,What is the health specialty of alveolitis?,Alveolitis is a lung disease,0.0,"['pulmonology', 'Alveolitis is a lung disease', 'cardiology', 'dermatology']",Which medical specialty deals with alveolitis?,Is the health specialty of alveolitis pulmonology?,Is the health specialty of alveolitis 'Alveolitis is a lung disease'?,What part of the body is primarily affected by alveolitis?,What condition does pulmonology specialize in treating?,A. cardiology  B. pulmonology  C. dermatology  D. Alveolitis is a lung disease,B,Who is a notable pulmonologist specializing in the health specialty of alveolitis?,Dr. Steven Nathan,Which hospital is the notable pulmonologist specializing in the health specialty of alveolitis affiliated with?,Inova Fairfax Hospital,In which city is the hospital located where the notable pulmonologist specializing in the health specialty of alveolitis is affiliated?,Falls Church,In which state is the city located where the hospital is situated that the notable pulmonologist specializing in the health specialty of alveolitis is affiliated?,Virginia,In which country is the state located where the city is situated that contains the hospital the notable pulmonologist specializing in the health specialty of alveolitis is affiliated?,United States
health_disease,X-linked recessive chondrodysplasia punctata,health specialty,medical genetics,What is the health specialty of X-linked recessive chondrodysplasia punctata?,X-linked recessive chondrodysplasia punctata,0.0,"['medical genetics', 'X-linked recessive chondrodysplasia punctata', 'pediatrics', 'orthopedics']",Which medical field specializes in X-linked recessive chondrodysplasia punctata?,Is the health specialty of X-linked recessive chondrodysplasia punctata medical genetics?,Is the health specialty of X-linked recessive chondrodysplasia punctata X-linked recessive chondrodysplasia punctata?,What type of inheritance pattern is associated with X-linked recessive chondrodysplasia punctata?,What condition is associated with the health specialty of medical genetics?,A. orthopedics  B. X-linked recessive chondrodysplasia punctata  C. pediatrics  D. medical genetics,D,Who is a notable expert in the health specialty of X-linked recessive chondrodysplasia punctata?,Dr. Charles J. Epstein,Which university is associated with a notable expert in the health specialty of X-linked recessive chondrodysplasia punctata?,"University of California, San Francisco",In which city is the university associated with a notable expert in the health specialty of X-linked recessive chondrodysplasia punctata located?,San Francisco,In which state is the city located where the university associated with a notable expert in the health specialty of X-linked recessive chondrodysplasia punctata is situated?,California,In which country is the state located where the city is situated that contains the university associated with a notable expert in the health specialty of X-linked recessive chondrodysplasia punctata?,United States
health_disease,clostridial necrotizing enteritis,has cause,infection,What does clostridial necrotizing enteritis have cause?,Clostridium difficile,0.0,"['infection', 'Clostridium difficile', 'bacterial overgrowth', 'toxin production']",What is the cause of clostridial necrotizing enteritis?,Does clostridial necrotizing enteritis have cause infection?,Does clostridial necrotizing enteritis have cause Clostridium difficile?,What type of bacteria is commonly associated with clostridial necrotizing enteritis?,What condition is caused by an infection in the context of clostridial necrotizing enteritis?,A. Clostridium difficile  B. toxin production  C. bacterial overgrowth  D. infection,D,What type of organism causes the infection that clostridial necrotizing enteritis has cause?,bacteria,What is the name of the bacteria that causes the infection that clostridial necrotizing enteritis has cause?,Clostridium perfringens,What type of toxin is produced by the bacteria that causes the infection that clostridial necrotizing enteritis has cause?,alpha toxin,What is the primary effect of the alpha toxin produced by the bacteria that causes the infection that clostridial necrotizing enteritis has cause?,tissue necrosis,Which part of the body is primarily affected by the tissue necrosis caused by the alpha toxin produced by the bacteria that causes the infection that clostridial necrotizing enteritis has cause?,intestines
health_disease,mesenteric ischemia,afflicts,small intestine,What does mesenteric ischemia afflict?,The patient has mesenteric ischemia,0.0,"['small intestine', 'The patient has mesenteric ischemia', 'large intestine', 'stomach']",Which part of the body is affected by mesenteric ischemia?,Does mesenteric ischemia afflict the small intestine?,Does mesenteric ischemia afflict the patient has mesenteric ischemia?,Is mesenteric ischemia related to blood flow issues?,What afflicts the small intestine?,A. small intestine  B. The patient has mesenteric ischemia  C. large intestine  D. stomach,A,What is a common symptom of the condition that mesenteric ischemia afflicts?,Abdominal pain,What is a common diagnostic method for identifying the condition that causes the symptom of abdominal pain due to mesenteric ischemia?,CT angiography,What is a common treatment for the condition diagnosed by CT angiography that causes abdominal pain due to mesenteric ischemia?,Surgical revascularization,What is a potential complication of the treatment for the condition diagnosed by CT angiography that causes abdominal pain due to mesenteric ischemia?,Infection,What is a common preventive measure for the complication of infection from the treatment for the condition diagnosed by CT angiography that causes abdominal pain due to mesenteric ischemia?,Antibiotics
health_disease,tarsal coalition,health specialty,rheumatology,What is the health specialty of tarsal coalition?,Podiatry,0.0,"['rheumatology', 'Podiatry', 'Orthopedics', 'Neurology']",Which medical specialty deals with tarsal coalition?,Is the health specialty of tarsal coalition rheumatology?,Is the health specialty of tarsal coalition podiatry?,What part of the body is primarily affected by tarsal coalition?,What condition does rheumatology specialize in that involves the tarsal bones?,A. rheumatology  B. Orthopedics  C. Neurology  D. Podiatry,A,What is a common treatment for the health specialty of tarsal coalition?,Physical therapy,What is a common goal of the treatment for the health specialty of tarsal coalition?,Pain relief,What is a common medication used to achieve the goal of the treatment for the health specialty of tarsal coalition?,Nonsteroidal anti-inflammatory drugs (NSAIDs),What is a common side effect of the medication used to achieve the goal of the treatment for the health specialty of tarsal coalition?,Stomach upset,What is a common remedy for the side effect of the medication used to achieve the goal of the treatment for the health specialty of tarsal coalition?,Taking the medication with food
