topic,type,subject,relation,object,question,label,output_meta_llama_3.1_8b_instruct,eval_meta_llama_3.1_8b_instruct
event_film,wh,Air Guitar World Championships,has part(s),Oulu Music Video Festival,Which film festival has part(s) Air Guitar World Championships?,Oulu Music Video Festival,Pori,0.0
event_film,wh,Monaco,country,Monaco International Film Festival,Which film festival's country is Monaco?,Monaco International Film Festival,Monaco Film Festival,0.0
event_film,wh,Horrible Imaginings Film Festival,month of the year,September,When is the month of the year of Horrible Imaginings Film Festival?,September,October,0.0
event_film,wh,Sonoma International Film Festival,located in the administrative territorial entity,California,What is the located in the administrative territorial entity of Sonoma International Film Festival?,California,Sonoma,0.0
event_film,wh,United States of America,country of origin,The Animation Show,Which film festival's country of origin is United States of America?,The Animation Show,Sundance,0.0
event_film,wh,Amsterdam,located in the administrative territorial entity,TranScreen,Which film festival's located in the administrative territorial entity is Amsterdam?,TranScreen,IDFA,0.0
event_film,wh,Ljubljana LGBT Film Festival,location,Ljubljana,What is the location of Ljubljana LGBT Film Festival?,Ljubljana,Slovenia,0.0
event_film,wh,Ljubljana LGBT Film Festival,month of the year,December,When is the month of the year of Ljubljana LGBT Film Festival?,December,May,0.0
event_film,wh,English,official language,Huesca International Film Festival,Which film festival's official language is English?,Huesca International Film Festival,Toronto,0.0
event_film,wh,Ibiza,located in the administrative territorial entity,Ibiza International Film Festival,Which film festival's located in the administrative territorial entity is Ibiza?,Ibiza International Film Festival,Ibiza Film Festival,0.0
event_film,wh,Tricky Women,location,Vienna,What is the location of Tricky Women?,Vienna,"Brussels, Belgium",0.0
event_film,wh,Tricky Women,main subject,animated film,What is the main subject of Tricky Women?,animated film,Short films by women,0.0
event_film,wh,Japan,country,Yamagata International Documentary Film Festival,Which film festival's country is Japan?,Yamagata International Documentary Film Festival,Tokyo,0.0
event_film,wh,Andrey Borisov,art director,Yakutsk International Film Festival,Which film festival's art director is Andrey Borisov?,Yakutsk International Film Festival,Moscow International Film Festival,0.0
event_film,wh,Melbourne International Film Festival,month of the year,August,When is the month of the year of Melbourne International Film Festival?,August,July,0.0
event_film,wh,Chéries-Chéris,location,Paris,What is the location of Chéries-Chéris?,Paris,Geneva,0.0
event_film,wh,Košice,headquarters location,Art Film Fest,Which film festival's headquarters location is Košice?,Art Film Fest,East Silver Market,0.0
event_film,wh,Kosovo,country,DokuFest,Which film festival's country is Kosovo?,DokuFest,Prishtina,0.0
event_film,wh,Avoriaz,location,Avoriaz Fantastic Film Festival,Which film festival's location is Avoriaz?,Avoriaz Fantastic Film Festival,Sundance,0.0
event_film,wh,Chicago International Children's Film Festival,month of the year,October,When is the month of the year of Chicago International Children's Film Festival?,October,November,0.0
event_film,wh,San Diego Film Week,founded by,Jodi Cilley,Who was San Diego Film Week founded by?,Jodi Cilley,Lizanne Falsetto,0.0
event_film,wh,San Diego Film Week,month of the year,April,When is the month of the year of San Diego Film Week?,April,November,0.0
event_film,wh,Yakutsk International Film Festival,art director,Andrey Borisov,Who is the art director of Yakutsk International Film Festival?,Andrey Borisov,I couldn't find the information,0.0
event_film,wh,Camden International Film Festival,location,Camden,What is the location of Camden International Film Festival?,Camden,Maine,0.0
event_film,wh,Camden International Film Festival,month of the year,September,When is the month of the year of Camden International Film Festival?,September,October,0.0
event_film,wh,Edinburgh International Film Festival,main subject,world cinema,What is the main subject of Edinburgh International Film Festival?,world cinema,Film,0.0
event_film,wh,Edinburgh International Film Festival,country,United Kingdom,What is the country of Edinburgh International Film Festival?,United Kingdom,Scotland,0.0
event_film,wh,Edinburgh International Film Festival,located in the administrative territorial entity,City of Edinburgh,What is the located in the administrative territorial entity of Edinburgh International Film Festival?,City of Edinburgh,Scotland,0.0
event_film,wh,Moscow International Film Festival,month of the year,July,When is the month of the year of Moscow International Film Festival?,July,June,0.0
event_film,wh,Sitges Film Festival,month of the year,October,When is the month of the year of Sitges Film Festival?,October,November,0.0
event_film,wh,Haugesund Municipality,location,Norwegian International Film Festival,Which film festival's location is Haugesund Municipality?,Norwegian International Film Festival,Norway,0.0
event_film,wh,Carthage Film Festival,founded by,Tahar Cheriaa,Who was Carthage Film Festival founded by?,Tahar Cheriaa,Nouri Bouzid,0.0
event_film,wh,Jacques Drouin,designed by,Ottawa International Animation Festival,Which film festival was designed by Jacques Drouin?,Ottawa International Animation Festival,Toronto International Film Festival,0.0
event_film,wh,South Africa,country,Durban International Film Festival,Which film festival's country is South Africa?,Durban International Film Festival,Cape Town,0.0
event_film,wh,Jacksonville,headquarters location,Jacksonville Film Festival,Which film festival's headquarters location is Jacksonville?,Jacksonville Film Festival,Florida Film Festival,0.0
event_film,wh,International Istanbul Film Festival,headquarters location,Istanbul,What is the headquarters location of International Istanbul Film Festival?,Istanbul,Turkey,0.0
event_film,wh,Red Sea Governorate,located in the administrative territorial entity,El Gouna Film Festival,Which film festival's located in the administrative territorial entity is Red Sea Governorate?,El Gouna Film Festival,Red Sea International Film Festival,0.0
event_film,wh,Colorado,located in the administrative territorial entity,Vail Film Festival,Which film festival's located in the administrative territorial entity is Colorado?,Vail Film Festival,Telluride,0.0
event_film,wh,Stuttgart,location,Fantasy Filmfest,Which film festival's location is Stuttgart?,Fantasy Filmfest,Filmfest Stuttgart,0.0
event_film,wh,Kinotavr,month of the year,June,When is the month of the year of Kinotavr?,June,July,0.0
event_film,wh,Expresión en Corto International Film Festival,location,Guanajuato City,What is the location of Expresión en Corto International Film Festival?,Guanajuato City,Panama,0.0
event_film,wh,Expresión en Corto International Film Festival,country,Mexico,What is the country of Expresión en Corto International Film Festival?,Mexico,Panama,0.0
event_film,wh,Miguel Anxo Fernández,director,Ourense Film Festival,Which film festival's director is Miguel Anxo Fernández?,Ourense Film Festival,Festival de Málaga,0.0
event_film,wh,Bulgaria,country,In the Palace International Short Film Festival,Which film festival's country is Bulgaria?,In the Palace International Short Film Festival,Sofia,0.0
event_film,wh,film score,main subject,Film Fest Gent,Which film festival's main subject is film score?,Film Fest Gent,Cannes,0.0
event_film,wh,Kaohsiung,location,Taiwan International Queer Film Festival,Which film festival's location is Kaohsiung?,Taiwan International Queer Film Festival,Golden Horse,0.0
event_film,wh,Vologda,located in the administrative territorial entity,VOICES,Which film festival's located in the administrative territorial entity is Vologda?,VOICES,Vologda International Film Festival,0.0
event_film,wh,l'Alfàs del Pi,location,Alfas del Pi International Film Festival,Which film festival's location is l'Alfàs del Pi?,Alfas del Pi International Film Festival,Festival de Málaga,0.0
event_film,wh,Sundance Film Festival,location,Park City,What is the location of Sundance Film Festival?,Park City,Utah,0.0
event_film,wh,Cottbus,location,Cottbus Festival of East European Cinema,Which film festival's location is Cottbus?,Cottbus Festival of East European Cinema,East German,0.0
event_film,wh,Podgorica,location,Merlinka festival,Which film festival's location is Podgorica?,Merlinka festival,Cinema City Film Festival,0.0
event_film,wh,Taichung,location,Taiwan International Queer Film Festival,Which film festival's location is Taichung?,Taiwan International Queer Film Festival,Taiwan International Documentary Festival,0.0
event_film,wh,"The Japanese Association, Singapore",organizer,Japanese Film Festival,"Which film festival's organizer is The Japanese Association, Singapore?",Japanese Film Festival,Tokyo Film Awards,0.0
event_film,wh,Abu Dhabi Film Festival,location,Abu Dhabi,What is the location of Abu Dhabi Film Festival?,Abu Dhabi,United Arab Emirates,0.0
event_film,wh,San Francisco Bay Area,location,Frameline Film Festival,Which film festival's location is San Francisco Bay Area?,Frameline Film Festival,San Francisco International Film Festival,0.0
event_film,wh,DOK.fest - Munich International Documentary Film Festival,located in the administrative territorial entity,Munich,What is the located in the administrative territorial entity of DOK.fest - Munich International Documentary Film Festival?,Munich,Germany,0.0
event_film,wh,Locarno Film Festival,director / manager,Lili Hinstin,Who is the director / manager of Locarno Film Festival?,Lili Hinstin,Giona A. Nazzaro,0.0
event_film,wh,Munich,located in the administrative territorial entity,DOK.fest - Munich International Documentary Film Festival,Which film festival's located in the administrative territorial entity is Munich?,DOK.fest - Munich International Documentary Film Festival,Berlinale,0.0
event_film,wh,Pamplona,location,Punto de Vista International Documentary Film Festival,Which film festival's location is Pamplona?,Punto de Vista International Documentary Film Festival,San Sebastian,0.0
event_film,wh,Kosmorama - Trondheim International Film Festival,located in the administrative territorial entity,Trondheim municipality,What is the located in the administrative territorial entity of Kosmorama - Trondheim International Film Festival?,Trondheim municipality,Norway,0.0
event_film,wh,Varna,location,In the Palace International Short Film Festival,Which film festival's location is Varna?,In the Palace International Short Film Festival,Varna Film Festival,0.0
event_film,wh,Busan International Film Festival,location,Busan Cinema Center,What is the location of Busan International Film Festival?,Busan Cinema Center,"Busan, South Korea",0.0
event_film,wh,Chicago International Film Festival,location,Chicago,What is the location of Chicago International Film Festival?,Chicago,Millennium Park,0.0
event_film,wh,Yekaterinburg,location,Ural Open Festival of Russian Cinema,Which film festival's location is Yekaterinburg?,Ural Open Festival of Russian Cinema,Kinotavr,0.0
event_film,wh,Festival de Cine Alemán,organizer,German Films,What is the organizer of Festival de Cine Alemán?,German Films,Goethe-Institut,0.0
event_film,wh,Lausanne Underground Film and Music Festival,month of the year,October,When is the month of the year of Lausanne Underground Film and Music Festival?,October,September,0.0
event_film,wh,Animafest Zagreb,location,Zagreb,What is the location of Animafest Zagreb?,Zagreb,Croatia,0.0
event_film,wh,Badalona,location,FILMETS Badalona Film Festival,Which film festival's location is Badalona?,FILMETS Badalona Film Festival,Sitges,0.0
event_film,wh,Ethnocineca,location,Vienna,What is the location of Ethnocineca?,Vienna,Italy,0.0
event_film,wh,Tishrei,month of the year,Haifa International Film Festival,Which film festival's month of the year is Tishrei?,Haifa International Film Festival,Tel Aviv,0.0
event_film,wh,Frauenfeld,location,Pink Apple,Which film festival's location is Frauenfeld?,Pink Apple,Solothurner Filmtage,0.0
event_film,wh,Turkish Film Days Munich,country,Germany,What is the country of Turkish Film Days Munich?,Germany,Turkey,0.0
event_film,wh,Roy,uses,Göteborg Film Festival,Which film festival uses Roy?,Göteborg Film Festival,Sundance,0.0
event_film,wh,film,main subject,Torremolinos International Fantastic Film Festival,Which film festival's main subject is film?,Torremolinos International Fantastic Film Festival,Cannes,0.0
event_film,wh,Ottawa International Animation Festival,designed by,Jacques Drouin,Who was Ottawa International Animation Festival designed by?,Jacques Drouin,John N. Hartman,0.0
event_film,wh,Ottawa International Animation Festival,founded by,Canadian Film Institute,What was Ottawa International Animation Festival founded by?,Canadian Film Institute,John Weldon,0.0
event_film,wh,Ottawa International Animation Festival,located in the administrative territorial entity,Ottawa,What is the located in the administrative territorial entity of Ottawa International Animation Festival?,Ottawa,Canada,0.0
event_film,wh,Ottawa International Animation Festival,industry,film industry,What is the industry of Ottawa International Animation Festival?,film industry,Entertainment,0.0
event_film,wh,Sarajevo,location,Merlinka festival,Which film festival's location is Sarajevo?,Merlinka festival,Sarajevo Film Festival,0.0
event_film,wh,Hagabion,uses,Göteborg Film Festival,Which film festival uses Hagabion?,Göteborg Film Festival,Cannes,0.0
event_film,wh,Sandro Zambetti,founded by,Bergamo Film Meeting,Which film festival was founded by Sandro Zambetti?,Bergamo Film Meeting,Locarno,0.0
event_film,wh,Buenos Aires International Festival of Independent Cinema,month of the year,April,When is the month of the year of Buenos Aires International Festival of Independent Cinema?,April,October,0.0
event_film,wh,Edmonton,headquarters location,International Festival of Winter Cinema,Which film festival's headquarters location is Edmonton?,International Festival of Winter Cinema,Edmonton International Film Festival,0.0
event_film,wh,Edmonton,location,Rainbow Visions Film Festival,Which film festival's location is Edmonton?,Rainbow Visions Film Festival,Edmonton International Film Festival,0.0
event_film,wh,Madrid City Hall,organizer,DocumentaMadrid,Which film festival's organizer is Madrid City Hall?,DocumentaMadrid,Madrid Film Festival,0.0
event_film,wh,Rokumentti,location,Joensuu,What is the location of Rokumentti?,Joensuu,"Helsinki, Finland",0.0
event_film,wh,Rokumentti,month of the year,November,When is the month of the year of Rokumentti?,November,"I'm not aware of ""Rokumentti""",0.0
event_film,wh,Rokumentti,country,Finland,What is the country of Rokumentti?,Finland,Unknown,0.0
event_film,wh,Gunnar Carlsson,founded by,Göteborg Film Festival,Which film festival was founded by Gunnar Carlsson?,Göteborg Film Festival,Stockholm,0.0
event_film,wh,slash Filmfestival,location,Vienna,What is the location of slash Filmfestival?,Vienna,Utrecht,0.0
event_film,wh,Torremolinos International Fantastic Film Festival,located in the administrative territorial entity,Torremolinos,What is the located in the administrative territorial entity of Torremolinos International Fantastic Film Festival?,Torremolinos,Málaga,0.0
event_film,wh,Oceanside,location,Oceanside International Film Festival,Which film festival's location is Oceanside?,Oceanside International Film Festival,California Film Festival,0.0
event_film,wh,WideScreen Film & Music Video Festival,founded by,Jarrod Knowles,Who was WideScreen Film & Music Video Festival founded by?,Jarrod Knowles,Michael Cioni,0.0
event_film,wh,Cairo International Film Festival,location,Cairo,What is the location of Cairo International Film Festival?,Cairo,Egypt,0.0
event_film,wh,Cairo International Film Festival,chairperson,Mohamed Hefzy,Who is the chairperson of Cairo International Film Festival?,Mohamed Hefzy,Sherine Mounir,0.0
event_film,wh,Japanese Film Festival,location,Singapore,What is the location of Japanese Film Festival?,Singapore,Global,0.0
event_film,wh,National Museum of Singapore,organizer,Japanese Film Festival,Which film festival's organizer is National Museum of Singapore?,Japanese Film Festival,Singapore International Film Festival,0.0
event_film,wh,Entrevues Belfort Film Festival,director / manager,Lili Hinstin,Who is the director / manager of Entrevues Belfort Film Festival?,Lili Hinstin,Jean Pierre Duret,0.0
event_film,wh,Nantes,location,Three Continents Festival,Which film festival's location is Nantes?,Three Continents Festival,Nantes Triennale,0.0
event_film,wh,Motovun Film Festival,location,Motovun,What is the location of Motovun Film Festival?,Motovun,Croatia,0.0
event_film,wh,Festival de Cans,location,Cans,What is the location of Festival de Cans?,Cans,Mexico City,0.0
event_film,wh,Biopalatset,uses,Göteborg Film Festival,Which film festival uses Biopalatset?,Göteborg Film Festival,Stockholm,0.0
event_film,wh,Alfas del Pi International Film Festival,location,l'Alfàs del Pi,What is the location of Alfas del Pi International Film Festival?,l'Alfàs del Pi,"Almería, Spain",0.0
event_film,wh,Moscow Jewish Film Festival,location,Moscow,What is the location of Moscow Jewish Film Festival?,Moscow,Russia,0.0
event_film,wh,Moscow Jewish Film Festival,month of the year,June,When is the month of the year of Moscow Jewish Film Festival?,June,December,0.0
event_film,wh,Capitol,uses,Göteborg Film Festival,Which film festival uses Capitol?,Göteborg Film Festival,Sundance,0.0
event_film,wh,Women Over 50 Film Festival,country,United Kingdom,What is the country of Women Over 50 Film Festival?,United Kingdom,Italy,0.0
event_film,wh,Santa Ana,location,Horrible Imaginings Film Festival,Which film festival's location is Santa Ana?,Horrible Imaginings Film Festival,Santa Ana Film Festival,0.0
event_film,wh,Torremolinos,located in the administrative territorial entity,Torremolinos International Fantastic Film Festival,Which film festival's located in the administrative territorial entity is Torremolinos?,Torremolinos International Fantastic Film Festival,Málaga,0.0
event_film,wh,Belfast Film Festival,country,United Kingdom,What is the country of Belfast Film Festival?,United Kingdom,Northern Ireland,0.0
event_film,wh,Celtic Media Festival,country,United Kingdom,What is the country of Celtic Media Festival?,United Kingdom,Ireland,0.0
event_film,wh,Celtic Media Festival,location,Celtic nations,What is the location of Celtic Media Festival?,Celtic nations,Ireland,0.0
event_film,wh,Lausanne,location,Lausanne Underground Film and Music Festival,Which film festival's location is Lausanne?,Lausanne Underground Film and Music Festival,Locarno,0.0
event_film,wh,Boston,location,Boston Jewish Film Festival,Which film festival's location is Boston?,Boston Jewish Film Festival,Boston Film Festival,0.0
event_film,wh,Panafrican Film and Television Festival of Ouagadougou,location,Ouagadougou,What is the location of Panafrican Film and Television Festival of Ouagadougou?,Ouagadougou,Burkina Faso,0.0
event_film,wh,In the Palace International Short Film Festival,main subject,short film,What is the main subject of In the Palace International Short Film Festival?,short film,Women,0.0
event_film,wh,In the Palace International Short Film Festival,month of the year,December,When is the month of the year of In the Palace International Short Film Festival?,December,September,0.0
event_film,wh,Jacksonville Film Festival,month of the year,February,When is the month of the year of Jacksonville Film Festival?,February,April,0.0
event_film,wh,Merlinka festival,month of the year,December,When is the month of the year of Merlinka festival?,December,February,0.0
event_film,wh,Marousi,location,Athens International Monthly Art Film Festival,Which film festival's location is Marousi?,Athens International Monthly Art Film Festival,Athens International Film Festival,0.0
event_film,wh,child,main subject,Chicago International Children's Film Festival,Which film festival's main subject is child?,Chicago International Children's Film Festival,Berlinale,0.0
event_film,wh,film director,intended public,Yellowknife International Film Festival,Which film festival's intended public is film director?,Yellowknife International Film Festival,Sundance,0.0
event_film,wh,Helsinki Film Festival,location,Helsinki,What is the location of Helsinki Film Festival?,Helsinki,Finland,0.0
event_film,wh,Perpignan,location,Confrontation,Which film festival's location is Perpignan?,Confrontation,Festival des 3 Continents,0.0
event_film,wh,HUMAN International Documentary Festival,country,Norway,What is the country of HUMAN International Documentary Festival?,Norway,Georgia,0.0
event_film,wh,Tropfest,month of the year,February,When is the month of the year of Tropfest?,February,July,0.0
event_film,wh,Cologne,location,Fantasy Filmfest,Which film festival's location is Cologne?,Fantasy Filmfest,Cologne Film Festival,0.0
event_film,wh,Pink Apple,main subject,LGBT,What is the main subject of Pink Apple?,LGBT,Fruit,0.0
event_film,wh,Crested Butte,location,Crested Butte Film Festival,Which film festival's location is Crested Butte?,Crested Butte Film Festival,Wildflower Film Festival,0.0
event_film,wh,Toronto International Film Festival,location,TIFF Bell Lightbox,What is the location of Toronto International Film Festival?,TIFF Bell Lightbox,"Toronto, Canada",0.0
event_film,wh,Toronto International Film Festival,has part(s),TIFF Cinematheque,What does Toronto International Film Festival have part(s )?,TIFF Cinematheque,"TIFF Next Wave, TIFF Docs, TIFF Rising Stars, TIFF Talent Lab,",0.0
event_film,wh,Jarrod Knowles,founded by,WideScreen Film & Music Video Festival,Which film festival was founded by Jarrod Knowles?,WideScreen Film & Music Video Festival,Fantasia International Film Festival,0.0
event_film,wh,"Embassy of Japan, Singapore",organizer,Japanese Film Festival,"Which film festival's organizer is Embassy of Japan, Singapore?",Japanese Film Festival,Singapore International Film Festival,0.0
event_film,wh,Ourense Film Festival,director,Miguel Anxo Fernández,Who is the director of Ourense Film Festival?,Miguel Anxo Fernández,I don't have information on the director of Ourense Film Festival,0.0
event_film,wh,music video,genre,Oulu Music Video Festival,Which film festival's genre is music video?,Oulu Music Video Festival,South by Southwest,0.0
event_film,wh,music video,main subject,Vienna Shorts,Which film festival's main subject is music video?,Vienna Shorts,South by Southwest,0.0
event_film,wh,widescreen,named after,WideScreen Film & Music Video Festival,Which film festival was named after widescreen?,WideScreen Film & Music Video Festival,Cannes,0.0
event_film,wh,Asbury Park,location,Garden State Film Festival,Which film festival's location is Asbury Park?,Garden State Film Festival,Asbury Park Film Festival,0.0
event_film,wh,Tuzla,location,Merlinka festival,Which film festival's location is Tuzla?,Merlinka festival,Pula Film Festival,0.0
event_film,wh,New Jersey,located in the administrative territorial entity,Garden State Film Festival,Which film festival's located in the administrative territorial entity is New Jersey?,Garden State Film Festival,Montclair,0.0
event_film,wh,Youki International Youth Media Festival,location,Wels,Who is the location of Youki International Youth Media Festival?,Wels,"Youki, Japan",0.0
event_film,wh,Tarkovskyfest,location,Ivanovo,What is the location of Tarkovskyfest?,Ivanovo,Italy,0.0
event_film,wh,Burbank,location,Burbank International Film Festival,Which film festival's location is Burbank?,Burbank International Film Festival,CinemaCon,0.0
event_film,wh,Image+Nation,main subject,LGBT,What is the main subject of Image+Nation?,LGBT,Queer cinema,0.0
event_film,wh,Mountainfilm in Telluride,location,Telluride,What is the location of Mountainfilm in Telluride?,Telluride,Colorado,0.0
event_film,wh,Corey Vidal,founded by,Buffer Festival,Which film festival was founded by Corey Vidal?,Buffer Festival,Austin Film Festival,0.0
event_film,wh,Ukraine,country,Odesa International Film Festival,Which film festival's country is Ukraine?,Odesa International Film Festival,Kiev,0.0
event_film,wh,Confrontation,month of the year,April,When is the month of the year of Confrontation?,April,March,0.0
event_film,wh,Teatro Calderón,location,Valladolid International Film Festival,Which film festival's location is Teatro Calderón?,Valladolid International Film Festival,San Sebastián,0.0
event_film,wh,Pune,location,Pune International Film Festival,Which film festival's location is Pune?,Pune International Film Festival,Jio MAMI,0.0
event_film,wh,Serbia,country,Merlinka festival,Which film festival's country is Serbia?,Merlinka festival,Belgrade,0.0
event_film,wh,City of Port Phillip,location,St Kilda Short Film Festival,Which film festival's location is City of Port Phillip?,St Kilda Short Film Festival,Melbourne,0.0
event_film,wh,Bergamo Film Meeting,founded by,Sandro Zambetti,Who was Bergamo Film Meeting founded by?,Sandro Zambetti,Giovanni Spagnoletti,0.0
event_film,wh,Bergamo Film Meeting,month of the year,March,When is the month of the year of Bergamo Film Meeting?,March,October,0.0
event_film,wh,Marit Kapla,artistic director,Göteborg Film Festival,Which film festival's artistic director is Marit Kapla?,Göteborg Film Festival,Berlinale,0.0
event_film,wh,non-profit organisation,legal form,Brussels International Fantastic Film Festival,Which film festival's legal form is non-profit organisation?,Brussels International Fantastic Film Festival,Cannes,0.0
event_film,wh,Göteborg Film Festival,location,Gothenburg,What is the location of Göteborg Film Festival?,Gothenburg,Sweden,0.0
event_film,wh,Milan Lasica,chairperson,Art Film Fest,Which film festival's chairperson is Milan Lasica?,Art Film Fest,Bratislava,0.0
event_film,wh,Zlín Film Festival,location,Zlín,What is the location of Zlín Film Festival?,Zlín,Czech Republic,0.0
event_film,wh,Houston,location,WorldFest-Houston International Film Festival,Which film festival's location is Houston?,WorldFest-Houston International Film Festival,Houston World Series of Dog Shows,0.0
event_film,wh,Perth,location,Revelation Perth International Film Festival,Which film festival's location is Perth?,Revelation Perth International Film Festival,CinefestOZ,0.0
event_film,wh,film award,main subject,Maine International Film Festival,Which film festival's main subject is film award?,Maine International Film Festival,Cannes,0.0
event_film,wh,Wels,location,Youki International Youth Media Festival,Which film festival's location is Wels?,Youki International Youth Media Festival,Wels International Film Festival,0.0
event_film,wh,Festival d'Automne à Paris,located in the administrative territorial entity,Paris,What is the located in the administrative territorial entity of Festival d'Automne à Paris?,Paris,France,0.0
event_film,wh,Festival d'Automne à Paris,field of work,performing arts,What is the field of work of Festival d'Automne à Paris?,performing arts,Arts Festival,0.0
event_film,wh,Festival d'Automne à Paris,location,Palais Galliera,What is the location of Festival d'Automne à Paris?,Palais Galliera,"Paris, France",0.0
event_film,wh,Hof,location,Hof International Film Festival,Which film festival's location is Hof?,Hof International Film Festival,Nordic,0.0
event_film,wh,Taipei Film Festival,month of the year,July,When is the month of the year of Taipei Film Festival?,July,August,0.0
event_film,wh,Kingston,location,Kingston Canadian Film Festival,Which film festival's location is Kingston?,Kingston Canadian Film Festival,Jamaica Film Festival,0.0
event_film,wh,Sofia,location,In the Palace International Short Film Festival,Which film festival's location is Sofia?,In the Palace International Short Film Festival,Sofia International Film Festival,0.0
event_film,wh,New Horizons Film Festival,month of the year,July,When is the month of the year of New Horizons Film Festival?,July,September,0.0
event_film,wh,Tokyo International Film Festival,located in the administrative territorial entity,Japan,What is the located in the administrative territorial entity of Tokyo International Film Festival?,Japan,Roppongi,0.0
event_film,wh,Tokyo International Film Festival,headquarters location,Tokyo,What is the headquarters location of Tokyo International Film Festival?,Tokyo,Roppongi,0.0
event_film,wh,Tokyo International Film Festival,operator,Uni Japan,What is the operator of Tokyo International Film Festival?,Uni Japan,Tokyo Metropolitan Government,0.0
event_film,wh,Buddhism,main subject,Festival de Cinema Budista de Catalunya,Which film festival's main subject is Buddhism?,Festival de Cinema Budista de Catalunya,Thailand,0.0
event_film,wh,Niš,location,Merlinka festival,Which film festival's location is Niš?,Merlinka festival,Nišville,0.0
event_film,wh,Spanish,official language,Huesca International Film Festival,Which film festival's official language is Spanish?,Huesca International Film Festival,San Sebastián,0.0
event_film,wh,Bastia,location,Arte Mare,Which film festival's location is Bastia?,Arte Mare,Utopia Film Festival,0.0
event_film,wh,Festival de Cine de Alcalá de Henares,month of the year,November,When is the month of the year of Festival de Cine de Alcalá de Henares?,November,October,0.0
event_film,wh,DocumentaMadrid,main subject,documentary film,What is the main subject of DocumentaMadrid?,documentary film,DocumentaMadrid is about art,0.0
event_film,wh,Villach,location,K3 Film Festival,Which film festival's location is Villach?,K3 Film Festival,Villach Filmfestival,0.0
event_film,wh,Draken,uses,Göteborg Film Festival,Which film festival uses Draken?,Göteborg Film Festival,Fantasia,0.0
event_film,wh,Bologna,location,Some Prefer Cake,Which film festival's location is Bologna?,Some Prefer Cake,Bologna Film Festival,0.0
event_film,wh,cinema of South Korea,main subject,Korean Film Festival Frankfurt,Which film festival's main subject is cinema of South Korea?,Korean Film Festival Frankfurt,Busan,0.0
event_film,wh,Göran Bjelkendal,founded by,Göteborg Film Festival,Which film festival was founded by Göran Bjelkendal?,Göteborg Film Festival,Stockholm Film Festival,0.0
event_film,wh,Tromsø International Film Festival,month of the year,January,When is the month of the year of Tromsø International Film Festival?,January,November,0.0
event_film,wh,Slovakia,country,Art Film Fest,Which film festival's country is Slovakia?,Art Film Fest,Bratislava,0.0
