topic,subject,relation,object,question,output_vicuna_7b_v1.5,eval_vicuna_7b_v1.5,multiple_choices,paraphrased_question,multiple_choice_with_letters,multiple_choice_labels,yes_question,no_question,locality_question,reversed_relation_question,question_2hop,answer_2hop,question_3hop,answer_3hop,question_4hop,answer_4hop,question_5hop,answer_5hop,question_6hop,answer_6hop
health_symptom,distraction,does not have characteristic,intention,What does distraction do not have characteristic?,Distraction does not have the characteristic of being a noun,0.0,"['intention', 'being a noun', 'focus', 'clarity']",What characteristic is not associated with distraction?,A. Distraction does not have the characteristic of being a noun  B. focus  C. intention  D. clarity,C,Does distraction lack the characteristic of intention?,Does distraction lack the characteristic of being a noun?,What is a common effect of distraction?,What does intention not have characteristic of?,What is an activity that does not have the characteristic of distraction?,Meditation,What is a benefit of an activity that does not have the characteristic of distraction?,Improved focus,Which part of the brain is positively affected by the benefit of an activity that does not have the characteristic of distraction?,Prefrontal cortex,What is a function of the part of the brain that is positively affected by the benefit of an activity that does not have the characteristic of distraction?,Decision making,What is a profession that heavily relies on the function of the part of the brain positively affected by the benefit of an activity that does not have the characteristic of distraction?,Surgeon
health_symptom,Webbed neck,health specialty,medical genetics,What is the health specialty of Webbed neck?,Webbed neck is a medical condition that affects the neck and is characterized,0.0,"['medical genetics', 'Webbed neck is a medical condition that affects the neck and is characterized', 'cardiology', 'neurology']",Which medical field specializes in Webbed neck?,A. cardiology  B. Webbed neck is a medical condition that affects the neck and is characterized  C. medical genetics  D. neurology,C,Is the health specialty of Webbed neck medical genetics?,Is the health specialty of Webbed neck Webbed neck is a medical condition that affects the neck and is characterized?,What is a common symptom associated with Webbed neck?,What condition does medical genetics specialize in?,Which health specialty deals with the treatment of a webbed neck?,Genetics,What is a common genetic disorder associated with a webbed neck that a genetics specialist might diagnose?,Turner syndrome,Which chromosome is affected in the genetic disorder associated with a webbed neck that a genetics specialist might diagnose?,X chromosome,Who discovered the genetic disorder associated with a webbed neck that involves the X chromosome?,Henry Turner,In which year was the genetic disorder associated with a webbed neck that involves the X chromosome discovered by Henry Turner?,1938
health_symptom,heat exhaustion,has cause,hot,What does heat exhaustion have cause?,Heat exhaustion is caused by prolonged exposure to high temperatures and,0.0,"['hot', 'Heat exhaustion is caused by prolonged exposure to high temperatures and', 'cold', 'humidity']",What is the cause of heat exhaustion?,A. cold  B. humidity  C. Heat exhaustion is caused by prolonged exposure to high temperatures and  D. hot,D,Is heat exhaustion caused by hot conditions?,Is heat exhaustion caused by prolonged exposure to high temperatures and?,What is a common symptom of heat exhaustion?,What condition is caused by hot conditions?,What is a common symptom of the cause of heat exhaustion?,Dehydration,What is a common treatment for the symptom of the cause of heat exhaustion?,Drinking fluids,What is a common beverage recommended for the treatment of the symptom of the cause of heat exhaustion?,Water,What is a common source of the beverage recommended for the treatment of the symptom of the cause of heat exhaustion?,Tap,What is a common infrastructure used to deliver the source of the beverage recommended for the treatment of the symptom of the cause of heat exhaustion?,Water supply system
health_symptom,metal poisoning,health specialty,neurology,What is the health specialty of metal poisoning?,Toxicology,0.0,"['Neurology', 'Toxicology', 'Cardiology', 'Dermatology']",Which medical field specializes in metal poisoning?,A. neurology  B. Cardiology  C. Toxicology  D. Dermatology,A,Is the health specialty of metal poisoning neurology?,Is the health specialty of metal poisoning toxicology?,What is a common symptom associated with metal poisoning?,What condition does neurology specialize in related to metal exposure?,What is the medical specialty that deals with metal poisoning?,Toxicology,Who is a notable expert in the medical specialty that deals with metal poisoning?,Alice Hamilton,"Which university did the notable expert in toxicology, who deals with metal poisoning, work at?",Harvard University,"In which city is the university located where the notable expert in toxicology, who deals with metal poisoning, worked?",Cambridge,"In which state is the city located where the university is situated that employed the notable expert in toxicology, who deals with metal poisoning?",Massachusetts
health_symptom,metal poisoning,has cause,metal element,What does metal poisoning have cause?,Metal poisoning can be caused by exposure to high levels of toxic met,0.0,"['metal element', 'Metal poisoning can be caused by exposure to high levels of toxic met', 'chemical exposure', 'radiation']",What is the cause of metal poisoning?,A. chemical exposure  B. radiation  C. Metal poisoning can be caused by exposure to high levels of toxic met  D. metal element,D,Does metal poisoning have cause in metal element?,Does metal poisoning have cause in Metal poisoning can be caused by exposure to high levels of toxic met?,What is a common symptom of metal poisoning?,What does a metal element cause?,What is a common source of the cause of metal poisoning?,Contaminated water,Which heavy metal is often found in contaminated water that causes metal poisoning?,Lead,What is a common health effect of lead exposure from contaminated water?,Neurological damage,Which demographic is most vulnerable to neurological damage from lead exposure?,Children,What is a common intervention to prevent lead exposure in children?,Lead paint removal
health_symptom,urination disorder,anatomical location,urinary system,What is the anatomical location of urination disorder?,Urination disorder is a condition that affects the normal functioning of the,0.0,"['urinary system', 'Urination disorder is a condition that affects the normal functioning of the', 'digestive system', 'respiratory system']",Where is a urination disorder anatomically located?,A. urinary system  B. Urination disorder is a condition that affects the normal functioning of the  C. respiratory system  D. digestive system,A,Is the anatomical location of urination disorder the urinary system?,Is the anatomical location of urination disorder a condition that affects the normal functioning of the?,What is a common symptom of a urination disorder?,What disorder is anatomically located in the urinary system?,What is a common symptom of a disorder that affects the anatomical location related to urination?,Frequent urination,What is a common treatment for frequent urination caused by a disorder in the anatomical location related to urination?,Medication,What type of medication is commonly prescribed for frequent urination caused by a disorder in the anatomical location related to urination?,Anticholinergics,"What is a potential side effect of anticholinergics, which are prescribed for frequent urination caused by a disorder in the anatomical location related to urination?",Dry mouth,"What is a common remedy for dry mouth, a side effect of anticholinergics prescribed for frequent urination caused by a disorder in the anatomical location related to urination?",Drinking water
health_symptom,necrolytic migratory erythema,health specialty,dermatology,What is the health specialty of necrolytic migratory erythema?,Necrolytic migratory erythema is a skin condition,0.0,"['dermatology', 'Necrolytic migratory erythema is a skin condition', 'neurology', 'gastroenterology']",Which medical specialty deals with necrolytic migratory erythema?,A. neurology  B. dermatology  C. gastroenterology  D. Necrolytic migratory erythema is a skin condition,B,Is dermatology the health specialty of necrolytic migratory erythema?,Is Necrolytic migratory erythema is a skin condition the health specialty of necrolytic migratory erythema?,What type of condition is necrolytic migratory erythema?,What condition is associated with the health specialty of dermatology?,Which type of doctor specializes in treating necrolytic migratory erythema?,Dermatologist,What is a common treatment prescribed by dermatologists for necrolytic migratory erythema?,Octreotide,Which company manufactures the common treatment prescribed by dermatologists for necrolytic migratory erythema?,Novartis,In which country is the company that manufactures the common treatment for necrolytic migratory erythema headquartered?,Switzerland,What is the capital city of the country where the company that manufactures the common treatment for necrolytic migratory erythema is headquartered?,Bern
health_symptom,logorrhea,health specialty,psychology,What is the health specialty of logorrhea?,Logorrhea is a speech disorder characterized by an excessive and,0.0,"['psychology', 'Logorrhea is a speech disorder characterized by an excessive and', 'neurology', 'psychiatry']",Which health specialty deals with logorrhea?,A. psychiatry  B. psychology  C. neurology  D. Logorrhea is a speech disorder characterized by an excessive and,B,Is the health specialty of logorrhea psychology?,Is the health specialty of logorrhea 'Logorrhea is a speech disorder characterized by an excessive and'?,What is a common symptom of logorrhea?,What condition does psychology specialize in that involves excessive speech?,Which medical professional specializes in treating logorrhea?,Speech-language pathologist,What is the primary focus of a speech-language pathologist who treats logorrhea?,Communication disorders,Which organization certifies speech-language pathologists who treat communication disorders like logorrhea?,American Speech-Language-Hearing Association (ASHA),In which year was the American Speech-Language-Hearing Association (ASHA) founded?,1925,In which city is the headquarters of the American Speech-Language-Hearing Association (ASHA) located?,Rockville
health_symptom,asterixis,health specialty,neurology,What is the health specialty of asterixis?,"Asterixis is a medical condition characterized by the presence of small,",0.0,"['neurology', 'Asterixis is a medical condition characterized by the presence of small,', 'cardiology', 'dermatology']",Which medical field deals with asterixis?,"A. cardiology  B. dermatology  C. Asterixis is a medical condition characterized by the presence of small,  D. neurology",D,Is the health specialty of asterixis neurology?,"Is the health specialty of asterixis Asterixis is a medical condition characterized by the presence of small,?",What is a common symptom associated with asterixis?,What condition is associated with the health specialty of neurology?,Which medical specialty deals with the treatment of asterixis?,Hepatology,What is a common condition treated by the medical specialty that deals with asterixis?,Liver cirrhosis,What is a common cause of the condition treated by the medical specialty that deals with asterixis?,Chronic alcohol abuse,What is a common symptom of the condition caused by chronic alcohol abuse that is treated by the medical specialty dealing with asterixis?,Jaundice,What is a common diagnostic test used to detect the condition that causes jaundice and is treated by the medical specialty dealing with asterixis?,Liver function test
health_symptom,aura,health specialty,neurology,What is the health specialty of aura?,"Aura is a term used in various fields, including medicine, psychology,",0.0,"['neurology', 'Aura is a term used in various fields, including medicine, psychology,', 'cardiology', 'dermatology']",Which medical specialty is associated with aura?,"A. dermatology  B. neurology  C. Aura is a term used in various fields, including medicine, psychology,  D. cardiology",B,Is neurology the health specialty of aura?,"Is Aura is a term used in various fields, including medicine, psychology, the health specialty of aura?",What is a common symptom experienced during an aura?,What condition is associated with the health specialty of neurology?,What is a common treatment method used in the health specialty related to aura?,Meditation,Who is a well-known practitioner of the treatment method used in the health specialty related to aura?,Deepak Chopra,What is the title of a book written by the well-known practitioner of the treatment method used in the health specialty related to aura?,The Seven Spiritual Laws of Success,Which publishing company published the book written by the well-known practitioner of the treatment method used in the health specialty related to aura?,Amber-Allen Publishing,In which year was the book published by the publishing company that was written by the well-known practitioner of the treatment method used in the health specialty related to aura?,1994
health_symptom,tension headache,health specialty,neurology,What is the health specialty of tension headache?,Tension headache is a common type of headache that is often associated with,0.0,"['neurology', 'Tension headache is a common type of headache that is often associated with', 'cardiology', 'dermatology']",Which medical specialty deals with tension headaches?,A. dermatology  B. neurology  C. cardiology  D. Tension headache is a common type of headache that is often associated with,B,Is the health specialty of tension headache neurology?,Is the health specialty of tension headache Tension headache is a common type of headache that is often associated with?,What is a common symptom of tension headache?,What condition does neurology specialize in treating?,Which type of doctor specializes in treating tension headaches?,Neurologist,What is a common diagnostic tool used by the type of doctor who specializes in treating tension headaches?,MRI,Which medical imaging technique is often used to perform the diagnostic tool used by the type of doctor who specializes in treating tension headaches?,Magnetic Resonance Imaging,What is the primary purpose of the medical imaging technique used to perform the diagnostic tool by the type of doctor who specializes in treating tension headaches?,To create detailed images of the organs and tissues in the body,"Which part of the body is most commonly examined using the medical imaging technique that creates detailed images of organs and tissues, as used by the type of doctor who specializes in treating tension headaches?",Brain
health_symptom,tension headache,medical examination,physical examination,What is the medical examination of tension headache?,Tension headache is typically diagnosed based on a patient's reported sympt,0.0,"['physical examination', ""Tension headache is typically diagnosed based on a patient's reported symptoms"", 'blood test', 'MRI scan']",Which medical examination is used for diagnosing a tension headache?,A. physical examination  B. MRI scan  C. Tension headache is typically diagnosed based on a patient's reported sympt  D. blood test,A,Is the medical examination for tension headache a physical examination?,Is the medical examination for tension headache typically diagnosed based on a patient's reported symptoms?,What is a common symptom of a tension headache?,What condition is diagnosed using a physical examination?,Which specialist is typically consulted for a medical examination of a tension headache?,Neurologist,What is a common diagnostic test that a neurologist might order during a medical examination for a tension headache?,MRI scan,What part of the body is primarily examined in an MRI scan ordered for a tension headache?,Brain,Which imaging technique is used to create detailed images of the brain during an MRI scan?,Magnetic resonance imaging,What type of magnetic field is used in the imaging technique that creates detailed images of the brain during an MRI scan?,Strong magnetic field
health_symptom,asthenia,drug or therapy used for treatment,mesocarb,What is the drug or therapy used for treatment of asthenia?,Asthenia is a condition characterized by weakness and fatigue. There,0.0,"['mesocarb', 'Asthenia is a condition characterized by weakness and fatigue. There', 'modafinil', 'caffeine']",Which drug or therapy is utilized to treat asthenia?,A. modafinil  B. Asthenia is a condition characterized by weakness and fatigue. There  C. caffeine  D. mesocarb,D,Is mesocarb the drug or therapy used for treatment of asthenia?,Is 'Asthenia is a condition characterized by weakness and fatigue. There' the drug or therapy used for treatment of asthenia?,What is a common symptom of asthenia?,What condition is treated with mesocarb?,What is a common side effect of the drug or therapy used for the treatment of asthenia?,Fatigue,Which organ system is primarily affected by the common side effect of the drug or therapy used for the treatment of asthenia?,Nervous system,What is a common diagnostic test for assessing the function of the organ system primarily affected by the common side effect of the drug or therapy used for the treatment of asthenia?,Electroencephalogram (EEG),Which medical specialist is most likely to interpret the results of the common diagnostic test for assessing the function of the organ system primarily affected by the common side effect of the drug or therapy used for the treatment of asthenia?,Neurologist,What is a common neurological disorder that a medical specialist who interprets the results of the common diagnostic test for assessing the function of the organ system primarily affected by the common side effect of the drug or therapy used for the treatment of asthenia might diagnose?,Epilepsy
health_symptom,torticollis,health specialty,rheumatology,What is the health specialty of torticollis?,Torticollis is a medical condition characterized by an abnormal head,0.0,"['rheumatology', 'Torticollis is a medical condition characterized by an abnormal head', 'neurology', 'orthopedics']",Which medical specialty deals with torticollis?,A. orthopedics  B. Torticollis is a medical condition characterized by an abnormal head  C. neurology  D. rheumatology,D,Is the health specialty of torticollis rheumatology?,Is the health specialty of torticollis Torticollis is a medical condition characterized by an abnormal head?,What type of condition is torticollis?,What condition is associated with the health specialty of rheumatology?,Which type of doctor specializes in treating torticollis?,Orthopedic surgeon,What is a common treatment method used by an orthopedic surgeon for torticollis?,Physical therapy,What is a specific exercise used in physical therapy to treat torticollis?,Neck stretching exercises,Which muscle is commonly targeted in neck stretching exercises for torticollis?,Sternocleidomastoid muscle,What is the primary function of the sternocleidomastoid muscle targeted in neck stretching exercises for torticollis?,Rotation and flexion of the neck
health_symptom,Braxton Hicks contraction,health specialty,obstetrics,What is the health specialty of Braxton Hicks contraction?,Braxton Hicks contractions are a type of uterine contraction,0.0,"['obstetrics', 'Braxton Hicks contractions are a type of uterine contraction', 'cardiology', 'neurology']",Which medical field deals with Braxton Hicks contractions?,A. cardiology  B. neurology  C. obstetrics  D. Braxton Hicks contractions are a type of uterine contraction,C,Is the health specialty of Braxton Hicks contraction obstetrics?,Is the health specialty of Braxton Hicks contraction that Braxton Hicks contractions are a type of uterine contraction?,What is a common symptom associated with Braxton Hicks contractions?,What type of contractions are associated with the health specialty of obstetrics?,What is the health specialty that deals with Braxton Hicks contractions?,Obstetrics,What is a common procedure performed by specialists in the health specialty that deals with Braxton Hicks contractions?,Cesarean section,What is the recovery time for a common procedure performed by specialists in the health specialty that deals with Braxton Hicks contractions?,6 to 8 weeks,What is a common complication that can occur during the recovery time of a common procedure performed by specialists in the health specialty that deals with Braxton Hicks contractions?,Infection,What is a common treatment for a complication that can occur during the recovery time of a common procedure performed by specialists in the health specialty that deals with Braxton Hicks contractions?,Antibiotics
health_symptom,chemical burn,health specialty,emergency medicine,What is the health specialty of chemical burn?,"Chemical burns are a type of injury that can affect the skin, eyes",0.0,"['emergency medicine', 'Chemical burns are a type of injury that can affect the skin, eyes', 'dermatology', 'toxicology']",Which medical specialty deals with chemical burns?,"A. emergency medicine  B. Chemical burns are a type of injury that can affect the skin, eyes  C. dermatology  D. toxicology",A,Is the health specialty of chemical burn emergency medicine?,"Is the health specialty of chemical burn that it can affect the skin, eyes?",What type of injury can chemical burns cause?,What type of injury does emergency medicine specialize in?,What is the medical specialty that deals with the treatment of chemical burns?,Dermatology,What is a common treatment method used by dermatologists for chemical burns?,Topical antibiotics,What is a common side effect of using topical antibiotics for chemical burns?,Skin irritation,What is a common over-the-counter medication used to alleviate skin irritation caused by topical antibiotics?,Hydrocortisone cream,What is the active ingredient in hydrocortisone cream that helps reduce inflammation?,Hydrocortisone
health_symptom,vesical tenesmus,health specialty,urology,What is the health specialty of vesical tenesmus?,Vesical tenesmus is a condition characterized by the involuntary,0.0,"['urology', 'Vesical tenesmus is a condition characterized by the involuntary', 'neurology', 'gastroenterology']",Which medical field specializes in vesical tenesmus?,A. Vesical tenesmus is a condition characterized by the involuntary  B. neurology  C. urology  D. gastroenterology,C,Is the health specialty of vesical tenesmus urology?,Is the health specialty of vesical tenesmus Vesical tenesmus is a condition characterized by the involuntary?,What symptom is commonly associated with vesical tenesmus?,What condition does urology specialize in?,Which health specialty deals with vesical tenesmus?,Urology,What is a common diagnostic procedure used in the health specialty that deals with vesical tenesmus?,Cystoscopy,What type of anesthesia is typically used during the common diagnostic procedure in the health specialty that deals with vesical tenesmus?,Local anesthesia,What is a common side effect of the type of anesthesia used during the diagnostic procedure in the health specialty that deals with vesical tenesmus?,Temporary numbness,What is a common treatment to alleviate the side effect of the anesthesia used during the diagnostic procedure in the health specialty that deals with vesical tenesmus?,Rest and time
health_symptom,absence seizure,health specialty,neurology,What is the health specialty of absence seizure?,Absence seizures are a type of epilepsy that affects,0.0,"['neurology', 'Absence seizures are a type of epilepsy that affects', 'cardiology', 'dermatology']",Which medical field specializes in absence seizures?,A. neurology  B. dermatology  C. Absence seizures are a type of epilepsy that affects  D. cardiology,A,Is neurology the health specialty of absence seizure?,Is Absence seizures are a type of epilepsy that affects the health specialty of absence seizure?,What type of medical condition is commonly treated by neurologists?,What condition does neurology specialize in?,What is a common treatment method used by the health specialty that deals with absence seizures?,Antiepileptic drugs,What is a well-known antiepileptic drug used to treat absence seizures?,Ethosuximide,Which pharmaceutical company manufactures Ethosuximide?,Pfizer,In which country is the headquarters of the pharmaceutical company that manufactures Ethosuximide located?,United States,In which city is the headquarters of the pharmaceutical company that manufactures Ethosuximide located?,New York City
health_symptom,acneiform eruption,health specialty,dermatology,What is the health specialty of acneiform eruption?,Acneiform eruption is a skin condition that resembles acne,0.0,"['dermatology', 'Acneiform eruption is a skin condition that resembles acne', 'cardiology', 'neurology']",Which medical field specializes in treating acneiform eruptions?,A. dermatology  B. Acneiform eruption is a skin condition that resembles acne  C. cardiology  D. neurology,A,Is dermatology the health specialty of acneiform eruption?,Is Acneiform eruption is a skin condition that resembles acne the health specialty of acneiform eruption?,What is a common treatment method used in dermatology?,What condition does dermatology specialize in treating?,What is a common treatment method used by the health specialty that deals with acneiform eruption?,Topical retinoids,What is a common side effect of the treatment method used by the health specialty that deals with acneiform eruption?,Skin irritation,What is a recommended skincare product to alleviate the side effect of the treatment method used by the health specialty that deals with acneiform eruption?,Moisturizer,What is a common ingredient in the recommended skincare product to alleviate the side effect of the treatment method used by the health specialty that deals with acneiform eruption?,Hyaluronic acid,Which company is known for producing skincare products that contain the common ingredient in the recommended skincare product to alleviate the side effect of the treatment method used by the health specialty that deals with acneiform eruption?,The Ordinary
