topic,subject,relation,object,question,output_meta_llama_3_8b_instruct,eval_meta_llama_3_8b_instruct
human_entrepreneur,Johann Kremenezky,place of death,Vienna,What is the place of death of Johann Kremenezky?,Prague,0.0
human_entrepreneur,Klaus-Peter Müller,employer,Commerzbank AG,What is the employer of Klaus-Peter Müller?,Deutsche Bank,0.0
human_entrepreneur,Nikita Mikhalkov,instrument,voice,What is the instrument of Nikita Mikhalkov?,Cello,0.0
human_entrepreneur,Jason Lee,spouse,Carmen Llywelyn,Who is the spouse of Jason Lee?,Ceren Alkaç,0.0
human_entrepreneur,Claudia Wells,place of birth,Kuala Lumpur,What is the place of birth of Claudia Wells?,Los Angeles,0.0
human_entrepreneur,Max Otte,work location,Worms,What is the work location of Max Otte?,Germany,0.0
human_entrepreneur,Ralph H. Baer,field of work,technology,What is the field of work of Ralph H. Baer?,Inventor,0.0
human_entrepreneur,Louis Victor Robert Schwartzkopff,occupation,entrepreneur,What is the occupation of Louis Victor Robert Schwartzkopff?,Painter,0.0
human_entrepreneur,Otto Fahr,place of birth,Bad Cannstatt,What is the place of birth of Otto Fahr?,Berlin,0.0
human_entrepreneur,Hippolyt Freiherr Poschinger von Frauenau,place of birth,Bamberg,What is the place of birth of Hippolyt Freiherr Poschinger von Frauenau?,Vienna,0.0
human_entrepreneur,William Ralph Merton,place of birth,Frankfurt,What is the place of birth of William Ralph Merton?,Colchester,0.0
human_entrepreneur,Bob Falkenburg,country for sport,Brazil,What is the country for sport of Bob Falkenburg?,USA,0.0
human_entrepreneur,Joachim Milberg,employer,Technical University of Munich,What is the employer of Joachim Milberg?,Siemens,0.0
human_entrepreneur,August Horch,place of birth,Winningen,What is the place of birth of August Horch?,Wülfel,0.0
human_entrepreneur,Marco Polo,place of death,Venice,What is the place of death of Marco Polo?,Kerbela,0.0
human_entrepreneur,Michael Jackson,father,Joe Jackson,Who is the father of Michael Jackson?,Joseph,0.0
human_entrepreneur,Franz Xaver von Ballestrem,father,Carl Wolfgang von Ballestrem,Who is the father of Franz Xaver von Ballestrem?,Johann Baptist von Ballestrem,0.0
human_entrepreneur,Werner Nachmann,place of death,Karlsruhe,What is the place of death of Werner Nachmann?,Munich,0.0
human_entrepreneur,Jakob Fugger,mother,Barbara Fugger,Who is the mother of Jakob Fugger?,Margaretha,0.0
human_entrepreneur,Guido Henckel von Donnersmarck,family,Henckel von Donnersmarck,Who is the family of Guido Henckel von Donnersmarck?,German,0.0
human_entrepreneur,Bill Lawrence,family name,Stich,Who is the family name of Bill Lawrence?,Lawrence,0.0
human_entrepreneur,Hanns Klemm,member of political party,Nazi Party,What is the member of political party of Hanns Klemm?,CDU,0.0
human_entrepreneur,Ludwig Opel,sport,cycle sport,What is the sport of Ludwig Opel?,Motorboat racing,0.0
human_entrepreneur,Max Duttenhofer,place of death,Tübingen,What is the place of death of Max Duttenhofer?,Munich,0.0
human_entrepreneur,Bill Gates,medical condition,color blindness,What is the medical condition of Bill Gates?,Healthy,0.0
human_entrepreneur,Hasso Plattner,place of birth,Berlin,What is the place of birth of Hasso Plattner?,Binz,0.0
human_entrepreneur,Adolph von Hansemann,father,David Hansemann,Who is the father of Adolph von Hansemann?,Friedrich von Hansemann,0.0
human_entrepreneur,"Maximilian Karl, 6th Prince of Thurn and Taxis",father,"Karl Alexander, 5th Prince of Thurn and Taxis","Who is the father of Maximilian Karl, 6th Prince of Thurn and Taxis?",Karl Anselm,0.0
human_entrepreneur,Friedrich Wilhelm Schindler,place of death,Kennelbach,Who is the place of death of Friedrich Wilhelm Schindler?,Berlin,0.0
human_entrepreneur,Guido Henckel von Donnersmarck,conflict,Franco-Prussian War,What is the conflict of Guido Henckel von Donnersmarck?,Identity,0.0
human_entrepreneur,Robert Bosch,place of birth,Albeck,Who is the place of birth of Robert Bosch?,Würzburg,0.0
human_entrepreneur,Anton Freissler,occupation,entrepreneur,What is the occupation of Anton Freissler?,Austrian footballer,0.0
human_entrepreneur,Bill Gates,affiliation,Bill & Melinda Gates Foundation,What is the affiliation of Bill Gates?,Microsoft,0.0
human_entrepreneur,Carl Paul Goerz,place of birth,Brandenburg an der Havel,What is the place of birth of Carl Paul Goerz?,Berlin,0.0
human_entrepreneur,Paul Spiegel,cause of death,cancer,What is the cause of death of Paul Spiegel?,Heart attack,0.0
human_entrepreneur,Friedrich Jahn,place of birth,Linz,What is the place of birth of Friedrich Jahn?,Lissa,0.0
human_entrepreneur,Max Duttenhofer,place of birth,Rottweil,What is the place of birth of Max Duttenhofer?,Würzburg,0.0
human_entrepreneur,Gottfried Schenker,occupation,entrepreneur,What is the occupation of Gottfried Schenker?,Musicologist,0.0
human_entrepreneur,Wim Thoelke,employer,ZDF,What is the employer of Wim Thoelke?,RTL Television,0.0
human_entrepreneur,Henri Nestlé,place of death,Glion,What is the place of death of Henri Nestlé?,Glarus,0.0
human_entrepreneur,Walter Cramer,work location,Leipzig,What is the work location of Walter Cramer?,Chicago,0.0
human_entrepreneur,Herbert Felix,ethnic group,Germans,What is the ethnic group of Herbert Felix?,Jewish,0.0
human_entrepreneur,Karl Nessler,occupation,entrepreneur,What is the occupation of Karl Nessler?,Hairstylist,0.0
human_entrepreneur,Ralph H. Baer,conflict,World War II,What is the conflict of Ralph H. Baer?,Patent,0.0
human_entrepreneur,Franz Xaver von Ballestrem,place of birth,Pławniowice,What is the place of birth of Franz Xaver von Ballestrem?,Vienna,0.0
human_entrepreneur,Corny Littmann,sport,association football,What is the sport of Corny Littmann?,Golf,0.0
human_entrepreneur,Denis Thatcher,military branch,British Army,What is the military branch of Denis Thatcher?,Royal Navy,0.0
human_entrepreneur,Friedrich Mandl,spouse,Hedy Lamarr,Who is the spouse of Friedrich Mandl?,Marlenne Dietrich,0.0
human_entrepreneur,Hassan II,father,Mohammed Abdelmonem,Who is the father of Hassan II?,Mohammed V,0.0
human_entrepreneur,Agneta Matthes,occupation,entrepreneur,What is the occupation of Agneta Matthes?,Scientist,0.0
human_entrepreneur,Margarete Steiff,place of burial,Giengen an der Brenz,Who is the place of burial of Margarete Steiff?,Ulm,0.0
human_entrepreneur,Konrad Gobel,place of death,Frankfurt,What is the place of death of Konrad Gobel?,Berlin,0.0
human_entrepreneur,Adolph von Hansemann,spouse,Ottilie von Hansemann,Who is the spouse of Adolph von Hansemann?,Marie von Brentano,0.0
human_entrepreneur,Heinrich Schliemann,academic degree,honorary doctorate,What is the academic degree of Heinrich Schliemann?,Ph.D,0.0
human_entrepreneur,Herbert Hainer,place of birth,Moosthenning,What is the place of birth of Herbert Hainer?,Würzburg,0.0
human_entrepreneur,Robert Boehringer,work location,Geneva,What is the work location of Robert Boehringer?,Germany,0.0
human_entrepreneur,Ralph H. Baer,academic degree,Bachelor of Science,What is the academic degree of Ralph H. Baer?,Ph.D,0.0
human_entrepreneur,Hans Georg Klamroth,place of birth,Halberstadt,What is the place of birth of Hans Georg Klamroth?,Berlin,0.0
human_entrepreneur,Henry Clay Frick,notable work,The Frick Collection,What is the notable work of Henry Clay Frick?,Homestead Strike,0.0
human_entrepreneur,Anders Behring Breivik,residence,Oslo,What is the residence of Anders Behring Breivik?,Bærum,0.0
human_entrepreneur,Christoph Franz,place of birth,Frankfurt,What is the place of birth of Christoph Franz?,Munich,0.0
human_entrepreneur,Joachim Milberg,work location,Munich,What is the work location of Joachim Milberg?,Germany,0.0
human_entrepreneur,Agneta Matthes,place of birth,Amsterdam,What is the place of birth of Agneta Matthes?,Sweden,0.0
human_entrepreneur,Martin Schlaff,member of political party,Social Democratic Party of Austria,What is the member of political party of Martin Schlaff?,CSU,0.0
human_entrepreneur,Paul Spiegel,father,Hugo Spiegel,Who is the father of Paul Spiegel?,Hans Spiegel,0.0
human_entrepreneur,Albert Ballin,father,Samuel Joel Ballin,Who is the father of Albert Ballin?,Hermann Ballin,0.0
human_entrepreneur,Adolf Magnus d'Hoym,noble title,baron,What is the noble title of Adolf Magnus d'Hoym?,Count,0.0
human_entrepreneur,Louis Nathaniel de Rothschild,father,Albert Salomon von Rothschild,Who is the father of Louis Nathaniel de Rothschild?,Mayer Amschel Rothschild,0.0
human_entrepreneur,Karlheinz Steinmüller,employer,Academy of Sciences of the GDR,What is the employer of Karlheinz Steinmüller?,Siemens,0.0
human_entrepreneur,Friedrich Siemens,place of death,Dresden,What is the place of death of Friedrich Siemens?,Berlin,0.0
human_entrepreneur,Udo Proksch,place of death,Graz,What is the place of death of Udo Proksch?,Munich,0.0
human_entrepreneur,Otto Beisheim,place of birth,Velbert,Who is the place of birth of Otto Beisheim?,Koblenz,0.0
