topic,subject,relation,object,question,output_meta_llama_3_8b_instruct,eval_meta_llama_3_8b_instruct
business_industry,tobacco industry,significant event,settlement,What is the significant event of tobacco industry?,Lorillard,0.0
business_industry,mass media,practiced by,media profession,What was mass media practiced by?,Masses,0.0
business_industry,architectural firm,practiced by,architect,What was architectural firm practiced by?,Frank Lloyd Wright,0.0
business_industry,architecture,practiced by,architect,What was architecture practiced by?,Ancient civilizations,0.0
business_industry,pest control,has part(s),bird control,What does pest control have part(s )?,Sprays,0.0
business_industry,biomedical engineering,practiced by,biomedical engineer,What was biomedical engineering practiced by?,Physicians,0.0
business_industry,information services,practiced by,information scientist,What was information services practiced by?,IBM,0.0
business_industry,home industry,uses,putting-out system,What does home industry use?,Handmade,0.0
business_industry,research,studied in,metascience,What was research studied in?,Journal,0.0
business_industry,musical instrument making,has part(s),lutherie,What does musical instrument making have part(s )?,Parts,0.0
business_industry,life sciences,said to be the same as,biology,What did life sciences say to be the same as?,DNA,0.0
business_industry,architecture,studied in,architectural theory,What was architecture studied in?,School,0.0
business_industry,energy industry,said to be the same as,energy supply,What did energy industry say to be the same as?,Oil,0.0
business_industry,aluminium industry,field of work,aluminium,What is the field of work of aluminium industry?,Metallurgy,0.0
business_industry,technology,has characteristic,technological singularity,What does technology have characteristic?,Innovative,0.0
business_industry,plumbing,country of origin,Egypt,What is the country of origin of plumbing?,Ancient Civilizations,0.0
business_industry,architecture,uses,architectural engineering,What does architecture use?,Software,0.0
business_industry,furniture industry,practiced by,furniture maker,What was furniture industry practiced by?,Carpenters,0.0
business_industry,brewing,location,brewery,What is the location of brewing?,Kettle,0.0
business_industry,architectural firm,industry,architecture,What is the industry of architectural firm?,Construction,0.0
business_industry,ferrous metallurgy,described by source,Encyclopædia Britannica 11th edition,What is the described by source of ferrous metallurgy?,Iron,0.0
business_industry,electronics,has part(s),electronic circuit,What does electronics have part(s )?,Components,0.0
business_industry,plumbing,location of discovery,Crete,What is the location of discovery of plumbing?,Ancient Civilizations,0.0
business_industry,artificial intelligence,model item,machine learning,What is the model item of artificial intelligence?,Chatbot,0.0
business_industry,show business,said to be the same as,entertainment industry,What did show business say to be the same as?,"""Show""",0.0
business_industry,human resource management,field of work,performance management,What is the field of work of human resource management?,Business,0.0
business_industry,papermaking,practiced by,papermaker,What was papermaking practiced by?,Ancient Chinese,0.0
business_industry,brewing,described by source,Encyclopædia Britannica 11th edition,What is the described by source of brewing?,Yeast,0.0
business_industry,winemaking,follows,wine harvest,What does winemaking follow?,Harvesting,0.0
business_industry,publishing,described by source,Encyclopædia Britannica 11th edition,What is the described by source of publishing?,Author,0.0
business_industry,health care industry,field of work,health care,What is the field of work of health care industry?,Medicine,0.0
business_industry,spice trade,object class of occurrence,spice,What is the object class of occurrence of spice trade?,Event,0.0
business_industry,metallurgy,said to be the same as,metal industry,What did metallurgy say to be the same as?,Alloy,0.0
business_industry,geodesy,practiced by,geodesist,What was geodesy practiced by?,Ancient Greeks,0.0
business_industry,upholstery,described by source,Encyclopædia Britannica 11th edition,What is the described by source of upholstery?,Fabric,0.0
business_industry,human resource management,practiced by,human resource manager,What was human resource management practiced by?,Ancient civilizations,0.0
business_industry,dairy industry,field of work,dairying,What is the field of work of dairy industry?,Agriculture,0.0
business_industry,plant breeding,described by source,Encyclopædia Britannica 11th edition,What is the described by source of plant breeding?,Genetics,0.0
business_industry,retail,described by source,Encyclopædia Britannica 11th edition,What is the described by source of retail?,Wholesale,0.0
business_industry,hospitality industry,practiced by,bellhop,What was hospitality industry practiced by?,Ancient Greeks,0.0
business_industry,book industry,said to be the same as,book publishing,What did book industry say to be the same as?,"""Page""",0.0
business_industry,screen printing,time period,Song dynasty,What is the time period of screen printing?,18th century,0.0
business_industry,Colgate-Palmolive Company,industry,personal care product,What is the industry of Colgate-Palmolive Company?,Consumer Goods,0.0
business_industry,electronics,practiced by,electrical engineer,What was electronics practiced by?,Greeks,0.0
business_industry,upholstery,uses,antimacassar,What does upholstery use?,Fabric,0.0
business_industry,property management,has part(s),real estate management,What does property management have part(s )?,Properties,0.0
business_industry,rail transport,practiced by,station master,What was rail transport practiced by?,Humans,0.0
business_industry,screen printing,has part(s),sensitization,What does screen printing have part(s )?,Screens,0.0
business_industry,fur trade,object class of occurrence,fur,What is the object class of occurrence of fur trade?,Event,0.0
business_industry,printing,uses,printing machine,What does printing use?,Ink,0.0
business_industry,biotechnology,practiced by,biotechnologist,What was biotechnology practiced by?,Ancient civilizations,0.0
business_industry,industrial engineering,practiced by,industrial engineer,What was industrial engineering practiced by?,Frederick Taylor,0.0
business_industry,plumbing,discoverer or inventor,Egyptians,What is the discoverer or inventor of plumbing?,Minoans,0.0
business_industry,extraction of petroleum,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of extraction of petroleum?,Edwin Drake,0.0
business_industry,plant breeding,practiced by,plant breeder,What was plant breeding practiced by?,Ancient farmers,0.0
business_industry,upholstery,practiced by,upholsterer,What was upholstery practiced by?,Artisans,0.0
business_industry,civil aviation,practiced by,flight attendant,What was civil aviation practiced by?,Governments,0.0
business_industry,news,practiced by,news presenter,What was news practiced by?,Rome,0.0
business_industry,telephony,described by source,Enciclopedia universal ilustrada europeo-americana (1908-1930),What is the described by source of telephony?,Switch,0.0
business_industry,cartography,described by source,Geography,What is the described by source of cartography?,Ptolemy,0.0
business_industry,fishing,practiced by,fisher,What was fishing practiced by?,Ancient civilizations,0.0
business_industry,automation,is the study of,process,What does automation be the study of?,Engineering,0.0
business_industry,furniture industry,has part(s),furniture construction,What does furniture industry have part(s )?,Parts,0.0
business_industry,winemaking,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of winemaking?,Dionysus,0.0
business_industry,leather crafting,practiced by,leatherworker,What was leather crafting practiced by?,Celtics,0.0
business_industry,stationery,described by source,Encyclopædia Britannica 11th edition,What is the described by source of stationery?,Manufacturer,0.0
business_industry,animal breeding,described by source,Encyclopædia Britannica 11th edition,What is the described by source of animal breeding?,Artificial,0.0
business_industry,logistics,practiced by,logistician,What was logistics practiced by?,Ancient Greeks,0.0
business_industry,technology,is the study of,technique,What does technology be the study of?,Science,0.0
business_industry,metallurgy,practiced by,metallurgist,What was metallurgy practiced by?,Ancient civilizations,0.0
business_industry,foundry,described by source,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of foundry?,Pliny,0.0
business_industry,electronics,studied in,engineering,What was electronics studied in?,Physics,0.0
business_industry,research,has characteristic,scientific method,What does research have characteristic?,Systematic,0.0
business_industry,research,described by source,Encyclopædia Britannica 11th edition,What is the described by source of research?,Methodology,0.0
business_industry,passenger transport,object class of occurrence,passenger,What is the object class of occurrence of passenger transport?,Event,0.0
business_industry,lithography,practiced by,lithographer,What was lithography practiced by?,Alessandro,0.0
business_industry,publishing,said to be the same as,publishing industry,What did publishing say to be the same as?,"""Print""",0.0
business_industry,chemical industry,has part(s),company,What does chemical industry have part(s )?,Plants,0.0
business_industry,product distribution,has part(s),sales,What does product distribution have part(s )?,Segments,0.0
