topic,subject,relation,object,question,output_meta_llama_3_8b_instruct,eval_meta_llama_3_8b_instruct
entertainment_anime,Chain Chronicle,genre,J-pop,What is the genre of Chain Chronicle?,RPG,0.0
entertainment_anime,The Rebirth of Buddha,art director,Masaru Sato,Who is the art director of The Rebirth of Buddha?,Wang Xiaoshuai,0.0
entertainment_anime,This Boy Is a Professional Wizard,distributed by,Crunchyroll,What was This Boy Is a Professional Wizard distributed by?,Scholastic,0.0
entertainment_anime,W Wish,original language of film or TV show,Japanese,What is the original language of film or TV show of W Wish?,Korean,0.0
entertainment_anime,The Rebirth of Buddha,executive producer,Ryūhō Ōkawa,Who is the executive producer of The Rebirth of Buddha?,Wang Xiaoding,0.0
entertainment_anime,Tenshi no Drop,author,Chizuna Nakajima,Who is the author of Tenshi no Drop?,Kazuki Sakuraba,0.0
entertainment_anime,This Boy Suffers from Crystallization,original language of film or TV show,Japanese,What is the original language of film or TV show of This Boy Suffers from Crystallization?,Korean,0.0
entertainment_anime,Double Decker! Doug & Kirill,distributed by,Crunchyroll,What was Double Decker! Doug & Kirill distributed by?,GOG.com,0.0
entertainment_anime,Digimon Adventure Tri. 3,distribution format,video on demand,What is the distribution format of Digimon Adventure Tri. 3?,Blu-ray,0.0
entertainment_anime,IDOLM@STER SideM,character designer,Haruko Iizuka,Who is the character designer of IDOLM@STER SideM?,Ritsuko Kakine,0.0
entertainment_anime,Digimon Adventure Tri. 3,part of the series,Digimon Adventure tri.,What is the part of the series of Digimon Adventure Tri. 3?,Coexistence,0.0
entertainment_anime,The Laws of the Sun,country of origin,Japan,What is the country of origin of The Laws of the Sun?,Egypt,0.0
entertainment_anime,The Rebirth of Buddha,original language of film or TV show,Japanese,What is the original language of film or TV show of The Rebirth of Buddha?,Thai,0.0
entertainment_anime,Digimon Adventure Tri. 3,followed by,Digimon Adventure Tri. 4,What was Digimon Adventure Tri. 3 followed by?,Coexistence,0.0
entertainment_anime,Tabimachi Late Show,distributed by,Crunchyroll,What was Tabimachi Late Show distributed by?,Pony Canyon,0.0
entertainment_anime,Five Numbers!,original language of film or TV show,Japanese,What is the original language of film or TV show of Five Numbers!?,Korean,0.0
entertainment_anime,This Boy Is a Professional Wizard,original language of film or TV show,Japanese,What is the original language of film or TV show of This Boy Is a Professional Wizard?,English,0.0
entertainment_anime,W Wish,game mode,single-player video game,What is the game mode of W Wish?,Multiplayer,0.0
entertainment_anime,Pan de Peace!,distributed by,Crunchyroll,What was Pan de Peace! distributed by?,Kadokawa Shoten,0.0
entertainment_anime,The Rebirth of Buddha,creator,IRH Press,What is the creator of The Rebirth of Buddha?,Wang Xiaobo,0.0
entertainment_anime,THE LIFE OF GREAT HERMES,country of origin,Japan,What is the country of origin of THE LIFE OF GREAT HERMES?,Egypt,0.0
entertainment_anime,Rescue Me!,author,Makita Keiharu,Who is the author of Rescue Me!?,Takaya Kagami,0.0
entertainment_anime,Aki Sora,author,Masahiro Itosugi,Who is the author of Aki Sora?,Sandrine,0.0
entertainment_anime,Euphoria,country of origin,Japan,What is the country of origin of Euphoria?,United States,0.0
entertainment_anime,Q.E.D.,country of origin,Japan,What is the country of origin of Q.E.D.?,Latin,0.0
entertainment_anime,Lupin VIII,country of origin,Japan,What is the country of origin of Lupin VIII?,France,0.0
entertainment_anime,Giovanni's Island,screenwriter,Yoshiki Sakurai,Who is the screenwriter of Giovanni's Island?,Mitsuyuki Mitsunaga,0.0
entertainment_anime,The Laws of the Sun,original language of film or TV show,Japanese,What is the original language of film or TV show of The Laws of the Sun?,Spanish,0.0
entertainment_anime,Armitage III: Poly Matrix,director,Takuya Satō,Who is the director of Armitage III: Poly Matrix?,Koichi Mizushima,0.0
entertainment_anime,Euphoria,language of work or name,Japanese,What is the language of work or name of Euphoria?,English,0.0
entertainment_anime,Tesagure! Bukatsu-mono,distribution format,video on demand,What is the distribution format of Tesagure! Bukatsu-mono?,CD,0.0
entertainment_anime,Giovanni's Island,distributed by,Warner Bros.,What was Giovanni's Island distributed by?,Shinchosha,0.0
entertainment_anime,To Be Hero,genre,comedy,What is the genre of To Be Hero?,Webtoon,0.0
entertainment_anime,Armitage III: Poly Matrix,genre,cyberpunk,What is the genre of Armitage III: Poly Matrix?,Science Fiction,0.0
entertainment_anime,Digimon Adventure Tri. 5,part of the series,Digimon Adventure tri.,What is the part of the series of Digimon Adventure Tri. 5?,Coexistence,0.0
entertainment_anime,"Papa Datte, Shitai",genre,yaoi,"What is the genre of Papa Datte, Shitai?",Romance,0.0
entertainment_anime,IDOLM@STER SideM,business model,free-to-play,What is the business model of IDOLM@STER SideM?,VTuber,0.0
entertainment_anime,THE LIFE OF GREAT HERMES,language of work or name,Japanese,What is the language of work or name of THE LIFE OF GREAT HERMES?,Greek,0.0
entertainment_anime,Q.E.D.,intended public,shōnen,What is the intended public of Q.E.D.?,Mathematicians,0.0
entertainment_anime,Power DoLLS: Detachment of Limited Line Service,genre,turn-based tactics,What is the genre of Power DoLLS: Detachment of Limited Line Service?,Mecha,0.0
entertainment_anime,Lupin VIII,director,Rintaro,Who is the director of Lupin VIII?,Kazuhiko Yamaguchi,0.0
entertainment_anime,This Boy Suffers from Crystallization,language of work or name,Japanese,What is the language of work or name of This Boy Suffers from Crystallization?,German,0.0
entertainment_anime,The Rebirth of Buddha,screenwriter,Hiroshi,Who is the screenwriter of The Rebirth of Buddha?,Wang Xiaoding,0.0
entertainment_anime,Holo no Graffiti,producer,Hololive Production,What is the producer of Holo no Graffiti?,Kazuto Matsumura,0.0
entertainment_anime,Burglars of Baghdad Castle,based on,The Thief of Bagdad,What was Burglars of Baghdad Castle based on?,Aladdin,0.0
entertainment_anime,Holo no Graffiti,main subject,VTuber,What is the main subject of Holo no Graffiti?,Anime,0.0
entertainment_anime,Love Rice,distributed by,Crunchyroll,What was Love Rice distributed by?,Pepsico,0.0
entertainment_anime,Voice of Fox,distribution format,video on demand,What is the distribution format of Voice of Fox?,Digital,0.0
entertainment_anime,Double Decker! Doug & Kirill,original language of film or TV show,Japanese,What is the original language of film or TV show of Double Decker! Doug & Kirill?,Russian,0.0
entertainment_anime,To Be Hero,country of origin,Japan,What is the country of origin of To Be Hero?,China,0.0
entertainment_anime,Don't Lose!! Evil Corps!,distribution format,video on demand,What is the distribution format of Don't Lose!! Evil Corps!?,PS1,0.0
entertainment_anime,Harlock Saga,distribution format,video on demand,What is the distribution format of Harlock Saga?,Digital,0.0
entertainment_anime,The Rebirth of Buddha,director,Takaaki Ishiyama,Who is the director of The Rebirth of Buddha?,Xie Fei,0.0
entertainment_anime,Kurokan,distributed by,Crunchyroll,What was Kurokan distributed by?,Nintendo,0.0
entertainment_anime,The Black Cat,original language of film or TV show,Japanese,What is the original language of film or TV show of The Black Cat?,Italian,0.0
entertainment_anime,Q.E.D.,author,Motohiro Katou,Who is the author of Q.E.D.?,Descartes,0.0
entertainment_anime,Burglars of Baghdad Castle,country of origin,Japan,What is the country of origin of Burglars of Baghdad Castle?,Iraq,0.0
entertainment_anime,Lupin the 3rd vs Detective Conan,screenwriter,Atsushi Maekawa,Who is the screenwriter of Lupin the 3rd vs Detective Conan?,Takeshi Mogi,0.0
entertainment_anime,Harlock Saga,director,Yoshio Takeuchi,Who is the director of Harlock Saga?,Kazuhisa Takenouchi,0.0
entertainment_anime,Lupin the 3rd vs Detective Conan,form of creative work,feature film,What is the form of creative work of Lupin the 3rd vs Detective Conan?,Anime,0.0
entertainment_anime,The Rebirth of Buddha,distributed by,Toei Company,What was The Rebirth of Buddha distributed by?,Paramount Pictures,0.0
entertainment_anime,Doraemon: Nobita and the Green Giant Legend,screenwriter,Hiroshi Ōnogi,Who is the screenwriter of Doraemon: Nobita and the Green Giant Legend?,Fujiko Fujio,0.0
entertainment_anime,Euphoria,original language of film or TV show,Japanese,What is the original language of film or TV show of Euphoria?,English,0.0
entertainment_anime,Gakuen Handsome,distributed by,Crunchyroll,What was Gakuen Handsome distributed by?,Ponycanyon,0.0
entertainment_anime,Digimon Adventure Tri. 6,follows,Digimon Adventure Tri. 5,What does Digimon Adventure Tri. 6 follow?,Future,0.0
entertainment_anime,This Boy Suffers from Crystallization,distributed by,Crunchyroll,What was This Boy Suffers from Crystallization distributed by?,Sony Music,0.0
