topic,subject,relation,object,question,output_meta_llama_3_8b_instruct,eval_meta_llama_3_8b_instruct
event_history,Sixth Russo-Turkish War,significant event,Treaty of Küçük Kaynarca,Who is the significant event of Sixth Russo-Turkish War?,Treaty of San Stefano,0.0
event_history,Winter War,time period,World War II,What is the time period of Winter War?,1939-1940,0.0
event_history,Second Opium War,location,Qing dynasty,What is the location of Second Opium War?,China,0.0
event_history,Revolt of the Comuneros,participant,Charles V,Who is the participant of Revolt of the Comuneros?,Comuneros,0.0
event_history,Second Schleswig War,location,Duchy of Schleswig,What is the location of Second Schleswig War?,Denmark,0.0
event_history,Russo-Japanese War,location,Manchuria,What is the location of Russo-Japanese War?,Asia,0.0
event_history,Swabian War,participant,Swabian League,What is the participant of Swabian War?,Württemberg,0.0
event_history,First Sino-Japanese War,location,Korea,What is the location of First Sino-Japanese War?,China,0.0
event_history,War in Afghanistan,location,Afghanistan,What is the location of War in Afghanistan?,South Asia,0.0
event_history,Ten Years' War,participant,Spain under the Restoration,What is the participant of Ten Years' War?,Cuba,0.0
event_history,Polish–Soviet War,significant event,Peace of Riga,What is the significant event of Polish–Soviet War?,Miracle at the Vistula,0.0
event_history,Eastern Front,target,Soviet occupation zone of Germany,What is the target of Eastern Front?,Stalingrad,0.0
event_history,Eastern Front,named after,French invasion of Russia,What was Eastern Front named after?,Geography,0.0
event_history,Russo-Ukrainian War,follows,Euromaidan,What does Russo-Ukrainian War follow?,Crimean War,0.0
event_history,Russian invasion of Ukraine,foundational text,Constitution of Ukraine,What is the foundational text of Russian invasion of Ukraine?,Minsk Accords,0.0
event_history,Russian invasion of Ukraine,theorised by,Oleksii Arestovych,Who was Russian invasion of Ukraine theorised by?,Andriy Parubiy,0.0
event_history,Israel–Hamas war,time period,contemporary history,What is the time period of Israel–Hamas war?,2008-2009,0.0
