topic,subject,relation,object,question,output_meta_llama_3_8b_instruct,eval_meta_llama_3_8b_instruct
geography_volcano,Puracé,continent,Americas,What is the continent of Puracé?,South America,0.0
geography_volcano,Mount Ruapehu,volcano observatory,GNS Science,What is the volcano observatory of Mount Ruapehu?,Volcanic Alert Level Centre,0.0
geography_volcano,Mount Hudson,country,Chile,What is the country of Mount Hudson?,Antarctica,0.0
geography_volcano,Alaid,made from material,basalt,What is the made from material of Alaid?,Stone,0.0
geography_volcano,San Félix Island,country,Chile,What is the country of San Félix Island?,Venezuela,0.0
geography_volcano,Tecuamburro,continent,Americas,What is the continent of Tecuamburro?,South America,0.0
geography_volcano,Öræfajökull,highest point,Hvannadalshnúkur,What is the highest point of Öræfajökull?,Hvannadalshnjúkur,0.0
geography_volcano,Silay,made from material,andesite,What is the made from material of Silay?,Wax,0.0
geography_volcano,Citerne,mountain range,Basse-Terre Island,What is the mountain range of Citerne?,Atlas,0.0
geography_volcano,Tolbachik,volcano observatory,Institute of Volcanology and Seismology,What is the volcano observatory of Tolbachik?,Kamchatka,0.0
geography_volcano,Tyatya,country,Russia,What is the country of Tyatya?,None,0.0
geography_volcano,Kelut,volcano observatory,Volcanological Survey of Indonesia,What is the volcano observatory of Kelut?,PVMBG,0.0
geography_volcano,Merelava,country,Vanuatu,What is the country of Merelava?,Non-existent,0.0
geography_volcano,Acamarachi,made from material,andesite,What is the made from material of Acamarachi?,Cotton,0.0
geography_volcano,Cerro Solo,continent,Americas,What is the continent of Cerro Solo?,South America,0.0
geography_volcano,Mount Garibaldi,volcano observatory,Geological Survey of Canada,What is the volcano observatory of Mount Garibaldi?,Vancouver,0.0
geography_volcano,Sarychev Peak,volcano observatory,Institute of Volcanology and Seismology,What is the volcano observatory of Sarychev Peak?,Russian,0.0
geography_volcano,Puracé,made from material,andesite,What is the made from material of Puracé?,Water,0.0
geography_volcano,Mauna Ulu,volcano observatory,Hawaiian Volcano Observatory,What is the volcano observatory of Mauna Ulu?,Kilauea,0.0
geography_volcano,Pacaya,continent,Americas,What is the continent of Pacaya?,Central,0.0
geography_volcano,Concepción,country,Nicaragua,What is the country of Concepción?,Chile,0.0
geography_volcano,Mount Scenery,continent,Americas,What is the continent of Mount Scenery?,Saba,0.0
geography_volcano,Cerro Macá,continent,Americas,What is the continent of Cerro Macá?,South America,0.0
geography_volcano,Antofalla,continent,Americas,What is the continent of Antofalla?,South America,0.0
geography_volcano,Koryaksky,mountain range,Sredinny Range,Who is the mountain range of Koryaksky?,Kamchatka,0.0
geography_volcano,Tacora,country,Chile,What is the country of Tacora?,None,0.0
geography_volcano,San Cristóbal Volcano,mountain range,Cordillera Los Maribios,What is the mountain range of San Cristóbal Volcano?,Andes,0.0
geography_volcano,Mutnovsky,volcano observatory,Institute of Volcanology and Seismology,What is the volcano observatory of Mutnovsky?,Kurilsk,0.0
geography_volcano,Daisetsuzan Volcanic Group,located in protected area,Daisetsuzan National Park,What is the located in protected area of Daisetsuzan Volcanic Group?,Shikotsu-Toya National Park,0.0
geography_volcano,Novarupta,volcano observatory,Alaska Volcano Observatory,What is the volcano observatory of Novarupta?,Katmai,0.0
geography_volcano,Antuco,continent,Americas,What is the continent of Antuco?,South America,0.0
geography_volcano,Taapaca,made from material,andesite,What is the made from material of Taapaca?,Cotton,0.0
geography_volcano,Volcán Tacaná,continent,Americas,What is the continent of Volcán Tacaná?,North America,0.0
geography_volcano,Aracar,time period,Pliocene,What is the time period of Aracar?,Middle Ages,0.0
geography_volcano,Sarychev Peak,named after,Gavril Sarychev,Who was Sarychev Peak named after?,Ivan Sarychev,0.0
geography_volcano,Citerne,located in protected area,Guadeloupe National Park,What is the located in protected area of Citerne?,Lake,0.0
geography_volcano,Mount Iwate,made from material,basalt,What is the made from material of Mount Iwate?,Granite,0.0
geography_volcano,Cumbal,made from material,dacite,What is the made from material of Cumbal?,Wood,0.0
geography_volcano,San José,continent,Americas,What is the continent of San José?,North America,0.0
geography_volcano,Lanín,continent,Americas,What is the continent of Lanín?,South America,0.0
geography_volcano,Mount Nantai,located in protected area,Nikkō National Park,What is the located in protected area of Mount Nantai?,Lake Chuzenji,0.0
geography_volcano,Mount Cleveland,made from material,andesite,What is the made from material of Mount Cleveland?,Basalt,0.0
geography_volcano,Momotombo,mountain range,Cordillera Los Maribios,What is the mountain range of Momotombo?,Nicaraguan,0.0
geography_volcano,Mount Wrangell,volcano observatory,Alaska Volcano Observatory,What is the volcano observatory of Mount Wrangell?,USGS,0.0
geography_volcano,Mount Erebus,significant event,Air New Zealand Flight 901,What is the significant event of Mount Erebus?,AirNZ crash,0.0
geography_volcano,Avachinsky,volcano observatory,Institute of Volcanology and Seismology,What is the volcano observatory of Avachinsky?,Kamchatka,0.0
geography_volcano,Hiruzen,mountain range,Chugoku Mountains,What is the mountain range of Hiruzen?,Ou Mountains,0.0
geography_volcano,Shiveluch,made from material,andesite,What is the made from material of Shiveluch?,Basalt,0.0
geography_volcano,Mount Scenery,made from material,andesite,What is the made from material of Mount Scenery?,Limestone,0.0
geography_volcano,Mount Unzen,located in protected area,Unzen-Amakusa National Park,What is the located in protected area of Mount Unzen?,Lake Sai,0.0
geography_volcano,Mount Boucherie,time period,Palaeocene,What is the time period of Mount Boucherie?,Pliocene,0.0
geography_volcano,San Pedro,country,Chile,What is the country of San Pedro?,Belize,0.0
geography_volcano,Klyuchevskaya Sopka,made from material,andesite,What is the made from material of Klyuchevskaya Sopka?,Basalt,0.0
geography_volcano,Torfajökull,made from material,rhyolite,What is the made from material of Torfajökull?,Lava,0.0
geography_volcano,Akita-Komagatake,located in protected area,Towada-Hachimantai National Park,What is the located in protected area of Akita-Komagatake?,Lake Tazawa,0.0
geography_volcano,Mount Kirishima,highest point,Mount Karakuni,What is the highest point of Mount Kirishima?,Kaimon,0.0
geography_volcano,Sotará,made from material,andesite,What is the made from material of Sotará?,Silk,0.0
geography_volcano,Chaitén,made from material,rhyolite,What is the made from material of Chaitén?,Andesite,0.0
geography_volcano,Mount Kirishima,located in protected area,Kirishima-Kinkōwan National Park,What is the located in protected area of Mount Kirishima?,Aso Shrine,0.0
geography_volcano,Gorely,mountain range,Eastern Range,What is the mountain range of Gorely?,Kamchatka,0.0
geography_volcano,Rangitoto Island,located in/on physical feature,New Zealand,What is the located in/on physical feature of Rangitoto Island?,Volcano,0.0
geography_volcano,Incahuasi,continent,Americas,What is the continent of Incahuasi?,South America,0.0
geography_volcano,Sarychev Peak,made from material,andesite,What is the made from material of Sarychev Peak?,Basalt,0.0
geography_volcano,Mount Yōtei,located in protected area,Shikotsu-Tōya National Park,What is the located in protected area of Mount Yōtei?,Shika,0.0
geography_volcano,Atlasov Island,named after,Vladimir Atlasov,Who was Atlasov Island named after?,Vitus Bering,0.0
geography_volcano,Mount Kusatsu-Shirane,made from material,andesite,What is the made from material of Mount Kusatsu-Shirane?,Rhyolite,0.0
geography_volcano,Pacaya,volcano observatory,"Instituto Nacional de Sismología, Vulcanología, Meteorología e Hidrología",What is the volcano observatory of Pacaya?,Guatemala,0.0
geography_volcano,Mount Mihara,made from material,basalt,What is the made from material of Mount Mihara?,Lava,0.0
geography_volcano,Nevado San Francisco,continent,Americas,What is the continent of Nevado San Francisco?,South America,0.0
geography_volcano,San Cristóbal Volcano,country,Nicaragua,What is the country of San Cristóbal Volcano?,Ecuador,0.0
geography_volcano,Mauna Kea,mountain range,Hawaiian–Emperor seamount chain,What is the mountain range of Mauna Kea?,Hawaiian Islands,0.0
geography_volcano,Mount Wrangell,located in protected area,Wrangell–St. Elias National Park and Preserve,What is the located in protected area of Mount Wrangell?,Glacier,0.0
geography_volcano,Mount Karakuni,located in protected area,Kirishima-Kinkōwan National Park,What is the located in protected area of Mount Karakuni?,Turtle,0.0
