topic,subject,relation,object,label,question,output_mistral_7b_instruct_v0.3,eval_mistral_7b_instruct_v0.3
health_disease,amoebic dysentery,drug or therapy used for treatment,iodoquinol,iodoquinol,What is the drug or therapy used for treatment of amoebic dysentery?,Metronidazole,0.0
health_disease,nocturnal enuresis,drug or therapy used for treatment,mesocarb,mesocarb,What is the drug or therapy used for treatment of nocturnal enuresis?,Desmopressin or behavioral therapy,0.0
health_disease,Lentigo maligna melanoma,has cause,lentigo maligna,lentigo maligna,What does Lentigo maligna melanoma have cause?,Sun exposure,0.0
health_disease,Morton's neuroma,health specialty,neurology,neurology,What is the health specialty of Morton's neuroma?,Podiatry,0.0
health_disease,mucinous cystadenoma,health specialty,oncology,oncology,What is the health specialty of mucinous cystadenoma?,Gynecologic (Ovarian) or Pancreatic,0.0
health_disease,hemoperitoneum,health specialty,gastroenterology,gastroenterology,What is the health specialty of hemoperitoneum?,Trauma surgery or Emergency medicine,0.0
health_disease,congenital insensitivity to pain,health specialty,neurology,neurology,What is the health specialty of congenital insensitivity to pain?,Congenital insensitivity to pain is a neurological disorder,0.0
health_disease,borreliosis,health specialty,infectious diseases,infectious diseases,What is the health specialty of borreliosis?,Lyme Disease,0.0
health_disease,pyogenic liver abscess,health specialty,gastroenterology,gastroenterology,What is the health specialty of pyogenic liver abscess?,Infectious Disease,0.0
health_disease,herpesviral encephalitis,health specialty,infectious diseases,infectious diseases,What is the health specialty of herpesviral encephalitis?,Neurology,0.0
health_disease,alphavirus infections,has cause,infection,infection,What does alphavirus infections have cause?,Mosquito bites or contact with infected individuals,0.0
health_disease,ovarian torsion,health specialty,gynecologic oncology,gynecologic oncology,What is the health specialty of ovarian torsion?,Gynecology,0.0
health_disease,trigonocephaly,health specialty,medical genetics,medical genetics,What is the health specialty of trigonocephaly?,Pediatric Craniofacial Surgery,0.0
health_disease,Benedikt syndrome,health specialty,neurology,neurology,What is the health specialty of Benedikt syndrome?,Genitourinary,0.0
health_disease,chromhidrosis,afflicts,sweat,sweat,What does chromhidrosis afflict?,Skin,0.0
health_disease,African horse sickness,has cause,African horse sickness virus,African horse sickness virus,What does African horse sickness have cause?,Arbovirus,0.0
health_disease,hypertrophy,described by source,Encyclopædia Britannica 11th edition,Encyclopædia Britannica 11th edition,What is the described by source of hypertrophy?,Resistance training,0.0
health_disease,cerebrospinal fluid leak,drug or therapy used for treatment,epidural blood patch,epidural blood patch,What is the drug or therapy used for treatment of cerebrospinal fluid leak?,"Ear or lumbar puncture sealant (fibrin glue,",0.0
health_disease,coxa vara,health specialty,medical genetics,medical genetics,What is the health specialty of coxa vara?,Orthopedics,0.0
health_disease,clostridial necrotizing enteritis,health specialty,infectious diseases,infectious diseases,What is the health specialty of clostridial necrotizing enteritis?,Large Animal Medicine,0.0
health_disease,Labial fusion,health specialty,medical genetics,medical genetics,What is the health specialty of Labial fusion?,Gynecology,0.0
health_disease,hookworm disease,drug or therapy used for treatment,imidacloprid,imidacloprid,What is the drug or therapy used for treatment of hookworm disease?,Albendazole or Mebendazole,0.0
health_disease,nonunion,afflicts,bone healing,bone healing,What does nonunion afflict?,Workers,0.0
health_disease,dwarfism,described by source,Brockhaus and Efron Encyclopedic Dictionary,Brockhaus and Efron Encyclopedic Dictionary,Who is the described by source of dwarfism?,Genetics,0.0
health_disease,cyst,health specialty,oncology,oncology,What is the health specialty of cyst?,Cyst specialty: Surgery (General) or Internal Medicine (depending,0.0
health_disease,angiomatosis,health specialty,cardiology,cardiology,What is the health specialty of angiomatosis?,Dermatology,0.0
health_disease,cementoma,anatomical location,cementum,cementum,What is the anatomical location of cementoma?,Mandible,0.0
health_disease,osteophyte,health specialty,rheumatology,rheumatology,What is the health specialty of osteophyte?,Orthopedics,0.0
health_disease,Lujan–Fryns syndrome,health specialty,psychiatry,psychiatry,What is the health specialty of Lujan–Fryns syndrome?,Genetics,0.0
health_disease,pigmented spindle cell nevus,health specialty,oncology,oncology,What is the health specialty of pigmented spindle cell nevus?,Dermatology,0.0
health_disease,pulicosis,health specialty,infectious diseases,infectious diseases,What is the health specialty of pulicosis?,Dermatology,0.0
health_disease,stupor,drug or therapy used for treatment,mesocarb,mesocarb,What is the drug or therapy used for treatment of stupor?,Stimulants or neurostimulation therapy,0.0
health_disease,hirsutism,health specialty,dermatology,dermatology,What is the health specialty of hirsutism?,Endocrinology,0.0
health_disease,Freiberg disease,discoverer or inventor,Alfred H. Freiberg,Alfred H. Freiberg,Who is the discoverer or inventor of Freiberg disease?,"Freiberg disease is a condition, not something that is discovered or invented",0.0
health_disease,recurrent miscarriage,health specialty,obstetrics,obstetrics,What is the health specialty of recurrent miscarriage?,Reproductive Endocrinology & Infertility,0.0
health_disease,persistent cloaca,health specialty,medical genetics,medical genetics,What is the health specialty of persistent cloaca?,Veterinary surgery,0.0
health_disease,atrophy,described by source,Encyclopædia Britannica 11th edition,Encyclopædia Britannica 11th edition,What is the described by source of atrophy?,Degeneration,0.0
